Key,Remarks,id,aptitude,growUp
60343103_28,,60343103,28,暴伤减免_3|
60343103_29,,60343103,29,暴伤减免_3|
60343103_30,,60343103,30,暴伤减免_3|
60350101_1,,60350101,1,生命_8|
60350101_2,,60350101,2,生命_16|
60350101_3,,60350101,3,生命_24|
60350101_4,,60350101,4,生命_32|
60350101_5,,60350101,5,生命_40|
60350101_6,,60350101,6,生命_48|
60350101_7,,60350101,7,生命_56|
60350101_8,,60350101,8,生命_64|
60350101_9,,60350101,9,生命_72|
60350101_10,,60350101,10,生命_80|
60350101_11,,60350101,11,生命_88|
60350101_12,,60350101,12,生命_96|
60350101_13,,60350101,13,生命_104|
60350101_14,,60350101,14,生命_112|
60350101_15,,60350101,15,生命_120|
60350101_16,,60350101,16,生命_128|
60350101_17,,60350101,17,生命_136|
60350101_18,,60350101,18,生命_144|
60350101_19,,60350101,19,生命_152|
60350101_20,,60350101,20,生命_160|
60350101_21,,60350101,21,生命_168|
60350101_22,,60350101,22,生命_176|
60350101_23,,60350101,23,生命_184|
60350101_24,,60350101,24,生命_192|
60350101_25,,60350101,25,生命_200|
60350101_26,,60350101,26,生命_208|
60350101_27,,60350101,27,生命_216|
60350101_28,,60350101,28,生命_224|
60350101_29,,60350101,29,生命_232|
60350101_30,,60350101,30,生命_240|
60350201_1,,60350201,1,生命_8|
60350201_2,,60350201,2,生命_16|
60350201_3,,60350201,3,生命_24|
60350201_4,,60350201,4,生命_32|
60350201_5,,60350201,5,生命_40|
60350201_6,,60350201,6,生命_48|
60350201_7,,60350201,7,生命_56|
60350201_8,,60350201,8,生命_64|
60350201_9,,60350201,9,生命_72|
60350201_10,,60350201,10,生命_80|
60350201_11,,60350201,11,生命_88|
60350201_12,,60350201,12,生命_96|
60350201_13,,60350201,13,生命_104|
60350201_14,,60350201,14,生命_112|
60350201_15,,60350201,15,生命_120|
60350201_16,,60350201,16,生命_128|
60350201_17,,60350201,17,生命_136|
60350201_18,,60350201,18,生命_144|
60350201_19,,60350201,19,生命_152|
60350201_20,,60350201,20,生命_160|
60350201_21,,60350201,21,生命_168|
60350201_22,,60350201,22,生命_176|
60350201_23,,60350201,23,生命_184|
60350201_24,,60350201,24,生命_192|
60350201_25,,60350201,25,生命_200|
60350201_26,,60350201,26,生命_208|
60350201_27,,60350201,27,生命_216|
60350201_28,,60350201,28,生命_224|
60350201_29,,60350201,29,生命_232|
60350201_30,,60350201,30,生命_240|
60351101_1,,60351101,1,生命_8|
60351101_2,,60351101,2,生命_16|
60351101_3,,60351101,3,生命_24|
60351101_4,,60351101,4,生命_32|
60351101_5,,60351101,5,生命_40|
60351101_6,,60351101,6,生命_48|
60351101_7,,60351101,7,生命_56|
60351101_8,,60351101,8,生命_64|
60351101_9,,60351101,9,生命_72|
60351101_10,,60351101,10,生命_80|
60351101_11,,60351101,11,生命_88|
60351101_12,,60351101,12,生命_96|
60351101_13,,60351101,13,生命_104|
60351101_14,,60351101,14,生命_112|
60351101_15,,60351101,15,生命_120|
60351101_16,,60351101,16,生命_128|
60351101_17,,60351101,17,生命_136|
60351101_18,,60351101,18,生命_144|
60351101_19,,60351101,19,生命_152|
60351101_20,,60351101,20,生命_160|
60351101_21,,60351101,21,生命_168|
60351101_22,,60351101,22,生命_176|
60351101_23,,60351101,23,生命_184|
60351101_24,,60351101,24,生命_192|
60351101_25,,60351101,25,生命_200|
60351101_26,,60351101,26,生命_208|
60351101_27,,60351101,27,生命_216|
60351101_28,,60351101,28,生命_224|
60351101_29,,60351101,29,生命_232|
60351101_30,,60351101,30,生命_240|
60351201_1,,60351201,1,生命_8|
60351201_2,,60351201,2,生命_16|
60351201_3,,60351201,3,生命_24|
60351201_4,,60351201,4,生命_32|
60351201_5,,60351201,5,生命_40|
60351201_6,,60351201,6,生命_48|
60351201_7,,60351201,7,生命_56|
60351201_8,,60351201,8,生命_64|
60351201_9,,60351201,9,生命_72|
60351201_10,,60351201,10,生命_80|
60351201_11,,60351201,11,生命_88|
60351201_12,,60351201,12,生命_96|
60351201_13,,60351201,13,生命_104|
60351201_14,,60351201,14,生命_112|
60351201_15,,60351201,15,生命_120|
60351201_16,,60351201,16,生命_128|
60351201_17,,60351201,17,生命_136|
60351201_18,,60351201,18,生命_144|
60351201_19,,60351201,19,生命_152|
60351201_20,,60351201,20,生命_160|
60351201_21,,60351201,21,生命_168|
60351201_22,,60351201,22,生命_176|
60351201_23,,60351201,23,生命_184|
60351201_24,,60351201,24,生命_192|
60351201_25,,60351201,25,生命_200|
60351201_26,,60351201,26,生命_208|
60351201_27,,60351201,27,生命_216|
60351201_28,,60351201,28,生命_224|
60351201_29,,60351201,29,生命_232|
60351201_30,,60351201,30,生命_240|
60351102_1,,60351102,1,韧性_1|
60351102_2,,60351102,2,韧性_1|
60351102_3,,60351102,3,韧性_1|
60351102_4,,60351102,4,韧性_1|
60351102_5,,60351102,5,韧性_1|
60351102_6,,60351102,6,韧性_1|
60351102_7,,60351102,7,韧性_1|
60351102_8,,60351102,8,韧性_1|
60351102_9,,60351102,9,韧性_1|
60351102_10,,60351102,10,韧性_1|
60351102_11,,60351102,11,韧性_1|
60351102_12,,60351102,12,韧性_1|
60351102_13,,60351102,13,韧性_1|
60351102_14,,60351102,14,韧性_1|
60351102_15,,60351102,15,韧性_1|
60351102_16,,60351102,16,韧性_1|
60351102_17,,60351102,17,韧性_2|
60351102_18,,60351102,18,韧性_2|
60351102_19,,60351102,19,韧性_2|
60351102_20,,60351102,20,韧性_2|
60351102_21,,60351102,21,韧性_2|
60351102_22,,60351102,22,韧性_2|
60351102_23,,60351102,23,韧性_2|
60351102_24,,60351102,24,韧性_2|
60351102_25,,60351102,25,韧性_2|
60351102_26,,60351102,26,韧性_2|
60351102_27,,60351102,27,韧性_3|
60351102_28,,60351102,28,韧性_3|
60351102_29,,60351102,29,韧性_3|
60351102_30,,60351102,30,韧性_3|
60351202_1,,60351202,1,韧性_1|
60351202_2,,60351202,2,韧性_1|
60351202_3,,60351202,3,韧性_1|
60351202_4,,60351202,4,韧性_1|
60351202_5,,60351202,5,韧性_1|
60351202_6,,60351202,6,韧性_1|
60351202_7,,60351202,7,韧性_1|
60351202_8,,60351202,8,韧性_1|
60351202_9,,60351202,9,韧性_1|
60351202_10,,60351202,10,韧性_1|
60351202_11,,60351202,11,韧性_1|
60351202_12,,60351202,12,韧性_1|
60351202_13,,60351202,13,韧性_1|
60351202_14,,60351202,14,韧性_1|
60351202_15,,60351202,15,韧性_1|
60351202_16,,60351202,16,韧性_1|
60351202_17,,60351202,17,韧性_2|
60351202_18,,60351202,18,韧性_2|
60351202_19,,60351202,19,韧性_2|
60351202_20,,60351202,20,韧性_2|
60351202_21,,60351202,21,韧性_2|
60351202_22,,60351202,22,韧性_2|
60351202_23,,60351202,23,韧性_2|
60351202_24,,60351202,24,韧性_2|
60351202_25,,60351202,25,韧性_2|
60351202_26,,60351202,26,韧性_2|
60351202_27,,60351202,27,韧性_3|
60351202_28,,60351202,28,韧性_3|
60351202_29,,60351202,29,韧性_3|
60351202_30,,60351202,30,韧性_3|
60352101_1,,60352101,1,生命_5|
60352101_2,,60352101,2,生命_11|
60352101_3,,60352101,3,生命_16|
60352101_4,,60352101,4,生命_21|
60352101_5,,60352101,5,生命_27|
60352101_6,,60352101,6,生命_32|
60352101_7,,60352101,7,生命_37|
60352101_8,,60352101,8,生命_43|
60352101_9,,60352101,9,生命_48|
60352101_10,,60352101,10,生命_53|
60352101_11,,60352101,11,生命_59|
60352101_12,,60352101,12,生命_64|
60352101_13,,60352101,13,生命_69|
60352101_14,,60352101,14,生命_75|
60352101_15,,60352101,15,生命_80|
60352101_16,,60352101,16,生命_85|
60352101_17,,60352101,17,生命_91|
60352101_18,,60352101,18,生命_96|
60352101_19,,60352101,19,生命_101|
60352101_20,,60352101,20,生命_107|
60352101_21,,60352101,21,生命_112|
60352101_22,,60352101,22,生命_117|
60352101_23,,60352101,23,生命_123|
60352101_24,,60352101,24,生命_128|
60352101_25,,60352101,25,生命_133|
60352101_26,,60352101,26,生命_139|
60352101_27,,60352101,27,生命_144|
60352101_28,,60352101,28,生命_149|
60352101_29,,60352101,29,生命_155|
60352101_30,,60352101,30,生命_160|
60352201_1,,60352201,1,生命_5|
60352201_2,,60352201,2,生命_11|
60352201_3,,60352201,3,生命_16|
60352201_4,,60352201,4,生命_21|
60352201_5,,60352201,5,生命_27|
60352201_6,,60352201,6,生命_32|
60352201_7,,60352201,7,生命_37|
60352201_8,,60352201,8,生命_43|
60352201_9,,60352201,9,生命_48|
60352201_10,,60352201,10,生命_53|
60352201_11,,60352201,11,生命_59|
60352201_12,,60352201,12,生命_64|
60352201_13,,60352201,13,生命_69|
60352201_14,,60352201,14,生命_75|
60352201_15,,60352201,15,生命_80|
60352201_16,,60352201,16,生命_85|
60352201_17,,60352201,17,生命_91|
60352201_18,,60352201,18,生命_96|
60352201_19,,60352201,19,生命_101|
60352201_20,,60352201,20,生命_107|
60352201_21,,60352201,21,生命_112|
60352201_22,,60352201,22,生命_117|
60352201_23,,60352201,23,生命_123|
60352201_24,,60352201,24,生命_128|
60352201_25,,60352201,25,生命_133|
60352201_26,,60352201,26,生命_139|
60352201_27,,60352201,27,生命_144|
60352201_28,,60352201,28,生命_149|
60352201_29,,60352201,29,生命_155|
60352201_30,,60352201,30,生命_160|
60352301_1,,60352301,1,生命_5|
60352301_2,,60352301,2,生命_11|
60352301_3,,60352301,3,生命_16|
60352301_4,,60352301,4,生命_21|
60352301_5,,60352301,5,生命_27|
60352301_6,,60352301,6,生命_32|
60352301_7,,60352301,7,生命_37|
60352301_8,,60352301,8,生命_43|
60352301_9,,60352301,9,生命_48|
60352301_10,,60352301,10,生命_53|
60352301_11,,60352301,11,生命_59|
60352301_12,,60352301,12,生命_64|
60352301_13,,60352301,13,生命_69|
60352301_14,,60352301,14,生命_75|
60352301_15,,60352301,15,生命_80|
60352301_16,,60352301,16,生命_85|
60352301_17,,60352301,17,生命_91|
60352301_18,,60352301,18,生命_96|
60352301_19,,60352301,19,生命_101|
60352301_20,,60352301,20,生命_107|
60352301_21,,60352301,21,生命_112|
60352301_22,,60352301,22,生命_117|
60352301_23,,60352301,23,生命_123|
60352301_24,,60352301,24,生命_128|
60352301_25,,60352301,25,生命_133|
60352301_26,,60352301,26,生命_139|
60352301_27,,60352301,27,生命_144|
60352301_28,,60352301,28,生命_149|
60352301_29,,60352301,29,生命_155|
60352301_30,,60352301,30,生命_160|
60352102_1,,60352102,1,韧性_1|
60352102_2,,60352102,2,韧性_1|
60352102_3,,60352102,3,韧性_1|
60352102_4,,60352102,4,韧性_1|
60352102_5,,60352102,5,韧性_1|
60352102_6,,60352102,6,韧性_1|
60352102_7,,60352102,7,韧性_1|
60352102_8,,60352102,8,韧性_1|
60352102_9,,60352102,9,韧性_1|
60352102_10,,60352102,10,韧性_1|
60352102_11,,60352102,11,韧性_1|
60352102_12,,60352102,12,韧性_1|
60352102_13,,60352102,13,韧性_1|
60352102_14,,60352102,14,韧性_1|
60352102_15,,60352102,15,韧性_1|
60352102_16,,60352102,16,韧性_1|
60352102_17,,60352102,17,韧性_2|
60352102_18,,60352102,18,韧性_2|
60352102_19,,60352102,19,韧性_2|
60352102_20,,60352102,20,韧性_2|
60352102_21,,60352102,21,韧性_2|
60352102_22,,60352102,22,韧性_2|
60352102_23,,60352102,23,韧性_2|
60352102_24,,60352102,24,韧性_2|
60352102_25,,60352102,25,韧性_2|
60352102_26,,60352102,26,韧性_2|
60352102_27,,60352102,27,韧性_3|
60352102_28,,60352102,28,韧性_3|
60352102_29,,60352102,29,韧性_3|
60352102_30,,60352102,30,韧性_3|
60352202_1,,60352202,1,韧性_1|
60352202_2,,60352202,2,韧性_1|
60352202_3,,60352202,3,韧性_1|
60352202_4,,60352202,4,韧性_1|
60352202_5,,60352202,5,韧性_1|
60352202_6,,60352202,6,韧性_1|
60352202_7,,60352202,7,韧性_1|
60352202_8,,60352202,8,韧性_1|
60352202_9,,60352202,9,韧性_1|
60352202_10,,60352202,10,韧性_1|
60352202_11,,60352202,11,韧性_1|
60352202_12,,60352202,12,韧性_1|
60352202_13,,60352202,13,韧性_1|
60352202_14,,60352202,14,韧性_1|
60352202_15,,60352202,15,韧性_1|
60352202_16,,60352202,16,韧性_1|
60352202_17,,60352202,17,韧性_2|
60352202_18,,60352202,18,韧性_2|
60352202_19,,60352202,19,韧性_2|
60352202_20,,60352202,20,韧性_2|
60352202_21,,60352202,21,韧性_2|
60352202_22,,60352202,22,韧性_2|
60352202_23,,60352202,23,韧性_2|
60352202_24,,60352202,24,韧性_2|
60352202_25,,60352202,25,韧性_2|
60352202_26,,60352202,26,韧性_2|
60352202_27,,60352202,27,韧性_3|
60352202_28,,60352202,28,韧性_3|
60352202_29,,60352202,29,韧性_3|
60352202_30,,60352202,30,韧性_3|
60352302_1,,60352302,1,韧性_1|
60352302_2,,60352302,2,韧性_1|
60352302_3,,60352302,3,韧性_1|
60352302_4,,60352302,4,韧性_1|
60352302_5,,60352302,5,韧性_1|
60352302_6,,60352302,6,韧性_1|
60352302_7,,60352302,7,韧性_1|
60352302_8,,60352302,8,韧性_1|
60352302_9,,60352302,9,韧性_1|
60352302_10,,60352302,10,韧性_1|
60352302_11,,60352302,11,韧性_1|
60352302_12,,60352302,12,韧性_1|
60352302_13,,60352302,13,韧性_1|
60352302_14,,60352302,14,韧性_1|
60352302_15,,60352302,15,韧性_1|
60352302_16,,60352302,16,韧性_1|
60352302_17,,60352302,17,韧性_2|
60352302_18,,60352302,18,韧性_2|
60352302_19,,60352302,19,韧性_2|
60352302_20,,60352302,20,韧性_2|
60352302_21,,60352302,21,韧性_2|
60352302_22,,60352302,22,韧性_2|
60352302_23,,60352302,23,韧性_2|
60352302_24,,60352302,24,韧性_2|
60352302_25,,60352302,25,韧性_2|
60352302_26,,60352302,26,韧性_2|
60352302_27,,60352302,27,韧性_3|
60352302_28,,60352302,28,韧性_3|
60352302_29,,60352302,29,韧性_3|
60352302_30,,60352302,30,韧性_3|
60353101_1,,60353101,1,生命_8|
60353101_2,,60353101,2,生命_16|
60353101_3,,60353101,3,生命_24|
60353101_4,,60353101,4,生命_32|
60353101_5,,60353101,5,生命_40|
60353101_6,,60353101,6,生命_48|
60353101_7,,60353101,7,生命_56|
60353101_8,,60353101,8,生命_64|
60353101_9,,60353101,9,生命_72|
60353101_10,,60353101,10,生命_80|
60353101_11,,60353101,11,生命_88|
60353101_12,,60353101,12,生命_96|
60353101_13,,60353101,13,生命_104|
60353101_14,,60353101,14,生命_112|
60353101_15,,60353101,15,生命_120|
60353101_16,,60353101,16,生命_128|
60353101_17,,60353101,17,生命_136|
60353101_18,,60353101,18,生命_144|
60353101_19,,60353101,19,生命_152|
60353101_20,,60353101,20,生命_160|
60353101_21,,60353101,21,生命_168|
60353101_22,,60353101,22,生命_176|
60353101_23,,60353101,23,生命_184|
60353101_24,,60353101,24,生命_192|
60353101_25,,60353101,25,生命_200|
60353101_26,,60353101,26,生命_208|
60353101_27,,60353101,27,生命_216|
60353101_28,,60353101,28,生命_224|
60353101_29,,60353101,29,生命_232|
60353101_30,,60353101,30,生命_240|
60353102_1,,60353102,1,韧性_1|
60353102_2,,60353102,2,韧性_1|
60353102_3,,60353102,3,韧性_1|
60353102_4,,60353102,4,韧性_1|
60353102_5,,60353102,5,韧性_1|
60353102_6,,60353102,6,韧性_1|
60353102_7,,60353102,7,韧性_1|
60353102_8,,60353102,8,韧性_1|
60353102_9,,60353102,9,韧性_1|
60353102_10,,60353102,10,韧性_1|
60353102_11,,60353102,11,韧性_1|
60353102_12,,60353102,12,韧性_1|
60353102_13,,60353102,13,韧性_1|
60353102_14,,60353102,14,韧性_1|
60353102_15,,60353102,15,韧性_1|
60353102_16,,60353102,16,韧性_1|
60353102_17,,60353102,17,韧性_2|
60353102_18,,60353102,18,韧性_2|
60353102_19,,60353102,19,韧性_2|
60353102_20,,60353102,20,韧性_2|
60353102_21,,60353102,21,韧性_2|
60353102_22,,60353102,22,韧性_2|
60353102_23,,60353102,23,韧性_2|
60353102_24,,60353102,24,韧性_2|
60353102_25,,60353102,25,韧性_2|
60353102_26,,60353102,26,韧性_2|
60353102_27,,60353102,27,韧性_3|
60353102_28,,60353102,28,韧性_3|
60353102_29,,60353102,29,韧性_3|
60353102_30,,60353102,30,韧性_3|
60353103_1,,60353103,1,暴伤减免_1|
60353103_2,,60353103,2,暴伤减免_1|
60353103_3,,60353103,3,暴伤减免_1|
60353103_4,,60353103,4,暴伤减免_1|
60353103_5,,60353103,5,暴伤减免_1|
60353103_6,,60353103,6,暴伤减免_1|
60353103_7,,60353103,7,暴伤减免_1|
60353103_8,,60353103,8,暴伤减免_1|
60353103_9,,60353103,9,暴伤减免_1|
60353103_10,,60353103,10,暴伤减免_1|
60353103_11,,60353103,11,暴伤减免_1|
60353103_12,,60353103,12,暴伤减免_1|
60353103_13,,60353103,13,暴伤减免_1|
60353103_14,,60353103,14,暴伤减免_1|
60353103_15,,60353103,15,暴伤减免_1|
60353103_16,,60353103,16,暴伤减免_1|
60353103_17,,60353103,17,暴伤减免_2|
60353103_18,,60353103,18,暴伤减免_2|
60353103_19,,60353103,19,暴伤减免_2|
60353103_20,,60353103,20,暴伤减免_2|
60353103_21,,60353103,21,暴伤减免_2|
60353103_22,,60353103,22,暴伤减免_2|
60353103_23,,60353103,23,暴伤减免_2|
60353103_24,,60353103,24,暴伤减免_2|
60353103_25,,60353103,25,暴伤减免_2|
60353103_26,,60353103,26,暴伤减免_2|
60353103_27,,60353103,27,暴伤减免_3|
60353103_28,,60353103,28,暴伤减免_3|
60353103_29,,60353103,29,暴伤减免_3|
60353103_30,,60353103,30,暴伤减免_3|
60320101_1,,60320101,1,物理防御_1|
60320101_2,,60320101,2,物理防御_2|
60320101_3,,60320101,3,物理防御_3|
60320101_4,,60320101,4,物理防御_4|
60320101_5,,60320101,5,物理防御_5|
60320101_6,,60320101,6,物理防御_6|
60320101_7,,60320101,7,物理防御_7|
60320101_8,,60320101,8,物理防御_8|
60320101_9,,60320101,9,物理防御_9|
60320101_10,,60320101,10,物理防御_10|
60320101_11,,60320101,11,物理防御_11|
60320101_12,,60320101,12,物理防御_12|
60320101_13,,60320101,13,物理防御_13|
60320101_14,,60320101,14,物理防御_14|
60320101_15,,60320101,15,物理防御_15|
60320101_16,,60320101,16,物理防御_16|
60320101_17,,60320101,17,物理防御_17|
60320101_18,,60320101,18,物理防御_18|
60320101_19,,60320101,19,物理防御_19|
60320101_20,,60320101,20,物理防御_20|
60320101_21,,60320101,21,物理防御_21|
60320101_22,,60320101,22,物理防御_22|
60320101_23,,60320101,23,物理防御_23|
60320101_24,,60320101,24,物理防御_24|
60320101_25,,60320101,25,物理防御_25|
60320101_26,,60320101,26,物理防御_26|
60320101_27,,60320101,27,物理防御_27|
60320101_28,,60320101,28,物理防御_28|
60320101_29,,60320101,29,物理防御_29|
60320101_30,,60320101,30,物理防御_30|
60320201_1,,60320201,1,物理防御_1|
60320201_2,,60320201,2,物理防御_2|
60320201_3,,60320201,3,物理防御_3|
60320201_4,,60320201,4,物理防御_4|
60320201_5,,60320201,5,物理防御_5|
60320201_6,,60320201,6,物理防御_6|
60320201_7,,60320201,7,物理防御_7|
60320201_8,,60320201,8,物理防御_8|
60320201_9,,60320201,9,物理防御_9|
60320201_10,,60320201,10,物理防御_10|
60320201_11,,60320201,11,物理防御_11|
60320201_12,,60320201,12,物理防御_12|
60320201_13,,60320201,13,物理防御_13|
60320201_14,,60320201,14,物理防御_14|
60320201_15,,60320201,15,物理防御_15|
60320201_16,,60320201,16,物理防御_16|
60320201_17,,60320201,17,物理防御_17|
60320201_18,,60320201,18,物理防御_18|
60320201_19,,60320201,19,物理防御_19|
60320201_20,,60320201,20,物理防御_20|
60320201_21,,60320201,21,物理防御_21|
60320201_22,,60320201,22,物理防御_22|
60320201_23,,60320201,23,物理防御_23|
60320201_24,,60320201,24,物理防御_24|
60320201_25,,60320201,25,物理防御_25|
60320201_26,,60320201,26,物理防御_26|
60320201_27,,60320201,27,物理防御_27|
60320201_28,,60320201,28,物理防御_28|
60320201_29,,60320201,29,物理防御_29|
60320201_30,,60320201,30,物理防御_30|
60321101_1,,60321101,1,物理防御_1|
60321101_2,,60321101,2,物理防御_2|
60321101_3,,60321101,3,物理防御_3|
60321101_4,,60321101,4,物理防御_4|
60321101_5,,60321101,5,物理防御_5|
60321101_6,,60321101,6,物理防御_6|
60321101_7,,60321101,7,物理防御_7|
60321101_8,,60321101,8,物理防御_8|
60321101_9,,60321101,9,物理防御_9|
60321101_10,,60321101,10,物理防御_10|
60321101_11,,60321101,11,物理防御_11|
60321101_12,,60321101,12,物理防御_12|
60321101_13,,60321101,13,物理防御_13|
60321101_14,,60321101,14,物理防御_14|
60321101_15,,60321101,15,物理防御_15|
60321101_16,,60321101,16,物理防御_16|
60321101_17,,60321101,17,物理防御_17|
60321101_18,,60321101,18,物理防御_18|
60321101_19,,60321101,19,物理防御_19|
60321101_20,,60321101,20,物理防御_20|
60321101_21,,60321101,21,物理防御_21|
60321101_22,,60321101,22,物理防御_22|
60321101_23,,60321101,23,物理防御_23|
60321101_24,,60321101,24,物理防御_24|
60321101_25,,60321101,25,物理防御_25|
60321101_26,,60321101,26,物理防御_26|
60321101_27,,60321101,27,物理防御_27|
60321101_28,,60321101,28,物理防御_28|
60321101_29,,60321101,29,物理防御_29|
60321101_30,,60321101,30,物理防御_30|
60321201_1,,60321201,1,物理防御_1|
60321201_2,,60321201,2,物理防御_2|
60321201_3,,60321201,3,物理防御_3|
60321201_4,,60321201,4,物理防御_4|
60321201_5,,60321201,5,物理防御_5|
60321201_6,,60321201,6,物理防御_6|
60321201_7,,60321201,7,物理防御_7|
60321201_8,,60321201,8,物理防御_8|
60321201_9,,60321201,9,物理防御_9|
60321201_10,,60321201,10,物理防御_10|
60321201_11,,60321201,11,物理防御_11|
60321201_12,,60321201,12,物理防御_12|
60321201_13,,60321201,13,物理防御_13|
60321201_14,,60321201,14,物理防御_14|
60321201_15,,60321201,15,物理防御_15|
60321201_16,,60321201,16,物理防御_16|
60321201_17,,60321201,17,物理防御_17|
60321201_18,,60321201,18,物理防御_18|
60321201_19,,60321201,19,物理防御_19|
60321201_20,,60321201,20,物理防御_20|
60321201_21,,60321201,21,物理防御_21|
60321201_22,,60321201,22,物理防御_22|
60321201_23,,60321201,23,物理防御_23|
60321201_24,,60321201,24,物理防御_24|
60321201_25,,60321201,25,物理防御_25|
60321201_26,,60321201,26,物理防御_26|
60321201_27,,60321201,27,物理防御_27|
60321201_28,,60321201,28,物理防御_28|
60321201_29,,60321201,29,物理防御_29|
60321201_30,,60321201,30,物理防御_30|
60321102_1,,60321102,1,伤害增加_1|
60321102_2,,60321102,2,伤害增加_1|
60321102_3,,60321102,3,伤害增加_1|
60321102_4,,60321102,4,伤害增加_1|
60321102_5,,60321102,5,伤害增加_1|
60321102_6,,60321102,6,伤害增加_1|
60321102_7,,60321102,7,伤害增加_1|
60321102_8,,60321102,8,伤害增加_1|
60321102_9,,60321102,9,伤害增加_1|
60321102_10,,60321102,10,伤害增加_1|
60321102_11,,60321102,11,伤害增加_1|
60321102_12,,60321102,12,伤害增加_1|
60321102_13,,60321102,13,伤害增加_1|
60321102_14,,60321102,14,伤害增加_1|
60321102_15,,60321102,15,伤害增加_1|
60321102_16,,60321102,16,伤害增加_1|
60321102_17,,60321102,17,伤害增加_2|
60321102_18,,60321102,18,伤害增加_2|
60321102_19,,60321102,19,伤害增加_2|
60321102_20,,60321102,20,伤害增加_2|
60321102_21,,60321102,21,伤害增加_2|
60321102_22,,60321102,22,伤害增加_2|
60321102_23,,60321102,23,伤害增加_2|
60321102_24,,60321102,24,伤害增加_2|
60321102_25,,60321102,25,伤害增加_2|
60321102_26,,60321102,26,伤害增加_2|
60321102_27,,60321102,27,伤害增加_3|
60321102_28,,60321102,28,伤害增加_3|
60321102_29,,60321102,29,伤害增加_3|
60321102_30,,60321102,30,伤害增加_3|
60321202_1,,60321202,1,伤害增加_1|
60321202_2,,60321202,2,伤害增加_1|
60321202_3,,60321202,3,伤害增加_1|
60321202_4,,60321202,4,伤害增加_1|
60321202_5,,60321202,5,伤害增加_1|
60321202_6,,60321202,6,伤害增加_1|
60321202_7,,60321202,7,伤害增加_1|
60321202_8,,60321202,8,伤害增加_1|
60321202_9,,60321202,9,伤害增加_1|
60321202_10,,60321202,10,伤害增加_1|
60321202_11,,60321202,11,伤害增加_1|
60321202_12,,60321202,12,伤害增加_1|
60321202_13,,60321202,13,伤害增加_1|
60321202_14,,60321202,14,伤害增加_1|
60321202_15,,60321202,15,伤害增加_1|
60321202_16,,60321202,16,伤害增加_1|
60321202_17,,60321202,17,伤害增加_2|
60321202_18,,60321202,18,伤害增加_2|
60321202_19,,60321202,19,伤害增加_2|
60321202_20,,60321202,20,伤害增加_2|
60321202_21,,60321202,21,伤害增加_2|
60321202_22,,60321202,22,伤害增加_2|
60321202_23,,60321202,23,伤害增加_2|
60321202_24,,60321202,24,伤害增加_2|
60321202_25,,60321202,25,伤害增加_2|
60321202_26,,60321202,26,伤害增加_2|
60321202_27,,60321202,27,伤害增加_3|
60321202_28,,60321202,28,伤害增加_3|
60321202_29,,60321202,29,伤害增加_3|
60321202_30,,60321202,30,伤害增加_3|
60322101_1,,60322101,1,物理防御_1|
60322101_2,,60322101,2,物理防御_2|
60322101_3,,60322101,3,物理防御_3|
60322101_4,,60322101,4,物理防御_4|
60322101_5,,60322101,5,物理防御_5|
60322101_6,,60322101,6,物理防御_6|
60322101_7,,60322101,7,物理防御_7|
60322101_8,,60322101,8,物理防御_8|
60322101_9,,60322101,9,物理防御_9|
60322101_10,,60322101,10,物理防御_10|
60322101_11,,60322101,11,物理防御_11|
60322101_12,,60322101,12,物理防御_12|
60322101_13,,60322101,13,物理防御_13|
60322101_14,,60322101,14,物理防御_14|
60322101_15,,60322101,15,物理防御_15|
60322101_16,,60322101,16,物理防御_16|
60322101_17,,60322101,17,物理防御_17|
60322101_18,,60322101,18,物理防御_18|
60322101_19,,60322101,19,物理防御_19|
60322101_20,,60322101,20,物理防御_20|
60322101_21,,60322101,21,物理防御_21|
60322101_22,,60322101,22,物理防御_22|
60322101_23,,60322101,23,物理防御_23|
60322101_24,,60322101,24,物理防御_24|
60322101_25,,60322101,25,物理防御_25|
60322101_26,,60322101,26,物理防御_26|
60322101_27,,60322101,27,物理防御_27|
60322101_28,,60322101,28,物理防御_28|
60322101_29,,60322101,29,物理防御_29|
60322101_30,,60322101,30,物理防御_30|
60322201_1,,60322201,1,物理防御_1|
60322201_2,,60322201,2,物理防御_2|
60322201_3,,60322201,3,物理防御_3|
60322201_4,,60322201,4,物理防御_4|
60322201_5,,60322201,5,物理防御_5|
60322201_6,,60322201,6,物理防御_6|
60322201_7,,60322201,7,物理防御_7|
60322201_8,,60322201,8,物理防御_8|
60322201_9,,60322201,9,物理防御_9|
60322201_10,,60322201,10,物理防御_10|
60322201_11,,60322201,11,物理防御_11|
60322201_12,,60322201,12,物理防御_12|
60322201_13,,60322201,13,物理防御_13|
60322201_14,,60322201,14,物理防御_14|
60322201_15,,60322201,15,物理防御_15|
60322201_16,,60322201,16,物理防御_16|
60322201_17,,60322201,17,物理防御_17|
60322201_18,,60322201,18,物理防御_18|
60322201_19,,60322201,19,物理防御_19|
60322201_20,,60322201,20,物理防御_20|
60322201_21,,60322201,21,物理防御_21|
60322201_22,,60322201,22,物理防御_22|
60322201_23,,60322201,23,物理防御_23|
60322201_24,,60322201,24,物理防御_24|
60322201_25,,60322201,25,物理防御_25|
60322201_26,,60322201,26,物理防御_26|
60322201_27,,60322201,27,物理防御_27|
60322201_28,,60322201,28,物理防御_28|
