key,Remarks,roleId,nextRoleId,roleType,sex,modelId,camp,name,imageId,atlas,battleIcon,heroTitle,herName,positionType,careerType,soulStoneId,volumeRadius,goodAt,bustImage,summonFlag,summonNumber,risingNumber,title,titleIcon,transform,heroDesc,heroIllustrate,order,group,starLevel,energy,life,intelligence,HeroRating,attack,physiqueDef,spiritDef,exemptPhysiqueDef,exemptSpiritDef,hit,dodge,critical,toughness,lifeReceive,energyReceive,attackVampire,criticalHurt,energyPerSecond,energyTrans,energyTransFactor,attackEnergy,beatenEnergy,struckEnergy,attackDistance,attackSpeed,moveSpeed,viewRange,lifeGrowUp,attackGrowUp,physicqueDefGrowUp,spiritDefGrowUp,attackType,attrData,precentAttrData,growUp,attrDesc,attackId,skillId01,skillId02,skillId03,skillId04,skillId05,dieSkillId,qualityId,nameIcon,upNeedCoin,voice,reactionTime,attackHurt,cutHurt,cutCritHurt,resist,addCure,cutCure,doHurt,hardStraight,actionName,soundName,canShow,statInfo,sortNum,physiqueAttack,spiritAttack,pAttackGrowUp,sAttackGrowUp,ff1,ff2
200003_3,,200003_3,200003_4,,-1,200003,1,韦护,head_org/Head_org_WeiHu,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_WeiHu,,,,1,704019,1,,,,,50,降魔尊者,JiaoBiao_ZhanShi_01,36,前排物理力士，擅长单体控制，吸引仇恨保护同伴,昆仑山第三代弟子中佼佼者,5,,3,1000,677,7,4,52,28,22,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",24333,1901,1013,811,,能量_1000;生命_677;物理攻击_52;法术攻击_45;物理防御_28;法术防御_22;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_24333;物攻成长_1901;法攻成长_1622;物防成长_1013;法防成长_811,,20000300_1,20000301_1,20000302_1,20000303_1,20000304_1,,,200003_1,,300000,Sound_200003_1_01.mp3,1.08,,,,11,,,,0.5,standby,Sound_200003_1_01.mp3,1,物理/近战/肉盾/控制;0.34;0.5;0.4,53,52,45,1901,1622,,物理
200003_4,,200003_4,200003_5,,-1,200003,1,韦护,head_org/Head_org_WeiHu,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_WeiHu,,,,1,704019,1,,,,,100,降魔尊者,JiaoBiao_ZhanShi_01,55,前排物理力士，擅长单体控制，吸引仇恨保护同伴,昆仑山第三代弟子中佼佼者,5,,4,1000,677,7,4,52,28,22,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",32444,2534,1351,1081,,能量_1000;生命_677;物理攻击_52;法术攻击_45;物理防御_28;法术防御_22;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_32444;物攻成长_2534;法攻成长_2162;物防成长_1351;法防成长_1081,,20000300_1,20000301_1,20000302_1,20000303_1,20000304_1,,,200003_1,,600000,Sound_200003_1_01.mp3,1.08,,,,11,,,,0.5,standby,Sound_200003_1_01.mp3,1,物理/近战/肉盾/控制;0.34;0.5;0.4,53,52,45,2534,2162,,物理
200003_5,,200003_5,200003_6,,-1,200003,1,韦护,head_org/Head_org_WeiHu,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_WeiHu,,,,1,704019,1,,,,,150,降魔尊者,JiaoBiao_ZhanShi_01,84,前排物理力士，擅长单体控制，吸引仇恨保护同伴,昆仑山第三代弟子中佼佼者,5,,5,1000,677,7,4,52,28,22,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",40555,3168,1689,1351,,能量_1000;生命_677;物理攻击_52;法术攻击_45;物理防御_28;法术防御_22;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_40555;物攻成长_3168;法攻成长_2703;物防成长_1689;法防成长_1351,,20000300_1,20000301_1,20000302_1,20000303_1,20000304_1,,,200003_1,,1000000,Sound_200003_1_01.mp3,1.08,,,,11,,,,0.5,standby,Sound_200003_1_01.mp3,1,物理/近战/肉盾/控制;0.34;0.5;0.4,53,52,45,3168,2703,,物理
200003_6,,200003_6,200003_7,,-1,200003,1,韦护,head_org/Head_org_WeiHu,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_WeiHu,,,,1,704019,1,,,,,220,降魔尊者,JiaoBiao_ZhanShi_01,144,前排物理力士，擅长单体控制，吸引仇恨保护同伴,昆仑山第三代弟子中佼佼者,5,,6,1000,677,7,4,52,28,22,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",48666,3802,2027,1622,,能量_1000;生命_677;物理攻击_52;法术攻击_45;物理防御_28;法术防御_22;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_48666;物攻成长_3802;法攻成长_3244;物防成长_2027;法防成长_1622,,20000300_1,20000301_1,20000302_1,20000303_1,20000304_1,,,200003_1,,1400000,Sound_200003_1_01.mp3,1.08,,,,11,,,,0.5,standby,Sound_200003_1_01.mp3,1,物理/近战/肉盾/控制;0.34;0.5;0.4,53,52,45,3802,3244,,物理
200003_7,,200003_7,,,-1,200003,1,韦护,head_org/Head_org_WeiHu,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_WeiHu,,,,1,704019,1,,,,,,降魔尊者,JiaoBiao_ZhanShi_01,232,前排物理力士，擅长单体控制，吸引仇恨保护同伴,昆仑山第三代弟子中佼佼者,5,,7,1000,677,7,4,52,28,22,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",56777,4435,2365,1892,,能量_1000;生命_677;物理攻击_52;法术攻击_45;物理防御_28;法术防御_22;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_56777;物攻成长_4435;法攻成长_3785;物防成长_2365;法防成长_1892,,20000300_1,20000301_1,20000302_1,20000303_1,20000304_1,,,200003_1,,1800000,Sound_200003_1_01.mp3,1.08,,,,11,,,,0.5,standby,Sound_200003_1_01.mp3,1,物理/近战/肉盾/控制;0.34;0.5;0.4,53,52,45,4435,3785,,物理
202005_1,,202005_1,202005_2,,-1,202005,1,云中子,head_org/Head_org_YunZhongZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YunZhongZi,,,2,5,704020,1,,,,,20,玉柱真人,JiaoBiao_SheShou_01,8,后排法术射手，擅长于辅助同伴与单体输出,昆仑山最强大的散仙之一，雷震子的师父,61,,1,1000,361,10,5,99,20,25,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",5297,1460,304,380,1,能量_1000;生命_361;物理攻击_73;法术攻击_99;物理防御_20;法术防御_25;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_5297;物攻成长_1072;法攻成长_1460;物防成长_304;法防成长_380,,20200500_1,20200501_1,20200502_1,20200503_1,20200504_1,,,202005_1,,50000,Sound_202005_1_01.mp3,0.77,,,,11,,,,0.5,standby,Sound_202005_1_01.mp3,1,法术/远程/范围/爆发;0.7;0.37;0.49,40,73,99,1072,1460,,法术
202005_2,,202005_2,202005_3,,-1,202005,1,云中子,head_org/Head_org_YunZhongZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YunZhongZi,,,2,5,704020,1,,,1,30,30,玉柱真人,JiaoBiao_SheShou_01,21,后排法术射手，擅长于辅助同伴与单体输出,昆仑山最强大的散仙之一，雷震子的师父,61,,2,1000,361,10,5,99,20,25,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",9027,2488,519,648,1,能量_1000;生命_361;物理攻击_73;法术攻击_99;物理防御_20;法术防御_25;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_9027;物攻成长_1828;法攻成长_2488;物防成长_519;法防成长_648,,20200500_1,20200501_1,20200502_1,20200503_1,20200504_1,,,202005_1,,100000,Sound_202005_1_01.mp3,0.77,,,,11,,,,0.5,standby,Sound_202005_1_01.mp3,1,法术/远程/范围/爆发;0.7;0.37;0.49,40,73,99,1828,2488,云中子,法术
202005_3,,202005_3,202005_4,,-1,202005,1,云中子,head_org/Head_org_YunZhongZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YunZhongZi,,,2,5,704020,1,,,,,60,玉柱真人,JiaoBiao_SheShou_01,36,后排法术射手，擅长于辅助同伴与单体输出,昆仑山最强大的散仙之一，雷震子的师父,61,,3,1000,361,10,5,99,20,25,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",12444,3430,715,894,1,能量_1000;生命_361;物理攻击_73;法术攻击_99;物理防御_20;法术防御_25;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_12444;物攻成长_2520;法攻成长_3430;物防成长_715;法防成长_894,,20200500_1,20200501_1,20200502_1,20200503_1,20200504_1,,,202005_1,,300000,Sound_202005_1_01.mp3,0.77,,,,11,,,,0.5,standby,Sound_202005_1_01.mp3,1,法术/远程/范围/爆发;0.7;0.37;0.49,40,73,99,2520,3430,,法术
202005_4,,202005_4,202005_5,,-1,202005,1,云中子,head_org/Head_org_YunZhongZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YunZhongZi,,,2,5,704020,1,,,,,120,玉柱真人,JiaoBiao_SheShou_01,60,后排法术射手，擅长于辅助同伴与单体输出,昆仑山最强大的散仙之一，雷震子的师父,61,,4,1000,361,10,5,99,20,25,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",16582,4570,953,1191,1,能量_1000;生命_361;物理攻击_73;法术攻击_99;物理防御_20;法术防御_25;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_16582;物攻成长_3357;法攻成长_4570;物防成长_953;法防成长_1191,,20200500_1,20200501_1,20200502_1,20200503_1,20200504_1,,,202005_1,,600000,Sound_202005_1_01.mp3,0.77,,,,11,,,,0.5,standby,Sound_202005_1_01.mp3,1,法术/远程/范围/爆发;0.7;0.37;0.49,40,73,99,3357,4570,,法术
202005_5,,202005_5,202005_6,,-1,202005,1,云中子,head_org/Head_org_YunZhongZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YunZhongZi,,,2,5,704020,1,,,,,180,玉柱真人,JiaoBiao_SheShou_01,96,后排法术射手，擅长于辅助同伴与单体输出,昆仑山最强大的散仙之一，雷震子的师父,61,,5,1000,361,10,5,99,20,25,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",20720,5711,1191,1489,1,能量_1000;生命_361;物理攻击_73;法术攻击_99;物理防御_20;法术防御_25;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_20720;物攻成长_4195;法攻成长_5711;物防成长_1191;法防成长_1489,,20200500_1,20200501_1,20200502_1,20200503_1,20200504_1,,,202005_1,,1000000,Sound_202005_1_01.mp3,0.77,,,,11,,,,0.5,standby,Sound_202005_1_01.mp3,1,法术/远程/范围/爆发;0.7;0.37;0.49,40,73,99,4195,5711,,法术
202005_6,,202005_6,202005_7,,-1,202005,1,云中子,head_org/Head_org_YunZhongZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YunZhongZi,,,2,5,704020,1,,,,,260,玉柱真人,JiaoBiao_SheShou_01,168,后排法术射手，擅长于辅助同伴与单体输出,昆仑山最强大的散仙之一，雷震子的师父,61,,6,1000,361,10,5,99,20,25,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",24889,6860,1431,1788,1,能量_1000;生命_361;物理攻击_73;法术攻击_99;物理防御_20;法术防御_25;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_24889;物攻成长_5040;法攻成长_6860;物防成长_1431;法防成长_1788,,20200500_1,20200501_1,20200502_1,20200503_1,20200504_1,,,202005_1,,1400000,Sound_202005_1_01.mp3,0.77,,,,11,,,,0.5,standby,Sound_202005_1_01.mp3,1,法术/远程/范围/爆发;0.7;0.37;0.49,40,73,99,5040,6860,,法术
202005_7,,202005_7,,,-1,202005,1,云中子,head_org/Head_org_YunZhongZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YunZhongZi,,,2,5,704020,1,,,,,,玉柱真人,JiaoBiao_SheShou_01,272,后排法术射手，擅长于辅助同伴与单体输出,昆仑山最强大的散仙之一，雷震子的师父,61,,7,1000,361,10,5,99,20,25,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",29027,8000,1669,2086,1,能量_1000;生命_361;物理攻击_73;法术攻击_99;物理防御_20;法术防御_25;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_29027;物攻成长_5878;法攻成长_8000;物防成长_1669;法防成长_2086,,20200500_1,20200501_1,20200502_1,20200503_1,20200504_1,,,202005_1,,1800000,Sound_202005_1_01.mp3,0.77,,,,11,,,,0.5,standby,Sound_202005_1_01.mp3,1,法术/远程/范围/爆发;0.7;0.37;0.49,40,73,99,5878,8000,,法术
200009_1,,200009_1,200009_2,,-1,200009,1,黄龙真人,head_org/Head_org_HuangLongZhenRen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_HuangLongZhenRen,,,,1,704021,1,,,,,20,天道圣君,JiaoBiao_ZhanShi_01,8,前排物理力士，擅长于防御与群体控制,昆仑山元始天尊座下最强大的十二位弟子之一，并称昆仑十二仙,1,,1,1000,1170,15,7,91,48,39,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",20171,1575,840,672,,能量_1000;生命_1170;物理攻击_91;法术攻击_78;物理防御_48;法术防御_39;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_20171;物攻成长_1575;法攻成长_1344;物防成长_840;法防成长_672,,20000900_1,20000901_1,20000902_1,20000903_1,20000904_1,,,200009_1,,50000,Sound_200009_1_01.mp3,1.08,,,,11,,,,0.5,standby,Sound_200009_1_01.mp3,1,物理/近战/肉盾/控制;0.54;0.8;0.64,15,91,78,1575,1344,,物理
200009_2,,200009_2,200009_3,,-1,200009,1,黄龙真人,head_org/Head_org_HuangLongZhenRen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_HuangLongZhenRen,,,,1,704021,1,,,,,30,天道圣君,JiaoBiao_ZhanShi_01,21,前排物理力士，擅长于防御与群体控制,昆仑山元始天尊座下最强大的十二位弟子之一，并称昆仑十二仙,1,,2,1000,1170,15,7,91,48,39,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",29270,2286,1219,975,,能量_1000;生命_1170;物理攻击_91;法术攻击_78;物理防御_48;法术防御_39;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_29270;物攻成长_2286;法攻成长_1951;物防成长_1219;法防成长_975,,20000900_1,20000901_1,20000902_1,20000903_1,20000904_1,,,200009_1,,100000,Sound_200009_1_01.mp3,1.08,,,,11,,,,0.5,standby,Sound_200009_1_01.mp3,1,物理/近战/肉盾/控制;0.54;0.8;0.64,15,91,78,2286,1951,,物理
200009_3,,200009_3,200009_4,,-1,200009,1,黄龙真人,head_org/Head_org_HuangLongZhenRen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_HuangLongZhenRen,,,,1,704021,1,,,,,80,天道圣君,JiaoBiao_ZhanShi_01,36,前排物理力士，擅长于防御与群体控制,昆仑山元始天尊座下最强大的十二位弟子之一，并称昆仑十二仙,1,,3,1000,1170,15,7,91,48,39,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",37099,2898,1545,1236,,能量_1000;生命_1170;物理攻击_91;法术攻击_78;物理防御_48;法术防御_39;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_37099;物攻成长_2898;法攻成长_2473;物防成长_1545;法防成长_1236,,20000900_1,20000901_1,20000902_1,20000903_1,20000904_1,,,200009_1,,300000,Sound_200009_1_01.mp3,1.08,,,,11,,,,0.5,standby,Sound_200009_1_01.mp3,1,物理/近战/肉盾/控制;0.54;0.8;0.64,15,91,78,2898,2473,,物理
200009_4,,200009_4,200009_5,,-1,200009,1,黄龙真人,head_org/Head_org_HuangLongZhenRen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_HuangLongZhenRen,,,,1,704021,1,,,1,140,160,天道圣君,JiaoBiao_ZhanShi_01,70,前排物理力士，擅长于防御与群体控制,昆仑山元始天尊座下最强大的十二位弟子之一，并称昆仑十二仙,1,,4,1000,1170,15,7,91,48,39,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",49300,3851,2054,1643,,能量_1000;生命_1170;物理攻击_91;法术攻击_78;物理防御_48;法术防御_39;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_49300;物攻成长_3851;法攻成长_3286;物防成长_2054;法防成长_1643,,20000900_1,20000901_1,20000902_1,20000903_1,20000904_1,,,200009_1,,600000,Sound_200009_1_01.mp3,1.08,,,,11,,,,0.5,standby,Sound_200009_1_01.mp3,1,物理/近战/肉盾/控制;0.54;0.8;0.64,15,91,78,3851,3286,黄龙真人,物理
200009_5,,200009_5,200009_6,,-1,200009,1,黄龙真人,head_org/Head_org_HuangLongZhenRen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_HuangLongZhenRen,,,,1,704021,1,,,,,240,天道圣君,JiaoBiao_ZhanShi_01,120,前排物理力士，擅长于防御与群体控制,昆仑山元始天尊座下最强大的十二位弟子之一，并称昆仑十二仙,1,,5,1000,1170,15,7,91,48,39,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",61643,4815,2568,2054,,能量_1000;生命_1170;物理攻击_91;法术攻击_78;物理防御_48;法术防御_39;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_61643;物攻成长_4815;法攻成长_4109;物防成长_2568;法防成长_2054,,20000900_1,20000901_1,20000902_1,20000903_1,20000904_1,,,200009_1,,1000000,Sound_200009_1_01.mp3,1.08,,,,11,,,,0.5,standby,Sound_200009_1_01.mp3,1,物理/近战/肉盾/控制;0.54;0.8;0.64,15,91,78,4815,4109,,物理
200009_6,,200009_6,200009_7,,-1,200009,1,黄龙真人,head_org/Head_org_HuangLongZhenRen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_HuangLongZhenRen,,,,1,704021,1,,,,,360,天道圣君,JiaoBiao_ZhanShi_01,216,前排物理力士，擅长于防御与群体控制,昆仑山元始天尊座下最强大的十二位弟子之一，并称昆仑十二仙,1,,6,1000,1170,15,7,91,48,39,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",74057,5785,3085,2468,,能量_1000;生命_1170;物理攻击_91;法术攻击_78;物理防御_48;法术防御_39;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_74057;物攻成长_5785;法攻成长_4937;物防成长_3085;法防成长_2468,,20000900_1,20000901_1,20000902_1,20000903_1,20000904_1,,,200009_1,,1400000,Sound_200009_1_01.mp3,1.08,,,,11,,,,0.5,standby,Sound_200009_1_01.mp3,1,物理/近战/肉盾/控制;0.54;0.8;0.64,15,91,78,5785,4937,,物理
200009_7,,200009_7,,,-1,200009,1,黄龙真人,head_org/Head_org_HuangLongZhenRen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_HuangLongZhenRen,,,,1,704021,1,,,,,,天道圣君,JiaoBiao_ZhanShi_01,360,前排物理力士，擅长于防御与群体控制,昆仑山元始天尊座下最强大的十二位弟子之一，并称昆仑十二仙,1,,7,1000,1170,15,7,91,48,39,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",86400,6750,3600,2880,,能量_1000;生命_1170;物理攻击_91;法术攻击_78;物理防御_48;法术防御_39;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_86400;物攻成长_6750;法攻成长_5760;物防成长_3600;法防成长_2880,,20000900_1,20000901_1,20000902_1,20000903_1,20000904_1,,,200009_1,,1800000,Sound_200009_1_01.mp3,1.08,,,,11,,,,0.5,standby,Sound_200009_1_01.mp3,1,物理/近战/肉盾/控制;0.54;0.8;0.64,15,91,78,6750,5760,,物理
200004_1,,200004_1,200004_2,,-1,200004,2,魔礼海,head_org/Head_org_MoLiHai,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiHai,,,2,4,704022,1,,,,,20,持国天王,JiaoBiao_FuZhu_01,8,后排法术祭司，擅长于控制敌人,青，海，红，寿，魔家四兄弟,63,,1,1000,433,12,6,99,27,34,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",6896,1584,439,549,1,能量_1000;生命_433;物理攻击_79;法术攻击_99;物理防御_27;法术防御_34;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_6896;物攻成长_1267;法攻成长_1584;物防成长_439;法防成长_549,,20000400_1,20000401_1,20000402_1,20000403_1,20000404_1,,,200004_1,,50000,sound_200004_1_1.mp3,0.77,,,,11,,,,0.5,standby,Sound_200004_1_01.mp3,1,法术/远程/控制;0.57;0.26;0.7,28,79,99,1267,1584,,法术
200004_2,,200004_2,200004_3,,-1,200004,2,魔礼海,head_org/Head_org_MoLiHai,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiHai,,,2,4,704022,1,,,,,30,持国天王,JiaoBiao_FuZhu_01,21,后排法术祭司，擅长于控制敌人,青，海，红，寿，魔家四兄弟,63,,2,1000,433,12,6,99,27,34,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",10846,2491,691,864,1,能量_1000;生命_433;物理攻击_79;法术攻击_99;物理防御_27;法术防御_34;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_10846;物攻成长_1992;法攻成长_2491;物防成长_691;法防成长_864,,20000400_1,20000401_1,20000402_1,20000403_1,20000404_1,,,200004_1,,100000,sound_200004_1_1.mp3,0.77,,,,11,,,,0.5,standby,Sound_200004_1_01.mp3,1,法术/远程/控制;0.57;0.26;0.7,28,79,99,1992,2491,,法术
200004_3,,200004_3,200004_4,,-1,200004,2,魔礼海,head_org/Head_org_MoLiHai,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiHai,,,2,4,704022,1,,,1,60,70,持国天王,JiaoBiao_FuZhu_01,36,后排法术祭司，擅长于控制敌人,青，海，红，寿，魔家四兄弟,63,,3,1000,433,12,6,99,27,34,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",14325,3290,913,1141,1,能量_1000;生命_433;物理攻击_79;法术攻击_99;物理防御_27;法术防御_34;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_14325;物攻成长_2632;法攻成长_3290;物防成长_913;法防成长_1141,,20000400_1,20000401_1,20000402_1,20000403_1,20000404_1,,,200004_1,,300000,sound_200004_1_1.mp3,0.77,,,,11,,,,0.5,standby,Sound_200004_1_01.mp3,1,法术/远程/控制;0.57;0.26;0.7,28,79,99,2632,3290,魔礼海,法术
200004_4,,200004_4,200004_5,,-1,200004,2,魔礼海,head_org/Head_org_MoLiHai,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiHai,,,2,4,704022,1,,,,,140,持国天王,JiaoBiao_FuZhu_01,65,后排法术祭司，擅长于控制敌人,青，海，红，寿，魔家四兄弟,63,,4,1000,433,12,6,99,27,34,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",19058,4377,1215,1518,1,能量_1000;生命_433;物理攻击_79;法术攻击_99;物理防御_27;法术防御_34;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_19058;物攻成长_3502;法攻成长_4377;物防成长_1215;法防成长_1518,,20000400_1,20000401_1,20000402_1,20000403_1,20000404_1,,,200004_1,,600000,sound_200004_1_1.mp3,0.77,,,,11,,,,0.5,standby,Sound_200004_1_01.mp3,1,法术/远程/控制;0.57;0.26;0.7,28,79,99,3502,4377,,法术
200004_5,,200004_5,200004_6,,-1,200004,2,魔礼海,head_org/Head_org_MoLiHai,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiHai,,,2,4,704022,1,,,,,210,持国天王,JiaoBiao_FuZhu_01,108,后排法术祭司，擅长于控制敌人,青，海，红，寿，魔家四兄弟,63,,5,1000,433,12,6,99,27,34,,,,,,,,,,,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,,5.5,"1,000",23823,5472,1518,1898,1,能量_1000;生命_433;物理攻击_79;法术攻击_99;物理防御_27;法术防御_34;每秒回复能量_5;能量转化_1;攻击增加能量_94;击杀增加能量_300;抵抗_11;移动速度_5.5;视野范围_1000,,生命成长_23823;物攻成长_4377;法攻成长_5472;物防成长_1518;法防成长_1898,,20000400_1,20000401_1,20000402_1,20000403_1,20000404_1,,,200004_1,,1000000,sound_200004_1_1.mp3,0.77,,,,11,,,,0.5,standby,Sound_200004_1_01.mp3,1,法术/远程/控制;0.57;0.26;0.7,28,79,99,4377,5472,,法术
