key,Remarks,id,nextId,quality,equip1,equip2,equip3,equip4,equip5,equip6,life,attack,physiqueDef,spiritDef,lifeReceive,energyReceive,critical,toughness,hit,dodge,criticalHurt,attrData,precentAttrData,attrDesc,qualityName,careerName,beizhu,careerIcon,qualityBg,playerQualityBg
202006_19,,202006_19,,18,700111,700024,700084,700165,700180,700095,,,,,,,,,,,,生命_21250;物理攻击_1795;物理防御_761;法术攻击_2142;法术防御_952;生命回复_19820;能量回复_500,,,橙色+5,力士,法术力士3,JiaoBiao_ZhanShi_01,bg_head_ChengSe_05,
204003_1,,204003_1,204003_2,,700100,700013,700073,700157,700174,700091,,,,,,,,,,,,生命_288;物理攻击_22;物理防御_12;法术攻击_19;法术防御_9;生命回复_268;能量回复_8,,,白色,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_BaiSe,
204003_2,,204003_2,204003_3,1,700101,700014,700074,700158,700174,700091,,,,,,,,,,,,生命_2880;物理攻击_225;物理防御_120;法术攻击_192;法术防御_96;生命回复_2686;能量回复_83,,,绿色,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LvSe,
204003_3,,204003_3,204003_4,2,700102,700015,700075,700158,700175,700091,,,,,,,,,,,,生命_5184;物理攻击_405;物理防御_216;法术攻击_345;法术防御_172;生命回复_4835;能量回复_150,,,绿色+1,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LvSe_01,
204003_4,,204003_4,204003_5,3,700103,700016,700076,700159,700175,700092,,,,,,,,,,,,生命_6912;物理攻击_540;物理防御_288;法术攻击_460;法术防御_230;生命回复_6447;能量回复_200,,,绿色+2,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LvSe_02,
204003_5,,204003_5,204003_6,4,700104,700017,700077,700160,700176,700092,,,,,,,,,,,,生命_8064;物理攻击_630;物理防御_336;法术攻击_537;法术防御_268;生命回复_7521;能量回复_233,,,蓝色,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LanSe,
204003_6,,204003_6,204003_7,5,700105,700018,700077,700160,700176,700092,,,,,,,,,,,,生命_9504;物理攻击_742;物理防御_396;法术攻击_633;法术防御_316;生命回复_8864;能量回复_275,,,蓝色+1,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LanSe_01,
204003_7,,204003_7,204003_8,6,700105,700018,700078,700161,700176,700093,,,,,,,,,,,,生命_11232;物理攻击_877;物理防御_468;法术攻击_748;法术防御_374;生命回复_10476;能量回复_325,,,蓝色+2,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LanSe_02,
204003_8,,204003_8,204003_9,7,700106,700019,700078,700161,700177,700093,,,,,,,,,,,,生命_12384;物理攻击_967;物理防御_516;法术攻击_825;法术防御_412;生命回复_11550;能量回复_358,,,蓝色+3,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LanSe_03,
204003_9,,204003_9,204003_10,8,700106,700019,700079,700161,700177,700093,,,,,,,,,,,,生命_13248;物理攻击_1035;物理防御_552;法术攻击_883;法术防御_441;生命回复_12356;能量回复_383,,,紫色,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ZiSe,
204003_10,,204003_10,204003_11,9,700107,700020,700079,700161,700177,700093,,,,,,,,,,,,生命_13824;物理攻击_1080;物理防御_576;法术攻击_921;法术防御_460;生命回复_12894;能量回复_400,,,紫色+1,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ZiSe_01,
204003_11,,204003_11,204003_12,10,700107,700020,700080,700162,700177,700094,,,,,,,,,,,,生命_14400;物理攻击_1125;物理防御_600;法术攻击_960;法术防御_480;生命回复_13431;能量回复_416,,,紫色+2,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ZiSe_02,
204003_12,,204003_12,204003_13,11,700108,700021,700080,700162,700178,700094,,,,,,,,,,,,生命_15264;物理攻击_1192;物理防御_636;法术攻击_1017;法术防御_508;生命回复_14237;能量回复_441,,,紫色+3,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ZiSe_03,
204003_13,,204003_13,204003_14,12,700108,700021,700081,700162,700178,700094,,,,,,,,,,,,生命_16128;物理攻击_1260;物理防御_672;法术攻击_1075;法术防御_537;生命回复_15043;能量回复_466,,,紫色+4,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ZiSe_04,
204003_14,,204003_14,204003_15,13,700109,700022,700081,700164,700178,700094,,,,,,,,,,,,生命_17280;物理攻击_1350;物理防御_720;法术攻击_1152;法术防御_576;生命回复_16117;能量回复_500,,,橙色,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe,
204003_15,,204003_15,204003_16,14,700109,700022,700082,700164,700178,700095,,,,,,,,,,,,生命_18720;物理攻击_1462;物理防御_780;法术攻击_1248;法术防御_624;生命回复_17460;能量回复_500,,,橙色+1,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe_01,
204003_16,,204003_16,204003_17,15,700110,700023,700082,700164,700179,700095,,,,,,,,,,,,生命_20160;物理攻击_1575;物理防御_840;法术攻击_1344;法术防御_672;生命回复_18803;能量回复_500,,,橙色+2,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe_02,
204003_17,,204003_17,204003_18,16,700110,700023,700083,700165,700179,700095,,,,,,,,,,,,生命_21600;物理攻击_1687;物理防御_900;法术攻击_1440;法术防御_720;生命回复_20146;能量回复_500,,,橙色+3,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe_03,
204003_18,,204003_18,204003_19,17,700111,700024,700083,700165,700180,700095,,,,,,,,,,,,生命_23040;物理攻击_1800;物理防御_960;法术攻击_1536;法术防御_768;生命回复_21490;能量回复_500,,,橙色+4,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe_04,
204003_19,,204003_19,,18,700111,700024,700084,700165,700180,700095,,,,,,,,,,,,生命_24480;物理攻击_1912;物理防御_1020;法术攻击_1632;法术防御_816;生命回复_22833;能量回复_500,,,橙色+5,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe_05,
203002_1,,203002_1,203002_2,,700136,700025,700061,700148,700181,700091,,,,,,,,,,,,生命_128;物理攻击_36;物理防御_9;法术攻击_25;法术防御_7;生命回复_79;能量回复_8,,,白色,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_BaiSe,
203002_2,,203002_2,203002_3,1,700137,700026,700062,700149,700181,700091,,,,,,,,,,,,生命_1280;物理攻击_360;物理防御_92;法术攻击_259;法术防御_73;生命回复_795;能量回复_83,,,绿色,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_LvSe,
203002_3,,203002_3,203002_4,2,700138,700027,700063,700149,700182,700091,,,,,,,,,,,,生命_2304;物理攻击_648;物理防御_165;法术攻击_466;法术防御_132;生命回复_1432;能量回复_150,,,绿色+1,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_LvSe_01,
203002_4,,203002_4,203002_5,3,700139,700028,700064,700150,700182,700096,,,,,,,,,,,,生命_3072;物理攻击_864;物理防御_220;法术攻击_622;法术防御_176;生命回复_1910;能量回复_200,,,绿色+2,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_LvSe_02,
203002_5,,203002_5,203002_6,4,700140,700029,700065,700151,700183,700096,,,,,,,,,,,,生命_3584;物理攻击_1008;物理防御_257;法术攻击_725;法术防御_206;生命回复_2228;能量回复_233,,,蓝色,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_LanSe,
203002_6,,203002_6,203002_7,5,700141,700030,700065,700151,700183,700096,,,,,,,,,,,,生命_4224;物理攻击_1188;物理防御_303;法术攻击_855;法术防御_242;生命回复_2626;能量回复_275,,,蓝色+1,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_LanSe_01,
203002_7,,203002_7,203002_8,6,700141,700030,700066,700153,700183,700097,,,,,,,,,,,,生命_4992;物理攻击_1404;物理防御_358;法术攻击_1010;法术防御_287;生命回复_3104;能量回复_325,,,蓝色+2,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_LanSe_02,
203002_8,,203002_8,203002_9,7,700142,700031,700066,700153,700185,700097,,,,,,,,,,,,生命_5504;物理攻击_1548;物理防御_395;法术攻击_1114;法术防御_316;生命回复_3422;能量回复_358,,,蓝色+3,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_LanSe_03,
203002_9,,203002_9,203002_10,8,700142,700031,700067,700153,700185,700097,,,,,,,,,,,,生命_5888;物理攻击_1656;物理防御_423;法术攻击_1192;法术防御_338;生命回复_3661;能量回复_383,,,紫色,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ZiSe,
203002_10,,203002_10,203002_11,9,700143,700032,700067,700153,700185,700097,,,,,,,,,,,,生命_6144;物理攻击_1728;物理防御_441;法术攻击_1244;法术防御_353;生命回复_3820;能量回复_400,,,紫色+1,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ZiSe_01,
203002_11,,203002_11,203002_12,10,700143,700032,700068,700154,700185,700098,,,,,,,,,,,,生命_6400;物理攻击_1800;物理防御_460;法术攻击_1296;法术防御_368;生命回复_3979;能量回复_416,,,紫色+2,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ZiSe_02,
203002_12,,203002_12,203002_13,11,700144,700033,700068,700154,700186,700098,,,,,,,,,,,,生命_6784;物理攻击_1908;物理防御_487;法术攻击_1373;法术防御_390;生命回复_4218;能量回复_441,,,紫色+3,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ZiSe_03,
203002_13,,203002_13,203002_14,12,700144,700033,700069,700154,700186,700098,,,,,,,,,,,,生命_7168;物理攻击_2016;物理防御_515;法术攻击_1451;法术防御_412;生命回复_4457;能量回复_466,,,紫色+4,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ZiSe_04,
203002_14,,203002_14,203002_15,13,700145,700034,700069,700155,700186,700098,,,,,,,,,,,,生命_7680;物理攻击_2160;物理防御_552;法术攻击_1555;法术防御_441;生命回复_4775;能量回复_500,,,橙色,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ChengSe,
203002_15,,203002_15,203002_16,14,700145,700034,700070,700155,700186,700099,,,,,,,,,,,,生命_8320;物理攻击_2340;物理防御_598;法术攻击_1684;法术防御_478;生命回复_5173;能量回复_500,,,橙色+1,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ChengSe_01,
203002_16,,203002_16,203002_17,15,700146,700035,700070,700155,700187,700099,,,,,,,,,,,,生命_8960;物理攻击_2520;物理防御_644;法术攻击_1814;法术防御_515;生命回复_5571;能量回复_500,,,橙色+2,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ChengSe_02,
203002_17,,203002_17,203002_18,16,700146,700035,700071,700156,700187,700099,,,,,,,,,,,,生命_9600;物理攻击_2700;物理防御_690;法术攻击_1944;法术防御_552;生命回复_5969;能量回复_500,,,橙色+3,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ChengSe_03,
203002_18,,203002_18,203002_19,17,700147,700036,700071,700156,700188,700099,,,,,,,,,,,,生命_10240;物理攻击_2880;物理防御_736;法术攻击_2073;法术防御_588;生命回复_6367;能量回复_500,,,橙色+4,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ChengSe_04,
203002_19,,203002_19,,18,700147,700036,700072,700156,700188,700099,,,,,,,,,,,,生命_10880;物理攻击_3060;物理防御_782;法术攻击_2203;法术防御_625;生命回复_6765;能量回复_500,,,橙色+5,射手,物理符师1,JiaoBiao_SheShou_01,bg_head_ChengSe_05,
203003_1,,203003_1,203003_2,,700112,700037,700061,700148,700181,700091,,,,,,,,,,,,生命_154;物理攻击_28;物理防御_6;法术攻击_36;法术防御_8;生命回复_95;能量回复_8,,,白色,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_BaiSe,
203003_2,,203003_2,203003_3,1,700113,700038,700062,700149,700181,700091,,,,,,,,,,,,生命_1540;物理攻击_288;物理防御_64;法术攻击_360;法术防御_80;生命回复_957;能量回复_83,,,绿色,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_LvSe,
203003_3,,203003_3,203003_4,2,700114,700039,700063,700149,700182,700091,,,,,,,,,,,,生命_2772;物理攻击_518;物理防御_115;法术攻击_648;法术防御_144;生命回复_1723;能量回复_150,,,绿色+1,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_LvSe_01,
203003_4,,203003_4,203003_5,3,700115,700040,700064,700150,700182,700096,,,,,,,,,,,,生命_3696;物理攻击_691;物理防御_153;法术攻击_864;法术防御_192;生命回复_2298;能量回复_200,,,绿色+2,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_LvSe_02,
203003_5,,203003_5,203003_6,4,700116,700041,700065,700151,700183,700096,,,,,,,,,,,,生命_4312;物理攻击_806;物理防御_179;法术攻击_1008;法术防御_224;生命回复_2681;能量回复_233,,,蓝色,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_LanSe,
203003_6,,203003_6,203003_7,5,700117,700042,700065,700151,700183,700096,,,,,,,,,,,,生命_5082;物理攻击_950;物理防御_211;法术攻击_1188;法术防御_264;生命回复_3160;能量回复_275,,,蓝色+1,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_LanSe_01,
203003_7,,203003_7,203003_8,6,700117,700042,700066,700153,700183,700097,,,,,,,,,,,,生命_6006;物理攻击_1123;物理防御_249;法术攻击_1404;法术防御_312;生命回复_3734;能量回复_325,,,蓝色+2,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_LanSe_02,
203003_8,,203003_8,203003_9,7,700118,700043,700066,700153,700185,700097,,,,,,,,,,,,生命_6622;物理攻击_1238;物理防御_275;法术攻击_1548;法术防御_344;生命回复_4117;能量回复_358,,,蓝色+3,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_LanSe_03,
203003_9,,203003_9,203003_10,8,700118,700043,700067,700153,700185,700097,,,,,,,,,,,,生命_7084;物理攻击_1324;物理防御_294;法术攻击_1656;法术防御_368;生命回复_4404;能量回复_383,,,紫色,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_ZiSe,
203003_10,,203003_10,203003_11,9,700119,700044,700067,700153,700185,700097,,,,,,,,,,,,生命_7392;物理攻击_1382;物理防御_307;法术攻击_1728;法术防御_384;生命回复_4596;能量回复_400,,,紫色+1,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_ZiSe_01,
203003_11,,203003_11,203003_12,10,700119,700044,700068,700154,700185,700098,,,,,,,,,,,,生命_7700;物理攻击_1440;物理防御_320;法术攻击_1800;法术防御_400;生命回复_4788;能量回复_416,,,紫色+2,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_ZiSe_02,
203003_12,,203003_12,203003_13,11,700120,700045,700068,700154,700186,700098,,,,,,,,,,,,生命_8162;物理攻击_1526;物理防御_339;法术攻击_1908;法术防御_424;生命回复_5075;能量回复_441,,,紫色+3,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_ZiSe_03,
203003_13,,203003_13,203003_14,12,700120,700045,700069,700154,700186,700098,,,,,,,,,,,,生命_8624;物理攻击_1612;物理防御_358;法术攻击_2016;法术防御_448;生命回复_5362;能量回复_466,,,紫色+4,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_ZiSe_04,
203003_14,,203003_14,203003_15,13,700121,700046,700069,700155,700186,700098,,,,,,,,,,,,生命_9240;物理攻击_1728;物理防御_384;法术攻击_2160;法术防御_480;生命回复_5745;能量回复_500,,,橙色,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_ChengSe,
203003_15,,203003_15,203003_16,14,700121,700046,700070,700155,700186,700099,,,,,,,,,,,,生命_10010;物理攻击_1872;物理防御_416;法术攻击_2340;法术防御_520;生命回复_6224;能量回复_500,,,橙色+1,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_ChengSe_01,
203003_16,,203003_16,203003_17,15,700122,700047,700070,700155,700187,700099,,,,,,,,,,,,生命_10780;物理攻击_2016;物理防御_448;法术攻击_2520;法术防御_560;生命回复_6703;能量回复_500,,,橙色+2,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_ChengSe_02,
203003_17,,203003_17,203003_18,16,700122,700047,700071,700156,700187,700099,,,,,,,,,,,,生命_11550;物理攻击_2160;物理防御_480;法术攻击_2700;法术防御_600;生命回复_7182;能量回复_500,,,橙色+3,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_ChengSe_03,
203003_18,,203003_18,203003_19,17,700123,700048,700071,700156,700188,700099,,,,,,,,,,,,生命_12320;物理攻击_2304;物理防御_512;法术攻击_2880;法术防御_640;生命回复_7660;能量回复_500,,,橙色+4,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_ChengSe_04,
203003_19,,203003_19,,18,700123,700048,700072,700156,700188,700099,,,,,,,,,,,,生命_13090;物理攻击_2448;物理防御_544;法术攻击_3060;法术防御_680;生命回复_8139;能量回复_500,,,橙色+5,术士,法术术士1,JiaoBiao_FaShi_01,bg_head_ChengSe_05,
200002_1,,200002_1,200002_2,,700100,700013,700073,700157,700174,700091,,,,,,,,,,,,生命_288;物理攻击_22;物理防御_12;法术攻击_19;法术防御_9;生命回复_268;能量回复_8,,,白色,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_BaiSe,
200002_2,,200002_2,200002_3,1,700101,700014,700074,700158,700174,700091,,,,,,,,,,,,生命_2880;物理攻击_225;物理防御_120;法术攻击_192;法术防御_96;生命回复_2686;能量回复_83,,,绿色,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LvSe,
200002_3,,200002_3,200002_4,2,700102,700015,700075,700158,700175,700091,,,,,,,,,,,,生命_5184;物理攻击_405;物理防御_216;法术攻击_345;法术防御_172;生命回复_4835;能量回复_150,,,绿色+1,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LvSe_01,
200002_4,,200002_4,200002_5,3,700103,700016,700076,700159,700175,700092,,,,,,,,,,,,生命_6912;物理攻击_540;物理防御_288;法术攻击_460;法术防御_230;生命回复_6447;能量回复_200,,,绿色+2,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LvSe_02,
200002_5,,200002_5,200002_6,4,700104,700017,700077,700160,700176,700092,,,,,,,,,,,,生命_8064;物理攻击_630;物理防御_336;法术攻击_537;法术防御_268;生命回复_7521;能量回复_233,,,蓝色,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LanSe,
200002_6,,200002_6,200002_7,5,700105,700018,700077,700160,700176,700092,,,,,,,,,,,,生命_9504;物理攻击_742;物理防御_396;法术攻击_633;法术防御_316;生命回复_8864;能量回复_275,,,蓝色+1,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LanSe_01,
200002_7,,200002_7,200002_8,6,700105,700018,700078,700161,700176,700093,,,,,,,,,,,,生命_11232;物理攻击_877;物理防御_468;法术攻击_748;法术防御_374;生命回复_10476;能量回复_325,,,蓝色+2,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LanSe_02,
200002_8,,200002_8,200002_9,7,700106,700019,700078,700161,700177,700093,,,,,,,,,,,,生命_12384;物理攻击_967;物理防御_516;法术攻击_825;法术防御_412;生命回复_11550;能量回复_358,,,蓝色+3,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_LanSe_03,
200002_9,,200002_9,200002_10,8,700106,700019,700079,700161,700177,700093,,,,,,,,,,,,生命_13248;物理攻击_1035;物理防御_552;法术攻击_883;法术防御_441;生命回复_12356;能量回复_383,,,紫色,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ZiSe,
200002_10,,200002_10,200002_11,9,700107,700020,700079,700161,700177,700093,,,,,,,,,,,,生命_13824;物理攻击_1080;物理防御_576;法术攻击_921;法术防御_460;生命回复_12894;能量回复_400,,,紫色+1,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ZiSe_01,
200002_11,,200002_11,200002_12,10,700107,700020,700080,700162,700177,700094,,,,,,,,,,,,生命_14400;物理攻击_1125;物理防御_600;法术攻击_960;法术防御_480;生命回复_13431;能量回复_416,,,紫色+2,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ZiSe_02,
200002_12,,200002_12,200002_13,11,700108,700021,700080,700162,700178,700094,,,,,,,,,,,,生命_15264;物理攻击_1192;物理防御_636;法术攻击_1017;法术防御_508;生命回复_14237;能量回复_441,,,紫色+3,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ZiSe_03,
200002_13,,200002_13,200002_14,12,700108,700021,700081,700162,700178,700094,,,,,,,,,,,,生命_16128;物理攻击_1260;物理防御_672;法术攻击_1075;法术防御_537;生命回复_15043;能量回复_466,,,紫色+4,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ZiSe_04,
200002_14,,200002_14,200002_15,13,700109,700022,700081,700164,700178,700094,,,,,,,,,,,,生命_17280;物理攻击_1350;物理防御_720;法术攻击_1152;法术防御_576;生命回复_16117;能量回复_500,,,橙色,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe,
200002_15,,200002_15,200002_16,14,700109,700022,700082,700164,700178,700095,,,,,,,,,,,,生命_18720;物理攻击_1462;物理防御_780;法术攻击_1248;法术防御_624;生命回复_17460;能量回复_500,,,橙色+1,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe_01,
200002_16,,200002_16,200002_17,15,700110,700023,700082,700164,700179,700095,,,,,,,,,,,,生命_20160;物理攻击_1575;物理防御_840;法术攻击_1344;法术防御_672;生命回复_18803;能量回复_500,,,橙色+2,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe_02,
200002_17,,200002_17,200002_18,16,700110,700023,700083,700165,700179,700095,,,,,,,,,,,,生命_21600;物理攻击_1687;物理防御_900;法术攻击_1440;法术防御_720;生命回复_20146;能量回复_500,,,橙色+3,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe_03,
200002_18,,200002_18,200002_19,17,700111,700024,700083,700165,700180,700095,,,,,,,,,,,,生命_23040;物理攻击_1800;物理防御_960;法术攻击_1536;法术防御_768;生命回复_21490;能量回复_500,,,橙色+4,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe_04,
200002_19,,200002_19,,18,700111,700024,700084,700165,700180,700095,,,,,,,,,,,,生命_24480;物理攻击_1912;物理防御_1020;法术攻击_1632;法术防御_816;生命回复_22833;能量回复_500,,,橙色+5,力士,物理力士1,JiaoBiao_ZhanShi_01,bg_head_ChengSe_05,
204006_1,,204006_1,204006_2,,700100,700013,700073,700157,700174,700091,,,,,,,,,,,,生命_288;物理攻击_22;物理防御_9;法术攻击_19;法术防御_12;生命回复_268;能量回复_8,,,白色,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_BaiSe,
204006_2,,204006_2,204006_3,1,700101,700014,700074,700158,700174,700091,,,,,,,,,,,,生命_2880;物理攻击_225;物理防御_96;法术攻击_192;法术防御_120;生命回复_2686;能量回复_83,,,绿色,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_LvSe,
204006_3,,204006_3,204006_4,2,700102,700015,700075,700158,700175,700091,,,,,,,,,,,,生命_5184;物理攻击_405;物理防御_172;法术攻击_345;法术防御_216;生命回复_4835;能量回复_150,,,绿色+1,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_LvSe_01,
204006_4,,204006_4,204006_5,3,700103,700016,700076,700159,700175,700092,,,,,,,,,,,,生命_6912;物理攻击_540;物理防御_230;法术攻击_460;法术防御_288;生命回复_6447;能量回复_200,,,绿色+2,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_LvSe_02,
204006_5,,204006_5,204006_6,4,700104,700017,700077,700160,700176,700092,,,,,,,,,,,,生命_8064;物理攻击_630;物理防御_268;法术攻击_537;法术防御_336;生命回复_7521;能量回复_233,,,蓝色,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_LanSe,
204006_6,,204006_6,204006_7,5,700105,700018,700077,700160,700176,700092,,,,,,,,,,,,生命_9504;物理攻击_742;物理防御_316;法术攻击_633;法术防御_396;生命回复_8864;能量回复_275,,,蓝色+1,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_LanSe_01,
204006_7,,204006_7,204006_8,6,700105,700018,700078,700161,700176,700093,,,,,,,,,,,,生命_11232;物理攻击_877;物理防御_374;法术攻击_748;法术防御_468;生命回复_10476;能量回复_325,,,蓝色+2,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_LanSe_02,
204006_8,,204006_8,204006_9,7,700106,700019,700078,700161,700177,700093,,,,,,,,,,,,生命_12384;物理攻击_967;物理防御_412;法术攻击_825;法术防御_516;生命回复_11550;能量回复_358,,,蓝色+3,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_LanSe_03,
204006_9,,204006_9,204006_10,8,700106,700019,700079,700161,700177,700093,,,,,,,,,,,,生命_13248;物理攻击_1035;物理防御_441;法术攻击_883;法术防御_552;生命回复_12356;能量回复_383,,,紫色,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_ZiSe,
204006_10,,204006_10,204006_11,9,700107,700020,700079,700161,700177,700093,,,,,,,,,,,,生命_13824;物理攻击_1080;物理防御_460;法术攻击_921;法术防御_576;生命回复_12894;能量回复_400,,,紫色+1,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_ZiSe_01,
204006_11,,204006_11,204006_12,10,700107,700020,700080,700162,700177,700094,,,,,,,,,,,,生命_14400;物理攻击_1125;物理防御_480;法术攻击_960;法术防御_600;生命回复_13431;能量回复_416,,,紫色+2,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_ZiSe_02,
204006_12,,204006_12,204006_13,11,700108,700021,700080,700162,700178,700094,,,,,,,,,,,,生命_15264;物理攻击_1192;物理防御_508;法术攻击_1017;法术防御_636;生命回复_14237;能量回复_441,,,紫色+3,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_ZiSe_03,
204006_13,,204006_13,204006_14,12,700108,700021,700081,700162,700178,700094,,,,,,,,,,,,生命_16128;物理攻击_1260;物理防御_537;法术攻击_1075;法术防御_672;生命回复_15043;能量回复_466,,,紫色+4,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_ZiSe_04,
204006_14,,204006_14,204006_15,13,700109,700022,700081,700164,700178,700094,,,,,,,,,,,,生命_17280;物理攻击_1350;物理防御_576;法术攻击_1152;法术防御_720;生命回复_16117;能量回复_500,,,橙色,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_ChengSe,
204006_15,,204006_15,204006_16,14,700109,700022,700082,700164,700178,700095,,,,,,,,,,,,生命_18720;物理攻击_1462;物理防御_624;法术攻击_1248;法术防御_780;生命回复_17460;能量回复_500,,,橙色+1,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_ChengSe_01,
204006_16,,204006_16,204006_17,15,700110,700023,700082,700164,700179,700095,,,,,,,,,,,,生命_20160;物理攻击_1575;物理防御_672;法术攻击_1344;法术防御_840;生命回复_18803;能量回复_500,,,橙色+2,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_ChengSe_02,
204006_17,,204006_17,204006_18,16,700110,700023,700083,700165,700179,700095,,,,,,,,,,,,生命_21600;物理攻击_1687;物理防御_720;法术攻击_1440;法术防御_900;生命回复_20146;能量回复_500,,,橙色+3,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_ChengSe_03,
204006_18,,204006_18,204006_19,17,700111,700024,700083,700165,700180,700095,,,,,,,,,,,,生命_23040;物理攻击_1800;物理防御_768;法术攻击_1536;法术防御_960;生命回复_21490;能量回复_500,,,橙色+4,力士,物理力士4,JiaoBiao_ZhanShi_01,bg_head_ChengSe_04,
