Key,Remarks,level,vip,id,jubaoPerRewards,jubaoPerCost,lianqiPerRewards,lianqiPerCost,penglaiPerRewards,penglaiPerCost,kunlunPerRewards,kunlunPerCost,wanxianPerRewards,wanxianPerCost,fengshenPerRewards,fengshenPerCost,qiankunPerRewards,qiankunPerCost,xinmo1PerRewards,xinmo1PerCost,xinmo2PerRewards,xinmo2PerCost,xinmo3PerRewards,xinmo3PerCost,xinmo4PerRewards,xinmo4PerCost,xinmo5PerRewards,xinmo5PerCost,xinmo6PerRewards,xinmo6PerCost
251,,71,3~5,251,1:210000,150,803003:250,1200,702155:12;702193:12,288,702164:12;702188:12,288,1:1000000;6:1920,764,10:129,2167,801002:252,604,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
252,,72,3~5,252,1:210000,150,803003:250,1200,702155:12;702193:12,288,702164:12;702188:12,288,1:1000000;6:1920,764,10:137,2301,801002:260,624,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
253,,73,3~5,253,1:210000,150,803003:250,1200,702155:12;702193:12,288,702164:12;702188:12,288,1:1000000;6:1920,764,10:146,2452,801002:270,648,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
254,,74,3~5,254,1:210000,150,803003:315,1512,702155:12;702193:12,288,702164:12;702188:12,288,1:1000000;6:1920,764,10:146,2452,801002:278,667,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
255,,75,3~5,255,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:154,2587,801002:288,691,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
256,,76,3~5,256,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:163,2738,801002:296,710,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
257,,77,3~5,257,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:163,2738,801002:306,734,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
258,,78,3~5,258,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:171,2872,801002:314,753,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
259,,79,3~5,259,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:183,3074,801002:324,777,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
260,,80,3~5,260,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:183,3074,801002:332,796,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
261,,81,3~5,261,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:194,3259,801002:342,820,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
262,,82,3~5,262,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:206,3460,801002:352,844,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
263,,83,3~5,263,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:206,3460,801002:362,868,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
264,,84,3~5,264,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:217,3645,801002:372,892,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
265,,85,3~5,265,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:229,3847,801002:382,916,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
266,,86,3~5,266,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:229,3847,801002:392,940,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
267,,87,3~5,267,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:240,4032,801002:402,964,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
268,,88,3~5,268,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:251,4216,801002:412,988,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
269,,89,3~5,269,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:251,4216,801002:424,1017,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
270,,90,3~5,270,1:210000,150,803003:315,1512,702156:12;702180:12,288,702165:12;702196:12,288,1:1000000;6:1920,764,10:263,4418,801002:434,1041,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90,14:150,90
271,,1,6~7,271,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
272,,2,6~7,272,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
273,,3,6~7,273,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
274,,4,6~7,274,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
275,,5,6~7,275,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
276,,6,6~7,276,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
277,,7,6~7,277,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
278,,8,6~7,278,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
279,,9,6~7,279,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
280,,10,6~7,280,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
281,,11,6~7,281,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
282,,12,6~7,282,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
283,,13,6~7,283,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
284,,14,6~7,284,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
285,,15,6~7,285,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
286,,16,6~7,286,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
287,,17,6~7,287,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
288,,18,6~7,288,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
289,,19,6~7,289,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
290,,20,6~7,290,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
291,,21,6~7,291,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
292,,22,6~7,292,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
293,,23,6~7,293,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
294,,24,6~7,294,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:6,14,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
295,,25,6~7,295,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:6,14,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
296,,26,6~7,296,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:8,19,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
297,,27,6~7,297,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:10,24,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
298,,28,6~7,298,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:12,28,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
299,,29,6~7,299,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:14,33,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
300,,30,6~7,300,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:16,38,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
301,,31,6~7,301,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:18,43,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
302,,32,6~7,302,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:20,48,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
303,,33,6~7,303,1:200000,180,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:22,52,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
304,,34,6~7,304,1:200000,180,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:24,57,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
305,,35,6~7,305,1:200000,180,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:30,72,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
306,,36,6~7,306,1:200000,180,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:14,235,801002:32,76,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
307,,37,6~7,307,1:200000,180,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:17,285,801002:36,86,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
308,,38,6~7,308,1:200000,180,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:17,285,801002:40,96,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
309,,39,6~7,309,1:200000,180,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:17,285,801002:50,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
310,,40,6~7,310,1:240000,204,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:20,336,801002:52,124,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
311,,41,6~7,311,1:240000,204,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:20,336,801002:58,139,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
312,,42,6~7,312,1:240000,204,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:23,386,801002:62,148,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
313,,43,6~7,313,1:240000,204,803003:160,768,702153:51;702177:51,1224,702170:51;702185:51,1224,1:1000000;6:1920,764,10:27,453,801002:68,163,14:200,120,14:200,120,14:200,120,14:0,,14:0,,14:0,
314,,44,6~7,314,1:240000,204,803003:200,960,702173:45;702178:45,1080,702172:45;702186:45,1080,1:1000000;6:1920,764,10:27,453,801002:72,172,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
315,,45,6~7,315,1:240000,204,803003:200,960,702173:45;702178:45,1080,702172:45;702186:45,1080,1:1000000;6:1920,764,10:31,520,801002:78,187,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
316,,46,6~7,316,1:240000,204,803003:200,960,702173:45;702178:45,1080,702172:45;702186:45,1080,1:1000000;6:1920,764,10:36,604,801002:82,196,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
317,,47,6~7,317,1:240000,204,803003:200,960,702173:45;702178:45,1080,702172:45;702186:45,1080,1:1000000;6:1920,764,10:36,604,801002:88,211,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
318,,48,6~7,318,1:280000,228,803003:200,960,702173:45;702178:45,1080,702172:45;702186:45,1080,1:1000000;6:1920,764,10:40,672,801002:92,220,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
319,,49,6~7,319,1:280000,228,803003:200,960,702173:45;702178:45,1080,702172:45;702186:45,1080,1:1000000;6:1920,764,10:44,739,801002:100,240,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
320,,50,6~7,320,1:280000,228,803003:200,960,702054:30;702179:30,720,702053:30;702187:30,720,1:1000000;6:1920,764,10:44,739,801002:104,249,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
321,,51,6~7,321,1:280000,228,803003:200,960,702054:30;702179:30,720,702053:30;702187:30,720,1:1000000;6:1920,764,10:49,823,801002:110,264,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
322,,52,6~7,322,1:280000,228,803003:200,960,702054:30;702179:30,720,702053:30;702187:30,720,1:1000000;6:1920,764,10:53,890,801002:116,278,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
323,,53,6~7,323,1:280000,228,803003:200,960,702054:30;702179:30,720,702053:30;702187:30,720,1:1000000;6:1920,764,10:53,890,801002:122,292,14:200,120,14:200,120,14:200,120,14:200,120,14:0,,14:0,
324,,54,6~7,324,1:280000,228,803003:260,1248,702054:30;702179:30,720,702053:30;702187:30,720,1:1000000;6:1920,764,10:57,957,801002:130,312,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:0,
325,,55,6~7,325,1:280000,228,803003:260,1248,702054:30;702179:30,720,702053:30;702187:30,720,1:1000000;6:1920,764,10:63,1058,801002:134,321,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:0,
326,,56,6~7,326,1:280000,228,803003:260,1248,702054:30;702179:30,720,702053:30;702187:30,720,1:1000000;6:1920,764,10:63,1058,801002:140,336,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:0,
327,,57,6~7,327,1:280000,228,803003:260,1248,702054:30;702179:30,720,702053:30;702187:30,720,1:1000000;6:1920,764,10:69,1159,801002:148,355,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:0,
328,,58,6~7,328,1:280000,228,803003:260,1248,702054:30;702179:30,720,702053:30;702187:30,720,1:1000000;6:1920,764,10:74,1243,801002:156,374,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:0,
329,,59,6~7,329,1:280000,228,803003:260,1248,702054:30;702179:30,720,702053:30;702187:30,720,1:1000000;6:1920,764,10:74,1243,801002:162,388,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
330,,60,6~7,330,1:280000,228,803003:260,1248,702155:18;702193:18,432,702164:18;702188:18,432,1:1000000;6:1920,764,10:80,1344,801002:168,403,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
331,,61,6~7,331,1:280000,228,803003:260,1248,702155:18;702193:18,432,702164:18;702188:18,432,1:1000000;6:1920,764,10:86,1444,801002:176,422,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
332,,62,6~7,332,1:280000,228,803003:260,1248,702155:18;702193:18,432,702164:18;702188:18,432,1:1000000;6:1920,764,10:86,1444,801002:182,436,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
333,,63,6~7,333,1:280000,228,803003:260,1248,702155:18;702193:18,432,702164:18;702188:18,432,1:1000000;6:1920,764,10:91,1528,801002:190,456,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
334,,64,6~7,334,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:1000000;6:1920,764,10:97,1629,801002:196,470,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
335,,65,6~7,335,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:1000000;6:1920,764,10:97,1629,801002:204,489,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
336,,66,6~7,336,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:1000000;6:1920,764,10:103,1730,801002:212,508,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
337,,67,6~7,337,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:1000000;6:1920,764,10:111,1864,801002:220,528,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
338,,68,6~7,338,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:1000000;6:1920,764,10:111,1864,801002:228,547,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
339,,69,6~7,339,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:1000000;6:1920,764,10:120,2016,801002:236,566,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
340,,70,6~7,340,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:1000000;6:1920,764,10:129,2167,801002:244,585,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
341,,71,6~7,341,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:1000000;6:1920,764,10:129,2167,801002:252,604,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
342,,72,6~7,342,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:1000000;6:1920,764,10:137,2301,801002:260,624,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
343,,73,6~7,343,1:280000,228,803003:340,1632,702155:18;702193:18,432,702164:18;702188:18,432,1:1000000;6:1920,764,10:146,2452,801002:270,648,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
344,,74,6~7,344,1:280000,228,803003:420,2016,702155:18;702193:18,432,702164:18;702188:18,432,1:1000000;6:1920,764,10:146,2452,801002:278,667,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
345,,75,6~7,345,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:154,2587,801002:288,691,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
346,,76,6~7,346,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:163,2738,801002:296,710,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
347,,77,6~7,347,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:163,2738,801002:306,734,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
348,,78,6~7,348,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:171,2872,801002:314,753,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
349,,79,6~7,349,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:183,3074,801002:324,777,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
350,,80,6~7,350,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:183,3074,801002:332,796,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
351,,81,6~7,351,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:194,3259,801002:342,820,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
352,,82,6~7,352,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:206,3460,801002:352,844,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
353,,83,6~7,353,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:206,3460,801002:362,868,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
354,,84,6~7,354,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:217,3645,801002:372,892,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
355,,85,6~7,355,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:229,3847,801002:382,916,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
356,,86,6~7,356,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:229,3847,801002:392,940,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
357,,87,6~7,357,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:240,4032,801002:402,964,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
358,,88,6~7,358,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:251,4216,801002:412,988,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
359,,89,6~7,359,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:251,4216,801002:424,1017,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
360,,90,6~7,360,1:280000,228,803003:420,2016,702156:18;702180:18,432,702165:18;702196:18,432,1:1000000;6:1920,764,10:263,4418,801002:434,1041,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120,14:200,120
361,,1,8~9,361,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
362,,2,8~9,362,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
363,,3,8~9,363,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
364,,4,8~9,364,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
365,,5,8~9,365,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
366,,6,8~9,366,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
367,,7,8~9,367,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
368,,8,8~9,368,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
369,,9,8~9,369,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
370,,10,8~9,370,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
371,,11,8~9,371,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
372,,12,8~9,372,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
373,,13,8~9,373,1:200000,180,803003:90,432,702153:51;702177:51,1224,702170:51;702185:51,1224,1:2000000;6:3840,1528,10:14,235,801002:4,9,14:200,120,14:200,120,14:0,,14:0,,14:0,,14:0,
