Key,Remarks,level,VIP,id,jubaoNorRewards,jubaoNorCost,lianqiNorRewards,lianqiNorCost,penglaiNorRewards,penglaiNorCost,kunlunNorRewards,kunlunNorCost,wanxianNorRewards,wanxianNorCost,fengshenNorRewards,fengshenNorCost,qiankunNorRewards,qiankunNorCost,xinmo1NorRewards,xinmo1NorCost,xinmo2NorRewards,xinmo2NorCost,xinmo3NorRewards,xinmo3NorCost,xinmo4NorRewards,xinmo4NorCost,xinmo5NorRewards,xinmo5NorCost,xinmo6NorRewards,xinmo6NorCost
255,,75,3~5,255,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:77,1617,801002:144,432,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
256,,76,3~5,256,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:81,1712,801002:148,444,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
257,,77,3~5,257,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:81,1712,801002:153,459,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
258,,78,3~5,258,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:86,1796,801002:157,471,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
259,,79,3~5,259,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:91,1922,801002:162,486,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
260,,80,3~5,260,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:91,1922,801002:166,498,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
261,,81,3~5,261,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:97,2037,801002:171,513,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
262,,82,3~5,262,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:103,2163,801002:176,528,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
263,,83,3~5,263,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:103,2163,801002:181,543,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
264,,84,3~5,264,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:109,2279,801002:186,558,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
265,,85,3~5,265,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:114,2405,801002:191,573,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
266,,86,3~5,266,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:114,2405,801002:196,588,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
267,,87,3~5,267,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:120,2520,801002:201,603,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
268,,88,3~5,268,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:126,2636,801002:206,618,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
269,,89,3~5,269,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:126,2636,801002:212,636,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
270,,90,3~5,270,1:105000,94,803003:157,945,702156:6;702180:6,180,702165:6;702196:6,180,1:500000;6:960,478,10:131,2762,801002:217,651,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57,14:75,57
271,,1,6~7,271,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
272,,2,6~7,272,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
273,,3,6~7,273,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
274,,4,6~7,274,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
275,,5,6~7,275,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
276,,6,6~7,276,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
277,,7,6~7,277,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
278,,8,6~7,278,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
279,,9,6~7,279,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
280,,10,6~7,280,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
281,,11,6~7,281,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
282,,12,6~7,282,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
283,,13,6~7,283,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
284,,14,6~7,284,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
285,,15,6~7,285,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
286,,16,6~7,286,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
287,,17,6~7,287,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
288,,18,6~7,288,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
289,,19,6~7,289,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
290,,20,6~7,290,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
291,,21,6~7,291,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
292,,22,6~7,292,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
293,,23,6~7,293,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
294,,24,6~7,294,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:3,9,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
295,,25,6~7,295,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:3,9,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
296,,26,6~7,296,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:4,12,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
297,,27,6~7,297,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:5,15,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
298,,28,6~7,298,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:6,18,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
299,,29,6~7,299,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:7,21,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
300,,30,6~7,300,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:8,24,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
301,,31,6~7,301,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:9,27,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
302,,32,6~7,302,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:10,30,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
303,,33,6~7,303,1:100000,113,803003:80,480,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:11,33,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
304,,34,6~7,304,1:100000,113,803003:80,480,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:12,36,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
305,,35,6~7,305,1:100000,113,803003:80,480,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:15,45,14:100,75,14:100,75,14:100,75,14:0,,14:0,,14:0,
306,,36,6~7,306,1:100000,113,803003:80,480,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:7,147,801002:16,48,14:100,75,14:100,75,14:100,75,14:0,,14:0,,14:0,
307,,37,6~7,307,1:100000,113,803003:80,480,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:9,179,801002:18,54,14:100,75,14:100,75,14:100,75,14:0,,14:0,,14:0,
308,,38,6~7,308,1:100000,113,803003:80,480,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:9,179,801002:20,60,14:100,75,14:100,75,14:100,75,14:0,,14:0,,14:0,
309,,39,6~7,309,1:100000,113,803003:80,480,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:9,179,801002:25,75,14:100,75,14:100,75,14:100,75,14:0,,14:0,,14:0,
310,,40,6~7,310,1:120000,128,803003:80,480,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:10,210,801002:26,78,14:100,75,14:100,75,14:100,75,14:0,,14:0,,14:0,
311,,41,6~7,311,1:120000,128,803003:80,480,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:10,210,801002:29,87,14:100,75,14:100,75,14:100,75,14:0,,14:0,,14:0,
312,,42,6~7,312,1:120000,128,803003:80,480,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:11,242,801002:31,93,14:100,75,14:100,75,14:100,75,14:0,,14:0,,14:0,
313,,43,6~7,313,1:120000,128,803003:80,480,702153:25;702177:25,765,702170:25;702185:25,765,1:500000;6:960,478,10:14,284,801002:34,102,14:100,75,14:100,75,14:100,75,14:0,,14:0,,14:0,
314,,44,6~7,314,1:120000,128,803003:100,600,702173:22;702178:22,675,702172:22;702186:22,675,1:500000;6:960,478,10:14,284,801002:36,108,14:100,75,14:100,75,14:100,75,14:100,75,14:0,,14:0,
315,,45,6~7,315,1:120000,128,803003:100,600,702173:22;702178:22,675,702172:22;702186:22,675,1:500000;6:960,478,10:16,326,801002:39,117,14:100,75,14:100,75,14:100,75,14:100,75,14:0,,14:0,
316,,46,6~7,316,1:120000,128,803003:100,600,702173:22;702178:22,675,702172:22;702186:22,675,1:500000;6:960,478,10:18,378,801002:41,123,14:100,75,14:100,75,14:100,75,14:100,75,14:0,,14:0,
317,,47,6~7,317,1:120000,128,803003:100,600,702173:22;702178:22,675,702172:22;702186:22,675,1:500000;6:960,478,10:18,378,801002:44,132,14:100,75,14:100,75,14:100,75,14:100,75,14:0,,14:0,
318,,48,6~7,318,1:140000,143,803003:100,600,702173:22;702178:22,675,702172:22;702186:22,675,1:500000;6:960,478,10:20,420,801002:46,138,14:100,75,14:100,75,14:100,75,14:100,75,14:0,,14:0,
319,,49,6~7,319,1:140000,143,803003:100,600,702173:22;702178:22,675,702172:22;702186:22,675,1:500000;6:960,478,10:22,462,801002:50,150,14:100,75,14:100,75,14:100,75,14:100,75,14:0,,14:0,
320,,50,6~7,320,1:140000,143,803003:100,600,702054:15;702179:15,450,702053:15;702187:15,450,1:500000;6:960,478,10:22,462,801002:52,156,14:100,75,14:100,75,14:100,75,14:100,75,14:0,,14:0,
321,,51,6~7,321,1:140000,143,803003:100,600,702054:15;702179:15,450,702053:15;702187:15,450,1:500000;6:960,478,10:24,515,801002:55,165,14:100,75,14:100,75,14:100,75,14:100,75,14:0,,14:0,
322,,52,6~7,322,1:140000,143,803003:100,600,702054:15;702179:15,450,702053:15;702187:15,450,1:500000;6:960,478,10:26,557,801002:58,174,14:100,75,14:100,75,14:100,75,14:100,75,14:0,,14:0,
323,,53,6~7,323,1:140000,143,803003:100,600,702054:15;702179:15,450,702053:15;702187:15,450,1:500000;6:960,478,10:26,557,801002:61,183,14:100,75,14:100,75,14:100,75,14:100,75,14:0,,14:0,
324,,54,6~7,324,1:140000,143,803003:130,780,702054:15;702179:15,450,702053:15;702187:15,450,1:500000;6:960,478,10:29,599,801002:65,195,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:0,
325,,55,6~7,325,1:140000,143,803003:130,780,702054:15;702179:15,450,702053:15;702187:15,450,1:500000;6:960,478,10:31,662,801002:67,201,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:0,
326,,56,6~7,326,1:140000,143,803003:130,780,702054:15;702179:15,450,702053:15;702187:15,450,1:500000;6:960,478,10:31,662,801002:70,210,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:0,
327,,57,6~7,327,1:140000,143,803003:130,780,702054:15;702179:15,450,702053:15;702187:15,450,1:500000;6:960,478,10:34,725,801002:74,222,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:0,
328,,58,6~7,328,1:140000,143,803003:130,780,702054:15;702179:15,450,702053:15;702187:15,450,1:500000;6:960,478,10:37,777,801002:78,234,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:0,
329,,59,6~7,329,1:140000,143,803003:130,780,702054:15;702179:15,450,702053:15;702187:15,450,1:500000;6:960,478,10:37,777,801002:81,243,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
330,,60,6~7,330,1:140000,143,803003:130,780,702155:9;702193:9,270,702164:9;702188:9,270,1:500000;6:960,478,10:40,840,801002:84,252,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
331,,61,6~7,331,1:140000,143,803003:130,780,702155:9;702193:9,270,702164:9;702188:9,270,1:500000;6:960,478,10:43,903,801002:88,264,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
332,,62,6~7,332,1:140000,143,803003:130,780,702155:9;702193:9,270,702164:9;702188:9,270,1:500000;6:960,478,10:43,903,801002:91,273,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
333,,63,6~7,333,1:140000,143,803003:130,780,702155:9;702193:9,270,702164:9;702188:9,270,1:500000;6:960,478,10:46,956,801002:95,285,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
334,,64,6~7,334,1:140000,143,803003:170,1020,702155:9;702193:9,270,702164:9;702188:9,270,1:500000;6:960,478,10:49,1019,801002:98,294,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
335,,65,6~7,335,1:140000,143,803003:170,1020,702155:9;702193:9,270,702164:9;702188:9,270,1:500000;6:960,478,10:49,1019,801002:102,306,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
336,,66,6~7,336,1:140000,143,803003:170,1020,702155:9;702193:9,270,702164:9;702188:9,270,1:500000;6:960,478,10:51,1082,801002:106,318,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
337,,67,6~7,337,1:140000,143,803003:170,1020,702155:9;702193:9,270,702164:9;702188:9,270,1:500000;6:960,478,10:56,1166,801002:110,330,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
338,,68,6~7,338,1:140000,143,803003:170,1020,702155:9;702193:9,270,702164:9;702188:9,270,1:500000;6:960,478,10:56,1166,801002:114,342,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
339,,69,6~7,339,1:140000,143,803003:170,1020,702155:9;702193:9,270,702164:9;702188:9,270,1:500000;6:960,478,10:60,1260,801002:118,354,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
340,,70,6~7,340,1:140000,143,803003:170,1020,702155:9;702193:9,270,702164:9;702188:9,270,1:500000;6:960,478,10:64,1355,801002:122,366,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
341,,71,6~7,341,1:140000,143,803003:170,1020,702155:9;702193:9,270,702164:9;702188:9,270,1:500000;6:960,478,10:64,1355,801002:126,378,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
342,,72,6~7,342,1:140000,143,803003:170,1020,702155:9;702193:9,270,702164:9;702188:9,270,1:500000;6:960,478,10:69,1439,801002:130,390,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
343,,73,6~7,343,1:140000,143,803003:170,1020,702155:9;702193:9,270,702164:9;702188:9,270,1:500000;6:960,478,10:73,1533,801002:135,405,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
344,,74,6~7,344,1:140000,143,803003:210,1260,702155:9;702193:9,270,702164:9;702188:9,270,1:500000;6:960,478,10:73,1533,801002:139,417,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
345,,75,6~7,345,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:77,1617,801002:144,432,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
346,,76,6~7,346,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:81,1712,801002:148,444,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
347,,77,6~7,347,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:81,1712,801002:153,459,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
348,,78,6~7,348,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:86,1796,801002:157,471,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
349,,79,6~7,349,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:91,1922,801002:162,486,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
350,,80,6~7,350,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:91,1922,801002:166,498,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
351,,81,6~7,351,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:97,2037,801002:171,513,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
352,,82,6~7,352,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:103,2163,801002:176,528,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
353,,83,6~7,353,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:103,2163,801002:181,543,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
354,,84,6~7,354,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:109,2279,801002:186,558,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
355,,85,6~7,355,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:114,2405,801002:191,573,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
356,,86,6~7,356,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:114,2405,801002:196,588,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
357,,87,6~7,357,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:120,2520,801002:201,603,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
358,,88,6~7,358,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:126,2636,801002:206,618,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
359,,89,6~7,359,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:126,2636,801002:212,636,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
360,,90,6~7,360,1:140000,143,803003:210,1260,702156:9;702180:9,270,702165:9;702196:9,270,1:500000;6:960,478,10:131,2762,801002:217,651,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75,14:100,75
361,,1,8~9,361,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
362,,2,8~9,362,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
363,,3,8~9,363,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
364,,4,8~9,364,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
365,,5,8~9,365,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
366,,6,8~9,366,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
367,,7,8~9,367,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
368,,8,8~9,368,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
369,,9,8~9,369,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
370,,10,8~9,370,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
371,,11,8~9,371,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
372,,12,8~9,372,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
373,,13,8~9,373,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
374,,14,8~9,374,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
375,,15,8~9,375,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
376,,16,8~9,376,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
377,,17,8~9,377,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
378,,18,8~9,378,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
379,,19,8~9,379,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
380,,20,8~9,380,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
381,,21,8~9,381,1:100000,113,803003:45,270,702153:25;702177:25,765,702170:25;702185:25,765,1:1000000;6:1920,956,10:7,147,801002:2,6,14:100,75,14:100,75,14:0,,14:0,,14:0,,14:0,
