Key,Remarks,id,goodsId,type,storeId,count,costType,cost,prob,level,abc,abc1,abc2,superGoods,exchangeTime
1203,,1203,707093,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1204,,1204,707097,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1205,,1205,702031,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1206,,1206,702049,65,1007,5,7,35,30,23_61,6.5789473684210523E-3,1,7,,
1207,,1207,707127,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1208,,1208,707007,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1209,,1209,707019,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1210,,1210,707043,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1211,,1211,702067,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1212,,1212,707118,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1213,,1213,707030,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1214,,1214,702088,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1215,,1215,707130,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1216,,1216,707142,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1217,,1217,702177,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1218,,1218,702185,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1219,,1219,707008,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1220,,1220,707020,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1221,,1221,707032,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1222,,1222,707044,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1223,,1223,702068,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1224,,1224,707107,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1225,,1225,707119,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1226,,1226,707131,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1227,,1227,707143,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1228,,1228,707009,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1229,,1229,707021,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1230,,1230,707033,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1231,,1231,707045,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1232,,1232,707094,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1233,,1233,707098,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1234,,1234,707108,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1235,,1235,707120,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1236,,1236,707132,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1237,,1237,707144,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1238,,1238,702178,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1239,,1239,702186,65,1007,5,7,40,40,41_85,8.771929824561403E-3,1,8,,
1240,,1240,702010,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1241,,1241,702022,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1242,,1242,702034,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1243,,1243,702046,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1244,,1244,702070,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1245,,1245,702082,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1246,,1246,702109,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1247,,1247,702121,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1248,,1248,702133,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1249,,1249,702145,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1250,,1250,702155,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1251,,1251,702164,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1252,,1252,702172,65,1007,5,7,35,50,65_90,1.0964912280701754E-2,1,7,,
1253,,1253,702011,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1254,,1254,702023,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1255,,1255,702035,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1256,,1256,702047,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1257,,1257,702071,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1258,,1258,702083,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1259,,1259,702089,65,1007,5,7,40,50,65_90,1.0964912280701754E-2,1,8,,
1260,,1260,702110,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1261,,1261,702122,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1262,,1262,702134,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1263,,1263,702146,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1264,,1264,702179,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1265,,1265,702187,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1266,,1266,702012,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1267,,1267,702024,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1268,,1268,702036,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1269,,1269,702048,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1270,,1270,702072,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1271,,1271,702084,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1272,,1272,702095,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1273,,1273,702099,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1274,,1274,702111,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1275,,1275,702123,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1276,,1276,702135,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1277,,1277,702147,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1278,,1278,702156,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1279,,1279,702165,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1280,,1280,702173,65,1007,5,7,35,50,65_90,1.0964912280701754E-2,1,7,,
1281,,1281,702180,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1282,,1282,702188,65,1007,5,7,50,50,65_90,1.0964912280701754E-2,1,10,,
1301,,1301,704027,71,1008,5,6,8500,10,1_90,1,1,85,,
1302,,1302,704003,72,1008,5,6,8500,10,1_90,0.5,1,85,,
1303,,1303,704003,72,1008,5,6,8500,10,1_90,0.5,1,85,,
1304,,1304,806552,73,1008,1,6,1000,10,1_90,1,1,,,
1305,,1305,806506,74,1008,10,6,200,10,1_90,1,1,1,,
1306,,1306,806507,75,1008,10,6,1000,10,1_90,1,1,5,,
1307,,1307,806508,76,1008,5,6,1800,10,1_90,1,1,18,,
1308,,1308,806509,77,1008,3,6,3200,10,1_90,1,1,53.333333333333336,,
1309,,1309,806510,78,1008,1,6,3600,10,1_90,1,1,180,,
1401,,1401,806586,80,1009,20,15,600,10,1_90,1,1,A,,
1402,,1402,806555,81,1009,20,15,600,10,1_90,1,1,A,,
1403,,1403,806556,82,1009,20,15,600,10,1_90,1,1,A,,
1404,,1404,806579,83,1009,20,15,600,10,1_90,1,1,A,,
1405,,1405,806580,84,1009,20,15,600,10,1_90,1,1,A,,
1406,,1406,806554,85,1009,20,15,360,10,1_90,1,1,C,,
1407,,1407,806569,86,1009,20,15,240,10,1_90,1,1,D,,
1408,,1408,806557,87,1009,20,15,240,10,1_90,1,1,D,,
1409,,1409,806562,90,1009,20,15,600,10,1_90,4.1666666666666664E-2,1,A,,
1410,,1410,806571,90,1009,20,15,600,10,1_90,4.1666666666666664E-2,1,A,,
1411,,1411,806573,90,1009,20,15,600,10,1_90,4.1666666666666664E-2,1,A,,
1412,,1412,806578,90,1009,20,15,600,10,1_90,4.1666666666666664E-2,1,A,,
1413,,1413,806563,90,1009,20,15,480,10,1_90,4.1666666666666664E-2,1,B,,
1414,,1414,806565,90,1009,20,15,480,10,1_90,4.1666666666666664E-2,1,B,,
1415,,1415,806576,90,1009,20,15,480,10,1_90,4.1666666666666664E-2,1,B,,
1416,,1416,806564,90,1009,20,15,480,10,1_90,4.1666666666666664E-2,1,B,,
1417,,1417,806558,90,1009,20,15,480,10,1_90,4.1666666666666664E-2,1,B,,
1418,,1418,806583,90,1009,20,15,480,10,1_90,4.1666666666666664E-2,1,B,,
1419,,1419,806560,90,1009,20,15,480,10,1_90,4.1666666666666664E-2,1,B,,
1420,,1420,806570,90,1009,20,15,480,10,1_90,4.1666666666666664E-2,1,B,,
1421,,1421,806572,90,1009,20,15,480,10,1_90,4.1666666666666664E-2,1,B,,
1422,,1422,806574,90,1009,20,15,480,10,1_90,4.1666666666666664E-2,1,B,,
1423,,1423,806575,90,1009,20,15,480,10,1_90,4.1666666666666664E-2,1,B,,
1424,,1424,806568,90,1009,20,15,360,10,1_90,4.1666666666666664E-2,1,C,,
1425,,1425,806559,90,1009,20,15,360,10,1_90,4.1666666666666664E-2,1,C,,
1426,,1426,806561,90,1009,20,15,360,10,1_90,4.1666666666666664E-2,1,C,,
1427,,1427,806577,90,1009,20,15,360,10,1_90,4.1666666666666664E-2,1,C,,
1428,,1428,806567,90,1009,20,15,360,10,1_90,4.1666666666666664E-2,1,C,,
1429,,1429,806566,90,1009,20,15,360,10,1_90,4.1666666666666664E-2,1,C,,
1430,,1430,806584,90,1009,20,15,360,10,1_90,4.1666666666666664E-2,1,C,,
1431,,1431,806581,90,1009,20,15,240,10,1_90,4.1666666666666664E-2,1,D,,
1432,,1432,806582,90,1009,20,15,240,10,1_90,4.1666666666666664E-2,1,D,,
1433,,1433,806562,91,1009,20,15,540,10,1_90,4.1666666666666664E-2,1,A,1,2
1434,,1434,806571,91,1009,20,15,540,10,1_90,4.1666666666666664E-2,1,A,1,2
1435,,1435,806573,91,1009,20,15,540,10,1_90,4.1666666666666664E-2,1,A,1,2
1436,,1436,806578,91,1009,20,15,540,10,1_90,4.1666666666666664E-2,1,A,1,2
1437,,1437,806563,91,1009,20,15,430,10,1_90,4.1666666666666664E-2,1,B,1,2
1438,,1438,806565,91,1009,20,15,430,10,1_90,4.1666666666666664E-2,1,B,1,2
1439,,1439,806576,91,1009,20,15,430,10,1_90,4.1666666666666664E-2,1,B,1,2
1440,,1440,806564,91,1009,20,15,430,10,1_90,4.1666666666666664E-2,1,B,1,2
1441,,1441,806558,91,1009,20,15,430,10,1_90,4.1666666666666664E-2,1,B,1,2
1442,,1442,806583,91,1009,20,15,430,10,1_90,4.1666666666666664E-2,1,B,1,2
1443,,1443,806560,91,1009,20,15,430,10,1_90,4.1666666666666664E-2,1,B,1,2
1444,,1444,806570,91,1009,20,15,430,10,1_90,4.1666666666666664E-2,1,B,1,2
1445,,1445,806572,91,1009,20,15,430,10,1_90,4.1666666666666664E-2,1,B,1,2
1446,,1446,806574,91,1009,20,15,430,10,1_90,4.1666666666666664E-2,1,B,1,2
1447,,1447,806575,91,1009,20,15,430,10,1_90,4.1666666666666664E-2,1,B,1,2
1448,,1448,806568,91,1009,20,15,320,10,1_90,4.1666666666666664E-2,1,C,1,2
1449,,1449,806559,91,1009,20,15,320,10,1_90,4.1666666666666664E-2,1,C,1,2
1450,,1450,806561,91,1009,20,15,320,10,1_90,4.1666666666666664E-2,1,C,1,2
1451,,1451,806577,91,1009,20,15,320,10,1_90,4.1666666666666664E-2,1,C,1,2
1452,,1452,806567,91,1009,20,15,320,10,1_90,4.1666666666666664E-2,1,C,1,2
1453,,1453,806566,91,1009,20,15,320,10,1_90,4.1666666666666664E-2,1,C,1,2
1454,,1454,806584,91,1009,20,15,320,10,1_90,4.1666666666666664E-2,1,C,1,2
1455,,1455,806581,91,1009,20,15,210,10,1_90,4.1666666666666664E-2,1,D,1,2
1456,,1456,806582,91,1009,20,15,210,10,1_90,4.1666666666666664E-2,1,D,1,2
