key,remarks,id,planId,quality,levelNeed,costType,costCount,itemsNeedStr,attrData,precentAttrData
10148_4,,10148_4,10148,4,50,,24000,806517:3;806518:4,法术防御_220;生命_690,
10148_5,,10148_5,10148,5,60,,43000,806519:5;806520:6,法术防御_275;生命_862,
10148_6,,10148_6,10148,6,70,,64500,806521:8;806522:10;806523:12,法术防御_330;生命_1035,
10148_7,,10148_7,10148,7,80,,64500,806523:12;806524:14;806525:16,法术防御_385;生命_1207,
10148_8,,10148_8,10148,8,90,,64500,806526:18;806527:20;806528:22,法术防御_440;生命_1380,
10149_0,,10149_0,10149,,10,,1000,806511:1,,
10149_1,,10149_1,10149,1,20,,1200,806512:1,物理攻击_96;法术攻击_114,
10149_2,,10149_2,10149,2,30,,3000,806513:1;806514:1,物理攻击_192;法术攻击_228,
10149_3,,10149_3,10149,3,40,,3700,806515:1;806516:2,物理攻击_288;法术攻击_342,
10149_4,,10149_4,10149,4,50,,24000,806517:3;806518:4,物理攻击_384;法术攻击_456,
10149_5,,10149_5,10149,5,60,,43000,806519:5;806520:6,物理攻击_480;法术攻击_570,
10149_6,,10149_6,10149,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_576;法术攻击_684,
10149_7,,10149_7,10149,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_672;法术攻击_798,
10149_8,,10149_8,10149,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_768;法术攻击_912,
10150_0,,10150_0,10150,,10,,1000,806511:1,,
10150_1,,10150_1,10150,1,20,,1200,806512:1,生命_720,
10150_2,,10150_2,10150,2,30,,3000,806513:1;806514:1,生命_1440,
10150_3,,10150_3,10150,3,40,,3700,806515:1;806516:2,生命_2160,
10150_4,,10150_4,10150,4,50,,24000,806517:3;806518:4,生命_2880,
10150_5,,10150_5,10150,5,60,,43000,806519:5;806520:6,生命_3600,
10150_6,,10150_6,10150,6,70,,64500,806521:8;806522:10;806523:12,生命_4320,
10150_7,,10150_7,10150,7,80,,64500,806523:12;806524:14;806525:16,生命_5040,
10150_8,,10150_8,10150,8,90,,64500,806526:18;806527:20;806528:22,生命_5760,
10151_0,,10151_0,10151,,10,,1000,806511:1,,
10151_1,,10151_1,10151,1,20,,1200,806512:1,物理防御_48;生命_360,
10151_2,,10151_2,10151,2,30,,3000,806513:1;806514:1,物理防御_96;生命_720,
10151_3,,10151_3,10151,3,40,,3700,806515:1;806516:2,物理防御_144;生命_1080,
10151_4,,10151_4,10151,4,50,,24000,806517:3;806518:4,物理防御_192;生命_1440,
10151_5,,10151_5,10151,5,60,,43000,806519:5;806520:6,物理防御_240;生命_1800,
10151_6,,10151_6,10151,6,70,,64500,806521:8;806522:10;806523:12,物理防御_288;生命_2160,
10151_7,,10151_7,10151,7,80,,64500,806523:12;806524:14;806525:16,物理防御_336;生命_2520,
10151_8,,10151_8,10151,8,90,,64500,806526:18;806527:20;806528:22,物理防御_384;生命_2880,
10152_0,,10152_0,10152,,10,,1000,806511:1,,
10152_1,,10152_1,10152,1,20,,1200,806512:1,法术防御_60;生命_360,
10152_2,,10152_2,10152,2,30,,3000,806513:1;806514:1,法术防御_120;生命_720,
10152_3,,10152_3,10152,3,40,,3700,806515:1;806516:2,法术防御_180;生命_1080,
10152_4,,10152_4,10152,4,50,,24000,806517:3;806518:4,法术防御_240;生命_1440,
10152_5,,10152_5,10152,5,60,,43000,806519:5;806520:6,法术防御_300;生命_1800,
10152_6,,10152_6,10152,6,70,,64500,806521:8;806522:10;806523:12,法术防御_360;生命_2160,
10152_7,,10152_7,10152,7,80,,64500,806523:12;806524:14;806525:16,法术防御_420;生命_2520,
10152_8,,10152_8,10152,8,90,,64500,806526:18;806527:20;806528:22,法术防御_480;生命_2880,
10153_0,,10153_0,10153,,10,,1000,806511:1,,
10153_1,,10153_1,10153,1,20,,1200,806512:1,物理攻击_100;法术攻击_120,
10153_2,,10153_2,10153,2,30,,3000,806513:1;806514:1,物理攻击_201;法术攻击_240,
10153_3,,10153_3,10153,3,40,,3700,806515:1;806516:2,物理攻击_302;法术攻击_360,
10153_4,,10153_4,10153,4,50,,24000,806517:3;806518:4,物理攻击_403;法术攻击_480,
10153_5,,10153_5,10153,5,60,,43000,806519:5;806520:6,物理攻击_504;法术攻击_600,
10153_6,,10153_6,10153,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_604;法术攻击_720,
10153_7,,10153_7,10153,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_705;法术攻击_840,
10153_8,,10153_8,10153,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_806;法术攻击_960,
10154_0,,10154_0,10154,,10,,1000,806511:1,,
10154_1,,10154_1,10154,1,20,,1200,806512:1,生命_665,
10154_2,,10154_2,10154,2,30,,3000,806513:1;806514:1,生命_1330,
10154_3,,10154_3,10154,3,40,,3700,806515:1;806516:2,生命_1995,
10154_4,,10154_4,10154,4,50,,24000,806517:3;806518:4,生命_2660,
10154_5,,10154_5,10154,5,60,,43000,806519:5;806520:6,生命_3325,
10154_6,,10154_6,10154,6,70,,64500,806521:8;806522:10;806523:12,生命_3990,
10154_7,,10154_7,10154,7,80,,64500,806523:12;806524:14;806525:16,生命_4655,
10154_8,,10154_8,10154,8,90,,64500,806526:18;806527:20;806528:22,生命_5320,
10155_0,,10155_0,10155,,10,,1000,806511:1,,
10155_1,,10155_1,10155,1,20,,1200,806512:1,物理防御_46;生命_332,
10155_2,,10155_2,10155,2,30,,3000,806513:1;806514:1,物理防御_92;生命_665,
10155_3,,10155_3,10155,3,40,,3700,806515:1;806516:2,物理防御_139;生命_997,
10155_4,,10155_4,10155,4,50,,24000,806517:3;806518:4,物理防御_185;生命_1330,
10155_5,,10155_5,10155,5,60,,43000,806519:5;806520:6,物理防御_232;生命_1662,
10155_6,,10155_6,10155,6,70,,64500,806521:8;806522:10;806523:12,物理防御_278;生命_1995,
10155_7,,10155_7,10155,7,80,,64500,806523:12;806524:14;806525:16,物理防御_324;生命_2327,
10155_8,,10155_8,10155,8,90,,64500,806526:18;806527:20;806528:22,物理防御_371;生命_2660,
10156_0,,10156_0,10156,,10,,1000,806511:1,,
10156_1,,10156_1,10156,1,20,,1200,806512:1,法术防御_58;生命_332,
10156_2,,10156_2,10156,2,30,,3000,806513:1;806514:1,法术防御_116;生命_665,
10156_3,,10156_3,10156,3,40,,3700,806515:1;806516:2,法术防御_174;生命_997,
10156_4,,10156_4,10156,4,50,,24000,806517:3;806518:4,法术防御_232;生命_1330,
10156_5,,10156_5,10156,5,60,,43000,806519:5;806520:6,法术防御_290;生命_1662,
10156_6,,10156_6,10156,6,70,,64500,806521:8;806522:10;806523:12,法术防御_348;生命_1995,
10156_7,,10156_7,10156,7,80,,64500,806523:12;806524:14;806525:16,法术防御_406;生命_2327,
10156_8,,10156_8,10156,8,90,,64500,806526:18;806527:20;806528:22,法术防御_464;生命_2660,
10157_0,,10157_0,10157,,10,,1000,806511:1,,
10157_1,,10157_1,10157,1,20,,1200,806512:1,物理攻击_105;法术攻击_126,
10157_2,,10157_2,10157,2,30,,3000,806513:1;806514:1,物理攻击_211;法术攻击_252,
10157_3,,10157_3,10157,3,40,,3700,806515:1;806516:2,物理攻击_316;法术攻击_378,
10157_4,,10157_4,10157,4,50,,24000,806517:3;806518:4,物理攻击_422;法术攻击_504,
10157_5,,10157_5,10157,5,60,,43000,806519:5;806520:6,物理攻击_528;法术攻击_630,
10157_6,,10157_6,10157,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_633;法术攻击_756,
10157_7,,10157_7,10157,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_739;法术攻击_882,
10157_8,,10157_8,10157,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_844;法术攻击_1008,
10158_0,,10158_0,10158,,10,,1000,806511:1,,
10158_1,,10158_1,10158,1,20,,1200,806512:1,生命_625,
10158_2,,10158_2,10158,2,30,,3000,806513:1;806514:1,生命_1250,
10158_3,,10158_3,10158,3,40,,3700,806515:1;806516:2,生命_1875,
10158_4,,10158_4,10158,4,50,,24000,806517:3;806518:4,生命_2500,
10158_5,,10158_5,10158,5,60,,43000,806519:5;806520:6,生命_3125,
10158_6,,10158_6,10158,6,70,,64500,806521:8;806522:10;806523:12,生命_3750,
10158_7,,10158_7,10158,7,80,,64500,806523:12;806524:14;806525:16,生命_4375,
10158_8,,10158_8,10158,8,90,,64500,806526:18;806527:20;806528:22,生命_5000,
10159_0,,10159_0,10159,,10,,1000,806511:1,,
10159_1,,10159_1,10159,1,20,,1200,806512:1,物理防御_44;生命_312,
10159_2,,10159_2,10159,2,30,,3000,806513:1;806514:1,物理防御_89;生命_625,
10159_3,,10159_3,10159,3,40,,3700,806515:1;806516:2,物理防御_134;生命_937,
10159_4,,10159_4,10159,4,50,,24000,806517:3;806518:4,物理防御_179;生命_1250,
10159_5,,10159_5,10159,5,60,,43000,806519:5;806520:6,物理防御_224;生命_1562,
10159_6,,10159_6,10159,6,70,,64500,806521:8;806522:10;806523:12,物理防御_268;生命_1875,
10159_7,,10159_7,10159,7,80,,64500,806523:12;806524:14;806525:16,物理防御_313;生命_2187,
10159_8,,10159_8,10159,8,90,,64500,806526:18;806527:20;806528:22,物理防御_358;生命_2500,
10160_0,,10160_0,10160,,10,,1000,806511:1,,
10160_1,,10160_1,10160,1,20,,1200,806512:1,法术防御_56;生命_312,
10160_2,,10160_2,10160,2,30,,3000,806513:1;806514:1,法术防御_112;生命_625,
10160_3,,10160_3,10160,3,40,,3700,806515:1;806516:2,法术防御_168;生命_937,
10160_4,,10160_4,10160,4,50,,24000,806517:3;806518:4,法术防御_224;生命_1250,
10160_5,,10160_5,10160,5,60,,43000,806519:5;806520:6,法术防御_280;生命_1562,
10160_6,,10160_6,10160,6,70,,64500,806521:8;806522:10;806523:12,法术防御_336;生命_1875,
10160_7,,10160_7,10160,7,80,,64500,806523:12;806524:14;806525:16,法术防御_392;生命_2187,
10160_8,,10160_8,10160,8,90,,64500,806526:18;806527:20;806528:22,法术防御_448;生命_2500,
10161_0,,10161_0,10161,,10,,1000,806511:1,,
10161_1,,10161_1,10161,1,20,,1200,806512:1,物理攻击_96;法术攻击_112,
10161_2,,10161_2,10161,2,30,,3000,806513:1;806514:1,物理攻击_192;法术攻击_225,
10161_3,,10161_3,10161,3,40,,3700,806515:1;806516:2,物理攻击_288;法术攻击_338,
10161_4,,10161_4,10161,4,50,,24000,806517:3;806518:4,物理攻击_384;法术攻击_451,
10161_5,,10161_5,10161,5,60,,43000,806519:5;806520:6,物理攻击_480;法术攻击_564,
10161_6,,10161_6,10161,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_576;法术攻击_676,
10161_7,,10161_7,10161,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_672;法术攻击_789,
10161_8,,10161_8,10161,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_768;法术攻击_902,
10162_0,,10162_0,10162,,10,,1000,806511:1,,
10162_1,,10162_1,10162,1,20,,1200,806512:1,生命_720,
10162_2,,10162_2,10162,2,30,,3000,806513:1;806514:1,生命_1440,
10162_3,,10162_3,10162,3,40,,3700,806515:1;806516:2,生命_2160,
10162_4,,10162_4,10162,4,50,,24000,806517:3;806518:4,生命_2880,
10162_5,,10162_5,10162,5,60,,43000,806519:5;806520:6,生命_3600,
10162_6,,10162_6,10162,6,70,,64500,806521:8;806522:10;806523:12,生命_4320,
10162_7,,10162_7,10162,7,80,,64500,806523:12;806524:14;806525:16,生命_5040,
10162_8,,10162_8,10162,8,90,,64500,806526:18;806527:20;806528:22,生命_5760,
10163_0,,10163_0,10163,,10,,1000,806511:1,,
10163_1,,10163_1,10163,1,20,,1200,806512:1,物理防御_60;生命_360,
10163_2,,10163_2,10163,2,30,,3000,806513:1;806514:1,物理防御_120;生命_720,
10163_3,,10163_3,10163,3,40,,3700,806515:1;806516:2,物理防御_180;生命_1080,
10163_4,,10163_4,10163,4,50,,24000,806517:3;806518:4,物理防御_240;生命_1440,
10163_5,,10163_5,10163,5,60,,43000,806519:5;806520:6,物理防御_300;生命_1800,
10163_6,,10163_6,10163,6,70,,64500,806521:8;806522:10;806523:12,物理防御_360;生命_2160,
10163_7,,10163_7,10163,7,80,,64500,806523:12;806524:14;806525:16,物理防御_420;生命_2520,
10163_8,,10163_8,10163,8,90,,64500,806526:18;806527:20;806528:22,物理防御_480;生命_2880,
10164_0,,10164_0,10164,,10,,1000,806511:1,,
10164_1,,10164_1,10164,1,20,,1200,806512:1,法术防御_48;生命_360,
10164_2,,10164_2,10164,2,30,,3000,806513:1;806514:1,法术防御_96;生命_720,
10164_3,,10164_3,10164,3,40,,3700,806515:1;806516:2,法术防御_144;生命_1080,
10164_4,,10164_4,10164,4,50,,24000,806517:3;806518:4,法术防御_192;生命_1440,
10164_5,,10164_5,10164,5,60,,43000,806519:5;806520:6,法术防御_240;生命_1800,
10164_6,,10164_6,10164,6,70,,64500,806521:8;806522:10;806523:12,法术防御_288;生命_2160,
10164_7,,10164_7,10164,7,80,,64500,806523:12;806524:14;806525:16,法术防御_336;生命_2520,
10164_8,,10164_8,10164,8,90,,64500,806526:18;806527:20;806528:22,法术防御_384;生命_2880,
10165_0,,10165_0,10165,,10,,1000,806511:1,,
10165_1,,10165_1,10165,1,20,,1200,806512:1,物理攻击_100;法术攻击_120,
10165_2,,10165_2,10165,2,30,,3000,806513:1;806514:1,物理攻击_201;法术攻击_240,
10165_3,,10165_3,10165,3,40,,3700,806515:1;806516:2,物理攻击_302;法术攻击_360,
10165_4,,10165_4,10165,4,50,,24000,806517:3;806518:4,物理攻击_403;法术攻击_480,
10165_5,,10165_5,10165,5,60,,43000,806519:5;806520:6,物理攻击_504;法术攻击_600,
10165_6,,10165_6,10165,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_604;法术攻击_720,
10165_7,,10165_7,10165,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_705;法术攻击_840,
10165_8,,10165_8,10165,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_806;法术攻击_960,
10166_0,,10166_0,10166,,10,,1000,806511:1,,
10166_1,,10166_1,10166,1,20,,1200,806512:1,生命_665,
10166_2,,10166_2,10166,2,30,,3000,806513:1;806514:1,生命_1330,
10166_3,,10166_3,10166,3,40,,3700,806515:1;806516:2,生命_1995,
10166_4,,10166_4,10166,4,50,,24000,806517:3;806518:4,生命_2660,
10166_5,,10166_5,10166,5,60,,43000,806519:5;806520:6,生命_3325,
10166_6,,10166_6,10166,6,70,,64500,806521:8;806522:10;806523:12,生命_3990,
10166_7,,10166_7,10166,7,80,,64500,806523:12;806524:14;806525:16,生命_4655,
10166_8,,10166_8,10166,8,90,,64500,806526:18;806527:20;806528:22,生命_5320,
10167_0,,10167_0,10167,,10,,1000,806511:1,,
10167_1,,10167_1,10167,1,20,,1200,806512:1,物理防御_58;生命_332,
10167_2,,10167_2,10167,2,30,,3000,806513:1;806514:1,物理防御_116;生命_665,
10167_3,,10167_3,10167,3,40,,3700,806515:1;806516:2,物理防御_174;生命_997,
10167_4,,10167_4,10167,4,50,,24000,806517:3;806518:4,物理防御_232;生命_1330,
10167_5,,10167_5,10167,5,60,,43000,806519:5;806520:6,物理防御_290;生命_1662,
10167_6,,10167_6,10167,6,70,,64500,806521:8;806522:10;806523:12,物理防御_348;生命_1995,
10167_7,,10167_7,10167,7,80,,64500,806523:12;806524:14;806525:16,物理防御_406;生命_2327,
10167_8,,10167_8,10167,8,90,,64500,806526:18;806527:20;806528:22,物理防御_464;生命_2660,
10168_0,,10168_0,10168,,10,,1000,806511:1,,
10168_1,,10168_1,10168,1,20,,1200,806512:1,法术防御_46;生命_332,
10168_2,,10168_2,10168,2,30,,3000,806513:1;806514:1,法术防御_92;生命_665,
10168_3,,10168_3,10168,3,40,,3700,806515:1;806516:2,法术防御_139;生命_997,
10168_4,,10168_4,10168,4,50,,24000,806517:3;806518:4,法术防御_185;生命_1330,
10168_5,,10168_5,10168,5,60,,43000,806519:5;806520:6,法术防御_232;生命_1662,
10168_6,,10168_6,10168,6,70,,64500,806521:8;806522:10;806523:12,法术防御_278;生命_1995,
10168_7,,10168_7,10168,7,80,,64500,806523:12;806524:14;806525:16,法术防御_324;生命_2327,
10168_8,,10168_8,10168,8,90,,64500,806526:18;806527:20;806528:22,法术防御_371;生命_2660,
10169_0,,10169_0,10169,,10,,1000,806511:1,,
10169_1,,10169_1,10169,1,20,,1200,806512:1,物理攻击_105;法术攻击_126,
10169_2,,10169_2,10169,2,30,,3000,806513:1;806514:1,物理攻击_211;法术攻击_252,
10169_3,,10169_3,10169,3,40,,3700,806515:1;806516:2,物理攻击_316;法术攻击_378,
10169_4,,10169_4,10169,4,50,,24000,806517:3;806518:4,物理攻击_422;法术攻击_504,
10169_5,,10169_5,10169,5,60,,43000,806519:5;806520:6,物理攻击_528;法术攻击_630,
10169_6,,10169_6,10169,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_633;法术攻击_756,
10169_7,,10169_7,10169,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_739;法术攻击_882,
10169_8,,10169_8,10169,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_844;法术攻击_1008,
10170_0,,10170_0,10170,,10,,1000,806511:1,,
10170_1,,10170_1,10170,1,20,,1200,806512:1,生命_625,
10170_2,,10170_2,10170,2,30,,3000,806513:1;806514:1,生命_1250,
10170_3,,10170_3,10170,3,40,,3700,806515:1;806516:2,生命_1875,
10170_4,,10170_4,10170,4,50,,24000,806517:3;806518:4,生命_2500,
10170_5,,10170_5,10170,5,60,,43000,806519:5;806520:6,生命_3125,
10170_6,,10170_6,10170,6,70,,64500,806521:8;806522:10;806523:12,生命_3750,
10170_7,,10170_7,10170,7,80,,64500,806523:12;806524:14;806525:16,生命_4375,
10170_8,,10170_8,10170,8,90,,64500,806526:18;806527:20;806528:22,生命_5000,
10171_0,,10171_0,10171,,10,,1000,806511:1,,
10171_1,,10171_1,10171,1,20,,1200,806512:1,物理防御_56;生命_312,
10171_2,,10171_2,10171,2,30,,3000,806513:1;806514:1,物理防御_112;生命_625,
10171_3,,10171_3,10171,3,40,,3700,806515:1;806516:2,物理防御_168;生命_937,
10171_4,,10171_4,10171,4,50,,24000,806517:3;806518:4,物理防御_224;生命_1250,
10171_5,,10171_5,10171,5,60,,43000,806519:5;806520:6,物理防御_280;生命_1562,
10171_6,,10171_6,10171,6,70,,64500,806521:8;806522:10;806523:12,物理防御_336;生命_1875,
10171_7,,10171_7,10171,7,80,,64500,806523:12;806524:14;806525:16,物理防御_392;生命_2187,
10171_8,,10171_8,10171,8,90,,64500,806526:18;806527:20;806528:22,物理防御_448;生命_2500,
10172_0,,10172_0,10172,,10,,1000,806511:1,,
10172_1,,10172_1,10172,1,20,,1200,806512:1,法术防御_44;生命_312,
10172_2,,10172_2,10172,2,30,,3000,806513:1;806514:1,法术防御_89;生命_625,
10172_3,,10172_3,10172,3,40,,3700,806515:1;806516:2,法术防御_134;生命_937,
10172_4,,10172_4,10172,4,50,,24000,806517:3;806518:4,法术防御_179;生命_1250,
10172_5,,10172_5,10172,5,60,,43000,806519:5;806520:6,法术防御_224;生命_1562,
10172_6,,10172_6,10172,6,70,,64500,806521:8;806522:10;806523:12,法术防御_268;生命_1875,
10172_7,,10172_7,10172,7,80,,64500,806523:12;806524:14;806525:16,法术防御_313;生命_2187,
10172_8,,10172_8,10172,8,90,,64500,806526:18;806527:20;806528:22,法术防御_358;生命_2500,
10173_0,,10173_0,10173,,10,,1000,806511:1,,
10173_1,,10173_1,10173,1,20,,1200,806512:1,物理攻击_110;法术攻击_138,
10173_2,,10173_2,10173,2,30,,3000,806513:1;806514:1,物理攻击_220;法术攻击_276,
10173_3,,10173_3,10173,3,40,,3700,806515:1;806516:2,物理攻击_331;法术攻击_414,
10173_4,,10173_4,10173,4,50,,24000,806517:3;806518:4,物理攻击_441;法术攻击_552,
10173_5,,10173_5,10173,5,60,,43000,806519:5;806520:6,物理攻击_552;法术攻击_690,
10173_6,,10173_6,10173,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_662;法术攻击_828,
10173_7,,10173_7,10173,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_772;法术攻击_966,
10173_8,,10173_8,10173,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_883;法术攻击_1104,
10174_0,,10174_0,10174,,10,,1000,806511:1,,
10174_1,,10174_1,10174,1,20,,1200,806512:1,生命_435,
10174_2,,10174_2,10174,2,30,,3000,806513:1;806514:1,生命_870,
10174_3,,10174_3,10174,3,40,,3700,806515:1;806516:2,生命_1305,
10174_4,,10174_4,10174,4,50,,24000,806517:3;806518:4,生命_1740,
10174_5,,10174_5,10174,5,60,,43000,806519:5;806520:6,生命_2175,
10174_6,,10174_6,10174,6,70,,64500,806521:8;806522:10;806523:12,生命_2610,
10174_7,,10174_7,10174,7,80,,64500,806523:12;806524:14;806525:16,生命_3045,
10174_8,,10174_8,10174,8,90,,64500,806526:18;806527:20;806528:22,生命_3480,
10175_0,,10175_0,10175,,10,,1000,806511:1,,
10175_1,,10175_1,10175,1,20,,1200,806512:1,物理防御_43;生命_217,
10175_2,,10175_2,10175,2,30,,3000,806513:1;806514:1,物理防御_86;生命_435,
10175_3,,10175_3,10175,3,40,,3700,806515:1;806516:2,物理防御_129;生命_652,
10175_4,,10175_4,10175,4,50,,24000,806517:3;806518:4,物理防御_172;生命_870,
10175_5,,10175_5,10175,5,60,,43000,806519:5;806520:6,物理防御_216;生命_1087,
10175_6,,10175_6,10175,6,70,,64500,806521:8;806522:10;806523:12,物理防御_259;生命_1305,
10175_7,,10175_7,10175,7,80,,64500,806523:12;806524:14;806525:16,物理防御_302;生命_1522,
10175_8,,10175_8,10175,8,90,,64500,806526:18;806527:20;806528:22,物理防御_345;生命_1740,
10176_0,,10176_0,10176,,10,,1000,806511:1,,
10176_1,,10176_1,10176,1,20,,1200,806512:1,法术防御_54;生命_217,
10176_2,,10176_2,10176,2,30,,3000,806513:1;806514:1,法术防御_108;生命_435,
10176_3,,10176_3,10176,3,40,,3700,806515:1;806516:2,法术防御_162;生命_652,
10176_4,,10176_4,10176,4,50,,24000,806517:3;806518:4,法术防御_216;生命_870,
10176_5,,10176_5,10176,5,60,,43000,806519:5;806520:6,法术防御_270;生命_1087,
10176_6,,10176_6,10176,6,70,,64500,806521:8;806522:10;806523:12,法术防御_324;生命_1305,
10176_7,,10176_7,10176,7,80,,64500,806523:12;806524:14;806525:16,法术防御_378;生命_1522,
10176_8,,10176_8,10176,8,90,,64500,806526:18;806527:20;806528:22,法术防御_432;生命_1740,
10177_0,,10177_0,10177,,10,,1000,806511:1,,
10177_1,,10177_1,10177,1,20,,1200,806512:1,物理攻击_115;法术攻击_144,
10177_2,,10177_2,10177,2,30,,3000,806513:1;806514:1,物理攻击_230;法术攻击_288,
10177_3,,10177_3,10177,3,40,,3700,806515:1;806516:2,物理攻击_345;法术攻击_432,
10177_4,,10177_4,10177,4,50,,24000,806517:3;806518:4,物理攻击_460;法术攻击_576,
10177_5,,10177_5,10177,5,60,,43000,806519:5;806520:6,物理攻击_576;法术攻击_720,
10177_6,,10177_6,10177,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_691;法术攻击_864,
10177_7,,10177_7,10177,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_806;法术攻击_1008,
10177_8,,10177_8,10177,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_921;法术攻击_1152,
10178_0,,10178_0,10178,,10,,1000,806511:1,,
10178_1,,10178_1,10178,1,20,,1200,806512:1,生命_415,
10178_2,,10178_2,10178,2,30,,3000,806513:1;806514:1,生命_830,
10178_3,,10178_3,10178,3,40,,3700,806515:1;806516:2,生命_1245,
10178_4,,10178_4,10178,4,50,,24000,806517:3;806518:4,生命_1660,
10178_5,,10178_5,10178,5,60,,43000,806519:5;806520:6,生命_2075,
10178_6,,10178_6,10178,6,70,,64500,806521:8;806522:10;806523:12,生命_2490,
10178_7,,10178_7,10178,7,80,,64500,806523:12;806524:14;806525:16,生命_2905,
10178_8,,10178_8,10178,8,90,,64500,806526:18;806527:20;806528:22,生命_3320,
10179_0,,10179_0,10179,,10,,1000,806511:1,,
10179_1,,10179_1,10179,1,20,,1200,806512:1,物理防御_41;生命_207,
10179_2,,10179_2,10179,2,30,,3000,806513:1;806514:1,物理防御_83;生命_415,
10179_3,,10179_3,10179,3,40,,3700,806515:1;806516:2,物理防御_124;生命_622,
10179_4,,10179_4,10179,4,50,,24000,806517:3;806518:4,物理防御_166;生命_830,
10179_5,,10179_5,10179,5,60,,43000,806519:5;806520:6,物理防御_208;生命_1037,
10179_6,,10179_6,10179,6,70,,64500,806521:8;806522:10;806523:12,物理防御_249;生命_1245,
10179_7,,10179_7,10179,7,80,,64500,806523:12;806524:14;806525:16,物理防御_291;生命_1452,
10179_8,,10179_8,10179,8,90,,64500,806526:18;806527:20;806528:22,物理防御_332;生命_1660,
10180_0,,10180_0,10180,,10,,1000,806511:1,,
10180_1,,10180_1,10180,1,20,,1200,806512:1,法术防御_52;生命_207,
10180_2,,10180_2,10180,2,30,,3000,806513:1;806514:1,法术防御_104;生命_415,
10180_3,,10180_3,10180,3,40,,3700,806515:1;806516:2,法术防御_156;生命_622,
10180_4,,10180_4,10180,4,50,,24000,806517:3;806518:4,法术防御_208;生命_830,
10180_5,,10180_5,10180,5,60,,43000,806519:5;806520:6,法术防御_260;生命_1037,
10180_6,,10180_6,10180,6,70,,64500,806521:8;806522:10;806523:12,法术防御_312;生命_1245,
10180_7,,10180_7,10180,7,80,,64500,806523:12;806524:14;806525:16,法术防御_364;生命_1452,
10180_8,,10180_8,10180,8,90,,64500,806526:18;806527:20;806528:22,法术防御_416;生命_1660,
10181_0,,10181_0,10181,,10,,1000,806511:1,,
10181_1,,10181_1,10181,1,20,,1200,806512:1,物理攻击_120;法术攻击_150,
10181_2,,10181_2,10181,2,30,,3000,806513:1;806514:1,物理攻击_240;法术攻击_300,
10181_3,,10181_3,10181,3,40,,3700,806515:1;806516:2,物理攻击_360;法术攻击_450,
10181_4,,10181_4,10181,4,50,,24000,806517:3;806518:4,物理攻击_480;法术攻击_600,
10181_5,,10181_5,10181,5,60,,43000,806519:5;806520:6,物理攻击_600;法术攻击_750,
10181_6,,10181_6,10181,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_720;法术攻击_900,
10181_7,,10181_7,10181,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_840;法术攻击_1050,
10181_8,,10181_8,10181,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_960;法术攻击_1200,
10182_0,,10182_0,10182,,10,,1000,806511:1,,
10182_1,,10182_1,10182,1,20,,1200,806512:1,生命_400,
10182_2,,10182_2,10182,2,30,,3000,806513:1;806514:1,生命_800,
10182_3,,10182_3,10182,3,40,,3700,806515:1;806516:2,生命_1200,
10182_4,,10182_4,10182,4,50,,24000,806517:3;806518:4,生命_1600,
10182_5,,10182_5,10182,5,60,,43000,806519:5;806520:6,生命_2000,
10182_6,,10182_6,10182,6,70,,64500,806521:8;806522:10;806523:12,生命_2400,
10182_7,,10182_7,10182,7,80,,64500,806523:12;806524:14;806525:16,生命_2800,
10182_8,,10182_8,10182,8,90,,64500,806526:18;806527:20;806528:22,生命_3200,
10183_0,,10183_0,10183,,10,,1000,806511:1,,
10183_1,,10183_1,10183,1,20,,1200,806512:1,物理防御_40;生命_200,
10183_2,,10183_2,10183,2,30,,3000,806513:1;806514:1,物理防御_80;生命_400,
10183_3,,10183_3,10183,3,40,,3700,806515:1;806516:2,物理防御_120;生命_600,
10183_4,,10183_4,10183,4,50,,24000,806517:3;806518:4,物理防御_160;生命_800,
