key,备注,强化id,强化属性方案id,等级,增加固定属性,增加百分比属性(万分比）,属性1,值1,属性2,值2,百分比1,值1,百分比2,值2
10109_73,,10109_73,10109,73,物理攻击_1116;法术攻击_893,,物理攻击,1116,法术攻击,893,,,,
10109_74,,10109_74,10109,74,物理攻击_1132;法术攻击_905,,物理攻击,1132,法术攻击,905,,,,
10109_75,,10109_75,10109,75,物理攻击_1147;法术攻击_918,,物理攻击,1147,法术攻击,918,,,,
10109_76,,10109_76,10109,76,物理攻击_1162;法术攻击_930,,物理攻击,1162,法术攻击,930,,,,
10109_77,,10109_77,10109,77,物理攻击_1178;法术攻击_942,,物理攻击,1178,法术攻击,942,,,,
10109_78,,10109_78,10109,78,物理攻击_1193;法术攻击_954,,物理攻击,1193,法术攻击,954,,,,
10109_79,,10109_79,10109,79,物理攻击_1208;法术攻击_966,,物理攻击,1208,法术攻击,966,,,,
10109_80,,10109_80,10109,80,物理攻击_1224;法术攻击_979,,物理攻击,1224,法术攻击,979,,,,
10109_81,,10109_81,10109,81,物理攻击_1239;法术攻击_991,,物理攻击,1239,法术攻击,991,,,,
10109_82,,10109_82,10109,82,物理攻击_1254;法术攻击_1003,,物理攻击,1254,法术攻击,1003,,,,
10109_83,,10109_83,10109,83,物理攻击_1269;法术攻击_1015,,物理攻击,1269,法术攻击,1015,,,,
10109_84,,10109_84,10109,84,物理攻击_1285;法术攻击_1028,,物理攻击,1285,法术攻击,1028,,,,
10109_85,,10109_85,10109,85,物理攻击_1300;法术攻击_1040,,物理攻击,1300,法术攻击,1040,,,,
10109_86,,10109_86,10109,86,物理攻击_1315;法术攻击_1052,,物理攻击,1315,法术攻击,1052,,,,
10109_87,,10109_87,10109,87,物理攻击_1331;法术攻击_1064,,物理攻击,1331,法术攻击,1064,,,,
10109_88,,10109_88,10109,88,物理攻击_1346;法术攻击_1077,,物理攻击,1346,法术攻击,1077,,,,
10109_89,,10109_89,10109,89,物理攻击_1361;法术攻击_1089,,物理攻击,1361,法术攻击,1089,,,,
10109_90,,10109_90,10109,90,物理攻击_1377;法术攻击_1101,,物理攻击,1377,法术攻击,1101,,,,
10110_1,,10110_1,10110,1,生命_28,,生命,28,,0,,,,
10110_2,,10110_2,10110,2,生命_57,,生命,57,,0,,,,
10110_3,,10110_3,10110,3,生命_85,,生命,85,,0,,,,
10110_4,,10110_4,10110,4,生命_114,,生命,114,,0,,,,
10110_5,,10110_5,10110,5,生命_142,,生命,142,,0,,,,
10110_6,,10110_6,10110,6,生命_171,,生命,171,,0,,,,
10110_7,,10110_7,10110,7,生命_199,,生命,199,,0,,,,
10110_8,,10110_8,10110,8,生命_228,,生命,228,,0,,,,
10110_9,,10110_9,10110,9,生命_256,,生命,256,,0,,,,
10110_10,,10110_10,10110,10,生命_285,,生命,285,,0,,,,
10110_11,,10110_11,10110,11,生命_313,,生命,313,,0,,,,
10110_12,,10110_12,10110,12,生命_342,,生命,342,,0,,,,
10110_13,,10110_13,10110,13,生命_370,,生命,370,,0,,,,
10110_14,,10110_14,10110,14,生命_399,,生命,399,,0,,,,
10110_15,,10110_15,10110,15,生命_427,,生命,427,,0,,,,
10110_16,,10110_16,10110,16,生命_456,,生命,456,,0,,,,
10110_17,,10110_17,10110,17,生命_484,,生命,484,,0,,,,
10110_18,,10110_18,10110,18,生命_513,,生命,513,,0,,,,
10110_19,,10110_19,10110,19,生命_541,,生命,541,,0,,,,
10110_20,,10110_20,10110,20,生命_570,,生命,570,,0,,,,
10110_21,,10110_21,10110,21,生命_598,,生命,598,,0,,,,
10110_22,,10110_22,10110,22,生命_627,,生命,627,,0,,,,
10110_23,,10110_23,10110,23,生命_655,,生命,655,,0,,,,
10110_24,,10110_24,10110,24,生命_684,,生命,684,,0,,,,
10110_25,,10110_25,10110,25,生命_712,,生命,712,,0,,,,
10110_26,,10110_26,10110,26,生命_741,,生命,741,,0,,,,
10110_27,,10110_27,10110,27,生命_769,,生命,769,,0,,,,
10110_28,,10110_28,10110,28,生命_798,,生命,798,,0,,,,
10110_29,,10110_29,10110,29,生命_826,,生命,826,,0,,,,
10110_30,,10110_30,10110,30,生命_855,,生命,855,,0,,,,
10110_31,,10110_31,10110,31,生命_883,,生命,883,,0,,,,
10110_32,,10110_32,10110,32,生命_912,,生命,912,,0,,,,
10110_33,,10110_33,10110,33,生命_940,,生命,940,,0,,,,
10110_34,,10110_34,10110,34,生命_969,,生命,969,,0,,,,
10110_35,,10110_35,10110,35,生命_997,,生命,997,,0,,,,
10110_36,,10110_36,10110,36,生命_1026,,生命,1026,,0,,,,
10110_37,,10110_37,10110,37,生命_1054,,生命,1054,,0,,,,
10110_38,,10110_38,10110,38,生命_1083,,生命,1083,,0,,,,
10110_39,,10110_39,10110,39,生命_1111,,生命,1111,,0,,,,
10110_40,,10110_40,10110,40,生命_1140,,生命,1140,,0,,,,
10110_41,,10110_41,10110,41,生命_1168,,生命,1168,,0,,,,
10110_42,,10110_42,10110,42,生命_1197,,生命,1197,,0,,,,
10110_43,,10110_43,10110,43,生命_1225,,生命,1225,,0,,,,
10110_44,,10110_44,10110,44,生命_1254,,生命,1254,,0,,,,
10110_45,,10110_45,10110,45,生命_1282,,生命,1282,,0,,,,
10110_46,,10110_46,10110,46,生命_1311,,生命,1311,,0,,,,
10110_47,,10110_47,10110,47,生命_1339,,生命,1339,,0,,,,
10110_48,,10110_48,10110,48,生命_1368,,生命,1368,,0,,,,
10110_49,,10110_49,10110,49,生命_1396,,生命,1396,,0,,,,
10110_50,,10110_50,10110,50,生命_1425,,生命,1425,,0,,,,
10110_51,,10110_51,10110,51,生命_1453,,生命,1453,,0,,,,
10110_52,,10110_52,10110,52,生命_1482,,生命,1482,,0,,,,
10110_53,,10110_53,10110,53,生命_1510,,生命,1510,,0,,,,
10110_54,,10110_54,10110,54,生命_1539,,生命,1539,,0,,,,
10110_55,,10110_55,10110,55,生命_1567,,生命,1567,,0,,,,
10110_56,,10110_56,10110,56,生命_1596,,生命,1596,,0,,,,
10110_57,,10110_57,10110,57,生命_1624,,生命,1624,,0,,,,
10110_58,,10110_58,10110,58,生命_1653,,生命,1653,,0,,,,
10110_59,,10110_59,10110,59,生命_1681,,生命,1681,,0,,,,
10110_60,,10110_60,10110,60,生命_1710,,生命,1710,,0,,,,
10110_61,,10110_61,10110,61,生命_1738,,生命,1738,,0,,,,
10110_62,,10110_62,10110,62,生命_1767,,生命,1767,,0,,,,
10110_63,,10110_63,10110,63,生命_1795,,生命,1795,,0,,,,
10110_64,,10110_64,10110,64,生命_1824,,生命,1824,,0,,,,
10110_65,,10110_65,10110,65,生命_1852,,生命,1852,,0,,,,
10110_66,,10110_66,10110,66,生命_1881,,生命,1881,,0,,,,
10110_67,,10110_67,10110,67,生命_1909,,生命,1909,,0,,,,
10110_68,,10110_68,10110,68,生命_1938,,生命,1938,,0,,,,
10110_69,,10110_69,10110,69,生命_1966,,生命,1966,,0,,,,
10110_70,,10110_70,10110,70,生命_1995,,生命,1995,,0,,,,
10110_71,,10110_71,10110,71,生命_2023,,生命,2023,,0,,,,
10110_72,,10110_72,10110,72,生命_2052,,生命,2052,,0,,,,
10110_73,,10110_73,10110,73,生命_2080,,生命,2080,,0,,,,
10110_74,,10110_74,10110,74,生命_2109,,生命,2109,,0,,,,
10110_75,,10110_75,10110,75,生命_2137,,生命,2137,,0,,,,
10110_76,,10110_76,10110,76,生命_2166,,生命,2166,,0,,,,
10110_77,,10110_77,10110,77,生命_2194,,生命,2194,,0,,,,
10110_78,,10110_78,10110,78,生命_2223,,生命,2223,,0,,,,
10110_79,,10110_79,10110,79,生命_2251,,生命,2251,,0,,,,
10110_80,,10110_80,10110,80,生命_2280,,生命,2280,,0,,,,
10110_81,,10110_81,10110,81,生命_2308,,生命,2308,,0,,,,
10110_82,,10110_82,10110,82,生命_2337,,生命,2337,,0,,,,
10110_83,,10110_83,10110,83,生命_2365,,生命,2365,,0,,,,
10110_84,,10110_84,10110,84,生命_2394,,生命,2394,,0,,,,
10110_85,,10110_85,10110,85,生命_2422,,生命,2422,,0,,,,
10110_86,,10110_86,10110,86,生命_2451,,生命,2451,,0,,,,
10110_87,,10110_87,10110,87,生命_2479,,生命,2479,,0,,,,
10110_88,,10110_88,10110,88,生命_2508,,生命,2508,,0,,,,
10110_89,,10110_89,10110,89,生命_2536,,生命,2536,,0,,,,
10110_90,,10110_90,10110,90,生命_2565,,生命,2565,,0,,,,
10111_1,,10111_1,10111,1,物理防御_4;生命_14,,物理防御,4,生命,14,,,,
10111_2,,10111_2,10111,2,物理防御_9;生命_28,,物理防御,9,生命,28,,,,
10111_3,,10111_3,10111,3,物理防御_14;生命_42,,物理防御,14,生命,42,,,,
10111_4,,10111_4,10111,4,物理防御_19;生命_57,,物理防御,19,生命,57,,,,
10111_5,,10111_5,10111,5,物理防御_24;生命_71,,物理防御,24,生命,71,,,,
10111_6,,10111_6,10111,6,物理防御_29;生命_85,,物理防御,29,生命,85,,,,
10111_7,,10111_7,10111,7,物理防御_34;生命_99,,物理防御,34,生命,99,,,,
10111_8,,10111_8,10111,8,物理防御_39;生命_114,,物理防御,39,生命,114,,,,
10111_9,,10111_9,10111,9,物理防御_44;生命_128,,物理防御,44,生命,128,,,,
10111_10,,10111_10,10111,10,物理防御_49;生命_142,,物理防御,49,生命,142,,,,
10111_11,,10111_11,10111,11,物理防御_53;生命_156,,物理防御,53,生命,156,,,,
10111_12,,10111_12,10111,12,物理防御_58;生命_171,,物理防御,58,生命,171,,,,
10111_13,,10111_13,10111,13,物理防御_63;生命_185,,物理防御,63,生命,185,,,,
10111_14,,10111_14,10111,14,物理防御_68;生命_199,,物理防御,68,生命,199,,,,
10111_15,,10111_15,10111,15,物理防御_73;生命_213,,物理防御,73,生命,213,,,,
10111_16,,10111_16,10111,16,物理防御_78;生命_228,,物理防御,78,生命,228,,,,
10111_17,,10111_17,10111,17,物理防御_83;生命_242,,物理防御,83,生命,242,,,,
10111_18,,10111_18,10111,18,物理防御_88;生命_256,,物理防御,88,生命,256,,,,
10111_19,,10111_19,10111,19,物理防御_93;生命_270,,物理防御,93,生命,270,,,,
10111_20,,10111_20,10111,20,物理防御_98;生命_285,,物理防御,98,生命,285,,,,
10111_21,,10111_21,10111,21,物理防御_102;生命_299,,物理防御,102,生命,299,,,,
10111_22,,10111_22,10111,22,物理防御_107;生命_313,,物理防御,107,生命,313,,,,
10111_23,,10111_23,10111,23,物理防御_112;生命_327,,物理防御,112,生命,327,,,,
10111_24,,10111_24,10111,24,物理防御_117;生命_342,,物理防御,117,生命,342,,,,
10111_25,,10111_25,10111,25,物理防御_122;生命_356,,物理防御,122,生命,356,,,,
10111_26,,10111_26,10111,26,物理防御_127;生命_370,,物理防御,127,生命,370,,,,
10111_27,,10111_27,10111,27,物理防御_132;生命_384,,物理防御,132,生命,384,,,,
10111_28,,10111_28,10111,28,物理防御_137;生命_399,,物理防御,137,生命,399,,,,
10111_29,,10111_29,10111,29,物理防御_142;生命_413,,物理防御,142,生命,413,,,,
10111_30,,10111_30,10111,30,物理防御_147;生命_427,,物理防御,147,生命,427,,,,
10111_31,,10111_31,10111,31,物理防御_151;生命_441,,物理防御,151,生命,441,,,,
10111_32,,10111_32,10111,32,物理防御_156;生命_456,,物理防御,156,生命,456,,,,
10111_33,,10111_33,10111,33,物理防御_161;生命_470,,物理防御,161,生命,470,,,,
10111_34,,10111_34,10111,34,物理防御_166;生命_484,,物理防御,166,生命,484,,,,
10111_35,,10111_35,10111,35,物理防御_171;生命_498,,物理防御,171,生命,498,,,,
10111_36,,10111_36,10111,36,物理防御_176;生命_513,,物理防御,176,生命,513,,,,
10111_37,,10111_37,10111,37,物理防御_181;生命_527,,物理防御,181,生命,527,,,,
10111_38,,10111_38,10111,38,物理防御_186;生命_541,,物理防御,186,生命,541,,,,
10111_39,,10111_39,10111,39,物理防御_191;生命_555,,物理防御,191,生命,555,,,,
10111_40,,10111_40,10111,40,物理防御_196;生命_570,,物理防御,196,生命,570,,,,
10111_41,,10111_41,10111,41,物理防御_200;生命_584,,物理防御,200,生命,584,,,,
10111_42,,10111_42,10111,42,物理防御_205;生命_598,,物理防御,205,生命,598,,,,
10111_43,,10111_43,10111,43,物理防御_210;生命_612,,物理防御,210,生命,612,,,,
10111_44,,10111_44,10111,44,物理防御_215;生命_627,,物理防御,215,生命,627,,,,
10111_45,,10111_45,10111,45,物理防御_220;生命_641,,物理防御,220,生命,641,,,,
10111_46,,10111_46,10111,46,物理防御_225;生命_655,,物理防御,225,生命,655,,,,
10111_47,,10111_47,10111,47,物理防御_230;生命_669,,物理防御,230,生命,669,,,,
10111_48,,10111_48,10111,48,物理防御_235;生命_684,,物理防御,235,生命,684,,,,
10111_49,,10111_49,10111,49,物理防御_240;生命_698,,物理防御,240,生命,698,,,,
10111_50,,10111_50,10111,50,物理防御_245;生命_712,,物理防御,245,生命,712,,,,
10111_51,,10111_51,10111,51,物理防御_249;生命_726,,物理防御,249,生命,726,,,,
10111_52,,10111_52,10111,52,物理防御_254;生命_741,,物理防御,254,生命,741,,,,
10111_53,,10111_53,10111,53,物理防御_259;生命_755,,物理防御,259,生命,755,,,,
10111_54,,10111_54,10111,54,物理防御_264;生命_769,,物理防御,264,生命,769,,,,
10111_55,,10111_55,10111,55,物理防御_269;生命_783,,物理防御,269,生命,783,,,,
10111_56,,10111_56,10111,56,物理防御_274;生命_798,,物理防御,274,生命,798,,,,
10111_57,,10111_57,10111,57,物理防御_279;生命_812,,物理防御,279,生命,812,,,,
10111_58,,10111_58,10111,58,物理防御_284;生命_826,,物理防御,284,生命,826,,,,
10111_59,,10111_59,10111,59,物理防御_289;生命_840,,物理防御,289,生命,840,,,,
10111_60,,10111_60,10111,60,物理防御_294;生命_855,,物理防御,294,生命,855,,,,
10111_61,,10111_61,10111,61,物理防御_298;生命_869,,物理防御,298,生命,869,,,,
10111_62,,10111_62,10111,62,物理防御_303;生命_883,,物理防御,303,生命,883,,,,
10111_63,,10111_63,10111,63,物理防御_308;生命_897,,物理防御,308,生命,897,,,,
10111_64,,10111_64,10111,64,物理防御_313;生命_912,,物理防御,313,生命,912,,,,
10111_65,,10111_65,10111,65,物理防御_318;生命_926,,物理防御,318,生命,926,,,,
10111_66,,10111_66,10111,66,物理防御_323;生命_940,,物理防御,323,生命,940,,,,
10111_67,,10111_67,10111,67,物理防御_328;生命_954,,物理防御,328,生命,954,,,,
10111_68,,10111_68,10111,68,物理防御_333;生命_969,,物理防御,333,生命,969,,,,
10111_69,,10111_69,10111,69,物理防御_338;生命_983,,物理防御,338,生命,983,,,,
10111_70,,10111_70,10111,70,物理防御_343;生命_997,,物理防御,343,生命,997,,,,
10111_71,,10111_71,10111,71,物理防御_347;生命_1011,,物理防御,347,生命,1011,,,,
10111_72,,10111_72,10111,72,物理防御_352;生命_1026,,物理防御,352,生命,1026,,,,
10111_73,,10111_73,10111,73,物理防御_357;生命_1040,,物理防御,357,生命,1040,,,,
10111_74,,10111_74,10111,74,物理防御_362;生命_1054,,物理防御,362,生命,1054,,,,
10111_75,,10111_75,10111,75,物理防御_367;生命_1068,,物理防御,367,生命,1068,,,,
10111_76,,10111_76,10111,76,物理防御_372;生命_1083,,物理防御,372,生命,1083,,,,
10111_77,,10111_77,10111,77,物理防御_377;生命_1097,,物理防御,377,生命,1097,,,,
10111_78,,10111_78,10111,78,物理防御_382;生命_1111,,物理防御,382,生命,1111,,,,
10111_79,,10111_79,10111,79,物理防御_387;生命_1125,,物理防御,387,生命,1125,,,,
10111_80,,10111_80,10111,80,物理防御_392;生命_1140,,物理防御,392,生命,1140,,,,
10111_81,,10111_81,10111,81,物理防御_396;生命_1154,,物理防御,396,生命,1154,,,,
10111_82,,10111_82,10111,82,物理防御_401;生命_1168,,物理防御,401,生命,1168,,,,
10111_83,,10111_83,10111,83,物理防御_406;生命_1182,,物理防御,406,生命,1182,,,,
10111_84,,10111_84,10111,84,物理防御_411;生命_1197,,物理防御,411,生命,1197,,,,
10111_85,,10111_85,10111,85,物理防御_416;生命_1211,,物理防御,416,生命,1211,,,,
10111_86,,10111_86,10111,86,物理防御_421;生命_1225,,物理防御,421,生命,1225,,,,
10111_87,,10111_87,10111,87,物理防御_426;生命_1239,,物理防御,426,生命,1239,,,,
10111_88,,10111_88,10111,88,物理防御_431;生命_1254,,物理防御,431,生命,1254,,,,
10111_89,,10111_89,10111,89,物理防御_436;生命_1268,,物理防御,436,生命,1268,,,,
10111_90,,10111_90,10111,90,物理防御_441;生命_1282,,物理防御,441,生命,1282,,,,
10112_1,,10112_1,10112,1,法术防御_3;生命_14,,法术防御,3,生命,14,,,,
10112_2,,10112_2,10112,2,法术防御_7;生命_28,,法术防御,7,生命,28,,,,
10112_3,,10112_3,10112,3,法术防御_11;生命_42,,法术防御,11,生命,42,,,,
10112_4,,10112_4,10112,4,法术防御_15;生命_57,,法术防御,15,生命,57,,,,
10112_5,,10112_5,10112,5,法术防御_19;生命_71,,法术防御,19,生命,71,,,,
10112_6,,10112_6,10112,6,法术防御_23;生命_85,,法术防御,23,生命,85,,,,
10112_7,,10112_7,10112,7,法术防御_27;生命_99,,法术防御,27,生命,99,,,,
10112_8,,10112_8,10112,8,法术防御_31;生命_114,,法术防御,31,生命,114,,,,
10112_9,,10112_9,10112,9,法术防御_35;生命_128,,法术防御,35,生命,128,,,,
10112_10,,10112_10,10112,10,法术防御_39;生命_142,,法术防御,39,生命,142,,,,
10112_11,,10112_11,10112,11,法术防御_43;生命_156,,法术防御,43,生命,156,,,,
10112_12,,10112_12,10112,12,法术防御_47;生命_171,,法术防御,47,生命,171,,,,
10112_13,,10112_13,10112,13,法术防御_50;生命_185,,法术防御,50,生命,185,,,,
10112_14,,10112_14,10112,14,法术防御_54;生命_199,,法术防御,54,生命,199,,,,
10112_15,,10112_15,10112,15,法术防御_58;生命_213,,法术防御,58,生命,213,,,,
10112_16,,10112_16,10112,16,法术防御_62;生命_228,,法术防御,62,生命,228,,,,
10112_17,,10112_17,10112,17,法术防御_66;生命_242,,法术防御,66,生命,242,,,,
10112_18,,10112_18,10112,18,法术防御_70;生命_256,,法术防御,70,生命,256,,,,
10112_19,,10112_19,10112,19,法术防御_74;生命_270,,法术防御,74,生命,270,,,,
10112_20,,10112_20,10112,20,法术防御_78;生命_285,,法术防御,78,生命,285,,,,
10112_21,,10112_21,10112,21,法术防御_82;生命_299,,法术防御,82,生命,299,,,,
10112_22,,10112_22,10112,22,法术防御_86;生命_313,,法术防御,86,生命,313,,,,
10112_23,,10112_23,10112,23,法术防御_90;生命_327,,法术防御,90,生命,327,,,,
10112_24,,10112_24,10112,24,法术防御_94;生命_342,,法术防御,94,生命,342,,,,
10112_25,,10112_25,10112,25,法术防御_98;生命_356,,法术防御,98,生命,356,,,,
10112_26,,10112_26,10112,26,法术防御_101;生命_370,,法术防御,101,生命,370,,,,
10112_27,,10112_27,10112,27,法术防御_105;生命_384,,法术防御,105,生命,384,,,,
10112_28,,10112_28,10112,28,法术防御_109;生命_399,,法术防御,109,生命,399,,,,
10112_29,,10112_29,10112,29,法术防御_113;生命_413,,法术防御,113,生命,413,,,,
10112_30,,10112_30,10112,30,法术防御_117;生命_427,,法术防御,117,生命,427,,,,
10112_31,,10112_31,10112,31,法术防御_121;生命_441,,法术防御,121,生命,441,,,,
10112_32,,10112_32,10112,32,法术防御_125;生命_456,,法术防御,125,生命,456,,,,
10112_33,,10112_33,10112,33,法术防御_129;生命_470,,法术防御,129,生命,470,,,,
10112_34,,10112_34,10112,34,法术防御_133;生命_484,,法术防御,133,生命,484,,,,
10112_35,,10112_35,10112,35,法术防御_137;生命_498,,法术防御,137,生命,498,,,,
10112_36,,10112_36,10112,36,法术防御_141;生命_513,,法术防御,141,生命,513,,,,
10112_37,,10112_37,10112,37,法术防御_145;生命_527,,法术防御,145,生命,527,,,,
10112_38,,10112_38,10112,38,法术防御_148;生命_541,,法术防御,148,生命,541,,,,
10112_39,,10112_39,10112,39,法术防御_152;生命_555,,法术防御,152,生命,555,,,,
10112_40,,10112_40,10112,40,法术防御_156;生命_570,,法术防御,156,生命,570,,,,
10112_41,,10112_41,10112,41,法术防御_160;生命_584,,法术防御,160,生命,584,,,,
10112_42,,10112_42,10112,42,法术防御_164;生命_598,,法术防御,164,生命,598,,,,
10112_43,,10112_43,10112,43,法术防御_168;生命_612,,法术防御,168,生命,612,,,,
10112_44,,10112_44,10112,44,法术防御_172;生命_627,,法术防御,172,生命,627,,,,
10112_45,,10112_45,10112,45,法术防御_176;生命_641,,法术防御,176,生命,641,,,,
10112_46,,10112_46,10112,46,法术防御_180;生命_655,,法术防御,180,生命,655,,,,
10112_47,,10112_47,10112,47,法术防御_184;生命_669,,法术防御,184,生命,669,,,,
10112_48,,10112_48,10112,48,法术防御_188;生命_684,,法术防御,188,生命,684,,,,
10112_49,,10112_49,10112,49,法术防御_192;生命_698,,法术防御,192,生命,698,,,,
10112_50,,10112_50,10112,50,法术防御_196;生命_712,,法术防御,196,生命,712,,,,
10112_51,,10112_51,10112,51,法术防御_199;生命_726,,法术防御,199,生命,726,,,,
10112_52,,10112_52,10112,52,法术防御_203;生命_741,,法术防御,203,生命,741,,,,
10112_53,,10112_53,10112,53,法术防御_207;生命_755,,法术防御,207,生命,755,,,,
10112_54,,10112_54,10112,54,法术防御_211;生命_769,,法术防御,211,生命,769,,,,
10112_55,,10112_55,10112,55,法术防御_215;生命_783,,法术防御,215,生命,783,,,,
10112_56,,10112_56,10112,56,法术防御_219;生命_798,,法术防御,219,生命,798,,,,
10112_57,,10112_57,10112,57,法术防御_223;生命_812,,法术防御,223,生命,812,,,,
10112_58,,10112_58,10112,58,法术防御_227;生命_826,,法术防御,227,生命,826,,,,
10112_59,,10112_59,10112,59,法术防御_231;生命_840,,法术防御,231,生命,840,,,,
10112_60,,10112_60,10112,60,法术防御_235;生命_855,,法术防御,235,生命,855,,,,
10112_61,,10112_61,10112,61,法术防御_239;生命_869,,法术防御,239,生命,869,,,,
10112_62,,10112_62,10112,62,法术防御_243;生命_883,,法术防御,243,生命,883,,,,
10112_63,,10112_63,10112,63,法术防御_246;生命_897,,法术防御,246,生命,897,,,,
10112_64,,10112_64,10112,64,法术防御_250;生命_912,,法术防御,250,生命,912,,,,
10112_65,,10112_65,10112,65,法术防御_254;生命_926,,法术防御,254,生命,926,,,,
10112_66,,10112_66,10112,66,法术防御_258;生命_940,,法术防御,258,生命,940,,,,
10112_67,,10112_67,10112,67,法术防御_262;生命_954,,法术防御,262,生命,954,,,,
10112_68,,10112_68,10112,68,法术防御_266;生命_969,,法术防御,266,生命,969,,,,
10112_69,,10112_69,10112,69,法术防御_270;生命_983,,法术防御,270,生命,983,,,,
10112_70,,10112_70,10112,70,法术防御_274;生命_997,,法术防御,274,生命,997,,,,
10112_71,,10112_71,10112,71,法术防御_278;生命_1011,,法术防御,278,生命,1011,,,,
10112_72,,10112_72,10112,72,法术防御_282;生命_1026,,法术防御,282,生命,1026,,,,
10112_73,,10112_73,10112,73,法术防御_286;生命_1040,,法术防御,286,生命,1040,,,,
10112_74,,10112_74,10112,74,法术防御_290;生命_1054,,法术防御,290,生命,1054,,,,
10112_75,,10112_75,10112,75,法术防御_294;生命_1068,,法术防御,294,生命,1068,,,,
10112_76,,10112_76,10112,76,法术防御_297;生命_1083,,法术防御,297,生命,1083,,,,
10112_77,,10112_77,10112,77,法术防御_301;生命_1097,,法术防御,301,生命,1097,,,,
10112_78,,10112_78,10112,78,法术防御_305;生命_1111,,法术防御,305,生命,1111,,,,
10112_79,,10112_79,10112,79,法术防御_309;生命_1125,,法术防御,309,生命,1125,,,,
10112_80,,10112_80,10112,80,法术防御_313;生命_1140,,法术防御,313,生命,1140,,,,
10112_81,,10112_81,10112,81,法术防御_317;生命_1154,,法术防御,317,生命,1154,,,,
10112_82,,10112_82,10112,82,法术防御_321;生命_1168,,法术防御,321,生命,1168,,,,
10112_83,,10112_83,10112,83,法术防御_325;生命_1182,,法术防御,325,生命,1182,,,,
10112_84,,10112_84,10112,84,法术防御_329;生命_1197,,法术防御,329,生命,1197,,,,
10112_85,,10112_85,10112,85,法术防御_333;生命_1211,,法术防御,333,生命,1211,,,,
10112_86,,10112_86,10112,86,法术防御_337;生命_1225,,法术防御,337,生命,1225,,,,
10112_87,,10112_87,10112,87,法术防御_341;生命_1239,,法术防御,341,生命,1239,,,,
10112_88,,10112_88,10112,88,法术防御_344;生命_1254,,法术防御,344,生命,1254,,,,
10112_89,,10112_89,10112,89,法术防御_348;生命_1268,,法术防御,348,生命,1268,,,,
10112_90,,10112_90,10112,90,法术防御_352;生命_1282,,法术防御,352,生命,1282,,,,
10113_1,,10113_1,10113,1,物理攻击_16;法术攻击_13,,物理攻击,16,法术攻击,13,,,,
10113_2,,10113_2,10113,2,物理攻击_33;法术攻击_26,,物理攻击,33,法术攻击,26,,,,
10113_3,,10113_3,10113,3,物理攻击_49;法术攻击_39,,物理攻击,49,法术攻击,39,,,,
10113_4,,10113_4,10113,4,物理攻击_66;法术攻击_52,,物理攻击,66,法术攻击,52,,,,
10113_5,,10113_5,10113,5,物理攻击_82;法术攻击_66,,物理攻击,82,法术攻击,66,,,,
10113_6,,10113_6,10113,6,物理攻击_99;法术攻击_79,,物理攻击,99,法术攻击,79,,,,
10113_7,,10113_7,10113,7,物理攻击_115;法术攻击_92,,物理攻击,115,法术攻击,92,,,,
10113_8,,10113_8,10113,8,物理攻击_132;法术攻击_105,,物理攻击,132,法术攻击,105,,,,
10113_9,,10113_9,10113,9,物理攻击_148;法术攻击_118,,物理攻击,148,法术攻击,118,,,,
10113_10,,10113_10,10113,10,物理攻击_165;法术攻击_132,,物理攻击,165,法术攻击,132,,,,
10113_11,,10113_11,10113,11,物理攻击_181;法术攻击_145,,物理攻击,181,法术攻击,145,,,,
10113_12,,10113_12,10113,12,物理攻击_198;法术攻击_158,,物理攻击,198,法术攻击,158,,,,
10113_13,,10113_13,10113,13,物理攻击_214;法术攻击_171,,物理攻击,214,法术攻击,171,,,,
10113_14,,10113_14,10113,14,物理攻击_231;法术攻击_184,,物理攻击,231,法术攻击,184,,,,
10113_15,,10113_15,10113,15,物理攻击_247;法术攻击_198,,物理攻击,247,法术攻击,198,,,,
10113_16,,10113_16,10113,16,物理攻击_264;法术攻击_211,,物理攻击,264,法术攻击,211,,,,
10113_17,,10113_17,10113,17,物理攻击_280;法术攻击_224,,物理攻击,280,法术攻击,224,,,,
10113_18,,10113_18,10113,18,物理攻击_297;法术攻击_237,,物理攻击,297,法术攻击,237,,,,
10113_19,,10113_19,10113,19,物理攻击_313;法术攻击_250,,物理攻击,313,法术攻击,250,,,,
10113_20,,10113_20,10113,20,物理攻击_330;法术攻击_264,,物理攻击,330,法术攻击,264,,,,
10113_21,,10113_21,10113,21,物理攻击_346;法术攻击_277,,物理攻击,346,法术攻击,277,,,,
10113_22,,10113_22,10113,22,物理攻击_363;法术攻击_290,,物理攻击,363,法术攻击,290,,,,
10113_23,,10113_23,10113,23,物理攻击_379;法术攻击_303,,物理攻击,379,法术攻击,303,,,,
10113_24,,10113_24,10113,24,物理攻击_396;法术攻击_316,,物理攻击,396,法术攻击,316,,,,
10113_25,,10113_25,10113,25,物理攻击_412;法术攻击_330,,物理攻击,412,法术攻击,330,,,,
10113_26,,10113_26,10113,26,物理攻击_429;法术攻击_343,,物理攻击,429,法术攻击,343,,,,
10113_27,,10113_27,10113,27,物理攻击_445;法术攻击_356,,物理攻击,445,法术攻击,356,,,,
10113_28,,10113_28,10113,28,物理攻击_462;法术攻击_369,,物理攻击,462,法术攻击,369,,,,
10113_29,,10113_29,10113,29,物理攻击_478;法术攻击_382,,物理攻击,478,法术攻击,382,,,,
