key,remarks,id,planId,quality,levelNeed,costType,costCount,itemsNeedStr,attrData,precentAttrData,wf1,wf2,wf3,wf4,wf5,wf6,wf7,wf8,wf9
532,,532,10503,17,82,1,190000,806520;34,物理防御_492;生命_2050,,82,物理防御,492,生命,2050,,,,
533,,533,10503,18,86,1,210000,806520;36,物理防御_516;生命_2150,,86,物理防御,516,生命,2150,,,,
534,,534,10503,19,90,1,230000,806520;38,物理防御_540;生命_2250,,90,物理防御,540,生命,2250,,,,
535,,535,10504,1,1,1,1000,806511;2,法术防御_7;生命_25,,1,法术防御,7,生命,25,,,,
536,,536,10504,2,10,1,2000,806512;4,法术防御_70;生命_250,,10,法术防御,70,生命,250,,,,
537,,537,10504,3,20,1,3000,806512;6,法术防御_140;生命_500,,20,法术防御,140,生命,500,,,,
538,,538,10504,4,25,1,5000,806513;8,法术防御_175;生命_625,,25,法术防御,175,生命,625,,,,
539,,539,10504,5,30,1,8000,806514;10,法术防御_210;生命_750,,30,法术防御,210,生命,750,,,,
540,,540,10504,6,35,1,12000,806514;12,法术防御_245;生命_875,,35,法术防御,245,生命,875,,,,
541,,541,10504,7,40,1,15000,806515;14,法术防御_280;生命_1000,,40,法术防御,280,生命,1000,,,,
542,,542,10504,8,45,1,20000,806515;16,法术防御_315;生命_1125,,45,法术防御,315,生命,1125,,,,
543,,543,10504,9,50,1,30000,806516;18,法术防御_350;生命_1250,,50,法术防御,350,生命,1250,,,,
544,,544,10504,10,54,1,50000,806517;20,法术防御_378;生命_1350,,54,法术防御,378,生命,1350,,,,
545,,545,10504,11,58,1,70000,806518;22,法术防御_406;生命_1450,,58,法术防御,406,生命,1450,,,,
546,,546,10504,12,62,1,90000,806519;24,法术防御_434;生命_1550,,62,法术防御,434,生命,1550,,,,
547,,547,10504,13,66,1,110000,806519;26,法术防御_462;生命_1650,,66,法术防御,462,生命,1650,,,,
548,,548,10504,14,70,1,130000,806520;28,法术防御_490;生命_1750,,70,法术防御,490,生命,1750,,,,
549,,549,10504,15,74,1,150000,806520;30,法术防御_518;生命_1850,,74,法术防御,518,生命,1850,,,,
550,,550,10504,16,78,1,170000,806520;32,法术防御_546;生命_1950,,78,法术防御,546,生命,1950,,,,
551,,551,10504,17,82,1,190000,806520;34,法术防御_574;生命_2050,,82,法术防御,574,生命,2050,,,,
552,,552,10504,18,86,1,210000,806520;36,法术防御_602;生命_2150,,86,法术防御,602,生命,2150,,,,
553,,553,10504,19,90,1,230000,806520;38,法术防御_630;生命_2250,,90,法术防御,630,生命,2250,,,,
554,,554,10602,1,1,1,1000,806511;2,生命_44,,1,生命,44,,,,,,
555,,555,10602,2,10,1,2000,806512;4,生命_440,,10,生命,440,,,,,,
556,,556,10602,3,20,1,3000,806512;6,生命_880,,20,生命,880,,,,,,
557,,557,10602,4,25,1,5000,806513;8,生命_1100,,25,生命,1100,,,,,,
558,,558,10602,5,30,1,8000,806514;10,生命_1320,,30,生命,1320,,,,,,
559,,559,10602,6,35,1,12000,806514;12,生命_1540,,35,生命,1540,,,,,,
560,,560,10602,7,40,1,15000,806515;14,生命_1760,,40,生命,1760,,,,,,
561,,561,10602,8,45,1,20000,806515;16,生命_1980,,45,生命,1980,,,,,,
562,,562,10602,9,50,1,30000,806516;18,生命_2200,,50,生命,2200,,,,,,
563,,563,10602,10,54,1,50000,806517;20,生命_2376,,54,生命,2376,,,,,,
564,,564,10602,11,58,1,70000,806518;22,生命_2552,,58,生命,2552,,,,,,
565,,565,10602,12,62,1,90000,806519;24,生命_2728,,62,生命,2728,,,,,,
566,,566,10602,13,66,1,110000,806519;26,生命_2904,,66,生命,2904,,,,,,
567,,567,10602,14,70,1,130000,806520;28,生命_3080,,70,生命,3080,,,,,,
568,,568,10602,15,74,1,150000,806520;30,生命_3256,,74,生命,3256,,,,,,
569,,569,10602,16,78,1,170000,806520;32,生命_3432,,78,生命,3432,,,,,,
570,,570,10602,17,82,1,190000,806520;34,生命_3608,,82,生命,3608,,,,,,
571,,571,10602,18,86,1,210000,806520;36,生命_3784,,86,生命,3784,,,,,,
572,,572,10602,19,90,1,230000,806520;38,生命_3960,,90,生命,3960,,,,,,
573,,573,10603,1,1,1,1000,806511;2,物理防御_7;生命_22,,1,物理防御,7,生命,22,,,,
574,,574,10603,2,10,1,2000,806512;4,物理防御_70;生命_220,,10,物理防御,70,生命,220,,,,
575,,575,10603,3,20,1,3000,806512;6,物理防御_140;生命_440,,20,物理防御,140,生命,440,,,,
576,,576,10603,4,25,1,5000,806513;8,物理防御_175;生命_550,,25,物理防御,175,生命,550,,,,
577,,577,10603,5,30,1,8000,806514;10,物理防御_210;生命_660,,30,物理防御,210,生命,660,,,,
578,,578,10603,6,35,1,12000,806514;12,物理防御_245;生命_770,,35,物理防御,245,生命,770,,,,
579,,579,10603,7,40,1,15000,806515;14,物理防御_280;生命_880,,40,物理防御,280,生命,880,,,,
580,,580,10603,8,45,1,20000,806515;16,物理防御_315;生命_990,,45,物理防御,315,生命,990,,,,
581,,581,10603,9,50,1,30000,806516;18,物理防御_350;生命_1100,,50,物理防御,350,生命,1100,,,,
582,,582,10603,10,54,1,50000,806517;20,物理防御_378;生命_1188,,54,物理防御,378,生命,1188,,,,
583,,583,10603,11,58,1,70000,806518;22,物理防御_406;生命_1276,,58,物理防御,406,生命,1276,,,,
584,,584,10603,12,62,1,90000,806519;24,物理防御_434;生命_1364,,62,物理防御,434,生命,1364,,,,
585,,585,10603,13,66,1,110000,806519;26,物理防御_462;生命_1452,,66,物理防御,462,生命,1452,,,,
586,,586,10603,14,70,1,130000,806520;28,物理防御_490;生命_1540,,70,物理防御,490,生命,1540,,,,
587,,587,10603,15,74,1,150000,806520;30,物理防御_518;生命_1628,,74,物理防御,518,生命,1628,,,,
588,,588,10603,16,78,1,170000,806520;32,物理防御_546;生命_1716,,78,物理防御,546,生命,1716,,,,
589,,589,10603,17,82,1,190000,806520;34,物理防御_574;生命_1804,,82,物理防御,574,生命,1804,,,,
590,,590,10603,18,86,1,210000,806520;36,物理防御_602;生命_1892,,86,物理防御,602,生命,1892,,,,
591,,591,10603,19,90,1,230000,806520;38,物理防御_630;生命_1980,,90,物理防御,630,生命,1980,,,,
592,,592,10604,1,1,1,1000,806511;2,法术防御_5;生命_22,,1,法术防御,5,生命,22,,,,
593,,593,10604,2,10,1,2000,806512;4,法术防御_50;生命_220,,10,法术防御,50,生命,220,,,,
594,,594,10604,3,20,1,3000,806512;6,法术防御_100;生命_440,,20,法术防御,100,生命,440,,,,
595,,595,10604,4,25,1,5000,806513;8,法术防御_125;生命_550,,25,法术防御,125,生命,550,,,,
596,,596,10604,5,30,1,8000,806514;10,法术防御_150;生命_660,,30,法术防御,150,生命,660,,,,
597,,597,10604,6,35,1,12000,806514;12,法术防御_175;生命_770,,35,法术防御,175,生命,770,,,,
598,,598,10604,7,40,1,15000,806515;14,法术防御_200;生命_880,,40,法术防御,200,生命,880,,,,
599,,599,10604,8,45,1,20000,806515;16,法术防御_225;生命_990,,45,法术防御,225,生命,990,,,,
600,,600,10604,9,50,1,30000,806516;18,法术防御_250;生命_1100,,50,法术防御,250,生命,1100,,,,
601,,601,10604,10,54,1,50000,806517;20,法术防御_270;生命_1188,,54,法术防御,270,生命,1188,,,,
602,,602,10604,11,58,1,70000,806518;22,法术防御_290;生命_1276,,58,法术防御,290,生命,1276,,,,
603,,603,10604,12,62,1,90000,806519;24,法术防御_310;生命_1364,,62,法术防御,310,生命,1364,,,,
604,,604,10604,13,66,1,110000,806519;26,法术防御_330;生命_1452,,66,法术防御,330,生命,1452,,,,
605,,605,10604,14,70,1,130000,806520;28,法术防御_350;生命_1540,,70,法术防御,350,生命,1540,,,,
606,,606,10604,15,74,1,150000,806520;30,法术防御_370;生命_1628,,74,法术防御,370,生命,1628,,,,
607,,607,10604,16,78,1,170000,806520;32,法术防御_390;生命_1716,,78,法术防御,390,生命,1716,,,,
608,,608,10604,17,82,1,190000,806520;34,法术防御_410;生命_1804,,82,法术防御,410,生命,1804,,,,
609,,609,10604,18,86,1,210000,806520;36,法术防御_430;生命_1892,,86,法术防御,430,生命,1892,,,,
610,,610,10604,19,90,1,230000,806520;38,法术防御_450;生命_1980,,90,法术防御,450,生命,1980,,,,
