key,remarks,ranking,robotType,level,quality,star,equipments,enchant,gemCount,gemType,gemLevel,firstSkillLevel,secondSkillLevel,thirdSkillLevel,fourthSkillLevel,fifthSkillLevel,fashions,vipLevel,magicId,magicLevel,heroGroupId,heroLevel,heroQuality,heroStar,heroEquipments,heroEnchant,heroGemCount,heroGemType,heroGemLevel,heroFirstSkillLevel,heroSecondSkillLevel,heroThirdSkillLevel,heroFourthSkillLevel,heroFifthSkillLevel,fixEquipLevel,fixEquipQuality,fixEquipStar,taoistLevel,heroFetters,extraAttrId,limitValue
226,,15,2,67,15,5,3,0,0,"800110,800220,800330,800440,800880",10,67,67,67,67,0,"900002,900008,900004",0,603521,54,10015,67,15,5,3,0,0,"800110,800220,800330,800440,800880",10,67,67,67,67,0,64,6,0,"59,21,0",01:4;02:4;03:4;04:4;05:4,116,11~15
227,,5000,3,15,2,2,0,0,0,0,0,1,1,0,0,0,0,0,603001,1,10013,9,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,
228,,5000,3,18,2,2,0,0,0,0,0,1,1,0,0,0,0,0,603001,1,10013,12,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,
229,,5000,3,21,2,2,0,0,0,0,0,1,1,0,0,0,0,0,603001,1,10013,15,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,
230,,5000,3,15,2,2,0,0,0,0,0,1,1,0,0,0,0,0,603001,1,10013,9,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,
231,,5000,3,18,2,2,0,0,0,0,0,1,1,0,0,0,0,0,603001,1,10013,12,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,
232,,5000,3,21,2,2,0,0,0,0,0,1,1,0,0,0,0,0,603001,1,10013,15,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,
233,,5000,3,15,2,2,0,0,0,0,0,1,1,0,0,0,0,0,603001,1,10013,9,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,
234,,5000,3,18,2,2,0,0,0,0,0,1,1,0,0,0,0,0,603001,1,10013,12,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,
235,,5000,3,21,2,2,0,0,0,0,0,1,1,0,0,0,0,0,603001,1,10013,15,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,
236,,5000,3,15,2,2,0,0,0,0,0,1,1,0,0,0,0,0,603001,1,10013,9,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,
237,,5000,3,18,2,2,0,0,0,0,0,1,1,0,0,0,0,0,603001,1,10013,12,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,
238,,5000,3,21,2,2,0,0,0,0,0,1,1,0,0,0,0,0,603001,1,10013,15,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,
239,,5000,3,17,2,2,6,0,0,0,0,17,17,0,0,0,0,0,603001,1,10013,17,2,2,6,0,0,0,0,17,17,0,0,0,0,0,0,,,,
240,,5000,3,20,3,2,4,0,0,0,0,20,20,0,0,0,0,0,603001,2,10012,20,3,2,4,0,0,0,0,20,20,0,0,0,0,0,0,,,,
241,,5000,3,23,4,2,3,0,0,0,0,23,23,0,0,0,0,0,603001,16,10012,23,4,2,3,0,0,0,0,23,23,0,0,0,11,1,0,,,,
242,,5000,3,19,3,2,3,0,0,0,0,19,19,0,0,0,0,0,603001,1,10013,19,3,2,3,0,0,0,0,19,19,0,0,0,0,0,0,,,,
243,,5000,3,22,4,2,1,0,0,0,0,22,22,0,0,0,0,0,603001,11,10012,22,4,2,1,0,0,0,0,22,22,0,0,0,9,0,0,,,,
244,,5000,3,25,4,2,6,0,0,0,0,25,25,0,0,0,0,0,603001,22,10012,25,4,2,6,0,0,0,0,25,25,0,0,0,14,1,0,,,,
245,,5000,3,21,3,2,6,0,0,0,0,21,21,0,0,0,0,0,603001,5,10013,21,3,2,6,0,0,0,0,21,21,0,0,0,0,0,0,,,,
246,,5000,3,24,4,2,4,0,0,0,0,24,24,0,0,0,0,0,603001,19,10012,24,4,2,4,0,0,0,0,24,24,0,0,0,12,1,0,,,,
247,,5000,3,27,5,2,4,0,0,0,0,27,27,27,0,0,0,0,603001,24,10012,27,5,2,4,0,0,0,0,27,27,27,0,0,17,1,0,,,,
248,,5000,3,23,4,2,6,0,0,0,0,23,23,0,0,0,0,0,603001,19,10013,23,4,2,6,0,0,0,0,23,23,0,0,0,12,1,0,,,140,
249,,5000,3,26,5,2,4,0,0,0,0,26,26,26,0,0,0,0,603001,21,10012,26,5,2,4,0,0,0,0,26,26,26,0,0,14,1,0,,,141,
250,,5000,3,29,6,2,2,0,0,0,0,29,29,29,0,0,0,0,603001,24,10011,29,6,2,2,0,0,0,0,29,29,29,0,0,15,1,0,,,142,
251,,5000,3,24,5,2,1,0,0,0,0,24,24,24,0,0,0,0,603001,24,10013,24,5,2,1,0,0,0,0,24,24,24,0,0,24,2,0,,,143,
252,,5000,3,27,5,2,6,0,0,0,0,27,27,27,0,0,0,0,603001,27,10013,27,5,2,6,0,0,0,0,27,27,27,0,0,27,2,0,,,144,
253,,5000,3,30,6,2,3,0,0,0,0,30,30,30,0,0,0,0,603001,30,10013,30,6,2,3,0,0,0,0,30,30,30,0,0,30,3,0,,,145,
254,,5000,3,25,5,2,3,0,0,0,0,25,25,25,0,0,0,0,603001,25,10013,25,5,2,3,0,0,0,0,25,25,25,0,0,25,2,0,,,146,
255,,5000,3,28,6,2,1,0,0,0,0,28,28,28,0,0,0,0,603001,28,10012,28,6,2,1,0,0,0,0,28,28,28,0,0,28,2,0,,,147,
256,,5000,3,31,6,2,4,0,0,0,0,31,31,31,0,0,0,0,603001,31,10012,31,6,2,4,0,0,0,0,31,31,31,0,0,31,3,0,,,148,
257,,5000,3,26,5,2,4,0,0,0,0,26,26,26,0,0,0,0,603001,26,10013,26,5,2,4,0,0,0,0,26,26,26,0,0,26,2,0,,,149,
258,,5000,3,29,6,2,2,0,0,0,0,29,29,29,0,0,0,0,603001,29,10012,29,6,2,2,0,0,0,0,29,29,29,0,0,29,2,0,,,150,
259,,5000,3,32,6,2,6,0,0,0,0,32,32,32,0,0,0,0,603001,32,10012,32,6,2,6,0,0,0,0,32,32,32,0,0,32,3,0,,,151,
260,,5000,3,27,5,2,6,0,0,0,0,27,27,27,0,0,0,0,603001,27,10013,27,5,2,6,0,0,0,0,27,27,27,0,0,27,2,0,,,152,
261,,5000,3,30,6,2,3,0,0,0,0,30,30,30,0,0,0,0,603001,30,10012,30,6,2,3,0,0,0,0,30,30,30,0,0,30,3,0,,,153,
262,,5000,3,33,7,2,1,0,0,0,0,33,33,33,0,0,0,0,603001,33,10012,33,7,2,1,0,0,0,0,33,33,33,0,0,33,3,0,,,154,
263,,5000,3,29,6,2,2,0,0,0,0,29,29,29,0,0,0,0,603001,29,10013,29,6,2,2,0,0,0,0,29,29,29,0,0,29,2,0,"25,0,0",,155,
264,,5000,3,32,6,2,6,0,0,0,0,32,32,32,0,0,0,0,603001,32,10012,32,6,2,6,0,0,0,0,32,32,32,0,0,32,3,0,"25,0,0",,156,
265,,5000,3,35,7,2,3,0,0,0,4,35,35,35,0,0,0,0,603001,35,10012,35,7,2,3,0,0,0,4,35,35,35,0,0,35,3,0,"25,0,0",,157,
266,,5000,3,30,6,2,3,0,0,0,0,30,30,30,0,0,0,0,603001,30,10013,30,6,2,3,0,0,0,0,30,30,30,0,0,30,3,0,"25,0,0",,158,
267,,5000,3,33,7,2,1,0,0,0,0,33,33,33,0,0,0,0,603001,33,10012,33,7,2,1,0,0,0,0,33,33,33,0,0,33,3,0,"25,0,0",,159,
268,,5000,3,36,7,2,4,0,0,0,4,36,36,36,0,0,0,0,603001,36,10012,36,7,2,4,0,0,0,4,36,36,36,0,0,36,3,0,"25,0,0",,160,
269,,5000,3,31,6,2,4,0,0,0,0,31,31,31,0,0,0,0,603001,31,10013,31,6,2,4,0,0,0,0,31,31,31,0,0,31,3,0,"25,0,0",,161,
270,,5000,3,34,7,2,2,0,0,0,0,34,34,34,0,0,0,0,603001,34,10012,34,7,2,2,0,0,0,0,34,34,34,0,0,34,3,0,"25,0,0",,162,
271,,5000,3,37,7,2,5,0,0,0,4,37,37,37,0,0,0,0,603001,37,10012,37,7,2,5,0,0,0,4,37,37,37,0,0,37,3,0,"25,0,0",,163,
272,,5000,3,32,6,2,6,0,0,0,0,32,32,32,0,0,0,0,603001,32,10013,32,6,2,6,0,0,0,0,32,32,32,0,0,32,3,0,"25,0,0",,164,
273,,5000,3,35,7,2,3,0,0,0,4,35,35,35,0,0,0,0,603001,35,10012,35,7,2,3,0,0,0,4,35,35,35,0,0,35,3,0,"25,0,0",,165,
274,,5000,3,38,7,2,6,0,0,0,5,38,38,38,0,0,0,0,603001,38,10011,38,7,2,6,0,0,0,5,38,38,38,0,0,38,3,0,"25,0,0",,166,
275,,5000,3,33,7,2,1,0,0,0,0,33,33,33,0,0,0,0,603001,33,10013,33,7,2,1,0,0,0,0,33,33,33,0,0,33,3,0,"33,0,0",,167,
276,,5000,3,36,7,2,4,0,0,"800004,800014,800024,800034,800074",4,36,36,36,0,0,0,0,603001,36,10013,36,7,2,4,0,0,"800004,800014,800024,800034,800074",4,36,36,36,0,0,36,3,0,"36,0,0",,168,
277,,5000,3,39,8,2,1,0,0,"800004,800014,800024,800034,800074",4,39,39,39,0,0,0,0,603001,39,10013,39,8,2,1,0,0,"800004,800014,800024,800034,800074",4,39,39,39,0,0,39,3,0,"39,0,0",,169,
278,,5000,3,34,7,2,2,0,0,0,0,34,34,34,0,0,0,0,603001,34,10013,34,7,2,2,0,0,0,0,34,34,34,0,0,34,3,0,"34,0,0",,170,
279,,5000,3,37,7,2,5,0,0,"800004,800014,800024,800034,800074",4,37,37,37,0,0,0,0,603001,37,10012,37,7,2,5,0,0,"800004,800014,800024,800034,800074",4,37,37,37,0,0,37,3,0,"37,0,0",,171,
280,,5000,3,40,8,2,3,0,0,"800005,800015,800025,800035,800075",5,40,40,40,0,0,0,0,603001,40,10012,40,8,2,3,0,0,"800005,800015,800025,800035,800075",5,40,40,40,0,0,40,4,0,"40,40,0",,172,
281,,5000,3,36,7,2,4,0,0,"800004,800014,800024,800034,800074",4,36,36,36,0,0,0,0,603001,36,10013,36,7,2,4,0,0,"800004,800014,800024,800034,800074",4,36,36,36,0,0,36,3,0,"36,0,0",,173,
282,,5000,3,39,8,2,1,0,0,"800004,800014,800024,800034,800074",4,39,39,39,0,0,0,0,603001,39,10012,39,8,2,1,0,0,"800004,800014,800024,800034,800074",4,39,39,39,0,0,39,3,0,"39,0,0",,174,
283,,5000,3,42,8,2,6,0,0,"800005,800015,800025,800035,800075",5,42,42,42,0,0,0,0,603001,42,10012,42,8,2,6,0,0,"800005,800015,800025,800035,800075",5,42,42,42,0,0,42,4,0,"42,42,0",,175,
284,,5000,3,37,7,2,5,0,0,"800004,800014,800024,800034,800074",4,37,37,37,0,0,0,0,603001,37,10013,37,7,2,5,0,0,"800004,800014,800024,800034,800074",4,37,37,37,0,0,37,3,0,"37,0,0",,176,
285,,5000,3,40,8,2,3,0,0,"800005,800015,800025,800035,800075",5,40,40,40,0,0,0,0,603001,40,10012,40,8,2,3,0,0,"800005,800015,800025,800035,800075",5,40,40,40,0,0,40,4,0,"40,40,0",,177,
286,,5000,3,43,9,2,2,0,0,"800006,800016,800026,800036,800076",6,43,43,43,43,0,0,0,603001,43,10012,43,9,2,2,0,0,"800006,800016,800026,800036,800076",6,43,43,43,43,0,43,4,0,"43,43,0",,178,
287,,5000,3,39,8,2,1,0,0,"800004,800014,800024,800034,800074",4,39,39,39,0,0,0,0,603001,39,10013,39,8,2,1,0,0,"800004,800014,800024,800034,800074",4,39,39,39,0,0,39,3,0,"39,0,0",,179,
288,,5000,3,42,8,2,6,0,0,"800005,800015,800025,800035,800075",5,42,42,42,0,0,0,0,603001,42,10012,42,8,2,6,0,0,"800005,800015,800025,800035,800075",5,42,42,42,0,0,42,4,0,"42,42,0",,180,
289,,5000,3,45,9,2,6,0,0,"800006,800016,800026,800036,800076",6,45,45,45,45,0,0,0,603001,45,10012,45,9,2,6,0,0,"800006,800016,800026,800036,800076",6,45,45,45,45,0,45,4,0,"45,45,0",,181,
290,,5000,3,40,8,2,3,0,0,"800005,800015,800025,800035,800075",5,40,40,40,0,0,0,0,603001,40,10013,40,8,2,3,0,0,"800005,800015,800025,800035,800075",5,40,40,40,0,0,40,4,0,"40,40,0",,182,
291,,5000,3,43,9,2,2,0,0,"800006,800016,800026,800036,800076",6,43,43,43,43,0,0,0,603001,43,10012,43,9,2,2,0,0,"800006,800016,800026,800036,800076",6,43,43,43,43,0,43,4,0,"43,43,0",,183,
292,,5000,3,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,0,0,603001,46,10012,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,46,4,0,"46,46,0",,184,
293,,5000,3,42,8,2,6,0,0,"800005,800015,800025,800035,800075",5,42,42,42,0,0,0,0,603001,42,10013,42,8,2,6,0,0,"800005,800015,800025,800035,800075",5,42,42,42,0,0,42,4,0,"42,42,0",,185,
294,,5000,3,45,9,2,6,0,0,"800006,800016,800026,800036,800076",6,45,45,45,45,0,0,0,603001,45,10012,45,9,2,6,0,0,"800006,800016,800026,800036,800076",6,45,45,45,45,0,45,4,0,"45,45,0",,186,
295,,5000,3,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,0,0,603001,48,10012,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,48,4,0,"48,48,0",,187,
296,,5000,3,43,9,2,2,0,0,"800006,800016,800026,800036,800076",6,43,43,43,43,0,0,0,603001,43,10013,43,9,2,2,0,0,"800006,800016,800026,800036,800076",6,43,43,43,43,0,43,4,0,"43,43,0",,188,
297,,5000,3,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,0,0,603001,46,10012,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,46,4,0,"46,46,0",,189,
298,,5000,3,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,0,0,603001,49,10011,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,49,4,0,"49,49,0",,190,
299,,5000,3,44,9,2,4,0,0,"800006,800016,800026,800036,800076",6,44,44,44,44,0,0,0,603001,44,10013,44,9,2,4,0,0,"800006,800016,800026,800036,800076",6,44,44,44,44,0,44,4,0,"44,44,0",,191,
300,,5000,3,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,0,0,603001,47,10013,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,47,4,0,"47,47,0",,192,
301,,5000,3,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,0,0,603001,50,10013,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,50,5,0,"50,50,0",,193,
302,,5000,3,45,9,2,6,0,0,"800006,800016,800026,800036,800076",6,45,45,45,45,0,0,0,603001,45,10013,45,9,2,6,0,0,"800006,800016,800026,800036,800076",6,45,45,45,45,0,45,4,0,"45,45,0",,194,
303,,5000,3,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,0,0,603001,48,10012,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,48,4,0,"48,48,0",,195,
304,,5000,3,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,0,0,603001,51,10012,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,51,5,0,"51,51,0",,196,
305,,5000,3,45,9,2,6,0,0,"800006,800016,800026,800036,800076",6,45,45,45,45,0,0,0,603001,45,10013,45,9,2,6,0,0,"800006,800016,800026,800036,800076",6,45,45,45,45,0,45,4,0,"45,45,0",,197,
306,,5000,3,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,0,0,603001,48,10012,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,48,4,0,"48,48,0",,198,
307,,5000,3,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,0,0,603001,51,10012,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,51,5,0,"51,51,0",,199,
308,,5000,3,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,0,0,603001,46,10013,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,46,4,0,"46,46,0",,200,
309,,5000,3,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,0,0,603001,49,10012,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,49,4,0,"49,49,0",,201,
310,,5000,3,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,0,0,603001,52,10012,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,52,5,0,"52,52,0",,202,
311,,5000,3,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,0,0,603001,46,10013,46,10,2,3,0,0,"800006,800016,800026,800036,800076",6,46,46,46,46,0,46,4,0,"46,46,0",,203,
312,,5000,3,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,0,0,603001,49,10012,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,49,4,0,"49,49,0",,204,
313,,5000,3,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,0,0,603001,52,10012,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,52,5,0,"52,52,0",,205,
314,,5000,3,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,0,0,603001,47,10013,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,47,4,0,"47,47,0",,206,
315,,5000,3,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,0,0,603001,50,10012,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,50,5,0,"50,50,0",,207,
316,,5000,3,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,0,0,603001,53,10012,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,53,5,0,"53,53,0",,208,
317,,5000,3,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,0,0,603001,47,10013,47,10,3,6,0,0,"800007,800017,800027,800037,800077",7,47,47,47,47,0,47,4,0,"47,47,0",,209,
318,,5000,3,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,0,0,603001,50,10012,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,50,5,0,"50,50,0",,210,
319,,5000,3,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,0,0,603001,53,10012,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,53,5,0,"53,53,0",,211,
320,,5000,3,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,0,0,603001,48,10013,48,11,3,3,0,0,"800007,800017,800027,800037,800077",7,48,48,48,48,0,48,4,0,"48,48,0",,212,
321,,5000,3,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,0,0,603001,51,10012,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,51,5,0,"51,51,0",,213,
322,,5000,3,54,12,3,6,0,0,"800008,800018,800028,800038,800078",8,54,54,54,54,0,0,0,603001,54,10011,54,12,3,6,0,0,"800008,800018,800028,800038,800078",8,54,54,54,54,0,54,5,0,"54,54,0",,214,
323,,5000,3,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,0,0,603001,49,10013,49,11,3,6,0,0,"800007,800017,800027,800037,800077",7,49,49,49,49,0,49,4,0,"49,49,0",,215,
324,,5000,3,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,0,0,603001,52,10013,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,52,5,0,"52,52,0",,216,
325,,5000,3,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,0,0,603001,55,10013,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,55,5,0,"55,55,0",,217,
326,,5000,3,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,0,0,603001,50,10013,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,50,5,0,"50,50,0",,218,
327,,5000,3,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,0,0,603001,53,10012,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,53,5,0,"53,53,0",,219,
328,,5000,3,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,0,0,603001,56,10012,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,56,5,0,"56,56,0",,220,
329,,5000,3,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,0,0,603001,50,10013,50,12,3,1,0,0,"800007,800017,800027,800037,800077",7,50,50,50,50,0,50,5,0,"50,50,0",,221,
330,,5000,3,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,0,0,603001,53,10012,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,53,5,0,"53,53,0",,222,
331,,5000,3,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,0,0,603001,56,10012,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,56,5,0,"56,56,0",,223,
332,,5000,3,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,0,0,603001,51,10013,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,51,5,0,"51,51,0",,224,
333,,5000,3,54,12,3,6,0,0,"800008,800018,800028,800038,800078",8,54,54,54,54,0,0,0,603001,54,10012,54,12,3,6,0,0,"800008,800018,800028,800038,800078",8,54,54,54,54,0,54,5,0,"54,54,0",,225,
334,,5000,3,57,13,4,3,0,0,"800009,800019,800029,800039,800079",9,57,57,57,57,0,0,0,603001,57,10012,57,13,4,3,0,0,"800009,800019,800029,800039,800079",9,57,57,57,57,0,57,5,0,"57,57,0",,226,
335,,5000,3,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,0,0,603001,51,10013,51,12,3,2,0,0,"800008,800018,800028,800038,800078",8,51,51,51,51,0,51,5,0,"51,51,0",,227,
336,,5000,3,54,12,3,6,0,0,"800008,800018,800028,800038,800078",8,54,54,54,54,0,0,0,603001,54,10012,54,12,3,6,0,0,"800008,800018,800028,800038,800078",8,54,54,54,54,0,54,5,0,"54,54,0",,228,
337,,5000,3,57,13,4,3,0,0,"800009,800019,800029,800039,800079",9,57,57,57,57,0,0,0,603001,57,10012,57,13,4,3,0,0,"800009,800019,800029,800039,800079",9,57,57,57,57,0,57,5,0,"57,57,0",,229,
338,,5000,3,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,0,0,603001,52,10013,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,52,5,0,"52,52,0",,230,
339,,5000,3,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,0,0,603001,55,10012,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,55,5,0,"55,55,0",,231,
340,,5000,3,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,0,0,603001,58,10012,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,58,5,0,"58,58,0",,232,
341,,5000,3,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,0,0,603001,52,10013,52,12,3,3,0,0,"800008,800018,800028,800038,800078",8,52,52,52,52,0,52,5,0,"52,52,0",,233,
342,,5000,3,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,0,0,603001,55,10012,55,13,3,1,0,0,"800008,800018,800028,800038,800078",8,55,55,55,55,0,55,5,0,"55,55,0",,234,
343,,5000,3,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,0,0,603001,58,10012,58,13,4,4,0,0,"800009,800019,800029,800039,800079",9,58,58,58,58,0,58,5,0,"58,58,0",,235,
344,,5000,3,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,0,0,603001,53,10013,53,12,3,4,0,0,"800008,800018,800028,800038,800078",8,53,53,53,53,0,53,5,0,"53,53,0",,236,
345,,5000,3,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,0,0,603001,56,10012,56,13,3,2,0,0,"800008,800018,800028,800038,800078",8,56,56,56,56,0,56,5,0,"56,56,0",,237,
346,,5000,3,59,13,4,6,0,0,"800009,800019,800029,800039,800079",9,59,59,59,59,0,0,0,603001,59,10011,59,13,4,6,0,0,"800009,800019,800029,800039,800079",9,59,59,59,59,0,59,5,0,"59,59,0",,238,
347,,5000,3,54,12,3,6,0,0,"800009,800019,800029,800039,800079",9,54,54,54,54,0,0,0,603001,54,10013,54,12,3,6,0,0,"800009,800019,800029,800039,800079",9,54,54,54,54,0,54,5,0,"54,54,0",,239,
348,,5000,3,57,13,4,3,0,0,"800009,800019,800029,800039,800079",9,57,57,57,57,0,0,0,603001,57,10013,57,13,4,3,0,0,"800009,800019,800029,800039,800079",9,57,57,57,57,0,57,5,0,"57,57,0",,240,
349,,5000,3,60,14,4,1,0,0,"800110,800220,800330,800440,800880",10,60,60,60,60,0,0,0,603001,60,10013,60,14,4,1,0,0,"800110,800220,800330,800440,800880",10,60,60,60,60,0,60,6,0,"60,60,0",,241,
350,,5000,3,55,13,3,1,0,0,"800009,800019,800029,800039,800079",9,55,55,55,55,0,0,0,603001,55,10013,55,13,3,1,0,0,"800009,800019,800029,800039,800079",9,55,55,55,55,0,55,5,0,"55,55,0",,242,
351,,5000,3,58,13,4,4,0,0,"800110,800220,800330,800440,800880",10,58,58,58,58,0,0,0,603001,58,10012,58,13,4,4,0,0,"800110,800220,800330,800440,800880",10,58,58,58,58,0,58,5,0,"58,58,0",,243,
352,,5000,3,61,14,4,2,0,0,"800110,800220,800330,800440,800880",10,61,61,61,61,0,0,0,603001,61,10012,61,14,4,2,0,0,"800110,800220,800330,800440,800880",10,61,61,61,61,0,61,6,0,"61,61,0",,244,
353,,5000,3,55,13,3,1,0,0,"800009,800019,800029,800039,800079",9,55,55,55,55,0,0,0,603001,55,10013,55,13,3,1,0,0,"800009,800019,800029,800039,800079",9,55,55,55,55,0,55,5,0,"55,55,0",,245,
354,,5000,3,58,13,4,4,0,0,"800110,800220,800330,800440,800880",10,58,58,58,58,0,0,0,603001,58,10012,58,13,4,4,0,0,"800110,800220,800330,800440,800880",10,58,58,58,58,0,58,5,0,"58,58,0",,246,
355,,5000,3,61,14,4,2,0,0,"800110,800220,800330,800440,800880",10,61,61,61,61,0,0,0,603001,61,10012,61,14,4,2,0,0,"800110,800220,800330,800440,800880",10,61,61,61,61,0,61,6,0,"61,61,0",,247,
