key,Remarks,Id,CopyId,Index,time,Enemy_1,Enemy_1_x,Enemy_1_z,Enemy_2,Enemy_2_x,Enemy_2_z,Enemy_3,Enemy_3_x,Enemy_3_z,Enemy_4,Enemy_4_x,Enemy_4_z,Enemy_5,Enemy_5_x,Enemy_5_z,Enemy_6,Enemy_6_x,Enemy_6_z
111602_3,,111602_3,111602,3,90,m_111602_3_1,115,3,m_111602_3_2,115,6,m_111602_3_3,115,9,m_111602_3_4,123,6,,,,,,
111603_1,,111603_1,111603,1,90,m_111603_1_1,35,6,m_111603_1_2,43,3,m_111603_1_3,43,9,,,,,,,,,
111603_2,,111603_2,111603,2,90,m_111603_2_1,75,3,m_111603_2_2,75,9,m_111603_2_3,83,6,,,,,,,,,
111603_3,,111603_3,111603,3,90,m_111603_3_1,115,3,m_111603_3_2,115,9,m_111603_3_3,123,3,m_111603_3_4,123,9,,,,,,
111604_1,,111604_1,111604,1,90,m_111604_1_1,35,6,m_111604_1_2,43,3,m_111604_1_3,43,9,,,,,,,,,
111604_2,,111604_2,111604,2,90,m_111604_2_1,75,3,m_111604_2_2,75,9,m_111604_2_3,83,6,,,,,,,,,
111604_3,,111604_3,111604,3,90,m_111604_3_1,115,6,m_111604_3_2,123,3,m_111604_3_3,123,9,,,,,,,,,
111605_1,,111605_1,111605,1,90,m_111605_1_1,35,6,m_111605_1_2,43,3,m_111605_1_3,43,9,,,,,,,,,
111605_2,,111605_2,111605,2,90,m_111605_2_1,75,3,m_111605_2_2,75,9,m_111605_2_3,83,6,,,,,,,,,
111605_3,,111605_3,111605,3,90,m_111605_3_1,115,3,m_111605_3_2,115,9,m_111605_3_3,123,3,m_111605_3_4,123,9,,,,,,
111606_1,,111606_1,111606,1,90,m_111606_1_1,60,6,,,,,,,,,,,,,,,
111607_1,,111607_1,111607,1,90,m_111607_1_1,35,6,m_111607_1_2,43,3,m_111607_1_3,43,9,,,,,,,,,
111607_2,,111607_2,111607,2,90,m_111607_2_1,75,3,m_111607_2_2,75,9,m_111607_2_3,83,6,,,,,,,,,
111607_3,,111607_3,111607,3,90,m_111607_3_1,115,3,m_111607_3_2,115,9,m_111607_3_3,123,3,m_111607_3_4,123,9,,,,,,
111608_1,,111608_1,111608,1,90,m_111608_1_1,35,6,m_111608_1_2,43,3,m_111608_1_3,43,9,,,,,,,,,
111608_2,,111608_2,111608,2,90,m_111608_2_1,75,3,m_111608_2_2,75,9,m_111608_2_3,83,6,,,,,,,,,
111608_3,,111608_3,111608,3,90,m_111608_3_1,119,6,,,,,,,,,,,,,,,
111609_1,,111609_1,111609,1,90,m_111609_1_1,35,6,m_111609_1_2,43,3,m_111609_1_3,43,9,,,,,,,,,
111609_2,,111609_2,111609,2,90,m_111609_2_1,75,3,m_111609_2_2,75,9,m_111609_2_3,83,6,,,,,,,,,
111609_3,,111609_3,111609,3,90,m_111609_3_1,115,3,m_111609_3_2,115,9,m_111609_3_3,123,3,m_111609_3_4,123,9,,,,,,
111610_1,,111610_1,111610,1,90,m_111610_1_1,35,6,m_111610_1_2,43,3,m_111610_1_3,43,9,,,,,,,,,
111610_2,,111610_2,111610,2,90,m_111610_2_1,75,3,m_111610_2_2,75,9,m_111610_2_3,83,6,,,,,,,,,
111610_3,,111610_3,111610,3,90,m_111610_3_1,119,6,,,,,,,,,,,,,,,
111611_1,,111611_1,111611,1,90,m_111611_1_1,35,6,m_111611_1_2,43,3,m_111611_1_3,43,9,,,,,,,,,
111611_2,,111611_2,111611,2,90,m_111611_2_1,75,3,m_111611_2_2,75,9,m_111611_2_3,83,6,,,,,,,,,
111611_3,,111611_3,111611,3,90,m_111611_3_1,115,3,m_111611_3_2,115,9,m_111611_3_3,123,3,m_111611_3_4,123,9,,,,,,
111612_1,,111612_1,111612,1,90,m_111612_1_1,60,6,,,,,,,,,,,,,,,
111701_1,,111701_1,111701,1,90,m_111701_1_1,35,6,m_111701_1_2,43,3,m_111701_1_3,43,9,,,,,,,,,
111701_2,,111701_2,111701,2,90,m_111701_2_1,75,3,m_111701_2_2,75,9,m_111701_2_3,83,6,,,,,,,,,
111701_3,,111701_3,111701,3,90,m_111701_3_1,115,3,m_111701_3_2,115,9,m_111701_3_3,123,3,m_111701_3_4,123,9,,,,,,
111702_1,,111702_1,111702,1,90,m_111702_1_1,35,6,m_111702_1_2,43,3,m_111702_1_3,43,9,,,,,,,,,
111702_2,,111702_2,111702,2,90,m_111702_2_1,75,3,m_111702_2_2,75,9,m_111702_2_3,83,6,,,,,,,,,
111702_3,,111702_3,111702,3,90,m_111702_3_1,115,3,m_111702_3_2,115,9,m_111702_3_3,123,6,,,,,,,,,
111703_1,,111703_1,111703,1,90,m_111703_1_1,35,6,m_111703_1_2,43,3,m_111703_1_3,43,9,,,,,,,,,
111703_2,,111703_2,111703,2,90,m_111703_2_1,75,3,m_111703_2_2,75,9,m_111703_2_3,83,6,,,,,,,,,
111703_3,,111703_3,111703,3,90,m_111703_3_1,115,3,m_111703_3_2,115,9,m_111703_3_3,123,3,m_111703_3_4,123,9,,,,,,
111704_1,,111704_1,111704,1,90,m_111704_1_1,35,6,m_111704_1_2,43,3,m_111704_1_3,43,9,,,,,,,,,
111704_2,,111704_2,111704,2,90,m_111704_2_1,75,3,m_111704_2_2,75,9,m_111704_2_3,83,6,,,,,,,,,
111704_3,,111704_3,111704,3,90,m_111704_3_1,115,6,m_111704_3_2,123,3,m_111704_3_3,123,9,,,,,,,,,
111705_1,,111705_1,111705,1,90,m_111705_1_1,35,6,m_111705_1_2,43,3,m_111705_1_3,43,9,,,,,,,,,
111705_2,,111705_2,111705,2,90,m_111705_2_1,75,3,m_111705_2_2,75,9,m_111705_2_3,83,6,,,,,,,,,
111705_3,,111705_3,111705,3,90,m_111705_3_1,115,3,m_111705_3_2,115,9,m_111705_3_3,123,3,m_111705_3_4,123,9,,,,,,
111706_1,,111706_1,111706,1,90,m_111706_1_1,60,6,,,,,,,,,,,,,,,
111707_1,,111707_1,111707,1,90,m_111707_1_1,35,6,m_111707_1_2,43,3,m_111707_1_3,43,9,,,,,,,,,
111707_2,,111707_2,111707,2,90,m_111707_2_1,75,3,m_111707_2_2,75,9,m_111707_2_3,83,6,,,,,,,,,
111707_3,,111707_3,111707,3,90,m_111707_3_1,115,3,m_111707_3_2,115,9,m_111707_3_3,123,3,m_111707_3_4,123,9,,,,,,
111708_1,,111708_1,111708,1,90,m_111708_1_1,35,6,m_111708_1_2,43,3,m_111708_1_3,43,9,,,,,,,,,
111708_2,,111708_2,111708,2,90,m_111708_2_1,75,3,m_111708_2_2,75,9,m_111708_2_3,83,6,,,,,,,,,
111708_3,,111708_3,111708,3,90,m_111708_3_1,115,3,m_111708_3_2,115,9,m_111708_3_3,123,6,,,,,,,,,
111709_1,,111709_1,111709,1,90,m_111709_1_1,35,6,m_111709_1_2,43,3,m_111709_1_3,43,9,,,,,,,,,
111709_2,,111709_2,111709,2,90,m_111709_2_1,75,3,m_111709_2_2,75,9,m_111709_2_3,83,6,,,,,,,,,
111709_3,,111709_3,111709,3,90,m_111709_3_1,115,3,m_111709_3_2,115,9,m_111709_3_3,123,3,m_111709_3_4,123,9,,,,,,
111710_1,,111710_1,111710,1,90,m_111710_1_1,35,6,m_111710_1_2,43,3,m_111710_1_3,43,9,,,,,,,,,
111710_2,,111710_2,111710,2,90,m_111710_2_1,75,3,m_111710_2_2,75,9,m_111710_2_3,83,6,,,,,,,,,
111710_3,,111710_3,111710,3,90,m_111710_3_1,119,6,,,,,,,,,,,,,,,
111711_1,,111711_1,111711,1,90,m_111711_1_1,35,6,m_111711_1_2,43,3,m_111711_1_3,43,9,,,,,,,,,
111711_2,,111711_2,111711,2,90,m_111711_2_1,75,3,m_111711_2_2,75,9,m_111711_2_3,83,6,,,,,,,,,
111711_3,,111711_3,111711,3,90,m_111711_3_1,115,3,m_111711_3_2,115,9,m_111711_3_3,123,3,m_111711_3_4,123,9,,,,,,
111712_1,,111712_1,111712,1,90,m_111712_1_1,60,6,,,,,,,,,,,,,,,
111801_1,,111801_1,111801,1,90,m_111801_1_1,35,6,m_111801_1_2,43,3,m_111801_1_3,43,9,,,,,,,,,
111801_2,,111801_2,111801,2,90,m_111801_2_1,75,3,m_111801_2_2,75,9,m_111801_2_3,83,6,,,,,,,,,
111801_3,,111801_3,111801,3,90,m_111801_3_1,115,3,m_111801_3_2,115,9,m_111801_3_3,123,3,m_111801_3_4,123,9,,,,,,
111802_1,,111802_1,111802,1,90,m_111802_1_1,35,6,m_111802_1_2,43,3,m_111802_1_3,43,9,,,,,,,,,
111802_2,,111802_2,111802,2,90,m_111802_2_1,75,3,m_111802_2_2,75,9,m_111802_2_3,83,6,,,,,,,,,
111802_3,,111802_3,111802,3,90,m_111802_3_1,115,3,m_111802_3_2,115,9,m_111802_3_3,123,6,,,,,,,,,
111803_1,,111803_1,111803,1,90,m_111803_1_1,35,6,m_111803_1_2,43,3,m_111803_1_3,43,9,,,,,,,,,
111803_2,,111803_2,111803,2,90,m_111803_2_1,75,3,m_111803_2_2,75,9,m_111803_2_3,83,6,,,,,,,,,
111803_3,,111803_3,111803,3,90,m_111803_3_1,115,3,m_111803_3_2,115,9,m_111803_3_3,123,3,m_111803_3_4,123,9,,,,,,
111804_1,,111804_1,111804,1,90,m_111804_1_1,35,6,m_111804_1_2,43,3,m_111804_1_3,43,9,,,,,,,,,
111804_2,,111804_2,111804,2,90,m_111804_2_1,75,3,m_111804_2_2,75,9,m_111804_2_3,83,6,,,,,,,,,
111804_3,,111804_3,111804,3,90,m_111804_3_1,115,3,m_111804_3_2,115,9,m_111804_3_3,123,6,,,,,,,,,
111805_1,,111805_1,111805,1,90,m_111805_1_1,35,6,m_111805_1_2,43,3,m_111805_1_3,43,9,,,,,,,,,
111805_2,,111805_2,111805,2,90,m_111805_2_1,75,3,m_111805_2_2,75,9,m_111805_2_3,83,6,,,,,,,,,
111805_3,,111805_3,111805,3,90,m_111805_3_1,115,3,m_111805_3_2,115,6,m_111805_3_3,115,9,m_111805_3_4,123,6,,,,,,
111806_1,,111806_1,111806,1,90,m_111806_1_1,60,6,,,,,,,,,,,,,,,
111807_1,,111807_1,111807,1,90,m_111807_1_1,35,6,m_111807_1_2,43,3,m_111807_1_3,43,9,,,,,,,,,
111807_2,,111807_2,111807,2,90,m_111807_2_1,75,3,m_111807_2_2,75,9,m_111807_2_3,83,6,,,,,,,,,
111807_3,,111807_3,111807,3,90,m_111807_3_1,115,3,m_111807_3_2,115,9,m_111807_3_3,123,3,m_111807_3_4,123,9,,,,,,
111808_1,,111808_1,111808,1,90,m_111808_1_1,35,6,m_111808_1_2,43,3,m_111808_1_3,43,9,,,,,,,,,
111808_2,,111808_2,111808,2,90,m_111808_2_1,75,3,m_111808_2_2,75,9,m_111808_2_3,83,6,,,,,,,,,
111808_3,,111808_3,111808,3,90,m_111808_3_1,115,3,m_111808_3_2,115,6,m_111808_3_3,115,9,m_111808_3_4,123,6,,,,,,
111809_1,,111809_1,111809,1,90,m_111809_1_1,35,6,m_111809_1_2,43,3,m_111809_1_3,43,9,,,,,,,,,
111809_2,,111809_2,111809,2,90,m_111809_2_1,75,3,m_111809_2_2,75,9,m_111809_2_3,83,6,,,,,,,,,
111809_3,,111809_3,111809,3,90,m_111809_3_1,115,3,m_111809_3_2,115,9,m_111809_3_3,123,3,m_111809_3_4,123,9,,,,,,
111810_1,,111810_1,111810,1,90,m_111810_1_1,35,6,m_111810_1_2,43,3,m_111810_1_3,43,9,,,,,,,,,
111810_2,,111810_2,111810,2,90,m_111810_2_1,75,3,m_111810_2_2,75,9,m_111810_2_3,83,6,,,,,,,,,
111810_3,,111810_3,111810,3,90,m_111810_3_1,119,6,,,,,,,,,,,,,,,
111811_1,,111811_1,111811,1,90,m_111811_1_1,35,6,m_111811_1_2,43,3,m_111811_1_3,43,9,,,,,,,,,
111811_2,,111811_2,111811,2,90,m_111811_2_1,75,3,m_111811_2_2,75,9,m_111811_2_3,83,6,,,,,,,,,
111811_3,,111811_3,111811,3,90,m_111811_3_1,115,3,m_111811_3_2,115,9,m_111811_3_3,123,3,m_111811_3_4,123,9,,,,,,
111812_1,,111812_1,111812,1,90,m_111812_1_1,60,6,,,,,,,,,,,,,,,
111901_1,,111901_1,111901,1,90,m_111901_1_1,35,6,m_111901_1_2,43,3,m_111901_1_3,43,9,,,,,,,,,
111901_2,,111901_2,111901,2,90,m_111901_2_1,75,3,m_111901_2_2,75,9,m_111901_2_3,83,6,,,,,,,,,
111901_3,,111901_3,111901,3,90,m_111901_3_1,115,3,m_111901_3_2,115,9,m_111901_3_3,123,3,m_111901_3_4,123,9,,,,,,
111902_1,,111902_1,111902,1,90,m_111902_1_1,35,6,m_111902_1_2,43,3,m_111902_1_3,43,9,,,,,,,,,
111902_2,,111902_2,111902,2,90,m_111902_2_1,75,3,m_111902_2_2,75,9,m_111902_2_3,83,6,,,,,,,,,
111902_3,,111902_3,111902,3,90,m_111902_3_1,115,6,,,,,,,,,,,,,,,
111903_1,,111903_1,111903,1,90,m_111903_1_1,35,6,m_111903_1_2,43,3,m_111903_1_3,43,9,,,,,,,,,
111903_2,,111903_2,111903,2,90,m_111903_2_1,75,3,m_111903_2_2,75,9,m_111903_2_3,83,6,,,,,,,,,
111903_3,,111903_3,111903,3,90,m_111903_3_1,115,3,m_111903_3_2,115,9,m_111903_3_3,123,3,m_111903_3_4,123,9,,,,,,
111904_1,,111904_1,111904,1,90,m_111904_1_1,35,6,m_111904_1_2,43,3,m_111904_1_3,43,9,,,,,,,,,
111904_2,,111904_2,111904,2,90,m_111904_2_1,75,3,m_111904_2_2,75,9,m_111904_2_3,83,6,,,,,,,,,
111904_3,,111904_3,111904,3,90,m_111904_3_1,115,3,m_111904_3_2,115,9,m_111904_3_3,123,6,,,,,,,,,
111905_1,,111905_1,111905,1,90,m_111905_1_1,35,6,m_111905_1_2,43,3,m_111905_1_3,43,9,,,,,,,,,
111905_2,,111905_2,111905,2,90,m_111905_2_1,75,3,m_111905_2_2,75,9,m_111905_2_3,83,6,,,,,,,,,
111905_3,,111905_3,111905,3,90,m_111905_3_1,115,3,m_111905_3_2,115,9,m_111905_3_3,123,3,m_111905_3_4,123,9,,,,,,
111906_1,,111906_1,111906,1,90,m_111906_1_1,60,6,,,,,,,,,,,,,,,
111907_1,,111907_1,111907,1,90,m_111907_1_1,35,6,m_111907_1_2,43,3,m_111907_1_3,43,9,,,,,,,,,
111907_2,,111907_2,111907,2,90,m_111907_2_1,75,3,m_111907_2_2,75,9,m_111907_2_3,83,6,,,,,,,,,
111907_3,,111907_3,111907,3,90,m_111907_3_1,115,3,m_111907_3_2,115,9,m_111907_3_3,123,3,m_111907_3_4,123,9,,,,,,
111908_1,,111908_1,111908,1,90,m_111908_1_1,35,6,m_111908_1_2,43,3,m_111908_1_3,43,9,,,,,,,,,
111908_2,,111908_2,111908,2,90,m_111908_2_1,75,3,m_111908_2_2,75,9,m_111908_2_3,83,6,,,,,,,,,
111908_3,,111908_3,111908,3,90,m_111908_3_1,115,3,m_111908_3_2,115,6,m_111908_3_3,115,9,m_111908_3_4,123,6,,,,,,
111909_1,,111909_1,111909,1,90,m_111909_1_1,35,6,m_111909_1_2,43,3,m_111909_1_3,43,9,,,,,,,,,
111909_2,,111909_2,111909,2,90,m_111909_2_1,75,3,m_111909_2_2,75,9,m_111909_2_3,83,6,,,,,,,,,
111909_3,,111909_3,111909,3,90,m_111909_3_1,115,3,m_111909_3_2,115,9,m_111909_3_3,123,3,m_111909_3_4,123,9,,,,,,
111910_1,,111910_1,111910,1,90,m_111910_1_1,35,6,m_111910_1_2,43,3,m_111910_1_3,43,9,,,,,,,,,
111910_2,,111910_2,111910,2,90,m_111910_2_1,75,3,m_111910_2_2,75,9,m_111910_2_3,83,6,,,,,,,,,
111910_3,,111910_3,111910,3,90,m_111910_3_1,115,6,,,,,,,,,,,,,,,
111911_1,,111911_1,111911,1,90,m_111911_1_1,35,6,m_111911_1_2,43,3,m_111911_1_3,43,9,,,,,,,,,
111911_2,,111911_2,111911,2,90,m_111911_2_1,75,3,m_111911_2_2,75,9,m_111911_2_3,83,6,,,,,,,,,
111911_3,,111911_3,111911,3,90,m_111911_3_1,115,3,m_111911_3_2,115,9,m_111911_3_3,123,3,m_111911_3_4,123,9,,,,,,
111912_1,,111912_1,111912,1,90,m_111912_1_1,60,6,,,,,,,,,,,,,,,
112001_1,,112001_1,112001,1,90,m_112001_1_1,35,6,m_112001_1_2,43,3,m_112001_1_3,43,9,,,,,,,,,
112001_2,,112001_2,112001,2,90,m_112001_2_1,75,3,m_112001_2_2,75,9,m_112001_2_3,83,6,,,,,,,,,
112001_3,,112001_3,112001,3,90,m_112001_3_1,115,3,m_112001_3_2,115,9,m_112001_3_3,123,3,m_112001_3_4,123,9,,,,,,
112002_1,,112002_1,112002,1,90,m_112002_1_1,35,6,m_112002_1_2,43,3,m_112002_1_3,43,9,,,,,,,,,
112002_2,,112002_2,112002,2,90,m_112002_2_1,75,3,m_112002_2_2,75,9,m_112002_2_3,83,6,,,,,,,,,
112002_3,,112002_3,112002,3,90,m_112002_3_1,115,6,,,,,,,,,,,,,,,
112003_1,,112003_1,112003,1,90,m_112003_1_1,35,6,m_112003_1_2,43,3,m_112003_1_3,43,9,,,,,,,,,
112003_2,,112003_2,112003,2,90,m_112003_2_1,75,3,m_112003_2_2,75,9,m_112003_2_3,83,6,,,,,,,,,
112003_3,,112003_3,112003,3,90,m_112003_3_1,115,3,m_112003_3_2,115,9,m_112003_3_3,123,3,m_112003_3_4,123,9,,,,,,
112004_1,,112004_1,112004,1,90,m_112004_1_1,35,6,m_112004_1_2,43,3,m_112004_1_3,43,9,,,,,,,,,
112004_2,,112004_2,112004,2,90,m_112004_2_1,75,3,m_112004_2_2,75,9,m_112004_2_3,83,6,,,,,,,,,
112004_3,,112004_3,112004,3,90,m_112004_3_1,115,6,,,,,,,,,,,,,,,
112005_1,,112005_1,112005,1,90,m_112005_1_1,35,6,m_112005_1_2,43,3,m_112005_1_3,43,9,,,,,,,,,
112005_2,,112005_2,112005,2,90,m_112005_2_1,75,3,m_112005_2_2,75,9,m_112005_2_3,83,6,,,,,,,,,
112005_3,,112005_3,112005,3,90,m_112005_3_1,115,3,m_112005_3_2,115,9,m_112005_3_3,123,3,m_112005_3_4,123,9,,,,,,
112006_1,,112006_1,112006,1,90,m_112006_1_1,60,6,,,,,,,,,,,,,,,
112007_1,,112007_1,112007,1,90,m_112007_1_1,35,6,m_112007_1_2,43,3,m_112007_1_3,43,9,,,,,,,,,
112007_2,,112007_2,112007,2,90,m_112007_2_1,75,3,m_112007_2_2,75,9,m_112007_2_3,83,6,,,,,,,,,
112007_3,,112007_3,112007,3,90,m_112007_3_1,115,3,m_112007_3_2,115,9,m_112007_3_3,123,3,m_112007_3_4,123,9,,,,,,
112008_1,,112008_1,112008,1,90,m_112008_1_1,35,6,m_112008_1_2,43,3,m_112008_1_3,43,9,,,,,,,,,
112008_2,,112008_2,112008,2,90,m_112008_2_1,75,3,m_112008_2_2,75,9,m_112008_2_3,83,6,,,,,,,,,
112008_3,,112008_3,112008,3,90,m_112008_3_1,115,6,,,,,,,,,,,,,,,
112009_1,,112009_1,112009,1,90,m_112009_1_1,35,6,m_112009_1_2,43,3,m_112009_1_3,43,9,,,,,,,,,
112009_2,,112009_2,112009,2,90,m_112009_2_1,75,3,m_112009_2_2,75,9,m_112009_2_3,83,6,,,,,,,,,
112009_3,,112009_3,112009,3,90,m_112009_3_1,115,3,m_112009_3_2,115,9,m_112009_3_3,123,3,m_112009_3_4,123,9,,,,,,
112010_1,,112010_1,112010,1,90,m_112010_1_1,35,6,m_112010_1_2,43,3,m_112010_1_3,43,9,,,,,,,,,
112010_2,,112010_2,112010,2,90,m_112010_2_1,75,3,m_112010_2_2,75,9,m_112010_2_3,83,6,,,,,,,,,
112010_3,,112010_3,112010,3,90,m_112010_3_1,119,6,,,,,,,,,,,,,,,
112011_1,,112011_1,112011,1,90,m_112011_1_1,35,6,m_112011_1_2,43,3,m_112011_1_3,43,9,,,,,,,,,
112011_2,,112011_2,112011,2,90,m_112011_2_1,75,3,m_112011_2_2,75,9,m_112011_2_3,83,6,,,,,,,,,
112011_3,,112011_3,112011,3,90,m_112011_3_1,115,3,m_112011_3_2,115,9,m_112011_3_3,123,3,m_112011_3_4,123,9,,,,,,
112012_1,,112012_1,112012,1,90,m_112012_1_1,60,6,,,,,,,,,,,,,,,
112101_1,,112101_1,112101,1,90,m_112101_1_1,35,6,m_112101_1_2,43,3,m_112101_1_3,43,9,,,,,,,,,
112101_2,,112101_2,112101,2,90,m_112101_2_1,75,3,m_112101_2_2,75,9,m_112101_2_3,83,6,,,,,,,,,
112101_3,,112101_3,112101,3,90,m_112101_3_1,115,3,m_112101_3_2,115,9,m_112101_3_3,123,3,m_112101_3_4,123,9,,,,,,
112102_1,,112102_1,112102,1,90,m_112102_1_1,35,6,m_112102_1_2,43,3,m_112102_1_3,43,9,,,,,,,,,
112102_2,,112102_2,112102,2,90,m_112102_2_1,75,3,m_112102_2_2,75,9,m_112102_2_3,83,6,,,,,,,,,
112102_3,,112102_3,112102,3,90,m_112102_3_1,115,6,,,,,,,,,,,,,,,
112103_1,,112103_1,112103,1,90,m_112103_1_1,35,6,m_112103_1_2,43,3,m_112103_1_3,43,9,,,,,,,,,
112103_2,,112103_2,112103,2,90,m_112103_2_1,75,3,m_112103_2_2,75,9,m_112103_2_3,83,6,,,,,,,,,
112103_3,,112103_3,112103,3,90,m_112103_3_1,115,3,m_112103_3_2,115,9,m_112103_3_3,123,3,m_112103_3_4,123,9,,,,,,
112104_1,,112104_1,112104,1,90,m_112104_1_1,35,6,m_112104_1_2,43,3,m_112104_1_3,43,9,,,,,,,,,
112104_2,,112104_2,112104,2,90,m_112104_2_1,75,3,m_112104_2_2,75,9,m_112104_2_3,83,6,,,,,,,,,
112104_3,,112104_3,112104,3,90,m_112104_3_1,115,3,m_112104_3_2,115,9,m_112104_3_3,123,6,,,,,,,,,
112105_1,,112105_1,112105,1,90,m_112105_1_1,35,6,m_112105_1_2,43,3,m_112105_1_3,43,9,,,,,,,,,
112105_2,,112105_2,112105,2,90,m_112105_2_1,75,3,m_112105_2_2,75,9,m_112105_2_3,83,6,,,,,,,,,
112105_3,,112105_3,112105,3,90,m_112105_3_1,115,3,m_112105_3_2,115,9,m_112105_3_3,123,3,m_112105_3_4,123,9,,,,,,
112106_1,,112106_1,112106,1,90,m_112106_1_1,60,6,,,,,,,,,,,,,,,
112107_1,,112107_1,112107,1,90,m_112107_1_1,35,6,m_112107_1_2,43,3,m_112107_1_3,43,9,,,,,,,,,
112107_2,,112107_2,112107,2,90,m_112107_2_1,75,3,m_112107_2_2,75,9,m_112107_2_3,83,6,,,,,,,,,
112107_3,,112107_3,112107,3,90,m_112107_3_1,115,3,m_112107_3_2,115,9,m_112107_3_3,123,3,m_112107_3_4,123,9,,,,,,
112108_1,,112108_1,112108,1,90,m_112108_1_1,35,6,m_112108_1_2,43,3,m_112108_1_3,43,9,,,,,,,,,
112108_2,,112108_2,112108,2,90,m_112108_2_1,75,3,m_112108_2_2,75,9,m_112108_2_3,83,6,,,,,,,,,
112108_3,,112108_3,112108,3,90,m_112108_3_1,115,3,m_112108_3_2,115,6,m_112108_3_3,115,9,m_112108_3_4,123,6,,,,,,
112109_1,,112109_1,112109,1,90,m_112109_1_1,35,6,m_112109_1_2,43,3,m_112109_1_3,43,9,,,,,,,,,
112109_2,,112109_2,112109,2,90,m_112109_2_1,75,3,m_112109_2_2,75,9,m_112109_2_3,83,6,,,,,,,,,
112109_3,,112109_3,112109,3,90,m_112109_3_1,115,3,m_112109_3_2,115,9,m_112109_3_3,123,3,m_112109_3_4,123,9,,,,,,
112110_1,,112110_1,112110,1,90,m_112110_1_1,35,6,m_112110_1_2,43,3,m_112110_1_3,43,9,,,,,,,,,
112110_2,,112110_2,112110,2,90,m_112110_2_1,75,3,m_112110_2_2,75,9,m_112110_2_3,83,6,,,,,,,,,
112110_3,,112110_3,112110,3,90,m_112110_3_1,115,6,,,,,,,,,,,,,,,
112111_1,,112111_1,112111,1,90,m_112111_1_1,35,6,m_112111_1_2,43,3,m_112111_1_3,43,9,,,,,,,,,
112111_2,,112111_2,112111,2,90,m_112111_2_1,75,3,m_112111_2_2,75,9,m_112111_2_3,83,6,,,,,,,,,
112111_3,,112111_3,112111,3,90,m_112111_3_1,115,3,m_112111_3_2,115,9,m_112111_3_3,123,3,m_112111_3_4,123,9,,,,,,
112112_1,,112112_1,112112,1,90,m_112112_1_1,60,6,,,,,,,,,,,,,,,
112201_1,,112201_1,112201,1,90,m_112201_1_1,35,6,m_112201_1_2,43,3,m_112201_1_3,43,9,,,,,,,,,
112201_2,,112201_2,112201,2,90,m_112201_2_1,75,3,m_112201_2_2,75,9,m_112201_2_3,83,6,,,,,,,,,
112201_3,,112201_3,112201,3,90,m_112201_3_1,115,3,m_112201_3_2,115,9,m_112201_3_3,123,3,m_112201_3_4,123,9,,,,,,
112202_1,,112202_1,112202,1,90,m_112202_1_1,35,6,m_112202_1_2,43,3,m_112202_1_3,43,9,,,,,,,,,
112202_2,,112202_2,112202,2,90,m_112202_2_1,75,3,m_112202_2_2,75,9,m_112202_2_3,83,6,,,,,,,,,
112202_3,,112202_3,112202,3,90,m_112202_3_1,115,3,m_112202_3_2,115,9,m_112202_3_3,123,6,,,,,,,,,
112203_1,,112203_1,112203,1,90,m_112203_1_1,35,6,m_112203_1_2,43,3,m_112203_1_3,43,9,,,,,,,,,
112203_2,,112203_2,112203,2,90,m_112203_2_1,75,3,m_112203_2_2,75,9,m_112203_2_3,83,6,,,,,,,,,
112203_3,,112203_3,112203,3,90,m_112203_3_1,115,3,m_112203_3_2,115,9,m_112203_3_3,123,3,m_112203_3_4,123,9,,,,,,
112204_1,,112204_1,112204,1,90,m_112204_1_1,35,6,m_112204_1_2,43,3,m_112204_1_3,43,9,,,,,,,,,
112204_2,,112204_2,112204,2,90,m_112204_2_1,75,3,m_112204_2_2,75,9,m_112204_2_3,83,6,,,,,,,,,
112204_3,,112204_3,112204,3,90,m_112204_3_1,115,6,m_112204_3_2,123,3,m_112204_3_3,123,9,,,,,,,,,
112205_1,,112205_1,112205,1,90,m_112205_1_1,35,6,m_112205_1_2,43,3,m_112205_1_3,43,9,,,,,,,,,
112205_2,,112205_2,112205,2,90,m_112205_2_1,75,3,m_112205_2_2,75,9,m_112205_2_3,83,6,,,,,,,,,
112205_3,,112205_3,112205,3,90,m_112205_3_1,115,3,m_112205_3_2,115,9,m_112205_3_3,123,3,m_112205_3_4,123,9,,,,,,
112206_1,,112206_1,112206,1,90,m_112206_1_1,60,6,,,,,,,,,,,,,,,
112207_1,,112207_1,112207,1,90,m_112207_1_1,35,6,m_112207_1_2,43,3,m_112207_1_3,43,9,,,,,,,,,
112207_2,,112207_2,112207,2,90,m_112207_2_1,75,3,m_112207_2_2,75,9,m_112207_2_3,83,6,,,,,,,,,
112207_3,,112207_3,112207,3,90,m_112207_3_1,115,3,m_112207_3_2,115,9,m_112207_3_3,123,3,m_112207_3_4,123,9,,,,,,
112208_1,,112208_1,112208,1,90,m_112208_1_1,35,6,m_112208_1_2,43,3,m_112208_1_3,43,9,,,,,,,,,
112208_2,,112208_2,112208,2,90,m_112208_2_1,75,3,m_112208_2_2,75,9,m_112208_2_3,83,6,,,,,,,,,
112208_3,,112208_3,112208,3,90,m_112208_3_1,115,3,m_112208_3_2,115,6,m_112208_3_3,115,9,m_112208_3_4,123,6,,,,,,
112209_1,,112209_1,112209,1,90,m_112209_1_1,35,6,m_112209_1_2,43,3,m_112209_1_3,43,9,,,,,,,,,
