key,Remarks,Id,name,type,mirrorModel,volumeRadius,description,modeId,Enter,Die,Normal,Skill01,Skill02,Skill03,Skill04,Skill05,Chartlet,headID,scale,level,attackType,viewRange,moveSpeed,AttackRange,reactionTime,doHurt,hardStraight,life,Attack,physiqueDef,spiritDef,exemptPhysiqueDef,exemptSpiritDef,HpCount,AIGroupId,energy,energyReceive,energyPerSecond,energyTrans,energyTransFactor,attackEnergy,beatenEnergy,struckEnergy,drop,qualityId,starLevel,imageName,proportion,weight,copyId,realdevelop,shaderAttri,enterAnimation
m_121104_1_1,,m_121104_1_1,机械哨兵,,1,1.77,前排输出，攻击力强，由神力结晶驱动的战争机器,300001,,,30000100_53,30000101_53,,,,,,,1,53,,32,5.5,4,0.3,0.02,0.5,103364,13566,6459,5166,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_JiXieShaoBing,,,121104,53,0,
m_121104_1_2,,m_121104_1_2,机械守卫,,1,2.03,后排输出，拥有强力的压制火力，由神力结晶驱动的战争机器,300018,,,30001800_53,,,,,,,,0.8,53,1,32,5.5,12,0.3,0.02,0.5,51682,19380,6459,5166,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_JiXieShouWei,,,121104,53,0,
m_121104_1_3,,m_121104_1_3,机械守卫,,1,2.03,后排输出，拥有强力的压制火力，由神力结晶驱动的战争机器,300018,,,30001800_53,,,,,,,,0.8,53,1,32,5.5,12,0.3,0.02,0.5,51682,19380,6459,5166,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_JiXieShouWei,,,121104,53,0,
m_121104_1_4,,m_121104_1_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_53,,,,,,,,1,53,,32,5.5,12,0.3,0.02,0.5,103364,19380,6459,5166,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,,121104,53,0,
m_121104_1_5,,m_121104_1_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_53,,,,,,,,1,53,,32,5.5,12,0.3,0.02,0.5,103364,19380,6459,5166,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,,121104,53,0,
m_121104_2_1,,m_121104_2_1,机械哨兵,,1,1.77,前排输出，攻击力强，由神力结晶驱动的战争机器,300001,,,30000100_53,30000101_53,,,,,,,1,53,,32,5.5,4,0.3,0.02,0.5,103364,13566,6459,5166,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_JiXieShaoBing,,,121104,53,0,
m_121104_2_2,,m_121104_2_2,机械哨兵,,1,1.77,前排输出，攻击力强，由神力结晶驱动的战争机器,300001,,,30000100_53,30000101_53,,,,,,,1,53,,32,5.5,4,0.3,0.02,0.5,103364,13566,6459,5166,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_JiXieShaoBing,,,121104,53,0,
m_121104_2_3,,m_121104_2_3,机械守卫,,1,2.03,后排输出，拥有强力的压制火力，由神力结晶驱动的战争机器,300018,,,30001800_53,,,,,,,,0.8,53,1,32,5.5,12,0.3,0.02,0.5,51682,19380,6459,5166,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_JiXieShouWei,,,121104,53,0,
m_121104_2_4,,m_121104_2_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_53,,,,,,,,1,53,,32,5.5,12,0.3,0.02,0.5,103364,19380,6459,5166,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,,121104,53,0,
m_121104_2_5,,m_121104_2_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_53,,,,,,,,1,53,,32,5.5,12,0.3,0.02,0.5,103364,19380,6459,5166,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,,121104,53,0,
m_121104_3_1,,m_121104_3_1,机械哨兵,,1,1.77,前排输出，攻击力强，由神力结晶驱动的战争机器,300001,,,30000100_53,30000101_53,,,,,,,1,53,,32,5.5,4,0.3,0.02,0.5,206728,13566,6459,5166,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_JiXieShaoBing,,,121104,53,0,
m_121104_3_2,,m_121104_3_2,机械哨兵,,1,1.77,前排输出，攻击力强，由神力结晶驱动的战争机器,300001,,,30000100_53,30000101_53,,,,,,,1,53,,32,5.5,4,0.3,0.02,0.5,206728,13566,6459,5166,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_JiXieShaoBing,,,121104,53,0,
m_121104_3_3,,m_121104_3_3,机械哨兵,,1,1.77,前排输出，攻击力强，由神力结晶驱动的战争机器,300001,,,30000100_53,30000101_53,,,,,,,1,53,,32,5.5,4,0.3,0.02,0.5,206728,13566,6459,5166,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_JiXieShaoBing,,,121104,53,0,
m_121104_3_4,,m_121104_3_4,广成子,1,1,1,中排持续输出，昆仑山元始天尊座下，昆仑十二仙之一,203010,,,20301000_1,20301001_53,20301002_53,20301003_53,20301004_53,,,,1.3,53,,32,5.5,10,0.2,,0.5,372110,46512,5942,4752,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_GuangChengZi,,1,121104,53,251|0|36|2.21,
m_121104_3_5,,m_121104_3_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_53,,,,,,,,1,53,,32,5.5,12,0.3,0.02,0.5,103364,19380,6459,5166,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,,121104,53,0,
m_121105_1_1,,m_121105_1_1,五色神牛,,1,0.8,前排肉盾，上古的生物，在仙境中吸收仙气而化为神兽,300054,,,30005400_54,,,,,,,,1.2,54,,32,5.5,4,0.3,0.02,0.5,105794,13885,6611,5288,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_WuSeShenNiu,,,121105,54,0,
m_121105_1_2,,m_121105_1_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_54,,,,,,,,1,54,,32,5.5,12,0.3,0.02,0.5,52897,19836,6611,5288,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,,121105,54,0,
m_121105_1_3,,m_121105_1_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_54,,,,,,,,1,54,,32,5.5,12,0.3,0.02,0.5,52897,19836,6611,5288,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,,121105,54,0,
m_121105_1_4,,m_121105_1_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_54,,,,,,,,1,54,,32,5.5,12,0.3,0.02,0.5,105794,19836,6611,5288,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,,121105,54,0,
m_121105_1_5,,m_121105_1_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_54,,,,,,,,1,54,,32,5.5,12,0.3,0.02,0.5,105794,19836,6611,5288,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,,121105,54,0,
m_121105_2_1,,m_121105_2_1,五色神牛,,1,0.8,前排肉盾，上古的生物，在仙境中吸收仙气而化为神兽,300054,,,30005400_54,,,,,,,,1.2,54,,32,5.5,4,0.3,0.02,0.5,105794,13885,6611,5288,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_WuSeShenNiu,,,121105,54,0,
m_121105_2_2,,m_121105_2_2,五色神牛,,1,0.8,前排肉盾，上古的生物，在仙境中吸收仙气而化为神兽,300054,,,30005400_54,,,,,,,,1.2,54,,32,5.5,4,0.3,0.02,0.5,105794,13885,6611,5288,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_WuSeShenNiu,,,121105,54,0,
m_121105_2_3,,m_121105_2_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_54,,,,,,,,1,54,,32,5.5,12,0.3,0.02,0.5,52897,19836,6611,5288,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,,121105,54,0,
m_121105_2_4,,m_121105_2_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_54,,,,,,,,1,54,,32,5.5,12,0.3,0.02,0.5,105794,19836,6611,5288,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,,121105,54,0,
m_121105_2_5,,m_121105_2_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_54,,,,,,,,1,54,,32,5.5,12,0.3,0.02,0.5,105794,19836,6611,5288,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,,121105,54,0,
m_121105_3_1,,m_121105_3_1,道行天尊,1,1,1,前排坦克，昆仑山元始天尊座下，昆仑十二仙之一,200010,,,20001000_1,20001001_54,20001002_54,20001003_54,20001004_54,,,,1.3,54,,32,5.5,13,0.2,,0.5,856931,29754,6346,7932,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_DaoXingTianZun,,1,121105,54,251|0|36|2.21,
m_121105_3_2,,m_121105_3_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_54,,,,,,,,1,54,,32,5.5,12,0.3,0.02,0.5,105794,19836,6611,5288,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,1,121105,54,0,
m_121105_3_3,,m_121105_3_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_54,,,,,,,,1,54,,32,5.5,12,0.3,0.02,0.5,105794,19836,6611,5288,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,1,121105,54,0,
m_121105_3_4,,m_121105_3_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_54,,,,,,,,1,54,,32,5.5,12,0.3,0.02,0.5,105794,19836,6611,5288,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,1,121105,54,0,
m_121105_3_5,,m_121105_3_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_54,,,,,,,,1,54,,32,5.5,12,0.3,0.02,0.5,105794,19836,6611,5288,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,11,3,Hero_head/head_BiCuiXianZi,,1,121105,54,0,
m_121106_1_1,,m_121106_1_1,巨盾战士,2,,2.96,BOSS，异族的最强战士，以凶残野蛮闻名,301010,30101008,30101009,30101000_1,30101001_55,,,,,,,1,55,,"1,000",5.5,12,0.3,0.1,0.5,1003032,31341,6964,5571,,,5,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,12,3,Hero_head/head_JuDunZhanShi,,1,121106,55,251|0|36|2.21,1
m_121106_1_2,,m_121106_1_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_55,,,,,,,,1,55,,32,5.5,12,0.3,0.02,0.5,111448,20894,6964,5571,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,12,3,Hero_head/head_BiCuiXianZi,,,121106,55,0,
m_121106_1_3,,m_121106_1_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_55,,,,,,,,1,55,,32,5.5,12,0.3,0.02,0.5,111448,20894,6964,5571,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,12,3,Hero_head/head_BiCuiXianZi,,,121106,55,0,
m_121106_1_4,,m_121106_1_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_55,,,,,,,,1,55,,32,5.5,12,0.3,0.02,0.5,111448,20894,6964,5571,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,12,3,Hero_head/head_BiCuiXianZi,,,121106,55,0,
m_121106_1_5,,m_121106_1_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_55,,,,,,,,1,55,,32,5.5,12,0.3,0.02,0.5,111448,20894,6964,5571,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,12,3,Hero_head/head_BiCuiXianZi,,,121106,55,0,
m_121106_2_1,,m_121106_2_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_55,,,,,,,,1,55,,32,5.5,12,0.3,0.02,0.5,111448,20894,6964,5571,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,12,3,Hero_head/head_BiCuiXianZi,,,121106,55,0,
m_121106_2_2,,m_121106_2_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_55,,,,,,,,1,55,,32,5.5,12,0.3,0.02,0.5,111448,20894,6964,5571,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,12,3,Hero_head/head_BiCuiXianZi,,,121106,55,0,
m_121106_2_3,,m_121106_2_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_55,,,,,,,,1,55,,32,5.5,12,0.3,0.02,0.5,111448,20894,6964,5571,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,12,3,Hero_head/head_BiCuiXianZi,,,121106,55,0,
m_121106_2_4,,m_121106_2_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_55,,,,,,,,1,55,,32,5.5,12,0.3,0.02,0.5,111448,20894,6964,5571,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,12,3,Hero_head/head_BiCuiXianZi,,,121106,55,0,
m_121106_2_5,,m_121106_2_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_55,,,,,,,,1,55,,32,5.5,12,0.3,0.02,0.5,111448,20894,6964,5571,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,12,3,Hero_head/head_BiCuiXianZi,,,121106,55,0,
m_121106_3_1,,m_121106_3_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_55,,,,,,,,1,55,,32,5.5,12,0.3,0.02,0.5,111448,20894,6964,5571,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,12,3,Hero_head/head_BiCuiXianZi,,,121106,55,0,
m_121106_3_2,,m_121106_3_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_55,,,,,,,,1,55,,32,5.5,12,0.3,0.02,0.5,111448,20894,6964,5571,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,12,3,Hero_head/head_BiCuiXianZi,,,121106,55,0,
m_121106_3_3,,m_121106_3_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_55,,,,,,,,1,55,,32,5.5,12,0.3,0.02,0.5,111448,20894,6964,5571,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,12,3,Hero_head/head_BiCuiXianZi,,,121106,55,0,
m_121106_3_4,,m_121106_3_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_55,,,,,,,,1,55,,32,5.5,12,0.3,0.02,0.5,111448,20894,6964,5571,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,12,3,Hero_head/head_BiCuiXianZi,,,121106,55,0,
m_121106_3_5,,m_121106_3_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_55,,,,,,,,1,55,,32,5.5,12,0.3,0.02,0.5,111448,20894,6964,5571,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,12,3,Hero_head/head_BiCuiXianZi,,,121106,55,0,
m_121107_1_1,,m_121107_1_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121107,1,0,
m_121107_1_2,,m_121107_1_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121107,1,0,
m_121107_1_3,,m_121107_1_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121107,1,0,
m_121107_1_4,,m_121107_1_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121107,1,0,
m_121107_1_5,,m_121107_1_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121107,1,0,
m_121107_2_1,,m_121107_2_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121107,1,0,
m_121107_2_2,,m_121107_2_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121107,1,0,
m_121107_2_3,,m_121107_2_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121107,1,0,
m_121107_2_4,,m_121107_2_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121107,1,0,
m_121107_2_5,,m_121107_2_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121107,1,0,
m_121107_3_1,,m_121107_3_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121107,1,0,
m_121107_3_2,,m_121107_3_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121107,1,0,
m_121107_3_3,,m_121107_3_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121107,1,0,
m_121107_3_4,,m_121107_3_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121107,1,0,
m_121107_3_5,,m_121107_3_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121107,1,0,
m_121108_1_1,,m_121108_1_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121108,1,0,
m_121108_1_2,,m_121108_1_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121108,1,0,
m_121108_1_3,,m_121108_1_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121108,1,0,
m_121108_1_4,,m_121108_1_4,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121108,1,0,
m_121108_1_5,,m_121108_1_5,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121108,1,0,
m_121108_2_1,,m_121108_2_1,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121108,1,0,
m_121108_2_2,,m_121108_2_2,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121108,1,0,
m_121108_2_3,,m_121108_2_3,碧翠仙子,,1,0.46,后排治疗，远古精灵，居住在森林间，不喜欢喧闹,300053,,,30005300_1,,,,,,,,1,1,,32,5.5,12,0.3,0.02,0.5,1369,256,84,66,,,1,,1000,100,5,1,0|20|8|20|40|8|40|60|8|60|80|8|80|100|8,94,,300,,1,1,Hero_head/head_BiCuiXianZi,,,121108,1,0,
