Key,Remarks,Id,Type,modeId,level,HeroAttackRate,HeroPhysicalDefenseRate,HeroMagicDefenseRate,HeroLifeRate,MonsterAttack,MonsterPhysicalDefense,MonsterMagicDefense,MonsterLife,Hide,Enter,Die,Normal,Skill01,Skill02,Skill03,Skill04,Skill05,skillOpenCondition,Scale,attackType,viewRange,moveSpeed,AttackRange,reactionTime,doHurt,hardStraight,exemptPhysiqueDef,exemptSpiritDef,AIGroupId
500045_48,,500045_48,,500005,48,0.5,1,1,,"5,345",,,"838,485",,50000508,50000509,50000504_48,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_49,,500045_49,,500005,49,0.5,1,1,,"5,524",,,"855,427",,50000508,50000509,50000504_49,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_50,,500045_50,,500005,50,0.5,1,1,,"5,706",,,"891,775",,50000508,50000509,50000504_50,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_51,,500045_51,,500005,51,0.5,1,1,,"5,890",,,"970,582",,50000508,50000509,50000504_51,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_52,,500045_52,,500005,52,0.5,1,1,,"6,077",,,"1,002,475",,50000508,50000509,50000504_52,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_53,,500045_53,,500005,53,0.5,1,1,,"6,267",,,"1,097,347",,50000508,50000509,50000504_53,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_54,,500045_54,,500005,54,0.5,1,1,,"6,460",,,"1,296,000",,50000508,50000509,50000504_54,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_55,,500045_55,,500005,55,0.5,1,1,,"6,656",,,"1,354,860",,50000508,50000509,50000504_55,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_56,,500045_56,,500005,56,0.5,1,1,,"6,855",,,"1,452,160",,50000508,50000509,50000504_56,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_57,,500045_57,,500005,57,0.5,1,1,,"7,056",,,"1,484,560",,50000508,50000509,50000504_57,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_58,,500045_58,,500005,58,0.5,1,1,,"7,261",,,"1,506,160",,50000508,50000509,50000504_58,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_59,,500045_59,,500005,59,0.5,1,1,,"7,468",,,"1,527,760",,50000508,50000509,50000504_59,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_60,,500045_60,,500005,60,0.5,1,1,,"7,678",,,"1,560,160",,50000508,50000509,50000504_60,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_61,,500045_61,,500005,61,0.5,1,1,,"7,891",,,"1,581,760",,50000508,50000509,50000504_61,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_62,,500045_62,,500005,62,0.5,1,1,,"8,107",,,"1,603,360",,50000508,50000509,50000504_62,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_63,,500045_63,,500005,63,0.5,1,1,,"8,325",,,"1,635,760",,50000508,50000509,50000504_63,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_64,,500045_64,,500005,64,0.5,1,1,,"8,547",,,"1,659,723",,50000508,50000509,50000504_64,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_65,,500045_65,,500005,65,0.5,1,1,,"8,771",,,"1,681,323",,50000508,50000509,50000504_65,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_66,,500045_66,,500005,66,0.5,1,1,,"8,998",,,"1,713,723",,50000508,50000509,50000504_66,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_67,,500045_67,,500005,67,0.5,1,1,,"9,228",,,"1,735,323",,50000508,50000509,50000504_67,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_68,,500045_68,,500005,68,0.5,1,1,,"9,461",,,"1,756,923",,50000508,50000509,50000504_68,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_69,,500045_69,,500005,69,0.5,1,1,,"9,697",,,"1,789,323",,50000508,50000509,50000504_69,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_70,,500045_70,,500005,70,0.5,1,1,,"9,936",,,"1,810,923",,50000508,50000509,50000504_70,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_71,,500045_71,,500005,71,0.5,1,1,,"10,177",,,"1,832,523",,50000508,50000509,50000504_71,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_72,,500045_72,,500005,72,0.5,1,1,,"10,422",,,"1,867,218",,50000508,50000509,50000504_72,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_73,,500045_73,,500005,73,0.5,1,1,,"10,669",,,"1,888,818",,50000508,50000509,50000504_73,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_74,,500045_74,,500005,74,0.5,1,1,,"10,919",,,"1,910,418",,50000508,50000509,50000504_74,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_75,,500045_75,,500005,75,0.5,1,1,,"11,172",,,"1,942,818",,50000508,50000509,50000504_75,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_76,,500045_76,,500005,76,0.5,1,1,,"11,428",,,"1,964,418",,50000508,50000509,50000504_76,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_77,,500045_77,,500005,77,0.5,1,1,,"11,686",,,"1,986,018",,50000508,50000509,50000504_77,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_78,,500045_78,,500005,78,0.5,1,1,,"11,948",,,"2,018,418",,50000508,50000509,50000504_78,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_79,,500045_79,,500005,79,0.5,1,1,,"12,212",,,"2,040,018",,50000508,50000509,50000504_79,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_80,,500045_80,,500005,80,0.5,1,1,,"12,479",,,"2,064,048",,50000508,50000509,50000504_80,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_81,,500045_81,,500005,81,0.5,1,1,,"12,749",,,"2,096,448",,50000508,50000509,50000504_81,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_82,,500045_82,,500005,82,0.5,1,1,,"13,022",,,"2,118,048",,50000508,50000509,50000504_82,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_83,,500045_83,,500005,83,0.5,1,1,,"13,298",,,"2,139,648",,50000508,50000509,50000504_83,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_84,,500045_84,,500005,84,0.5,1,1,,"13,577",,,"2,172,048",,50000508,50000509,50000504_84,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_85,,500045_85,,500005,85,0.5,1,1,,"13,858",,,"2,193,648",,50000508,50000509,50000504_85,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_86,,500045_86,,500005,86,0.5,1,1,,"14,143",,,"2,215,248",,50000508,50000509,50000504_86,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_87,,500045_87,,500005,87,0.5,1,1,,"14,430",,,"2,247,648",,50000508,50000509,50000504_87,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_88,,500045_88,,500005,88,0.5,1,1,,"14,720",,,"2,269,248",,50000508,50000509,50000504_88,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_89,,500045_89,,500005,89,0.5,1,1,,"15,013",,,"2,290,848",,50000508,50000509,50000504_89,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500045_90,,500045_90,,500005,90,0.5,1,1,,"15,309",,,"2,342,958",,50000508,50000509,50000504_90,,,,,,,1,1,32,5.5,14,0.1,0.25,0.25,,,
500006_1,,500006_1,,500006,1,1,,,,,,,"1,230",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_2,,500006_2,,500006,2,1,,,,,,,"1,552",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_3,,500006_3,,500006,3,1,,,,,,,"1,894",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_4,,500006_4,,500006,4,1,,,,,,,"2,258",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_5,,500006_5,,500006,5,1,,,,,,,"2,640",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_6,,500006_6,,500006,6,1,,,,,,,"3,044",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_7,,500006_7,,500006,7,1,,,,,,,"3,470",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_8,,500006_8,,500006,8,1,,,,,,,"3,916",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_9,,500006_9,,500006,9,1,,,,,,,"4,382",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_10,,500006_10,,500006,10,1,,,,,,,"4,868",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_11,,500006_11,,500006,11,1,,,,,,,"5,376",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_12,,500006_12,,500006,12,1,,,,,,,"5,904",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_13,,500006_13,,500006,13,1,,,,,,,"6,454",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_14,,500006_14,,500006,14,1,,,,,,,"7,024",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_15,,500006_15,,500006,15,1,,,,,,,"7,614",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_16,,500006_16,,500006,16,1,,,,,,,"8,224",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_17,,500006_17,,500006,17,1,,,,,,,"8,856",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_18,,500006_18,,500006,18,1,,,,,,,"9,508",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_19,,500006_19,,500006,19,1,,,,,,,"10,182",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_20,,500006_20,,500006,20,1,,,,,,,"10,876",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_21,,500006_21,,500006,21,1,,,,,,,"11,590",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_22,,500006_22,,500006,22,1,,,,,,,"12,324",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_23,,500006_23,,500006,23,1,,,,,,,"13,080",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_24,,500006_24,,500006,24,1,,,,,,,"13,858",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_25,,500006_25,,500006,25,1,,,,,,,"14,654",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_26,,500006_26,,500006,26,1,,,,,,,"15,472",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_27,,500006_27,,500006,27,1,,,,,,,"16,310",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_28,,500006_28,,500006,28,1,,,,,,,"17,170",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_29,,500006_29,,500006,29,1,,,,,,,"18,050",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_30,,500006_30,,500006,30,1,,,,,,,"18,950",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_31,,500006_31,,500006,31,1,,,,,,,"19,870",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_32,,500006_32,,500006,32,1,,,,,,,"20,812",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_33,,500006_33,,500006,33,1,,,,,,,"21,774",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_34,,500006_34,,500006,34,1,,,,,,,"22,758",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_35,,500006_35,,500006,35,1,,,,,,,"23,762",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_36,,500006_36,,500006,36,1,,,,,,,"24,786",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_37,,500006_37,,500006,37,1,,,,,,,"25,832",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_38,,500006_38,,500006,38,1,,,,,,,"26,898",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_39,,500006_39,,500006,39,1,,,,,,,"27,984",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_40,,500006_40,,500006,40,1,,,,,,,"29,090",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_41,,500006_41,,500006,41,1,,,,,,,"30,218",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_42,,500006_42,,500006,42,1,,,,,,,"31,368",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_43,,500006_43,,500006,43,1,,,,,,,"32,536",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_44,,500006_44,,500006,44,1,,,,,,,"33,726",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_45,,500006_45,,500006,45,1,,,,,,,"34,936",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_46,,500006_46,,500006,46,1,,,,,,,"36,168",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_47,,500006_47,,500006,47,1,,,,,,,"37,420",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_48,,500006_48,,500006,48,1,,,,,,,"38,692",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_49,,500006_49,,500006,49,1,,,,,,,"39,986",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_50,,500006_50,,500006,50,1,,,,,,,"41,300",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_51,,500006_51,,500006,51,1,,,,,,,"42,634",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_52,,500006_52,,500006,52,1,,,,,,,"43,990",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_53,,500006_53,,500006,53,1,,,,,,,"45,366",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_54,,500006_54,,500006,54,1,,,,,,,"46,762",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_55,,500006_55,,500006,55,1,,,,,,,"48,180",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_56,,500006_56,,500006,56,1,,,,,,,"49,618",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_57,,500006_57,,500006,57,1,,,,,,,"51,076",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_58,,500006_58,,500006,58,1,,,,,,,"52,554",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_59,,500006_59,,500006,59,1,,,,,,,"54,054",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_60,,500006_60,,500006,60,1,,,,,,,"55,576",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_61,,500006_61,,500006,61,1,,,,,,,"57,116",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_62,,500006_62,,500006,62,1,,,,,,,"58,678",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_63,,500006_63,,500006,63,1,,,,,,,"60,262",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_64,,500006_64,,500006,64,1,,,,,,,"61,864",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_65,,500006_65,,500006,65,1,,,,,,,"63,488",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_66,,500006_66,,500006,66,1,,,,,,,"65,134",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_67,,500006_67,,500006,67,1,,,,,,,"66,798",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_68,,500006_68,,500006,68,1,,,,,,,"68,484",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_69,,500006_69,,500006,69,1,,,,,,,"70,192",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_70,,500006_70,,500006,70,1,,,,,,,"71,918",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_71,,500006_71,,500006,71,1,,,,,,,"73,666",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_72,,500006_72,,500006,72,1,,,,,,,"75,436",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_73,,500006_73,,500006,73,1,,,,,,,"77,224",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_74,,500006_74,,500006,74,1,,,,,,,"79,034",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_75,,500006_75,,500006,75,1,,,,,,,"80,866",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_76,,500006_76,,500006,76,1,,,,,,,"82,716",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_77,,500006_77,,500006,77,1,,,,,,,"84,590",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_78,,500006_78,,500006,78,1,,,,,,,"86,482",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_79,,500006_79,,500006,79,1,,,,,,,"88,396",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_80,,500006_80,,500006,80,1,,,,,,,"90,330",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_81,,500006_81,,500006,81,1,,,,,,,"92,284",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_82,,500006_82,,500006,82,1,,,,,,,"94,260",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_83,,500006_83,,500006,83,1,,,,,,,"96,256",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_84,,500006_84,,500006,84,1,,,,,,,"98,272",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_85,,500006_85,,500006,85,1,,,,,,,"100,310",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_86,,500006_86,,500006,86,1,,,,,,,"102,368",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_87,,500006_87,,500006,87,1,,,,,,,"104,446",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_88,,500006_88,,500006,88,1,,,,,,,"106,546",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_89,,500006_89,,500006,89,1,,,,,,,"108,666",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500006_90,,500006_90,,500006,90,1,,,,,,,"110,808",1,50000608,50000609,50000600_1,,,,,,,1,1,32,5.5,4,0.1,0.03,0.25,,,
500018_1,,500018_1,,500018,1,1,1,1,1,,,,,,50001808,,50001800_1,50001801_1,50001802_1,50001803_1,50001805_1,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_2,,500018_2,,500018,2,1,1,1,1,,,,,,50001808,,50001800_1,50001801_2,50001802_2,50001803_2,50001805_2,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_3,,500018_3,,500018,3,1,1,1,1,,,,,,50001808,,50001800_1,50001801_3,50001802_3,50001803_3,50001805_3,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_4,,500018_4,,500018,4,1,1,1,1,,,,,,50001808,,50001800_1,50001801_4,50001802_4,50001803_4,50001805_4,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_5,,500018_5,,500018,5,1,1,1,1,,,,,,50001808,,50001800_1,50001801_5,50001802_5,50001803_5,50001805_5,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_6,,500018_6,,500018,6,1,1,1,1,,,,,,50001808,,50001800_1,50001801_6,50001802_6,50001803_6,50001805_6,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_7,,500018_7,,500018,7,1,1,1,1,,,,,,50001808,,50001800_1,50001801_7,50001802_7,50001803_7,50001805_7,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_8,,500018_8,,500018,8,1,1,1,1,,,,,,50001808,,50001800_1,50001801_8,50001802_8,50001803_8,50001805_8,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_9,,500018_9,,500018,9,1,1,1,1,,,,,,50001808,,50001800_1,50001801_9,50001802_9,50001803_9,50001805_9,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_10,,500018_10,,500018,10,1,1,1,1,,,,,,50001808,,50001800_1,50001801_10,50001802_10,50001803_10,50001805_10,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_11,,500018_11,,500018,11,1,1,1,1,,,,,,50001808,,50001800_1,50001801_11,50001802_11,50001803_11,50001805_11,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_12,,500018_12,,500018,12,1,1,1,1,,,,,,50001808,,50001800_1,50001801_12,50001802_12,50001803_12,50001805_12,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_13,,500018_13,,500018,13,1,1,1,1,,,,,,50001808,,50001800_1,50001801_13,50001802_13,50001803_13,50001805_13,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_14,,500018_14,,500018,14,1,1,1,1,,,,,,50001808,,50001800_1,50001801_14,50001802_14,50001803_14,50001805_14,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_15,,500018_15,,500018,15,1,1,1,1,,,,,,50001808,,50001800_1,50001801_15,50001802_15,50001803_15,50001805_15,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_16,,500018_16,,500018,16,1,1,1,1,,,,,,50001808,,50001800_1,50001801_16,50001802_16,50001803_16,50001805_16,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_17,,500018_17,,500018,17,1,1,1,1,,,,,,50001808,,50001800_1,50001801_17,50001802_17,50001803_17,50001805_17,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_18,,500018_18,,500018,18,1,1,1,1,,,,,,50001808,,50001800_1,50001801_18,50001802_18,50001803_18,50001805_18,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_19,,500018_19,,500018,19,1,1,1,1,,,,,,50001808,,50001800_1,50001801_19,50001802_19,50001803_19,50001805_19,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_20,,500018_20,,500018,20,1,1,1,1,,,,,,50001808,,50001800_1,50001801_20,50001802_20,50001803_20,50001805_20,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_21,,500018_21,,500018,21,1,1,1,1,,,,,,50001808,,50001800_1,50001801_21,50001802_21,50001803_21,50001805_21,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_22,,500018_22,,500018,22,1,1,1,1,,,,,,50001808,,50001800_1,50001801_22,50001802_22,50001803_22,50001805_22,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_23,,500018_23,,500018,23,1,1,1,1,,,,,,50001808,,50001800_1,50001801_23,50001802_23,50001803_23,50001805_23,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_24,,500018_24,,500018,24,1,1,1,1,,,,,,50001808,,50001800_1,50001801_24,50001802_24,50001803_24,50001805_24,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_25,,500018_25,,500018,25,1,1,1,1,,,,,,50001808,,50001800_1,50001801_25,50001802_25,50001803_25,50001805_25,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_26,,500018_26,,500018,26,1,1,1,1,,,,,,50001808,,50001800_1,50001801_26,50001802_26,50001803_26,50001805_26,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_27,,500018_27,,500018,27,1,1,1,1,,,,,,50001808,,50001800_1,50001801_27,50001802_27,50001803_27,50001805_27,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_28,,500018_28,,500018,28,1,1,1,1,,,,,,50001808,,50001800_1,50001801_28,50001802_28,50001803_28,50001805_28,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_29,,500018_29,,500018,29,1,1,1,1,,,,,,50001808,,50001800_1,50001801_29,50001802_29,50001803_29,50001805_29,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
500018_30,,500018_30,,500018,30,1,1,1,1,,,,,,50001808,,50001800_1,50001801_30,50001802_30,50001803_30,50001805_30,,,3,1,32,5.5,4,0.1,0.03,0.25,,,
