key,Remarks,ModelActionName,Id,SkillName,ReleaseType,EffectBeginName,EffectBeginBindPoint,EffectBeginDelay,EffectBeginDuration,LoopModelAction,EffectLoopName,EffectLoopBindPoint,EffectLoopTime,LoopReleaseModelAction,EffectLoopReleaseName,EffectLoopReleaseBindPoint,EffectFlyName,EffectFlyStartPoint,EffectFlySpeed,EffectFlyTime,EffectFlyDelay,EffectFlyCombo,EffectFlyEndPoint,EffectEndName,EffectEndPoint,EffectEndDelay,EffectEndDuration,HitEffectName,HitEffectPoint,HiteffectDuration,Type,EffectFlyType,EffectFlyAngle,EffectTargetType,EffectTargetNumber,BulletTargetType,BulletTargetParam,AoeType,TargetType,RandomLimit,CD,StartCDTime,TotalTime,Priority,Distance,FindTargetDistance,HitType,Buff,Vampire,EnergyRecovery,MagicEnergyRecovery,HideHeros,MarkTimeDuration,Description,Icon,Atlas,Voice,BeginEffectSound,EffectSound,EndEffectSound,HitSound
30005400,,attack,30005400,五色神牛普攻,,fx_300054_attack,,,4,,,,,,,,Common/Cube,,,0.15,0.55,,,,,,,Common/Hit,hit,0.8,1,5,,1,,1,,1,1,5,3,,2.5,5,16,12,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30005401,,skill01,30005401,五色神牛冲撞,,fx_300054_skill01,,,4,,,,,,,,Common/Cube,,,0.15,2,,,,,,,Common/Hit,hit,0.8,8,5,,1,,1,,1,1,5,3,,2.5,5,16,16,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30015400,,attack,30015400,五色神牛普攻,,fx_300054_attack,,,4,,,,,,,,Common/Cube,,,0.15,0.55,,,,,,,Common/Hit,hit,0.8,1,5,,1,,1,,1,1,5,3,,2.5,5,16,12,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30015401,,skill01,30015401,五色神牛冲撞,,fx_300054_skill01,,,4,,,,,,,,Common/Cube,,,0.15,2,,,,,,,Common/Hit,hit,0.8,8,5,,1,,1,,1,1,5,3,,2.5,5,16,16,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30025400,,attack,30025400,五色神牛普攻,,fx_300054_attack,,,4,,,,,,,,Common/Cube,,,0.15,0.55,,,,,,,Common/Hit,hit,0.8,1,5,,1,,1,,1,1,5,3,,2.5,5,16,12,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30025401,,skill01,30025401,五色神牛冲撞,,fx_300054_skill01,,,4,,,,,,,,Common/Cube,,,0.15,2,,,,,,,Common/Hit,hit,0.8,8,5,,1,,1,,1,1,5,3,,2.5,5,16,16,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30010200,,attack,30010200,外星法师普攻,,fx_300002_attack_pre,fx_01,,2,,,,,,,,fx_300002_attack_fly,fx_02,40,,,0.31,1,,,1.2,4,fx_300002_attack_hit,hit,1.5,1,,,1,,1,,1,1,5,3,,2.4,5,16,12,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000201_01.mp3|0
30010201,,skill01,30010201,外星法师技能1,,fx_300002_skill01_pre,fx_righthand,0.2,2,,,,,,,,Common/Cube,,,0.2,0.1,"1.2,",1,fx_300002_skill01,,1.2,2,Common/Hit,hit,0.8,3,5,,1,,1,,1,1,5,3,,2,1,16,12,,500008,,,,1,,新增怪物技能1,,,,,Skill/sound_30000201_02.mp3|0,,Skill/sound_30000201_01.mp3|0
30010500,,attack,30010500,人形虎怪普攻,,fx_300005_attack,,,2,,,,,,,,Common/Cube,,,0.2,0.1,,1,,,,,Common/Hit,hit,0.8,1,5,,1,,1,,1,1,5,3,,2.3,5,16,12,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30010501,,skill,30010501,人形虎怪技能1,,fx_300005_skill,,,2,,,,,,,,Common/Cube,,,0.2,0.65,,1,,,,,Common/Hit,hit,0.8,3,5,,1,,1,,1,1,5,3,,2,1,16,12,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30012400,,attack,30012400,妖化巫师普攻,,,,,,,,,,,,,fx_300124_attack,,10,,0.5,,1,,,,,fx_300124_attack_hit,hit,1.2,1,,,1,,1,,1,1,5,3,,2,5,16,12,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30012401,,skill01,30012401,妖化巫师技能,,,,,,,,,,,,,Common/Cube,,,0.4,0.2,,1,,,,,fx_300124_skill01,bind_root,1.2,3,5,,8,,1,,1,1,5,3,,2,1,16,12,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30002400,,attack,30012400,妖化巫师普攻,,,,,,,,,,,,,fx_300124_attack,,10,,0.5,,1,,,,,fx_300124_attack_hit,hit,1.2,1,,,1,,1,,1,1,5,3,,2,5,16,12,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30002401,,skill01,30012401,妖化巫师技能,,,,,,,,,,,,,Common/Cube,,,0.4,0.2,,1,,,,,fx_300124_skill01,bind_root,1.2,3,5,,8,,1,,1,1,5,3,,2,1,16,12,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30022400,,attack,30012400,妖化巫师普攻,,,,,,,,,,,,,fx_300124_attack,,10,,0.5,,1,,,,,fx_300124_attack_hit,hit,1.2,1,,,1,,1,,1,1,5,3,,2,5,16,12,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30022401,,skill01,30012401,妖化巫师技能,,,,,,,,,,,,,Common/Cube,,,0.4,0.2,,1,,,,,fx_300124_skill01,bind_root,1.2,3,5,,8,,1,,1,1,5,3,,2,1,16,12,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30012800,,attack,30012800,鹰身女妖普攻,,fx_300128_attack01,,,2,,,,,,,,Common/Cube,,,0.2,0.3,,1,,,,,fx_300128_attack,hit,0.8,1,5,,1,,1,,1,1,5,3,,2,5,16,12,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30022800,,attack,30012800,鹰身女妖普攻,,fx_300128_attack01,,,2,,,,,,,,Common/Cube,,,0.2,0.3,,1,,,,,fx_300128_attack,hit,0.8,1,5,,1,,1,,1,1,5,3,,2,5,16,12,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30002800,,attack,30012800,鹰身女妖普攻,,fx_300128_attack01,,,2,,,,,,,,Common/Cube,,,0.2,0.3,,1,,,,,fx_300128_attack,hit,0.8,1,5,,1,,1,,1,1,5,3,,2,5,16,12,,,,,,1,,新增怪物普攻,,,,,,,Skill/sound_30000101_01.mp3|0
30100100,,attack,30100100,吞噬怪普攻,,301001_attack,,,3,,,,,,,,Common/Cube,,,0.1,,"1.3,",1,,,,2,Common/Hit_Big,hit,0.8,1,5,,1,2,1,,1,1,5,3,,2.5,,6,12,,,,,,1,,普通攻击，近战,,,,,,,Skill/sound_30100100_01.mp3|0
30100101,,skill01,30100101,吞噬怪技能1,,301001_skill01,,,4,,,,,,,,Common/Cube,,,0.2,1.5,"1.5,0.3,0.3",1,,,,2,Common/Hit,hit,0.8,2,5,,1,,3,10,1,1,5,1,,3.5,,6,12,,,,,,1,,技能攻击,,,,Role/voice_30110108_02.mp3|1,,,
30100102,,skill02,30100102,吞噬怪技能2,,301001_skill02,,,10,,,,,,,,Common/Cube,,,0.2,1.8,,1,,,,2,Common/Hit,hit,0.8,3,5,,1,,3,10,1,1,5,3.5,,3.5,,6,12,,,,,,1,,技能攻击,,,,Skill/voice_30100101_01.mp3|0,,,Skill/sound_30100100_01.mp3|0
30100103,,skill03,30100103,吞噬怪技能3,,301001_skill03,,,2,,,,,,,,Common/Cube,,,0.2,0.85,,1,,,,2,Common/Hit,hit,0.8,1,5,,1,,3,10,1,1,5,4,,3.5,,6,12,,,,,,1,,技能攻击,,,,Skill/voice_30100101_01.mp3|0,,,Skill/sound_30100100_01.mp3|0
30100108,,enter,30100108,吞噬怪入场,,"301001_enter,301001_enter_Neck",,,9.5,,,,,,,,,,,,,,1,,,,,,,,5,1,60,1,,1,1,1,1,5,0.5,,1,1,1,12,1,1,,,,1,,,,,,"Role/voice_30100108_01.mp3|0,Skill/sound_30100108_1.mp3|3.4",,,
30100109,,die,30100109,裂地之拳死亡,,,,,5,,,,,,,,,,20,,2.5,,,,,,,,,1.5,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,裂地之拳死亡,,,,"Role/voice_30100109_01.mp3|0,Skill/sound_30100109_1.mp3|0.8",,,
30100110,,idle,30100110,法宝技能裂地之拳入场,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,1,60,1,,1,1,1,1,5,0.5,,1,1,1,12,1,1,,,,1,,,,,,,,,
30100200,,attack,30100200,天空领主普攻,,,,,2,,,,,,,,fx_301002_attack,fx_01,20,,0.3,,1,,,,,Common/Hit,hit,0.8,1,,,1,,1,,1,1,5,3,,2,5,16,12,,,,,,1,,天空领主普攻,,,,,Skill/sound_30000201_02.mp3|0,,Skill/sound_30000101_01.mp3|0
30100201,,skill01,30100201,天空领主技能1,,"fx_301002_skill01_begin,fx_301002_skill01",,,1.5,,,,,,,,Common/Cube,,,0.2,0.5,,1,,,,,Common/Hit,hit,0.8,2,5,,3,,3,10,,1,5,1,,3.5,1,8,12,,,,,,1,,天空领主普攻,,,,,Skill/sound_30000201_02.mp3|0,,Skill/sound_30000101_01.mp3|0
30100202,,skill02,30100202,天空领主技能2,,fx_301002_skill02,,,2,,,,,,,,Common/Cube,,,0.2,0.35,,1,,,,,Common/Hit,hit,0.8,3,5,,1,,1,,1,1,5,4,,3.5,2,16,12,,,,,,1,,天空领主普攻,,,,,Skill/sound_30000201_02.mp3|0,,Skill/sound_30000101_01.mp3|0
30100208,,enter,30100208,天空领主入场,,fx_301002_enter,,,6,,,,,,,,,,,,,,1,,,,,,,,5,1,60,1,,1,1,1,1,5,0.5,,1,1,1,12,1,1,,,,1,,,,,,,,,
30100210,,idle,30100210,天空领主入场,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,1,60,1,,1,1,1,1,5,0.5,,1,1,1,12,1,1,,,,1,,,,,,,,,
30100300,,attack,30100300,九头龙普攻,,,,,2,,,,,,,,Common/Cube,,,0.1,0.3,,,,,,,Common/Hit,hit,0.8,1,5,,1,,1,,1,1,5,3,,4,5,10,12,,,,,,1,,九头龙普攻,Skill/skill_002,Icon,,,,,Skill/sound_30100300_01.mp3|0
30100301,,skill01,30100301,九头龙必杀,,301003_skill01,"fx_01,",,2,,,,,,,,Common/Cube,,,0.2,0.6,,1,,,,2,Common/Hit,hit,0.8,2,5,,3,,3,10,,1,5,1,,3,1,16,12,,,,,,1,,九头龙必杀,Skill/skill_002,Icon,,Skill/sound_30110300_01.mp3|0.5,,,
30100308,,enter,30100308,九头龙入场,,"fx_301003_enter,fx_301003_enter_01",",fx_01",,5,,,,,,,,,,,0.2,2.5,,,,,,,,,1.5,5,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,九头龙入场,,,,"Role/voice_30100308_06.mp3|0,Role/voice_30100308_02.mp3|3.25",,,
30100309,,die,30100309,九头龙死亡,,,,,5,,,,,,,,,,20,,2.5,,,,,,,,,1.5,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,九头龙入场,,,,Role/voice_30100308_03.mp3|0,,,
30100310,,idle,30100310,九头龙入场,,,",fx_01",,,,,,,,,,,,20,,2.5,,,,,,,,,1.5,5,,,3,,1,10,1,,5,1,,1,1,1,12,,,,,,1,,九头龙入场,,,,,,,
30100400,,attack,30100400,,,fx_301004_attack,,,4,,,,,,,,Common/Cube,,,0.15,0.7,,,,,,,Common/Hit,hit,1.5,1,5,,1,2,1,,1,1,5,3,,2.8,5,10,12,,,,,,1,,普攻,Skill/skill_002,Icon,,,,,Skill/sound_30100300_01.mp3|0
30100401,,skill01,30100401,,,fx_301004_skill01,,,6,,,,,,,,fx_301004_skill01_fly,,20,,4.3,,1,,,,,fx_301004_skill01_hit,hit,1.5,2,,,3,,2,10,,1,5,1,,4.5,1,18,12,,,,,,1,,必杀,Skill/skill_002,Icon,,"Role/voice_30100308_05.mp3|0.2,Role/voice_30100308_05.mp3|0.8",,,Skill/sound_30100401_01.mp3|0
30100408,,enter,30100408,,,"301004_enter,301004_enter_Neck",,,10,,,,,,,,,,,,,,,,,,,,,,5,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,入场,,,,"Role/voice_30100308_04.mp3|0,Role/voice_30100308_05.mp3|5.5,Role/voice_30100308_05.mp3|6.1,Role/voice_30100308_02.mp3|6.8",,,
30100409,,die,30100409,,,fx_301004_end,,,10,,,,,,,,,,,,,,,,,,,,,,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,死亡,,,,Role/voice_30100308_03.mp3|0,,,
30100410,,idle,30100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,1,10,1,,5,1,,1,1,1,12,,,,,,1,,入场,,,,,,,
30100600,,attack,30100600,,,fx_301006_attack,,,6,,,,,,,,Common/Cube,,,0.13,0.25,,1,,,,,Common/Hit,hit,1.5,1,5,,1,2,1,,1,1,5,3,,2.8,5,7,12,,,,,,1,,普攻,Skill/skill_002,Icon,,Skill/sound_30100600_1.mp3|0,,,
30100601,,skill01,30100601,,,fx_301006_skill01,,,8,,,,,,,,Common/Cube,,,0.18,,"0.35,0.25,0.25,0.25,0.25,0.2,0.2,0.25",1,fx_301006_skill01_hit,,,4,,,,2,5,,2,,1,10,1,1,5,1,,4.5,1,18,12,,,,,,1,,必杀,Skill/skill_002,Icon,,Skill/sound_30100601_1.mp3|0,,,
30100608,,enter,30100608,,,"fx_301006_enter,fx_301006_enter_1,fx_301006_enter_2,fx_301006_enter_3",,,3.5,,,,,,,,,,,,,,1,,,,,,,,5,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,入场,,,,Skill/sound_30100608_1.mp3|0,,,
30100609,,die,30100609,,,fx_301006_end,,,8,,,,,,,,,,,,,,1,,,,,,,,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,死亡,,,,Skill/sound_30100609_1.mp3|0,,,
30100610,,idle,30100610,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,3,,1,10,1,,5,1,,1,1,1,12,,,,,,1,,入场,,,,,,,
30100700,,attack,30100700,,,fx_301007_attack,,,8,,,,,,,,Common/Cube,,,0.18,,"0.6,0.3",1,,,,,fx_301007_attack_hit,hit,2,1,5,,1,2,1,,,1,5,3,,2.8,5,4,12,,,,,,1,,普攻,Skill/skill_002,Icon,,Skill/sound_30100700_1.mp3|0,,,
30100701,,skill01,30100701,,,fx_301007_skill01,,,8,,,,,,,,Common/Cube,,,0.18,,"1,0.35,0.25,0.15",1,fx_301007_skill01_hit,,,3,Common/Hit,hit,2,2,5,,3,,2,10,,1,5,1,,4.5,1,18,12,,,,,,1,,必杀,Skill/skill_002,Icon,,Skill/sound_30100701_1.mp3|0,,,
30100703,,,30100703,天雷金鹫世界boss被动,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,李靖被动1,Skill/skill_004,Icon,,,,,
30100708,,enter,30100708,,,fx_301007_enter,,,7,,,,,,,,,,,,,,1,,,,,,,,5,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,入场,,,,Skill/sound_30100708_1.mp3|0,,,
30100709,,die,30100709,,,,,,8,,,,,,,,,,,,,,1,,,,,,,,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,死亡,,,,Skill/sound_30100709_1.mp3|0,,,
30100710,,idle,30100710,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,3,,1,10,1,,5,1,,1,1,1,12,,,,,,1,,入场,,,,,,,
30100800,,attack,30100800,,,fx_301008_attack,,,8,,,,,,,,Common/Cube,,,0.15,0.35,,,,,,,Common/Hit,hit,2,1,5,,1,2,1,,1,1,5,3,,2.8,5,4,12,,,,,,1,,普攻,Skill/skill_002,Icon,,Skill/sound_30100800_1.mp3|0,,,
30100801,,skill01,30100801,,,fx_301008_skill01,,,8,,,,,,,,Common/Cube,,,0.15,,"0.3,0.4,1.4",,,,,,Common/Hit,hit,2,2,5,,3,,2,10,,1,5,1,,4.5,1,18,12,,,,,,1,,必杀,Skill/skill_002,Icon,,Skill/sound_30100801_1.mp3|0,,,
30100808,,enter,30100808,,,301008_enter,,,4,,,,,,,,,,,,,,,,,,,,,,5,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,入场,,,,"Role/voice_30100808_1.mp3|0,Skill/sound_30100808_1.mp3|0",,,
30100809,,die,30100809,,,,,,10,,,,,,,,,,,,,,,,,,,,,,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,死亡,,,,"Role/voice_30100809_1.mp3|0,Skill/sound_30100809_1.mp3|0",,,
30100810,,idle,30100810,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,1,10,1,,5,1,,1,1,1,12,,,,,,1,,入场,,,,,,,
30100811,,die1,30100811,,,,,,10,,,,,,,,,,,,,,,,,,,,,,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,死亡,,,,"Role/voice_30100809_1.mp3|0,Skill/sound_30100809_1.mp3|0",,,
30100900,,attack,30100900,,,,,,8,,,,,,,,Common/Cube,,,0.15,,"0.15,0.15",,,,,,fx_301009_attack_hit,hit,2,1,5,,1,2,1,,1,1,5,3,,4,5,10,12,,,,,,1,,普攻,Skill/skill_002,Icon,,,,,Skill/sound_30100300_01.mp3|0
30100901,,skill01,30100901,,,"fx_301009_skill01_begin,fx_301009_skill01",,,6,,,,,,,,Common/Cube,,,0.2,1.8,,,,,,,fx_301009_skill01_hit,hit,1.5,2,5,,3,,2,10,,1,5,1,,3,1,16,12,,,,,,1,,必杀,Skill/skill_002,Icon,,Skill/sound_30100901_01.mp3|0,,,Skill/sound_30100901_02.mp3|0
30100903,,,30100903,三头龙魇世界boss被动,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,李靖被动1,Skill/skill_004,Icon,,,,,
30100908,,enter,30100908,,,fx_301009_enter,,,7,,,,,,,,,,,,,,,,,,,,,,5,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,入场,,,,"Role/voice_30100908_1.mp3|0,Role/voice_30100908_01.mp3|0",,,
30100909,,die,30100909,,,fx_301009_end,,,8,,,,,,,,,,,,,,,,,,,,,,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,死亡,,,,Role/voice_30100909_1.mp3|0,,,
30100910,,idle,30100910,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,1,10,1,,5,1,,1,1,1,12,,,,,,1,,入场,,,,,,,
30101000,,attack,30101000,,,fx_301010_attack,,,6,,,,,,,,Common/Cube,,,0.13,0.3,,1,,,,,Common/Hit,hit,1.5,1,5,,1,2,1,,1,1,5,3,,2.8,5,10,12,,,,,,1,,普攻,Skill/skill_002,Icon,,Skill/sound_30101000_1.mp3|0,,,
30101001,,skill01,30101001,,,fx_301010_skill01,,,6,,,,,,,,Common/Cube,,,0.15,,"0.25,0.15,0.1,0.1",1,,,,,fx_301010_skill01_Hit,hit,2,2,5,,3,,2,10,,1,5,1,,4.5,1,18,12,,,,,,1,,必杀,Skill/skill_002,Icon,,Skill/sound_30101001_1.mp3|0,,,
30101008,,enter,30101008,,,fx_301010_enter,,,8.5,,,,,,,,,,,,,,1,,,,,,,,5,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,入场,,,,Skill/sound_30101008_1.mp3|0,,,
30101009,,die,30101009,,,,,,10,,,,,,,,,,,,,,,,,,,,,,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,死亡,,,Skill/sound_30101009_1.mp3|0,,,,
30101010,,idle,30101010,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,3,,1,10,1,,5,1,,1,1,1,12,,,,,,1,,入场,,,,,,,
30101100,,attack,30101100,,,fx_301011_attack,,,6,,,,,,,,Common/Cube,,,0.2,0.55,,1,,,,4,fx_301011_attack_Hit,hit,1.5,1,5,,1,3,1,,1,1,5,3,,4,5,10,12,,,,,,1,,普攻,Skill/skill_002,Icon,,Skill/sound_30101100_1.mp3|0,,,
30101101,,skill01,30101101,,,fx_301011_skill01,,,8,,,,,,,,Common/Cube,,,0.2,,"1.5,0.2,0.2,0.25,0.2,0.15",1,,,,,Common/Hit,hit,1.5,2,5,,3,,2,10,,1,5,1,,3,1,26,12,,,,,,1,,必杀,Skill/skill_002,Icon,,Skill/sound_30101101_1.mp3|0,,,
30101108,,enter,30101108,,,fx_301011_enter,,,3.5,,,,,,,,,,,,,,1,,,,,,,,5,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,入场,,,,"Role/voice_30101108_1.mp3|0,Skill/sound_30101108_1.mp3|0",,,
30101109,,die,30101109,,,fx_301011_die,,,8,,,,,,,,,,,,,,,,,,,,,,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,死亡,,,,Skill/sound_30101109_1.mp3|0,,,
30101110,,idle,30101110,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,3,,1,10,1,,5,1,,1,1,1,12,,,,,,1,,入场,,,,,,,
30101200,,attack,30101200,,,fx_301012_attack_begin,,,8,,,,,,,,Common/Cube,,,0.2,0.4,,1,fx_301012_attack,,,4,Common/Hit,hit,2,1,5,,1,3,1,,1,1,5,3,,2.8,5,8,12,,,,,,1,,普攻,Skill/skill_002,Icon,,,,,Skill/sound_30101200_1.mp3|0
30101201,,skill01,30101201,,,fx_301012_skill01_begin,,,8,,,,,,,,Common/Cube,,,0.2,,"1.2,0.35,0.35,0.35,0.35",1,,,,,fx_301012_skill01_hit,bind_root,1.5,2,5,,8,,1,10,1,1,1,1,,6,1,12,12,,,,,,1,,必杀,Skill/skill_002,Icon,,Skill/sound_30101201_1.mp3|0,,,Skill/sound_30101201_2.mp3|0
30101208,,enter,30101208,,,fx_301012_enter,,,6.5,,,,,,,,,,,,,,1,,,,,,,,5,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,入场,,,,"Role/voice_30101208_02.mp3|0,Role/voice_30101208_03.mp3|4.5",,,
30101209,,die,30101209,,,fx_301012_die,,,8,,,,,,,,,,,,,,1,,,,,,,,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,死亡,,,,Role/voice_30101208_02.mp3|0,,,
30101210,,idle,30101210,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,3,,1,10,1,,5,1,,1,1,1,12,,,,,,1,,入场,,,,,,,
30101400,,attack,30101400,,,,,,4,,,,,,,,fx_301014_attack,,15,,0.35,,1,,,,,Common/Hit,hit,1.5,1,,,1,,1,,,1,5,3,,4,5,10,12,,,,,,1,,灵魂猎手普攻,Skill/skill_002,Icon,,Skill/sound_30101400_1.mp3|0,,,
30101401,,skill01,30101401,,,,,,8,,,,,,,,fx_301014_skill01,,10,,,"1,0.8",1,,,,,Common/Hit,hit,1.5,2,3,,3,,2,10,,1,5,1,,4,1,10,12,,,,,,1,,灵魂猎手必杀,Skill/skill_002,Icon,,Skill/sound_30101401_1.mp3|0,,,
30101408,,enter,30101408,,,fx_301014_enter,,,3,,,,,,,,,,,,,,1,,,,,,,,5,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,灵魂猎手入场,,,,Skill/sound_30101408_1.mp3|0,,,
30101409,,die,30101409,,,,,,8,,,,,,,,,,,,,,,,,,,,,,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,灵魂猎手死亡,,,,Skill/sound_30101409_1.mp3|0.8,,,
30101410,,idle,30101410,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,3,,1,10,1,,5,1,,1,1,1,12,,,,,,1,,灵魂猎手入场,,,,,,,
30101600,,attack,30101600,,,fx_301016_attack,,,4,,,,,,,,Common/Cube,,,0.18,0.17,,1,,,,,Common/Hit,hit,1.5,1,5,,1,3,1,,1,1,5,3,,4,5,10,12,,,,,,1,,深渊统帅普攻,Skill/skill_002,Icon,,Skill/sound_30101600_1.mp3|0,,,
30101601,,skill01,30101601,,,fx_301016_skill01,,,6,,,,,,,,Common/Cube,,,0.18,,"0.45,0.2,0.2,0.1,0.1,0.1,0.1,1.1",1,,,,,fx_301016_skill01_hit,hit,1.5,2,5,,3,,3,10,,1,5,1,,3,1,26,12,,,,,,1,,深渊统帅必杀,Skill/skill_002,Icon,,Skill/sound_30101601_1.mp3|0,,,
30101603,,,30101603,深渊统帅世界boss被动,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,李靖被动1,Skill/skill_004,Icon,,,,,
30101608,,enter,30101608,,,fx_301016_enter,,,4,,,,,,,,,,25,,,,1,,,,,,,,5,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,深渊统帅入场,,,,"Role/voice_30101608_1.mp3|0,Skill/sound_30101608_1.mp3|0",,,
30101609,,die,30101609,,,,,,8,,,,,,,,,,,,,,,,,,,,,,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,深渊统帅死亡,,,,"Role/voice_30101609_1.mp3|0,Skill/sound_30101609_1.mp3|0",,,
30101610,,idle,30101610,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,3,,1,10,1,,5,1,,1,1,1,12,,,,,,1,,深渊统帅入场,,,,,,,
30101611,,die1,30101611,,,,,,8,,,,,,,,,,,,,,,,,,,,,,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,深渊统帅死亡,,,,"Role/voice_30101609_1.mp3|0,Skill/sound_30101609_1.mp3|0",,,
30101700,,attack,30101700,,,fx_301017_attack,,,4,,,,,,,,Common/Cube,,,0.15,0.55,,,,,,,Common/Hit,hit,1.5,1,5,,1,2,1,,1,1,5,3,,2.8,5,4,12,,,,,,1,,风雪女神普攻,Skill/skill_002,Icon,,Skill/sound_30101700_1.mp3|0,,,
30101701,,skill01,30101701,,,fx_301017_skill01,,,6,,,,,,,,Common/Cube,,,0.2,,"0.3,0.35,0.7,1.2",1,,,,,Common/Hit,hit,1.5,2,5,,3,,2,10,,1,5,1,,4.5,1,18,12,,,,,,1,,风雪女神必杀,Skill/skill_002,Icon,,Skill/sound_30101701_1.mp3|0,,,
30101703,,,30101703,风雪女神世界boss被动,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,1,,1,,1,,1,,,,,,1,1,,,,,1,,李靖被动1,Skill/skill_004,Icon,,,,,
30101708,,enter,30101708,,,,,,10,,,,,,,,,,,,,,,,,,,,,,5,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,风雪女神入场,,,,Skill/sound_30101708_1.mp3|0,,,
30101709,,die,30101709,,,,,,10,,,,,,,,,,,,,,,,,,,,,,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,风雪女神死亡,,,,Skill/sound_30101709_1.mp3|0,,,
30101710,,idle,30101710,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,1,10,1,,5,1,,1,1,1,12,,,,,,1,,风雪女神入场,,,,,,,
30101711,,die,30101711,,,,,,10,,,,,,,,,,,,,,,,,,,,,,6,,,3,,1,10,1,,5,1,,3,1,1,12,,,,,,1,,风雪女神死亡,,,,Skill/sound_30101709_1.mp3|0,,,
