key,Remarks,Id,enterStartPosX,camStartPosX,fov,camPosX,camPosY,camPosZ,camRotateX,camRotateY,camRotateZ,BossBattle,LockCamera,BattleOffset,fightBoundary,BGM
196001_1,,196001_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
196002_1,,196002_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
196003_1,,196003_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
196004_1,,196004_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
196005_1,,196005_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
196006_1,,196006_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
196101_1,,196101_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
196102_1,,196102_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
196103_1,,196103_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
196104_1,,196104_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
196105_1,,196105_1,,,36,-0.5,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_normalbattle.mp3
196106_1,,196106_1,,,36,-15.63,5,,,-18.92,,1,,3,5,Scene/Battle/bg_boss2.mp3
170101_1,,170101_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170101_2,,170101_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170101_3,,170101_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170102_1,,170102_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170102_2,,170102_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170102_3,,170102_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170103_1,,170103_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170103_2,,170103_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170103_3,,170103_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170104_1,,170104_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170104_2,,170104_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170104_3,,170104_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170105_1,,170105_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170105_2,,170105_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170105_3,,170105_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170106_1,,170106_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170106_2,,170106_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170106_3,,170106_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170107_1,,170107_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170107_2,,170107_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170107_3,,170107_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170108_1,,170108_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170108_2,,170108_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170108_3,,170108_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170109_1,,170109_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170109_2,,170109_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170109_3,,170109_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170110_1,,170110_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170110_2,,170110_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170110_3,,170110_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170201_1,,170201_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170201_2,,170201_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170201_3,,170201_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170202_1,,170202_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170202_2,,170202_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170202_3,,170202_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170203_1,,170203_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170203_2,,170203_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170203_3,,170203_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170204_1,,170204_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170204_2,,170204_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170204_3,,170204_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170205_1,,170205_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170205_2,,170205_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170205_3,,170205_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170206_1,,170206_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170206_2,,170206_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170206_3,,170206_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170207_1,,170207_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170207_2,,170207_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170207_3,,170207_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170208_1,,170208_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170208_2,,170208_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170208_3,,170208_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170209_1,,170209_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170209_2,,170209_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170209_3,,170209_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170210_1,,170210_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170210_2,,170210_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170210_3,,170210_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170301_1,,170301_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170301_2,,170301_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170301_3,,170301_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170302_1,,170302_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170302_2,,170302_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170302_3,,170302_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170303_1,,170303_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170303_2,,170303_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170303_3,,170303_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170304_1,,170304_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170304_2,,170304_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170304_3,,170304_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170305_1,,170305_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170305_2,,170305_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170305_3,,170305_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170306_1,,170306_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170306_2,,170306_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170306_3,,170306_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170307_1,,170307_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170307_2,,170307_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170307_3,,170307_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170308_1,,170308_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170308_2,,170308_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170308_3,,170308_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170309_1,,170309_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170309_2,,170309_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170309_3,,170309_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170310_1,,170310_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170310_2,,170310_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170310_3,,170310_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170401_1,,170401_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170401_2,,170401_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170401_3,,170401_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170402_1,,170402_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170402_2,,170402_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170402_3,,170402_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170403_1,,170403_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170403_2,,170403_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170403_3,,170403_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170404_1,,170404_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170404_2,,170404_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170404_3,,170404_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170405_1,,170405_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170405_2,,170405_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170405_3,,170405_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170406_1,,170406_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170406_2,,170406_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170406_3,,170406_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170407_1,,170407_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170407_2,,170407_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170407_3,,170407_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170408_1,,170408_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170408_2,,170408_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170408_3,,170408_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170409_1,,170409_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170409_2,,170409_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170409_3,,170409_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170410_1,,170410_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170410_2,,170410_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170410_3,,170410_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170501_1,,170501_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170501_2,,170501_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170501_3,,170501_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170502_1,,170502_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170502_2,,170502_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170502_3,,170502_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170503_1,,170503_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170503_2,,170503_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170503_3,,170503_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170504_1,,170504_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170504_2,,170504_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170504_3,,170504_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170505_1,,170505_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170505_2,,170505_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170505_3,,170505_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170506_1,,170506_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170506_2,,170506_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170506_3,,170506_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170507_1,,170507_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170507_2,,170507_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170507_3,,170507_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170508_1,,170508_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170508_2,,170508_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170508_3,,170508_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170509_1,,170509_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170509_2,,170509_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170509_3,,170509_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170510_1,,170510_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170510_2,,170510_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170510_3,,170510_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170601_1,,170601_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170601_2,,170601_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170601_3,,170601_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170602_1,,170602_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170602_2,,170602_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170602_3,,170602_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170603_1,,170603_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170603_2,,170603_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170603_3,,170603_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170604_1,,170604_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170604_2,,170604_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170604_3,,170604_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170605_1,,170605_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170605_2,,170605_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170605_3,,170605_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170606_1,,170606_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170606_2,,170606_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170606_3,,170606_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170607_1,,170607_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170607_2,,170607_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170607_3,,170607_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170608_1,,170608_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170608_2,,170608_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170608_3,,170608_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170609_1,,170609_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170609_2,,170609_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170609_3,,170609_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170610_1,,170610_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170610_2,,170610_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170610_3,,170610_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170701_1,,170701_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170701_2,,170701_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170701_3,,170701_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170702_1,,170702_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170702_2,,170702_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170702_3,,170702_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170703_1,,170703_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170703_2,,170703_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170703_3,,170703_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170704_1,,170704_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170704_2,,170704_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170704_3,,170704_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170705_1,,170705_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170705_2,,170705_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170705_3,,170705_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170706_1,,170706_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170706_2,,170706_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170706_3,,170706_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170707_1,,170707_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170707_2,,170707_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170707_3,,170707_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170708_1,,170708_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170708_2,,170708_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170708_3,,170708_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170709_1,,170709_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170709_2,,170709_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170709_3,,170709_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170710_1,,170710_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170710_2,,170710_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170710_3,,170710_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170801_1,,170801_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170801_2,,170801_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170801_3,,170801_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170802_1,,170802_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170802_2,,170802_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170802_3,,170802_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170803_1,,170803_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170803_2,,170803_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170803_3,,170803_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170804_1,,170804_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170804_2,,170804_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170804_3,,170804_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170805_1,,170805_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170805_2,,170805_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170805_3,,170805_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170806_1,,170806_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170806_2,,170806_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170806_3,,170806_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170807_1,,170807_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170807_2,,170807_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170807_3,,170807_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170808_1,,170808_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170808_2,,170808_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170808_3,,170808_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170809_1,,170809_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170809_2,,170809_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170809_3,,170809_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170810_1,,170810_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170810_2,,170810_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170810_3,,170810_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170901_1,,170901_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170901_2,,170901_2,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170901_3,,170901_3,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
170902_1,,170902_1,,,36,,6.79,-12.79,,,,,1,3,5,Scene/Battle/bg_boss2.mp3
