key,Remarks,roleId,nextRoleId,roleType,sex,modelId,camp,name,imageId,atlas,battleIcon,fullEnergyIcon,careerType,soulStoneId,volumeRadius,goodAt,bustImage,summonFlag,summonNumber,risingNumber,title,titleIcon,transform,heroDesc,heroIllustrate,order,group,starLevel,energy,life,attack,physiqueDef,spiritDef,hit,dodge,critical,toughness,lifeReceive,energyReceive,attackVampire,criticalHurt,energyPerSecond,energyTrans,attackEnergy,struckEnergy,attackDistance,attackSpeed,moveSpeed,viewRange,lifeGrowUp,attackGrowUp,physicqueDefGrowUp,spiritDefGrowUp,attackType,attackId,skillId01,skillId02,skillId03,skillId04,skillId05,dieSkillId,qualityId,nameIcon,upNeedCoin,voice,reactionTime,attackHurt,cutHurt,cutCritHurt,resist,addCure,cutCure,doHurt,hardStraight,actionName,soundName,canShow,statInfo,ff1
203003_5,,203003_5,,,-1,203003,2,魔礼寿,head_org/Head_org_MoLiShou,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiShou,Hero_head/head_MoLiShou_NuQi,5,704015,1,,,,,300,广目天王,JiaoBiao_FuShi_03,132,后排物理输出，强大的范围伤害和单控技能,青，海，红，寿，魔家四兄弟,46,,5,1000,691,152,40,50,,,,,40,5,,,5,6,15,200,,,50,"1,000",34971,7714,2057,2571,1,20300300_1,20300301_1,20300302_1,20300303_1,20300304_1,,,203003_1,,1000000,Sound_203003_1_01.mp3,,,,,11,,,,0.5,standby,Sound_203003_1_01.mp3,1,远程/输出;1;0.37;0.67,
200002_1,,200002_1,200002_2,,-1,200002,3,杨森,head_org/Head_org_YangSen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YangSen,Hero_head/head_YangSen_NuQi,1,704016,1,,,,,20,地元修士,JiaoBiao_LiShi_01,8,近战物理攻击，能造成强力的群体控制,与高有乾，李兴霸，王魔并称九龙岛四圣,6,,1,1000,1207,126,42,53,,,,,112,2,,,5,6,25,200,,,50,"1,000",11785,1244,422,528,1,20000200_1,20000201_1,20000202_1,20000203_1,20000204_1,,,200002_1,,50000,Sound_200002_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200002_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
200002_2,,200002_2,200002_3,,-1,200002,3,杨森,head_org/Head_org_YangSen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YangSen,Hero_head/head_YangSen_NuQi,1,704016,1,,,1,30,50,地元修士,JiaoBiao_LiShi_01,21,近战物理攻击，能造成强力的群体控制,与高有乾，李兴霸，王魔并称九龙岛四圣,6,,2,1000,1207,126,42,53,,,,,112,2,,,5,6,25,200,,,50,"1,000",17678,1866,633,792,1,20000200_1,20000201_1,20000202_1,20000203_1,20000204_1,,,200002_1,,100000,Sound_200002_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200002_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,杨森
200002_3,,200002_3,200002_4,,-1,200002,3,杨森,head_org/Head_org_YangSen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YangSen,Hero_head/head_YangSen_NuQi,1,704016,1,,,,,100,地元修士,JiaoBiao_LiShi_02,48,近战物理攻击，能造成强力的群体控制,与高有乾，李兴霸，王魔并称九龙岛四圣,6,,3,1000,1207,126,42,53,,,,,112,2,,,5,6,25,200,,,50,"1,000",25928,2738,929,1161,1,20000200_1,20000201_1,20000202_1,20000203_1,20000204_1,,,200002_1,,300000,Sound_200002_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200002_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
200002_4,,200002_4,200002_5,,-1,200002,3,杨森,head_org/Head_org_YangSen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YangSen,Hero_head/head_YangSen_NuQi,1,704016,1,,,,,150,地元修士,JiaoBiao_LiShi_02,90,近战物理攻击，能造成强力的群体控制,与高有乾，李兴霸，王魔并称九龙岛四圣,6,,4,1000,1207,126,42,53,,,,,112,2,,,5,6,25,200,,,50,"1,000",37392,3948,1340,1675,1,20000200_1,20000201_1,20000202_1,20000203_1,20000204_1,,,200002_1,,600000,Sound_200002_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200002_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
200002_5,,200002_5,,,-1,200002,3,杨森,head_org/Head_org_YangSen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YangSen,Hero_head/head_YangSen_NuQi,1,704016,1,,,,,300,地元修士,JiaoBiao_LiShi_03,132,近战物理攻击，能造成强力的群体控制,与高有乾，李兴霸，王魔并称九龙岛四圣,6,,5,1000,1207,126,42,53,,,,,112,2,,,5,6,25,200,,,50,"1,000",58928,6222,2112,2640,1,20000200_1,20000201_1,20000202_1,20000203_1,20000204_1,,,200002_1,,1000000,Sound_200002_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200002_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
204006_1,,204006_1,204006_2,,-1,204006,2,魔礼红,head_org/Head_org_MoLiHong,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiHong,Hero_head/head_MoLiHong_NuQi,1,704017,1,,,1,10,20,多闻天王,JiaoBiao_LiShi_01,8,近战物理攻击，能造成强力的群体控制,青，海，红，寿，魔家四兄弟,4,,1,1000,1284,121,55,44,,,,,119,2,,,5,6,25,200,,,50,"1,000",12540,1188,546,437,,20400600_1,20400601_1,20400602_1,20400603_1,20400604_1,,,204006_1,,50000,sound_204006_1_1.mp3,,,,,11,,,,0.5,standby,Sound_204006_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,魔礼红
204006_2,,204006_2,204006_3,,-1,204006,2,魔礼红,head_org/Head_org_MoLiHong,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiHong,Hero_head/head_MoLiHong_NuQi,1,704017,1,,,,,50,多闻天王,JiaoBiao_LiShi_01,21,近战物理攻击，能造成强力的群体控制,青，海，红，寿，魔家四兄弟,4,,2,1000,1284,121,55,44,,,,,119,2,,,5,6,25,200,,,50,"1,000",18810,1782,820,656,,20400600_1,20400601_1,20400602_1,20400603_1,20400604_1,,,204006_1,,100000,sound_204006_1_1.mp3,,,,,11,,,,0.5,standby,Sound_204006_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
204006_3,,204006_3,204006_4,,-1,204006,2,魔礼红,head_org/Head_org_MoLiHong,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiHong,Hero_head/head_MoLiHong_NuQi,1,704017,1,,,,,100,多闻天王,JiaoBiao_LiShi_02,48,近战物理攻击，能造成强力的群体控制,青，海，红，寿，魔家四兄弟,4,,3,1000,1284,121,55,44,,,,,119,2,,,5,6,25,200,,,50,"1,000",27588,2613,1203,962,,20400600_1,20400601_1,20400602_1,20400603_1,20400604_1,,,204006_1,,300000,sound_204006_1_1.mp3,,,,,11,,,,0.5,standby,Sound_204006_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
204006_4,,204006_4,204006_5,,-1,204006,2,魔礼红,head_org/Head_org_MoLiHong,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiHong,Hero_head/head_MoLiHong_NuQi,1,704017,1,,,,,150,多闻天王,JiaoBiao_LiShi_02,90,近战物理攻击，能造成强力的群体控制,青，海，红，寿，魔家四兄弟,4,,4,1000,1284,121,55,44,,,,,119,2,,,5,6,25,200,,,50,"1,000",39786,3769,1735,1388,,20400600_1,20400601_1,20400602_1,20400603_1,20400604_1,,,204006_1,,600000,sound_204006_1_1.mp3,,,,,11,,,,0.5,standby,Sound_204006_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
204006_5,,204006_5,,,-1,204006,2,魔礼红,head_org/Head_org_MoLiHong,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiHong,Hero_head/head_MoLiHong_NuQi,1,704017,1,,,,,300,多闻天王,JiaoBiao_LiShi_03,132,近战物理攻击，能造成强力的群体控制,青，海，红，寿，魔家四兄弟,4,,5,1000,1284,121,55,44,,,,,119,2,,,5,6,25,200,,,50,"1,000",62700,5940,2734,2187,,20400600_1,20400601_1,20400602_1,20400603_1,20400604_1,,,204006_1,,1000000,sound_204006_1_1.mp3,,,,,11,,,,0.5,standby,Sound_204006_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
200001_1,,200001_1,200001_2,,-1,200001,1,金吒,head_org/Head_org_JinZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_JinZha,Hero_head/head_JinZha_NuQi,3,704018,1,,,,,20,金甲明王,JiaoBiao_ShuShi_01,8,近战物理攻击，能造成强力的群体控制,昆仑山第三代弟子，陈塘关李靖的长子,30,,1,1000,791,162,33,41,,,,,49,5,,,5,6,25,200,,,50,"1,000",7731,1584,331,414,1,20000100_1,20000101_1,20000102_1,20000103_1,20000104_1,,,200001_1,,50000,Sound_200001_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200001_1_01.mp3,1,远程/范围/爆发;1;0.53;0.7,
200001_2,,200001_2,200001_3,,-1,200001,1,金吒,head_org/Head_org_JinZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_JinZha,Hero_head/head_JinZha_NuQi,3,704018,1,,,1,30,50,金甲明王,JiaoBiao_ShuShi_01,21,近战物理攻击，能造成强力的群体控制,昆仑山第三代弟子，陈塘关李靖的长子,30,,2,1000,791,162,33,41,,,,,49,5,,,5,6,25,200,,,50,"1,000",11597,2376,497,622,1,20000100_1,20000101_1,20000102_1,20000103_1,20000104_1,,,200001_1,,100000,Sound_200001_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200001_1_01.mp3,1,远程/范围/爆发;1;0.53;0.7,金吒
200001_3,,200001_3,200001_4,,-1,200001,1,金吒,head_org/Head_org_JinZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_JinZha,Hero_head/head_JinZha_NuQi,3,704018,1,,,,,100,金甲明王,JiaoBiao_ShuShi_02,48,近战物理攻击，能造成强力的群体控制,昆仑山第三代弟子，陈塘关李靖的长子,30,,3,1000,791,162,33,41,,,,,49,5,,,5,6,25,200,,,50,"1,000",17009,3484,730,912,1,20000100_1,20000101_1,20000102_1,20000103_1,20000104_1,,,200001_1,,300000,Sound_200001_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200001_1_01.mp3,1,远程/范围/爆发;1;0.53;0.7,
200001_4,,200001_4,200001_5,,-1,200001,1,金吒,head_org/Head_org_JinZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_JinZha,Hero_head/head_JinZha_NuQi,3,704018,1,,,,,150,金甲明王,JiaoBiao_ShuShi_02,90,近战物理攻击，能造成强力的群体控制,昆仑山第三代弟子，陈塘关李靖的长子,30,,4,1000,791,162,33,41,,,,,49,5,,,5,6,25,200,,,50,"1,000",24529,5025,1052,1316,1,20000100_1,20000101_1,20000102_1,20000103_1,20000104_1,,,200001_1,,600000,Sound_200001_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200001_1_01.mp3,1,远程/范围/爆发;1;0.53;0.7,
200001_5,,200001_5,,,-1,200001,1,金吒,head_org/Head_org_JinZha,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_JinZha,Hero_head/head_JinZha_NuQi,3,704018,1,,,,,300,金甲明王,JiaoBiao_ShuShi_03,132,近战物理攻击，能造成强力的群体控制,昆仑山第三代弟子，陈塘关李靖的长子,30,,5,1000,791,162,33,41,,,,,49,5,,,5,6,25,200,,,50,"1,000",38657,7920,1659,2074,1,20000100_1,20000101_1,20000102_1,20000103_1,20000104_1,,,200001_1,,1000000,Sound_200001_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200001_1_01.mp3,1,远程/范围/爆发;1;0.53;0.7,
200003_1,,200003_1,200003_2,,-1,200003,1,韦护,head_org/Head_org_WeiHu,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_WeiHu,Hero_head/head_WeiHu_NuQi,1,704019,1,,,1,10,20,降魔尊者,JiaoBiao_LiShi_01,8,近战物理攻击，能造成强力的群体控制,昆仑山第三代弟子中佼佼者，与杨戬并称为天才二人组,5,,1,1000,1142,119,50,40,,,,,112,2,,,5,6,25,200,,,50,"1,000",10714,1131,480,384,,20000300_1,20000301_1,20000302_1,20000303_1,20000304_1,,,200003_1,,50000,Sound_200003_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200003_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,韦护
200003_2,,200003_2,200003_3,,-1,200003,1,韦护,head_org/Head_org_WeiHu,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_WeiHu,Hero_head/head_WeiHu_NuQi,1,704019,1,,,,,50,降魔尊者,JiaoBiao_LiShi_01,21,近战物理攻击，能造成强力的群体控制,昆仑山第三代弟子中佼佼者，与杨戬并称为天才二人组,5,,2,1000,1142,119,50,40,,,,,112,2,,,5,6,25,200,,,50,"1,000",16071,1697,720,576,,20000300_1,20000301_1,20000302_1,20000303_1,20000304_1,,,200003_1,,100000,Sound_200003_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200003_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
200003_3,,200003_3,200003_4,,-1,200003,1,韦护,head_org/Head_org_WeiHu,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_WeiHu,Hero_head/head_WeiHu_NuQi,1,704019,1,,,,,100,降魔尊者,JiaoBiao_LiShi_02,48,近战物理攻击，能造成强力的群体控制,昆仑山第三代弟子中佼佼者，与杨戬并称为天才二人组,5,,3,1000,1142,119,50,40,,,,,112,2,,,5,6,25,200,,,50,"1,000",23571,2489,1056,844,,20000300_1,20000301_1,20000302_1,20000303_1,20000304_1,,,200003_1,,300000,Sound_200003_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200003_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
200003_4,,200003_4,200003_5,,-1,200003,1,韦护,head_org/Head_org_WeiHu,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_WeiHu,Hero_head/head_WeiHu_NuQi,1,704019,1,,,,,150,降魔尊者,JiaoBiao_LiShi_02,90,近战物理攻击，能造成强力的群体控制,昆仑山第三代弟子中佼佼者，与杨戬并称为天才二人组,5,,4,1000,1142,119,50,40,,,,,112,2,,,5,6,25,200,,,50,"1,000",34071,3597,1526,1221,,20000300_1,20000301_1,20000302_1,20000303_1,20000304_1,,,200003_1,,600000,Sound_200003_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200003_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
200003_5,,200003_5,,,-1,200003,1,韦护,head_org/Head_org_WeiHu,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_WeiHu,Hero_head/head_WeiHu_NuQi,1,704019,1,,,,,300,降魔尊者,JiaoBiao_LiShi_03,132,近战物理攻击，能造成强力的群体控制,昆仑山第三代弟子中佼佼者，与杨戬并称为天才二人组,5,,5,1000,1142,119,50,40,,,,,112,2,,,5,6,25,200,,,50,"1,000",53571,5657,2400,1920,,20000300_1,20000301_1,20000302_1,20000303_1,20000304_1,,,200003_1,,1000000,Sound_200003_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200003_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
202005_1,,202005_1,202005_2,,-1,202005,1,云中子,head_org/Head_org_YunZhongZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YunZhongZi,Hero_head/head_YunZhongZi_NuQi,4,704020,1,,,,,20,玉柱真人,JiaoBiao_ShuShi_01,8,中排法术输出，善于对敌方前中排造成大范围伤害,昆仑山最强大的散修之一，雷震子的师傅,61,,1,1000,671,143,53,42,,,,,19,7,,,5,6,25,200,,,50,"1,000",6788,1450,545,436,,20200500_1,20200501_1,20200502_1,20200503_1,20200504_1,,,202005_1,,50000,Sound_202005_1_01.mp3,,,,,11,,,,0.5,standby,Sound_202005_1_01.mp3,1,远程/范围/爆发;1;0.53;0.7,
202005_2,,202005_2,202005_3,,-1,202005,1,云中子,head_org/Head_org_YunZhongZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YunZhongZi,Hero_head/head_YunZhongZi_NuQi,4,704020,1,,,,,50,玉柱真人,JiaoBiao_ShuShi_01,21,中排法术输出，善于对敌方前中排造成大范围伤害,昆仑山最强大的散修之一，雷震子的师傅,61,,2,1000,671,143,53,42,,,,,19,7,,,5,6,25,200,,,50,"1,000",10182,2175,817,654,,20200500_1,20200501_1,20200502_1,20200503_1,20200504_1,,,202005_1,,100000,Sound_202005_1_01.mp3,,,,,11,,,,0.5,standby,Sound_202005_1_01.mp3,1,远程/范围/爆发;1;0.53;0.7,
202005_3,,202005_3,202005_4,,-1,202005,1,云中子,head_org/Head_org_YunZhongZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YunZhongZi,Hero_head/head_YunZhongZi_NuQi,4,704020,1,,,1,80,100,玉柱真人,JiaoBiao_ShuShi_02,48,中排法术输出，善于对敌方前中排造成大范围伤害,昆仑山最强大的散修之一，雷震子的师傅,61,,3,1000,671,143,53,42,,,,,19,7,,,5,6,25,200,,,50,"1,000",14934,3190,1199,959,,20200500_1,20200501_1,20200502_1,20200503_1,20200504_1,,,202005_1,,300000,Sound_202005_1_01.mp3,,,,,11,,,,0.5,standby,Sound_202005_1_01.mp3,1,远程/范围/爆发;1;0.53;0.7,云中子
202005_4,,202005_4,202005_5,,-1,202005,1,云中子,head_org/Head_org_YunZhongZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YunZhongZi,Hero_head/head_YunZhongZi_NuQi,4,704020,1,,,,,150,玉柱真人,JiaoBiao_ShuShi_02,90,中排法术输出，善于对敌方前中排造成大范围伤害,昆仑山最强大的散修之一，雷震子的师傅,61,,4,1000,671,143,53,42,,,,,19,7,,,5,6,25,200,,,50,"1,000",21553,4604,1730,1384,,20200500_1,20200501_1,20200502_1,20200503_1,20200504_1,,,202005_1,,600000,Sound_202005_1_01.mp3,,,,,11,,,,0.5,standby,Sound_202005_1_01.mp3,1,远程/范围/爆发;1;0.53;0.7,
202005_5,,202005_5,,,-1,202005,1,云中子,head_org/Head_org_YunZhongZi,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_YunZhongZi,Hero_head/head_YunZhongZi_NuQi,4,704020,1,,,,,300,玉柱真人,JiaoBiao_ShuShi_03,132,中排法术输出，善于对敌方前中排造成大范围伤害,昆仑山最强大的散修之一，雷震子的师傅,61,,5,1000,671,143,53,42,,,,,19,7,,,5,6,25,200,,,50,"1,000",33942,7251,2725,2180,,20200500_1,20200501_1,20200502_1,20200503_1,20200504_1,,,202005_1,,1000000,Sound_202005_1_01.mp3,,,,,11,,,,0.5,standby,Sound_202005_1_01.mp3,1,远程/范围/爆发;1;0.53;0.7,
200009_1,,200009_1,200009_2,,-1,200009,1,黄龙真人,head_org/Head_org_HuangLongZhenRen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_HuangLongZhenRen,Hero_head/head_HuangLongZhenRen_NuQi,1,704021,1,,,,,20,天道圣君,JiaoBiao_LiShi_01,8,近战物理攻击，能造成强力的群体控制,昆仑山元始天尊座下最强大的十二位弟子之一，并称昆仑十二仙,1,,1,1000,1538,128,64,51,,,,,129,2,,,5,6,25,200,,,50,"1,000",16045,1337,668,534,,20000900_1,20000901_1,20000902_1,20000903_1,20000904_1,,,200009_1,,50000,Sound_200009_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200009_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
200009_2,,200009_2,200009_3,,-1,200009,1,黄龙真人,head_org/Head_org_HuangLongZhenRen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_HuangLongZhenRen,Hero_head/head_HuangLongZhenRen_NuQi,1,704021,1,,,,,50,天道圣君,JiaoBiao_LiShi_01,21,近战物理攻击，能造成强力的群体控制,昆仑山元始天尊座下最强大的十二位弟子之一，并称昆仑十二仙,1,,2,1000,1538,128,64,51,,,,,129,2,,,5,6,25,200,,,50,"1,000",24068,2005,1002,802,,20000900_1,20000901_1,20000902_1,20000903_1,20000904_1,,,200009_1,,100000,Sound_200009_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200009_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
200009_3,,200009_3,200009_4,,-1,200009,1,黄龙真人,head_org/Head_org_HuangLongZhenRen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_HuangLongZhenRen,Hero_head/head_HuangLongZhenRen_NuQi,1,704021,1,,,1,80,100,天道圣君,JiaoBiao_LiShi_02,48,近战物理攻击，能造成强力的群体控制,昆仑山元始天尊座下最强大的十二位弟子之一，并称昆仑十二仙,1,,3,1000,1538,128,64,51,,,,,129,2,,,5,6,25,200,,,50,"1,000",35300,2941,1470,1176,,20000900_1,20000901_1,20000902_1,20000903_1,20000904_1,,,200009_1,,300000,Sound_200009_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200009_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,黄龙真人
200009_4,,200009_4,200009_5,,-1,200009,1,黄龙真人,head_org/Head_org_HuangLongZhenRen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_HuangLongZhenRen,Hero_head/head_HuangLongZhenRen_NuQi,1,704021,1,,,,,150,天道圣君,JiaoBiao_LiShi_02,90,近战物理攻击，能造成强力的群体控制,昆仑山元始天尊座下最强大的十二位弟子之一，并称昆仑十二仙,1,,4,1000,1538,128,64,51,,,,,129,2,,,5,6,25,200,,,50,"1,000",50976,4248,2124,1699,,20000900_1,20000901_1,20000902_1,20000903_1,20000904_1,,,200009_1,,600000,Sound_200009_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200009_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
200009_5,,200009_5,,,-1,200009,1,黄龙真人,head_org/Head_org_HuangLongZhenRen,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_HuangLongZhenRen,Hero_head/head_HuangLongZhenRen_NuQi,1,704021,1,,,,,300,天道圣君,JiaoBiao_LiShi_03,132,近战物理攻击，能造成强力的群体控制,昆仑山元始天尊座下最强大的十二位弟子之一，并称昆仑十二仙,1,,5,1000,1538,128,64,51,,,,,129,2,,,5,6,25,200,,,50,"1,000",80228,6685,3342,2674,,20000900_1,20000901_1,20000902_1,20000903_1,20000904_1,,,200009_1,,1000000,Sound_200009_1_01.mp3,,,,,11,,,,0.5,standby,Sound_200009_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
200004_1,,200004_1,200004_2,,-1,200004,2,魔礼海,head_org/Head_org_MoLiHai,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiHai,Hero_head/head_MoLiHai_NuQi,4,704022,1,,,,,20,持国天王,JiaoBiao_JiSi_01,8,后排辅助，擅长于控制敌人,青，海，红，寿，魔家四兄弟,63,,1,1000,650,148,41,51,,,,,19,7,,,5,6,25,200,,,50,"1,000",6582,1512,419,524,1,20000400_1,20000401_1,20000402_1,20000403_1,20000404_1,,,200004_1,,50000,sound_200004_1_1.mp3,,,,,11,,,,0.5,standby,Sound_200004_1_01.mp3,1,远程/控制;0.82;0.37;1,
200004_2,,200004_2,200004_3,,-1,200004,2,魔礼海,head_org/Head_org_MoLiHai,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiHai,Hero_head/head_MoLiHai_NuQi,4,704022,1,,,,,50,持国天王,JiaoBiao_JiSi_01,21,后排辅助，擅长于控制敌人,青，海，红，寿，魔家四兄弟,63,,2,1000,650,148,41,51,,,,,19,7,,,5,6,25,200,,,50,"1,000",9874,2268,629,786,1,20000400_1,20000401_1,20000402_1,20000403_1,20000404_1,,,200004_1,,100000,sound_200004_1_1.mp3,,,,,11,,,,0.5,standby,Sound_200004_1_01.mp3,1,远程/控制;0.82;0.37;1,
200004_3,,200004_3,200004_4,,-1,200004,2,魔礼海,head_org/Head_org_MoLiHai,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiHai,Hero_head/head_MoLiHai_NuQi,4,704022,1,,,1,80,100,持国天王,JiaoBiao_JiSi_02,48,后排辅助，擅长于控制敌人,青，海，红，寿，魔家四兄弟,63,,3,1000,650,148,41,51,,,,,19,7,,,5,6,25,200,,,50,"1,000",14482,3326,923,1154,1,20000400_1,20000401_1,20000402_1,20000403_1,20000404_1,,,200004_1,,300000,sound_200004_1_1.mp3,,,,,11,,,,0.5,standby,Sound_200004_1_01.mp3,1,远程/控制;0.82;0.37;1,魔礼海
200004_4,,200004_4,200004_5,,-1,200004,2,魔礼海,head_org/Head_org_MoLiHai,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiHai,Hero_head/head_MoLiHai_NuQi,4,704022,1,,,,,150,持国天王,JiaoBiao_JiSi_02,90,后排辅助，擅长于控制敌人,青，海，红，寿，魔家四兄弟,63,,4,1000,650,148,41,51,,,,,19,7,,,5,6,25,200,,,50,"1,000",20900,4800,1332,1665,1,20000400_1,20000401_1,20000402_1,20000403_1,20000404_1,,,200004_1,,600000,sound_200004_1_1.mp3,,,,,11,,,,0.5,standby,Sound_200004_1_01.mp3,1,远程/控制;0.82;0.37;1,
200004_5,,200004_5,,,-1,200004,2,魔礼海,head_org/Head_org_MoLiHai,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_MoLiHai,Hero_head/head_MoLiHai_NuQi,4,704022,1,,,,,300,持国天王,JiaoBiao_JiSi_03,132,后排辅助，擅长于控制敌人,青，海，红，寿，魔家四兄弟,63,,5,1000,650,148,41,51,,,,,19,7,,,5,6,25,200,,,50,"1,000",32914,7560,2098,2622,1,20000400_1,20000401_1,20000402_1,20000403_1,20000404_1,,,200004_1,,1000000,sound_200004_1_1.mp3,,,,,11,,,,0.5,standby,Sound_200004_1_01.mp3,1,远程/控制;0.82;0.37;1,
200010_1,,200010_1,200010_2,,-1,200010,1,道行天尊,head_org/Head_org_DaoXingTianZun,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_DaoXingTianZun,Hero_head/head_DaoXingTianZun_NuQi,1,704023,1,,,,,20,乾坤童子,JiaoBiao_LiShi_01,8,近战物理攻击，能造成强力的群体控制,昆仑山元始天尊座下最强大的十二位弟子之一，并称昆仑十二仙,2,,1,1000,1464,122,48,61,,,,,129,2,,,5,6,20,200,,,50,"1,000",14811,1234,493,617,1,20001000_1,20001001_1,20001002_1,20001003_1,20001004_1,,,200010_1,,50000,sound_200010_1_1.mp3,,,,,11,,,,0.5,standby,Sound_200010_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
200010_2,,200010_2,200010_3,,-1,200010,1,道行天尊,head_org/Head_org_DaoXingTianZun,Assets/UIPrefab/Textures/Icon.prefab,Hero_head/head_DaoXingTianZun,Hero_head/head_DaoXingTianZun_NuQi,1,704023,1,,,,,50,乾坤童子,JiaoBiao_LiShi_01,21,近战物理攻击，能造成强力的群体控制,昆仑山元始天尊座下最强大的十二位弟子之一，并称昆仑十二仙,2,,2,1000,1464,122,48,61,,,,,129,2,,,5,6,20,200,,,50,"1,000",22217,1851,740,925,1,20001000_1,20001001_1,20001002_1,20001003_1,20001004_1,,,200010_1,,100000,sound_200010_1_1.mp3,,,,,11,,,,0.5,standby,Sound_200010_1_01.mp3,1,近战/肉盾/控制;0.67;1;0.8,
