key,Remarks,uniqueId,conditionId,conditionLevel,subConditionId,fettersAttrDesc,fettersAttrData,fettersPrecentAttrData,subConditionRestrict,subConditionValue
2010070508,,2010070508,20100705,8,20100705,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：攻击+9.5%,,5_950,3_2,1_8
2010070509,,2010070509,20100705,9,20100705,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：攻击+10%,,5_1000,3_2,1_9
2010070510,,2010070510,20100705,10,20100705,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：攻击+10.5%,,5_1050,3_2,1_10
2010070511,,2010070511,20100705,11,20100705,Lv.11 同时拥有2个橙色品阶羁绊英雄：攻击+11%,,5_1100,3_2,1_11
2010120101,,2010120101,20101201,1,20101201,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2010120102,,2010120102,20101201,2,20101201,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2010120103,,2010120103,20101201,3,20101201,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2010120104,,2010120104,20101201,4,20101201,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2010120105,,2010120105,20101201,5,20101201,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2010120201,,2010120201,20101202,1,20101202,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2010120202,,2010120202,20101202,2,20101202,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2010120203,,2010120203,20101202,3,20101202,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2010120204,,2010120204,20101202,4,20101202,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2010120205,,2010120205,20101202,5,20101202,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2010120301,,2010120301,20101203,1,20101203,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2010120302,,2010120302,20101203,2,20101203,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2010120303,,2010120303,20101203,3,20101203,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2010120304,,2010120304,20101203,4,20101203,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2010120305,,2010120305,20101203,5,20101203,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2010120401,,2010120401,20101204,1,20101204,Lv.1 同时拥有2个绿色品阶羁绊英雄：生命+6%,,1_600,3_2,1_1
2010120402,,2010120402,20101204,2,20101204,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：生命+6.5%,,1_650,3_2,1_2
2010120403,,2010120403,20101204,3,20101204,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+7%,,1_700,3_2,1_3
2010120404,,2010120404,20101204,4,20101204,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：生命+7.5%,,1_750,3_2,1_4
2010120405,,2010120405,20101204,5,20101204,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：生命+8%,,1_800,3_2,1_5
2010120406,,2010120406,20101204,6,20101204,Lv.6 同时拥有2个紫色品阶羁绊英雄：生命+8.5%,,1_850,3_2,1_6
2010120407,,2010120407,20101204,7,20101204,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：生命+9%,,1_900,3_2,1_7
2010120408,,2010120408,20101204,8,20101204,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：生命+9.5%,,1_950,3_2,1_8
2010120409,,2010120409,20101204,9,20101204,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：生命+10%,,1_1000,3_2,1_9
2010120410,,2010120410,20101204,10,20101204,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：生命+10.5%,,1_1050,3_2,1_10
2010120411,,2010120411,20101204,11,20101204,Lv.11 同时拥有2个橙色品阶羁绊英雄：生命+11%,,1_1100,3_2,1_11
2010120501,,2010120501,20101205,1,20101205,Lv.1 同时拥有2个绿色品阶羁绊英雄：攻击+6%,,5_600,3_2,1_1
2010120502,,2010120502,20101205,2,20101205,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：攻击+6.5%,,5_650,3_2,1_2
2010120503,,2010120503,20101205,3,20101205,Lv.3 同时拥有2个蓝色品阶羁绊英雄：攻击+7%,,5_700,3_2,1_3
2010120504,,2010120504,20101205,4,20101205,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：攻击+7.5%,,5_750,3_2,1_4
2010120505,,2010120505,20101205,5,20101205,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：攻击+8%,,5_800,3_2,1_5
2010120506,,2010120506,20101205,6,20101205,Lv.6 同时拥有2个紫色品阶羁绊英雄：攻击+8.5%,,5_850,3_2,1_6
2010120507,,2010120507,20101205,7,20101205,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：攻击+9%,,5_900,3_2,1_7
2010120508,,2010120508,20101205,8,20101205,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：攻击+9.5%,,5_950,3_2,1_8
2010120509,,2010120509,20101205,9,20101205,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：攻击+10%,,5_1000,3_2,1_9
2010120510,,2010120510,20101205,10,20101205,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：攻击+10.5%,,5_1050,3_2,1_10
2010120511,,2010120511,20101205,11,20101205,Lv.11 同时拥有2个橙色品阶羁绊英雄：攻击+11%,,5_1100,3_2,1_11
2040010101,,2040010101,20400101,1,20400101,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2040010102,,2040010102,20400101,2,20400101,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2040010103,,2040010103,20400101,3,20400101,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2040010104,,2040010104,20400101,4,20400101,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2040010105,,2040010105,20400101,5,20400101,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2040010201,,2040010201,20400102,1,20400102,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2040010202,,2040010202,20400102,2,20400102,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2040010203,,2040010203,20400102,3,20400102,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2040010204,,2040010204,20400102,4,20400102,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2040010205,,2040010205,20400102,5,20400102,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2040010301,,2040010301,20400103,1,20400103,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2040010302,,2040010302,20400103,2,20400103,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2040010303,,2040010303,20400103,3,20400103,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2040010304,,2040010304,20400103,4,20400103,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2040010305,,2040010305,20400103,5,20400103,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2040010401,,2040010401,20400104,1,20400104,Lv.1 同时拥有2个绿色品阶羁绊英雄：生命+6%,,1_600,3_2,1_1
2040010402,,2040010402,20400104,2,20400104,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：生命+6.5%,,1_650,3_2,1_2
2040010403,,2040010403,20400104,3,20400104,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+7%,,1_700,3_2,1_3
2040010404,,2040010404,20400104,4,20400104,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：生命+7.5%,,1_750,3_2,1_4
2040010405,,2040010405,20400104,5,20400104,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：生命+8%,,1_800,3_2,1_5
2040010406,,2040010406,20400104,6,20400104,Lv.6 同时拥有2个紫色品阶羁绊英雄：生命+8.5%,,1_850,3_2,1_6
2040010407,,2040010407,20400104,7,20400104,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：生命+9%,,1_900,3_2,1_7
2040010408,,2040010408,20400104,8,20400104,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：生命+9.5%,,1_950,3_2,1_8
2040010409,,2040010409,20400104,9,20400104,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：生命+10%,,1_1000,3_2,1_9
2040010410,,2040010410,20400104,10,20400104,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：生命+10.5%,,1_1050,3_2,1_10
2040010411,,2040010411,20400104,11,20400104,Lv.11 同时拥有2个橙色品阶羁绊英雄：生命+11%,,1_1100,3_2,1_11
2040010501,,2040010501,20400105,1,20400105,Lv.1 同时拥有2个绿色品阶羁绊英雄：攻击+6%,,5_600,3_2,1_1
2040010502,,2040010502,20400105,2,20400105,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：攻击+6.5%,,5_650,3_2,1_2
2040010503,,2040010503,20400105,3,20400105,Lv.3 同时拥有2个蓝色品阶羁绊英雄：攻击+7%,,5_700,3_2,1_3
2040010504,,2040010504,20400105,4,20400105,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：攻击+7.5%,,5_750,3_2,1_4
2040010505,,2040010505,20400105,5,20400105,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：攻击+8%,,5_800,3_2,1_5
2040010506,,2040010506,20400105,6,20400105,Lv.6 同时拥有2个紫色品阶羁绊英雄：攻击+8.5%,,5_850,3_2,1_6
2040010507,,2040010507,20400105,7,20400105,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：攻击+9%,,5_900,3_2,1_7
2040010508,,2040010508,20400105,8,20400105,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：攻击+9.5%,,5_950,3_2,1_8
2040010509,,2040010509,20400105,9,20400105,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：攻击+10%,,5_1000,3_2,1_9
2040010510,,2040010510,20400105,10,20400105,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：攻击+10.5%,,5_1050,3_2,1_10
2040010511,,2040010511,20400105,11,20400105,Lv.11 同时拥有2个橙色品阶羁绊英雄：攻击+11%,,5_1100,3_2,1_11
2040020101,,2040020101,20400201,1,20400201,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2040020102,,2040020102,20400201,2,20400201,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2040020103,,2040020103,20400201,3,20400201,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2040020104,,2040020104,20400201,4,20400201,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2040020105,,2040020105,20400201,5,20400201,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2040020201,,2040020201,20400202,1,20400202,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2040020202,,2040020202,20400202,2,20400202,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2040020203,,2040020203,20400202,3,20400202,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2040020204,,2040020204,20400202,4,20400202,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2040020205,,2040020205,20400202,5,20400202,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2040020301,,2040020301,20400203,1,20400203,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2040020302,,2040020302,20400203,2,20400203,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2040020303,,2040020303,20400203,3,20400203,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2040020304,,2040020304,20400203,4,20400203,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2040020305,,2040020305,20400203,5,20400203,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2040020401,,2040020401,20400204,1,20400204,Lv.1 同时拥有2个绿色品阶羁绊英雄：生命+6%,,1_600,3_2,1_1
2040020402,,2040020402,20400204,2,20400204,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：生命+6.5%,,1_650,3_2,1_2
2040020403,,2040020403,20400204,3,20400204,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+7%,,1_700,3_2,1_3
2040020404,,2040020404,20400204,4,20400204,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：生命+7.5%,,1_750,3_2,1_4
2040020405,,2040020405,20400204,5,20400204,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：生命+8%,,1_800,3_2,1_5
2040020406,,2040020406,20400204,6,20400204,Lv.6 同时拥有2个紫色品阶羁绊英雄：生命+8.5%,,1_850,3_2,1_6
2040020407,,2040020407,20400204,7,20400204,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：生命+9%,,1_900,3_2,1_7
2040020408,,2040020408,20400204,8,20400204,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：生命+9.5%,,1_950,3_2,1_8
2040020409,,2040020409,20400204,9,20400204,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：生命+10%,,1_1000,3_2,1_9
2040020410,,2040020410,20400204,10,20400204,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：生命+10.5%,,1_1050,3_2,1_10
2040020411,,2040020411,20400204,11,20400204,Lv.11 同时拥有2个橙色品阶羁绊英雄：生命+11%,,1_1100,3_2,1_11
2040020501,,2040020501,20400205,1,20400205,Lv.1 同时拥有2个绿色品阶羁绊英雄：攻击+6%,,5_600,3_2,1_1
2040020502,,2040020502,20400205,2,20400205,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：攻击+6.5%,,5_650,3_2,1_2
2040020503,,2040020503,20400205,3,20400205,Lv.3 同时拥有2个蓝色品阶羁绊英雄：攻击+7%,,5_700,3_2,1_3
2040020504,,2040020504,20400205,4,20400205,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：攻击+7.5%,,5_750,3_2,1_4
2040020505,,2040020505,20400205,5,20400205,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：攻击+8%,,5_800,3_2,1_5
2040020506,,2040020506,20400205,6,20400205,Lv.6 同时拥有2个紫色品阶羁绊英雄：攻击+8.5%,,5_850,3_2,1_6
2040020507,,2040020507,20400205,7,20400205,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：攻击+9%,,5_900,3_2,1_7
2040020508,,2040020508,20400205,8,20400205,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：攻击+9.5%,,5_950,3_2,1_8
2040020509,,2040020509,20400205,9,20400205,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：攻击+10%,,5_1000,3_2,1_9
2040020510,,2040020510,20400205,10,20400205,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：攻击+10.5%,,5_1050,3_2,1_10
2040020511,,2040020511,20400205,11,20400205,Lv.11 同时拥有2个橙色品阶羁绊英雄：攻击+11%,,5_1100,3_2,1_11
2040040101,,2040040101,20400401,1,20400401,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2040040102,,2040040102,20400401,2,20400401,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2040040103,,2040040103,20400401,3,20400401,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2040040104,,2040040104,20400401,4,20400401,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2040040105,,2040040105,20400401,5,20400401,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2040040201,,2040040201,20400402,1,20400402,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2040040202,,2040040202,20400402,2,20400402,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2040040203,,2040040203,20400402,3,20400402,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2040040204,,2040040204,20400402,4,20400402,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2040040205,,2040040205,20400402,5,20400402,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2040040301,,2040040301,20400403,1,20400403,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2040040302,,2040040302,20400403,2,20400403,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2040040303,,2040040303,20400403,3,20400403,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2040040304,,2040040304,20400403,4,20400403,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2040040305,,2040040305,20400403,5,20400403,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2040040401,,2040040401,20400404,1,20400404,Lv.1 同时拥有2个绿色品阶羁绊英雄：生命+6%,,1_600,3_2,1_1
2040040402,,2040040402,20400404,2,20400404,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：生命+6.5%,,1_650,3_2,1_2
2040040403,,2040040403,20400404,3,20400404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+7%,,1_700,3_2,1_3
2040040404,,2040040404,20400404,4,20400404,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：生命+7.5%,,1_750,3_2,1_4
2040040405,,2040040405,20400404,5,20400404,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：生命+8%,,1_800,3_2,1_5
2040040406,,2040040406,20400404,6,20400404,Lv.6 同时拥有2个紫色品阶羁绊英雄：生命+8.5%,,1_850,3_2,1_6
2040040407,,2040040407,20400404,7,20400404,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：生命+9%,,1_900,3_2,1_7
2040040408,,2040040408,20400404,8,20400404,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：生命+9.5%,,1_950,3_2,1_8
2040040409,,2040040409,20400404,9,20400404,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：生命+10%,,1_1000,3_2,1_9
2040040410,,2040040410,20400404,10,20400404,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：生命+10.5%,,1_1050,3_2,1_10
2040040411,,2040040411,20400404,11,20400404,Lv.11 同时拥有2个橙色品阶羁绊英雄：生命+11%,,1_1100,3_2,1_11
2040040501,,2040040501,20400405,1,20400405,Lv.1 同时拥有2个绿色品阶羁绊英雄：攻击+6%,,5_600,3_2,1_1
2040040502,,2040040502,20400405,2,20400405,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：攻击+6.5%,,5_650,3_2,1_2
2040040503,,2040040503,20400405,3,20400405,Lv.3 同时拥有2个蓝色品阶羁绊英雄：攻击+7%,,5_700,3_2,1_3
2040040504,,2040040504,20400405,4,20400405,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：攻击+7.5%,,5_750,3_2,1_4
2040040505,,2040040505,20400405,5,20400405,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：攻击+8%,,5_800,3_2,1_5
2040040506,,2040040506,20400405,6,20400405,Lv.6 同时拥有2个紫色品阶羁绊英雄：攻击+8.5%,,5_850,3_2,1_6
2040040507,,2040040507,20400405,7,20400405,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：攻击+9%,,5_900,3_2,1_7
2040040508,,2040040508,20400405,8,20400405,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：攻击+9.5%,,5_950,3_2,1_8
2040040509,,2040040509,20400405,9,20400405,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：攻击+10%,,5_1000,3_2,1_9
2040040510,,2040040510,20400405,10,20400405,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：攻击+10.5%,,5_1050,3_2,1_10
2040040511,,2040040511,20400405,11,20400405,Lv.11 同时拥有2个橙色品阶羁绊英雄：攻击+11%,,5_1100,3_2,1_11
2000040101,,2000040101,20000401,1,20000401,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2000040102,,2000040102,20000401,2,20000401,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2000040103,,2000040103,20000401,3,20000401,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2000040104,,2000040104,20000401,4,20000401,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2000040105,,2000040105,20000401,5,20000401,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2000040201,,2000040201,20000402,1,20000402,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2000040202,,2000040202,20000402,2,20000402,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2000040203,,2000040203,20000402,3,20000402,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2000040204,,2000040204,20000402,4,20000402,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2000040205,,2000040205,20000402,5,20000402,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2000040301,,2000040301,20000403,1,20000403,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2000040302,,2000040302,20000403,2,20000403,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2000040303,,2000040303,20000403,3,20000403,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2000040304,,2000040304,20000403,4,20000403,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2000040305,,2000040305,20000403,5,20000403,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2000040401,,2000040401,20000404,1,20000404,Lv.1 同时拥有2个绿色品阶羁绊英雄：生命+6%,,1_600,3_2,1_1
2000040402,,2000040402,20000404,2,20000404,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：生命+6.5%,,1_650,3_2,1_2
2000040403,,2000040403,20000404,3,20000404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+7%,,1_700,3_2,1_3
2000040404,,2000040404,20000404,4,20000404,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：生命+7.5%,,1_750,3_2,1_4
2000040405,,2000040405,20000404,5,20000404,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：生命+8%,,1_800,3_2,1_5
2000040501,,2000040501,20000405,1,20000405,Lv.1 同时拥有2个绿色品阶羁绊英雄：攻击+6%,,5_600,3_2,1_1
2000040502,,2000040502,20000405,2,20000405,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：攻击+6.5%,,5_650,3_2,1_2
2000040503,,2000040503,20000405,3,20000405,Lv.3 同时拥有2个蓝色品阶羁绊英雄：攻击+7%,,5_700,3_2,1_3
2000040504,,2000040504,20000405,4,20000405,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：攻击+7.5%,,5_750,3_2,1_4
2000040505,,2000040505,20000405,5,20000405,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：攻击+8%,,5_800,3_2,1_5
2000040506,,2000040506,20000405,6,20000405,Lv.6 同时拥有2个紫色品阶羁绊英雄：攻击+8.5%,,5_850,3_2,1_6
2000040507,,2000040507,20000405,7,20000405,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：攻击+9%,,5_900,3_2,1_7
2000040508,,2000040508,20000405,8,20000405,Lv.8 同时拥有2个紫色+2品阶羁绊英雄：攻击+9.5%,,5_950,3_2,1_8
2000040509,,2000040509,20000405,9,20000405,Lv.9 同时拥有2个紫色+3品阶羁绊英雄：攻击+10%,,5_1000,3_2,1_9
2000040510,,2000040510,20000405,10,20000405,Lv.10 同时拥有2个紫色+4品阶羁绊英雄：攻击+10.5%,,5_1050,3_2,1_10
2000040511,,2000040511,20000405,11,20000405,Lv.11 同时拥有2个橙色品阶羁绊英雄：攻击+11%,,5_1100,3_2,1_11
2040050101,,2040050101,20400501,1,20400501,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2040050102,,2040050102,20400501,2,20400501,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2040050103,,2040050103,20400501,3,20400501,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2040050104,,2040050104,20400501,4,20400501,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2040050105,,2040050105,20400501,5,20400501,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2040050201,,2040050201,20400502,1,20400502,Lv.1 同时拥有2个1星羁绊英雄：攻击+4%,,5_400,3_2,2_1
2040050202,,2040050202,20400502,2,20400502,Lv.2 同时拥有2个2星羁绊英雄：攻击+8%,,5_800,3_2,2_2
2040050203,,2040050203,20400502,3,20400502,Lv.3 同时拥有2个3星羁绊英雄：攻击+12%,,5_1200,3_2,2_3
2040050204,,2040050204,20400502,4,20400502,Lv.4 同时拥有2个4星羁绊英雄：攻击+16%,,5_1600,3_2,2_4
2040050205,,2040050205,20400502,5,20400502,Lv.5 同时拥有2个5星羁绊英雄：攻击+20%,,5_2000,3_2,2_5
2040050301,,2040050301,20400503,1,20400503,Lv.1 同时拥有2个1星羁绊英雄：生命+4%,,1_400,3_2,2_1
2040050302,,2040050302,20400503,2,20400503,Lv.2 同时拥有2个2星羁绊英雄：生命+8%,,1_800,3_2,2_2
2040050303,,2040050303,20400503,3,20400503,Lv.3 同时拥有2个3星羁绊英雄：生命+12%,,1_1200,3_2,2_3
2040050304,,2040050304,20400503,4,20400503,Lv.4 同时拥有2个4星羁绊英雄：生命+16%,,1_1600,3_2,2_4
2040050305,,2040050305,20400503,5,20400503,Lv.5 同时拥有2个5星羁绊英雄：生命+20%,,1_2000,3_2,2_5
2040050401,,2040050401,20400504,1,20400504,Lv.1 同时拥有2个绿色品阶羁绊英雄：生命+6%,,1_600,3_2,1_1
2040050402,,2040050402,20400504,2,20400504,Lv.2 同时拥有2个绿色+1品阶羁绊英雄：生命+6.5%,,1_650,3_2,1_2
2040050403,,2040050403,20400504,3,20400504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+7%,,1_700,3_2,1_3
2040050404,,2040050404,20400504,4,20400504,Lv.4 同时拥有2个蓝色+1品阶羁绊英雄：生命+7.5%,,1_750,3_2,1_4
2040050405,,2040050405,20400504,5,20400504,Lv.5 同时拥有2个蓝色+2品阶羁绊英雄：生命+8%,,1_800,3_2,1_5
2040050406,,2040050406,20400504,6,20400504,Lv.6 同时拥有2个紫色品阶羁绊英雄：生命+8.5%,,1_850,3_2,1_6
2040050407,,2040050407,20400504,7,20400504,Lv.7 同时拥有2个紫色+1品阶羁绊英雄：生命+9%,,1_900,3_2,1_7
