Key,Remarks,id,name,consumeType,enchantExp,quality,property,smeltperc,trainItemId,stackNum,icon,atlas,description,skillId,skillId_passive,Skill_UnLock,upMagic,uplevel,goods,upMagicCost,upMagicMoneyType,itemspit,sellPrice,energyReceive,attackType,struckEnergy,initialEnergy,magicType,composeItemID,composeNeedNum,composeCostCoin,inlayLimit,hideAttr,decomposeGoods,coefficient,conversionGoods
603408,,603408,七星镜,2,,4,6,,"801001,801002,801003,801004",1,Skill/602310,Icon,全队合体，召唤男武神协助战斗,10202601,"60231001,60231002",60231203_70_S,603409,40,806006_40,40000,1,印有七星符印，，必须在汇聚七星之力之地才能锻造，拥有奇特的北斗星辰之力。,24000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_28",0.8,801001
603409,,603409,七星镜,2,,4,6,,"801001,801002,801003,801004",1,Skill/602310,Icon,全队合体，召唤男武神协助战斗,10202601,"60231001,60231002",60231203_70_S,603410,45,806006_45,45000,1,印有七星符印，，必须在汇聚七星之力之地才能锻造，拥有奇特的北斗星辰之力。,24000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_60",0.8,801001
603410,,603410,七星镜,2,,4,6,,"801001,801002,801003,801004",1,Skill/602310,Icon,全队合体，召唤男武神协助战斗,10202601,"60231001,60231002",60231203_70_S,603411,50,806007_50,50000,1,印有七星符印，，必须在汇聚七星之力之地才能锻造，拥有奇特的北斗星辰之力。,24000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96",0.8,801001
603411,,603411,万佛镜,2,,8,6,,"801001,801002,801003,801004",1,Skill/602311,Icon,全队合体，召唤男武神协助战斗,10202701,"60231101,60231102",60231203_70_S,603412,55,806007_55,55000,1,元素之镜,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_40",0.8,801001
603412,,603412,万佛镜,2,,8,6,,"801001,801002,801003,801004",1,Skill/602311,Icon,全队合体，召唤男武神协助战斗,10202701,"60231101,60231102",60231203_70_S,603413,60,806007_60,60000,1,元素之镜,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_84",0.8,801001
603413,,603413,万佛镜,2,,8,6,,"801001,801002,801003,801004",1,Skill/602311,Icon,全队合体，召唤男武神协助战斗,10202701,"60231101,60231102",60231203_70_S,603414,65,806007_65,65000,1,元素之镜,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_132",0.8,801001
603414,,603414,万佛镜,2,,8,6,,"801001,801002,801003,801004",1,Skill/602311,Icon,全队合体，召唤男武神协助战斗,10202701,"60231101,60231102",60231203_70_S,603415,70,806008_70,70000,1,元素之镜,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184",0.8,801001
603415,,603415,镇天镜,2,,13,6,,"801001,801002,801003,801004",1,Skill/602312,Icon,全队合体，召唤男武神协助战斗,10202801,"60231201,60231202,60231203",,603416,75,806008_75,75000,1,元素之镜,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_56",0.8,801001
603416,,603416,镇天镜,2,,13,6,,"801001,801002,801003,801004",1,Skill/602312,Icon,全队合体，召唤男武神协助战斗,10202801,"60231201,60231202,60231203",,603417,80,806008_80,80000,1,元素之镜,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_116",0.8,801001
603417,,603417,镇天镜,2,,13,6,,"801001,801002,801003,801004",1,Skill/602312,Icon,全队合体，召唤男武神协助战斗,10202801,"60231201,60231202,60231203",,603418,85,806008_85,85000,1,元素之镜,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_180",0.8,801001
603418,,603418,镇天镜,2,,13,6,,"801001,801002,801003,801004",1,Skill/602312,Icon,全队合体，召唤男武神协助战斗,10202801,"60231201,60231202,60231203",,0,90,,,1,元素之镜,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_248",0.8,801001
603501,,603501,乾坤尺,2,,1,6,,"801001,801002,801003,801004",1,Skill/602313,Icon,全队合体，召唤女武神协助战斗,10200201,60231301,"60231402_35_B,60231603_70_S",603502,5,806005_5,5000,1,燃灯道人宝物，内含乾坤一气，以世界阴阳乾坤合一形成，代表世界阴阳，和定海神珠相生相依,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_1,0.8,801001
603502,,603502,乾坤尺,2,,1,6,,"801001,801002,801003,801004",1,Skill/602313,Icon,全队合体，召唤女武神协助战斗,10200201,60231301,"60231402_35_B,60231603_70_S",603503,10,806005_10,10000,1,燃灯道人宝物，内含乾坤一气，以世界阴阳乾坤合一形成，代表世界阴阳，和定海神珠相生相依,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_4,0.8,801001
603503,,603503,乾坤尺,2,,1,6,,"801001,801002,801003,801004",1,Skill/602313,Icon,全队合体，召唤女武神协助战斗,10200201,60231301,"60231402_35_B,60231603_70_S",603504,15,806005_15,15000,1,燃灯道人宝物，内含乾坤一气，以世界阴阳乾坤合一形成，代表世界阴阳，和定海神珠相生相依,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_12,0.8,801001
603504,,603504,乾坤尺,2,,1,6,,"801001,801002,801003,801004",1,Skill/602313,Icon,全队合体，召唤女武神协助战斗,10200201,60231301,"60231402_35_B,60231603_70_S",603505,20,806005_20,20000,1,燃灯道人宝物，内含乾坤一气，以世界阴阳乾坤合一形成，代表世界阴阳，和定海神珠相生相依,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_24,0.8,801001
603505,,603505,乾坤尺,2,,1,6,,"801001,801002,801003,801004",1,Skill/602313,Icon,全队合体，召唤女武神协助战斗,10200201,60231301,"60231402_35_B,60231603_70_S",603506,25,806005_25,25000,1,燃灯道人宝物，内含乾坤一气，以世界阴阳乾坤合一形成，代表世界阴阳，和定海神珠相生相依,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_40,0.8,801001
603506,,603506,乾坤尺,2,,1,6,,"801001,801002,801003,801004",1,Skill/602313,Icon,全队合体，召唤女武神协助战斗,10200201,60231301,"60231402_35_B,60231603_70_S",603507,30,806005_30,30000,1,燃灯道人宝物，内含乾坤一气，以世界阴阳乾坤合一形成，代表世界阴阳，和定海神珠相生相依,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_60,0.8,801001
603507,,603507,乾坤尺,2,,1,6,,"801001,801002,801003,801004",1,Skill/602313,Icon,全队合体，召唤女武神协助战斗,10200201,60231301,"60231402_35_B,60231603_70_S",603508,35,806006_35,35000,1,燃灯道人宝物，内含乾坤一气，以世界阴阳乾坤合一形成，代表世界阴阳，和定海神珠相生相依,10000,16,,80,300,2,,,,1_10_40_70,130_32,806005_84,0.8,801001
603508,,603508,噬天尺,2,,4,6,,"801001,801002,801003,801004",1,Skill/602314,Icon,全队合体，召唤女武神协助战斗,10202201,"60231401,60231402",60231603_70_S,603509,40,806006_40,40000,1,集天地之灵气锻造而成，法力可通天，使用此宝物可以呼风唤雨，偷天换日。,24000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_28",0.8,801001
603509,,603509,噬天尺,2,,4,6,,"801001,801002,801003,801004",1,Skill/602314,Icon,全队合体，召唤女武神协助战斗,10202201,"60231401,60231402",60231603_70_S,603510,45,806006_45,45000,1,集天地之灵气锻造而成，法力可通天，使用此宝物可以呼风唤雨，偷天换日。,24000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_60",0.8,801001
603510,,603510,噬天尺,2,,4,6,,"801001,801002,801003,801004",1,Skill/602314,Icon,全队合体，召唤女武神协助战斗,10202201,"60231401,60231402",60231603_70_S,603511,50,806007_50,50000,1,集天地之灵气锻造而成，法力可通天，使用此宝物可以呼风唤雨，偷天换日。,24000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96",0.8,801001
603511,,603511,降妖尺,2,,8,6,,"801001,801002,801003,801004",1,Skill/602315,Icon,全队合体，召唤女武神协助战斗,10202301,"60231501,60231502",60231603_70_S,603512,55,806007_55,55000,1,元素之尺,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_40",0.8,801001
603512,,603512,降妖尺,2,,8,6,,"801001,801002,801003,801004",1,Skill/602315,Icon,全队合体，召唤女武神协助战斗,10202301,"60231501,60231502",60231603_70_S,603513,60,806007_60,60000,1,元素之尺,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_84",0.8,801001
603513,,603513,降妖尺,2,,8,6,,"801001,801002,801003,801004",1,Skill/602315,Icon,全队合体，召唤女武神协助战斗,10202301,"60231501,60231502",60231603_70_S,603514,65,806007_65,65000,1,元素之尺,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_132",0.8,801001
603514,,603514,降妖尺,2,,8,6,,"801001,801002,801003,801004",1,Skill/602315,Icon,全队合体，召唤女武神协助战斗,10202301,"60231501,60231502",60231603_70_S,603515,70,806008_70,70000,1,元素之尺,90000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184",0.8,801001
603515,,603515,灵幻尺,2,,13,6,,"801001,801002,801003,801004",1,Skill/602316,Icon,全队合体，召唤女武神协助战斗,10202401,"60231601,60231602,60231603",,603516,75,806008_75,75000,1,元素之尺,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_56",0.8,801001
603516,,603516,灵幻尺,2,,13,6,,"801001,801002,801003,801004",1,Skill/602316,Icon,全队合体，召唤女武神协助战斗,10202401,"60231601,60231602,60231603",,603517,80,806008_80,80000,1,元素之尺,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_116",0.8,801001
603517,,603517,灵幻尺,2,,13,6,,"801001,801002,801003,801004",1,Skill/602316,Icon,全队合体，召唤女武神协助战斗,10202401,"60231601,60231602,60231603",,603518,85,806008_85,85000,1,元素之尺,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_180",0.8,801001
603518,,603518,灵幻尺,2,,13,6,,"801001,801002,801003,801004",1,Skill/602316,Icon,全队合体，召唤女武神协助战斗,10202401,"60231601,60231602,60231603",,0,90,,,1,元素之尺,300000,16,,80,300,2,,,,1_10_40_70,130_32,"806005_84,806006_96,806007_184,806008_248",0.8,801001
603601,,603601,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603602,5,806006_5,5000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_25,0.8,801001
603602,,603602,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603603,10,806006_10,10000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_30,0.8,801001
603603,,603603,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603604,15,806006_15,15000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_35,0.8,801001
603604,,603604,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603605,20,806006_20,20000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_40,0.8,801001
603605,,603605,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603606,25,806006_25,25000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_45,0.8,801001
603606,,603606,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603607,30,806006_30,30000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_50,0.8,801001
603607,,603607,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603608,35,806006_35,35000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_55,0.8,801001
603608,,603608,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603609,40,806006_40,40000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_60,0.8,801001
603609,,603609,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603610,45,806006_45,45000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_65,0.8,801001
603610,,603610,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603611,50,806006_50,50000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_70,0.8,801001
603611,,603611,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603612,55,806006_55,55000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_75,0.8,801001
603612,,603612,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603613,60,806006_60,60000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_80,0.8,801001
603613,,603613,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603614,65,806006_65,65000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_85,0.8,801001
603614,,603614,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603615,70,806006_70,70000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_90,0.8,801001
603615,,603615,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603616,75,806006_75,75000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_95,0.8,801001
603616,,603616,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603617,80,806006_80,80000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_100,0.8,801001
603617,,603617,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,603618,85,806006_85,85000,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_105,0.8,801001
603618,,603618,雷光锤,2,,4,7,,"801001,801002,801003,801004",1,Skill/602003,Icon,召唤巨型雷光锤，攻击敌方全体,10200301,"60240101,60240102",,0,90,,,1,震撼的闪电雷霆，狂暴的雷霆之力，周遭空间震的四分五裂，砸中之人断无生还可能,10000,16,,80,250,2,,,,1_10_40_70,130_31,806006_110,0.8,801001
603701,,603701,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603702,5,806005_5,5000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_1,0.8,801001
603702,,603702,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603703,10,806005_10,10000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_5,0.8,801001
603703,,603703,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603704,15,806005_15,15000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_10,0.8,801001
603704,,603704,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603705,20,806005_20,20000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_15,0.8,801001
603705,,603705,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603706,25,806005_25,25000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_20,0.8,801001
603706,,603706,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603707,30,806005_30,30000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_25,0.8,801001
603707,,603707,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603708,35,806005_35,35000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_30,0.8,801001
603708,,603708,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603709,40,806005_40,40000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_35,0.8,801001
603709,,603709,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603710,45,806005_45,45000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_40,0.8,801001
603710,,603710,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603711,50,806005_50,50000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_45,0.8,801001
603711,,603711,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603712,55,806005_55,55000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_50,0.8,801001
603712,,603712,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603713,60,806005_60,60000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_55,0.8,801001
603713,,603713,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603714,65,806005_65,65000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_60,0.8,801001
603714,,603714,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603715,70,806005_70,70000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_65,0.8,801001
603715,,603715,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603716,75,806005_75,75000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_70,0.8,801001
603716,,603716,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603717,80,806005_80,80000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_75,0.8,801001
603717,,603717,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,603718,85,806005_85,85000,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_80,0.8,801001
603718,,603718,神火轮,2,,1,4,,"801001,801002,801003,801004",1,Skill/602004,Icon,召唤神火轮，持续攻击敌方全体,10200401,60240201,,0,90,,,1,星辰神兵，神火为轮。熊熊炙热的轮回之火，可以燃尽世间万物。,24000,16,,80,250,2,,,,1_10_40_70,110_301,806005_85,0.8,801001
603801,,603801,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603802,5,806007_5,5000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_40,0.8,801001
603802,,603802,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603803,10,806007_10,10000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_45,0.8,801001
603803,,603803,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603804,15,806007_15,15000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_50,0.8,801001
603804,,603804,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603805,20,806007_20,20000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_55,0.8,801001
603805,,603805,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603806,25,806007_25,25000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_60,0.8,801001
603806,,603806,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603807,30,806007_30,30000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_65,0.8,801001
603807,,603807,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603808,35,806007_35,35000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_70,0.8,801001
603808,,603808,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603809,40,806007_40,40000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_75,0.8,801001
603809,,603809,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603810,45,806007_45,45000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_80,0.8,801001
603810,,603810,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603811,50,806007_50,50000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_85,0.8,801001
603811,,603811,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603812,55,806007_55,55000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_90,0.8,801001
603812,,603812,战神枪,2,,8,1,,"801001,801002,801003,801004",1,Skill/602016,Icon,召唤金色战神，攻击敌方全体，并造成晕眩,10201601,"60240301,60240302",,603813,60,806007_60,60000,1,枪尖犹如金莲，莲瓣结合，形成锋利无匹的枪尖，金光留意，犹如能够撕裂虚空,90000,16,,76,250,2,,,,1_10_40_70,110_307,806007_95,0.8,801001
