key,Remarks,roleId,modelId,name,volumeRadius,life,energy,attack,physiqueDef,spiritDef,hit,dodge,attackVampire,critical,criticalHurt,toughness,lifeReceive,energyReceive,energyPerSecond,energyTrans,attackEnergy,struckEnergy,attackHurt,cutHurt,cutCritHurt,resist,addCure,cutCure,doHurt,hardStraight,attackDistance,attackSpeed,moveSpeed,viewRange,lifeGrowUp,attackGrowUp,physicqueDefGrowUp,spiritDefGrowUp,attackType,attackId,skillId01,skillId02,skillId03,skillId04,skillId05,dieSkillId,reactionTime
101001_4,,101001_4,101001,新手女,1,706,1000,176,131,105,,,,,,,230,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",16520,4130,2065,1652,,10100100_1,10100101_1,10100102_1,10100103_1,10100104_1,,,0.25
101001_5,,101001_5,101001,新手女,1,706,1000,176,179,143,,,,,,,230,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",26000,6500,3250,2600,,10100100_1,10100101_1,10100102_1,10100103_1,10100104_1,,,0.25
100005_1,,100005_1,100005,力士男,1,917,1000,165,90,71,,,,,,,299,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",6760,1222,780,624,,10000500_1,10000501_1,10000502_1,10000503_1,10000504_1,,,0.2
100005_2,,100005_2,100005,力士男,1,917,1000,165,105,84,,,,,,,299,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",10140,1833,1170,936,,10000500_1,10000501_1,10000502_1,10000503_1,10000504_1,,,0.2
100005_3,,100005_3,100005,力士男,1,917,1000,165,127,101,,,,,,,299,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",14872,2688,1716,1372,,10000500_1,10000501_1,10000502_1,10000503_1,10000504_1,,,0.2
100005_4,,100005_4,100005,力士男,1,917,1000,165,158,126,,,,,,,299,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",21476,3882,2478,1982,,10000500_1,10000501_1,10000502_1,10000503_1,10000504_1,,,0.2
100005_5,,100005_5,100005,力士男,1,917,1000,165,215,171,,,,,,,299,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",33800,6110,3900,3120,,10000500_1,10000501_1,10000502_1,10000503_1,10000504_1,,,0.2
101002_1,,101002_1,101002,力士女,1,917,1000,165,90,71,,,,,,,299,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",6760,1222,780,624,,10100200_1,10100201_1,10100202_1,10100203_1,10100204_1,,,0.2
101002_2,,101002_2,101002,力士女,1,917,1000,165,105,84,,,,,,,299,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",10140,1833,1170,936,,10100200_1,10100201_1,10100202_1,10100203_1,10100204_1,,,0.2
101002_3,,101002_3,101002,力士女,1,917,1000,165,127,101,,,,,,,299,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",14872,2688,1716,1372,,10100200_1,10100201_1,10100202_1,10100203_1,10100204_1,,,0.2
101002_4,,101002_4,101002,力士女,1,917,1000,165,158,126,,,,,,,299,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",21476,3882,2478,1982,,10100200_1,10100201_1,10100202_1,10100203_1,10100204_1,,,0.2
101002_5,,101002_5,101002,力士女,1,917,1000,165,215,171,,,,,,,299,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",33800,6110,3900,3120,,10100200_1,10100201_1,10100202_1,10100203_1,10100204_1,,,0.2
100002_1,,100002_1,100002,行者女,1,706,1000,176,75,59,,,,,,,230,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",5200,1300,650,520,,10000200_1,10000201_1,10000202_1,10000203_1,10000204_1,,,0.1
100002_2,,100002_2,100002,行者女,1,706,1000,176,88,70,,,,,,,230,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",7800,1950,975,780,,10000200_1,10000201_1,10000202_1,10000203_1,10000204_1,,,0.1
100002_3,,100002_3,100002,行者女,1,706,1000,176,106,84,,,,,,,230,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",11440,2860,1430,1144,,10000200_1,10000201_1,10000202_1,10000203_1,10000204_1,,,0.1
100002_4,,100002_4,100002,行者女,1,706,1000,176,131,105,,,,,,,230,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",16520,4130,2065,1652,,10000200_1,10000201_1,10000202_1,10000203_1,10000204_1,,,0.1
100002_5,,100002_5,100002,行者女,1,706,1000,176,179,143,,,,,,,230,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",26000,6500,3250,2600,,10000200_1,10000201_1,10000202_1,10000203_1,10000204_1,,,0.1
101005_1,,101005_1,101005,行者男,1,706,1000,176,75,59,,,,,,,230,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",5200,1300,650,520,,10100500_1,10100501_1,10100502_1,10100503_1,10100504_1,,,0.1
101005_2,,101005_2,101005,行者男,1,706,1000,176,88,70,,,,,,,230,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",7800,1950,975,780,,10100500_1,10100501_1,10100502_1,10100503_1,10100504_1,,,0.1
101005_3,,101005_3,101005,行者男,1,706,1000,176,106,84,,,,,,,230,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",11440,2860,1430,1144,,10100500_1,10100501_1,10100502_1,10100503_1,10100504_1,,,0.1
101005_4,,101005_4,101005,行者男,1,706,1000,176,131,105,,,,,,,230,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",16520,4130,2065,1652,,10100500_1,10100501_1,10100502_1,10100503_1,10100504_1,,,0.1
101005_5,,101005_5,101005,行者男,1,706,1000,176,179,143,,,,,,,230,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",26000,6500,3250,2600,,10100500_1,10100501_1,10100502_1,10100503_1,10100504_1,,,0.1
100008_1,,100008_1,100008,术士男,1,546,1000,234,53,67,,,,,,,118,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",4030,1729,468,585,1,10000800_1,10000801_1,10000802_1,10000803_1,10000804_1,,,0.35
100008_2,,100008_2,100008,术士男,1,546,1000,234,63,79,,,,,,,118,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",6045,2593,702,877,1,10000800_1,10000801_1,10000802_1,10000803_1,10000804_1,,,0.35
100008_3,,100008_3,100008,术士男,1,546,1000,234,76,95,,,,,,,118,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",8866,3803,1029,1287,1,10000800_1,10000801_1,10000802_1,10000803_1,10000804_1,,,0.35
100008_4,,100008_4,100008,术士男,1,546,1000,234,94,118,,,,,,,118,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",12803,5492,1486,1858,1,10000800_1,10000801_1,10000802_1,10000803_1,10000804_1,,,0.35
100008_5,,100008_5,100008,术士男,1,546,1000,234,128,161,,,,,,,118,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",20150,8645,2340,2925,1,10000800_1,10000801_1,10000802_1,10000803_1,10000804_1,,,0.35
101008_1,,101008_1,101008,术士女,1,546,1000,234,53,67,,,,,,,118,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",4030,1729,468,585,1,10100800_1,10100801_1,10100802_1,10100803_1,10100804_1,,,0.35
101008_2,,101008_2,101008,术士女,1,546,1000,234,63,79,,,,,,,118,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",6045,2593,702,877,1,10100800_1,10100801_1,10100802_1,10100803_1,10100804_1,,,0.35
101008_3,,101008_3,101008,术士女,1,546,1000,234,76,95,,,,,,,118,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",8866,3803,1029,1287,1,10100800_1,10100801_1,10100802_1,10100803_1,10100804_1,,,0.35
101008_4,,101008_4,101008,术士女,1,546,1000,234,94,118,,,,,,,118,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",12803,5492,1486,1858,1,10100800_1,10100801_1,10100802_1,10100803_1,10100804_1,,,0.35
101008_5,,101008_5,101008,术士女,1,546,1000,234,128,161,,,,,,,118,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",20150,8645,2340,2925,1,10100800_1,10100801_1,10100802_1,10100803_1,10100804_1,,,0.35
100011_1,,100011_1,100011,祭司男,1,670,1000,143,59,75,,,,,,,72,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",4940,1066,520,650,1,10001100_1,10001101_1,10001102_1,10001103_1,10001104_1,,,0.5
100011_2,,100011_2,100011,祭司男,1,670,1000,143,70,88,,,,,,,72,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",7410,1599,780,975,1,10001100_1,10001101_1,10001102_1,10001103_1,10001104_1,,,0.5
100011_3,,100011_3,100011,祭司男,1,670,1000,143,84,106,,,,,,,72,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",10868,2345,1144,1430,1,10001100_1,10001101_1,10001102_1,10001103_1,10001104_1,,,0.5
100011_4,,100011_4,100011,祭司男,1,670,1000,143,105,131,,,,,,,72,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",15694,3386,1652,2065,1,10001100_1,10001101_1,10001102_1,10001103_1,10001104_1,,,0.5
100011_5,,100011_5,100011,祭司男,1,670,1000,143,143,179,,,,,,,72,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",24700,5330,2600,3250,1,10001100_1,10001101_1,10001102_1,10001103_1,10001104_1,,,0.5
101011_1,,101011_1,101011,祭司女,1,670,1000,143,59,75,,,,,,,72,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",4940,1066,520,650,1,10101100_1,10101101_1,10101102_1,10101103_1,10101104_1,,,0.5
101011_2,,101011_2,101011,祭司女,1,670,1000,143,70,88,,,,,,,72,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",7410,1599,780,975,1,10101100_1,10101101_1,10101102_1,10101103_1,10101104_1,,,0.5
101011_3,,101011_3,101011,祭司女,1,670,1000,143,84,106,,,,,,,72,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",10868,2345,1144,1430,1,10101100_1,10101101_1,10101102_1,10101103_1,10101104_1,,,0.5
101011_4,,101011_4,101011,祭司女,1,670,1000,143,105,131,,,,,,,72,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",15694,3386,1652,2065,1,10101100_1,10101101_1,10101102_1,10101103_1,10101104_1,,,0.5
101011_5,,101011_5,101011,祭司女,1,670,1000,143,143,179,,,,,,,72,,5,8,100,200,,,,,,,0.02,0.5,,,50,"1,000",24700,5330,2600,3250,1,10101100_1,10101101_1,10101102_1,10101103_1,10101104_1,,,
211001_5,,211001_5,202001,剧情姜子牙,1,30269,1000,3926,1289,1612,1,1,,,,,,,5,10,100,250,,,,11,,,0.02,0.5,5,,50,"1,000",21840,6135,2016,2520,1,20200100_999,20200101_999,,,,,20200109,0.2
211002_5,,211002_5,202002,剧情哪吒,1,30269,1000,3926,1612,1289,1,1,,,,,,,5,10,100,250,,,,11,,,0.02,0.5,5,,50,"1,000",21840,6135,2520,2016,1,20200200_999,20200201_999,,,,,,0.2
211003_5,,211003_5,201001,剧情杨戬,1,30269,1000,2468,1433,1792,1,1,,,,,,,5,10,100,250,,,,11,,,0.02,0.5,3,,50,"1,000",28000,3857,2240,2800,1,20100100_999,20100101_999,,,,,,0.2
211004_5,,211004_5,204001,剧情龙吉公主,1,30269,1000,2423,1433,1792,1,1,,,,,,,5,10,100,250,,,,11,,,0.02,0.5,6.5,,50,"1,000",26880,3788,2240,2800,1,20400100_999,20400101_999,,,,,,0.2
211005_5,,211005_5,204003,剧情武吉,1,30269,1000,2468,1433,1792,1,1,,,,,,,5,10,100,250,,,,11,,,0.02,0.5,5,,50,"1,000",28000,3857,2240,2800,1,20400300_1,20400301_1,,,,,,0.2
211006_5,,211006_5,203001,剧情妲己,1,30269,1000,2320,1433,1792,1,1,,,,,,,5,10,100,250,,,,11,,,0.02,0.5,5,,50,"1,000",29120,3625,2240,2800,1,20300100_1,20300101_1,,,,,,0.2
211007_5,,211007_5,203002,剧情李兴霸,1,30269,1000,2320,1792,1433,1,1,,,,,,,5,10,100,250,,,,11,,,0.02,0.5,3,,50,"1,000",29120,3625,2800,2240,1,20300200_1,20300201_1,,,,,,0.2
211008_5,,211008_5,202001,剧情龙吉公主,1,30269,1000,2423,1433,1792,1,1,,,,,,,5,10,100,250,,,,11,,,0.02,0.5,6.5,,50,"1,000",26880,3788,2240,2800,1,20200100_1,20200101_1,,,,,,0.2
100001_01,,100001_01,100001,剧情力士男,1,30269,1000,3632,2793,2234,1,1,500,,,,,,5,10,100,250,,,,,,,0.02,0.5,,1250,50,"1,000",47320,5679,4368,3494,1,10000100_999,10000101_999,,,,,,
101001_01,,101001_01,101001,剧情力士女,1,30269,1000,3632,2793,2234,1,1,500,,,,,,5,10,100,250,,,,,,,0.02,0.5,,1250,50,"1,000",47320,5679,4368,3494,1,10100100_999,10100101_999,,,,,,
100011_01,,100011_01,100011,剧情女,1,100000,1000,2000,15,15,1,1,500,,,,,,5,10,100,250,,,,,,,0.02,0.5,,1250,50,"1,000",10000,800,300,300,1,10001100_1,10001101_1,,,,,,
101011_01,,101011_01,101011,剧情女,1,100000,1000,2000,15,15,1,1,500,,,,,,5,10,100,250,,,,,,,0.02,0.5,,1250,50,"1,000",10000,800,300,300,1,10101100_1,10101101_1,,,,,,
