Key,Remarks,Id,Type,ModelId,level,HeroAttackRate,HeroPhysicalDefenseRate,HeroMagicDefenseRate,HeroLifeRate,MonsterAttack,MonsterPhysicalDefense,MonsterMagicDefense,MonsterLife,Hide,Enter,Die,Normal,Skill01,Skill02,Skill03,Skill04,Skill05,Scale,AttackType,ViewRange,Speed,AttackRange,ReactionTime,DoHurt,HardStraight,AIGroupId
500006_89,,500006_89,,500006,89,1,,,,,"2,829","2,261","126,225",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500006_90,,500006_90,,500006,90,1,,,,,"3,121","2,497","134,685",1,50000608,50000609,50000600_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500018_1,,500018_1,,500018,1,1,,,,,10,8,"3,310",,50001808,,50001800_1,50001801_1,50001802_1,,,,3,1,32,,4,0.1,0.03,0.25,
500018_2,,500018_2,,500018,2,1,,,,,19,15,"3,655",,50001808,,50001800_1,50001801_2,50001802_2,,,,3,1,32,,4,0.1,0.03,0.25,
500018_3,,500018_3,,500018,3,1,,,,,19,15,"4,575",,50001808,,50001800_1,50001801_3,50001802_3,,,,3,1,32,,4,0.1,0.03,0.25,
500018_4,,500018_4,,500018,4,1,,,,,20,15,"4,575",,50001808,,50001800_1,50001801_4,50001802_4,,,,3,1,32,,4,0.1,0.03,0.25,
500018_5,,500018_5,,500018,5,1,,,,,20,16,"5,495",,50001808,,50001800_1,50001801_5,50001802_5,,,,3,1,32,,4,0.1,0.03,0.25,
500018_6,,500018_6,,500018,6,1,,,,,28,22,"5,840",,50001808,,50001800_1,50001801_6,50001802_6,,,,3,1,32,,4,0.1,0.03,0.25,
500018_7,,500018_7,,500018,7,1,,,,,35,27,"6,180",,50001808,,50001800_1,50001801_7,50001802_7,,,,3,1,32,,4,0.1,0.03,0.25,
500018_8,,500018_8,,500018,8,1,,,,,49,39,"7,790",,50001808,,50001800_1,50001801_8,50001802_8,,,,3,1,32,,4,0.1,0.03,0.25,
500018_9,,500018_9,,500018,9,1,,,,,64,51,"8,475",,50001808,,50001800_1,50001801_9,50001802_9,,,,3,1,32,,4,0.1,0.03,0.25,
500018_10,,500018_10,,500018,10,1,,,,,80,64,"10,085",,50001808,,50001800_1,50001801_10,50001802_10,,,,3,1,32,,4,0.1,0.03,0.25,
500018_11,,500018_11,,500018,11,1,,,,,97,77,"10,425",,50001808,,50001800_1,50001801_11,50001802_11,,,,3,1,32,,4,0.1,0.03,0.25,
500018_12,,500018_12,,500018,12,1,,,,,106,85,"11,690",,50001808,,50001800_1,50001801_12,50001802_12,,,,3,1,32,,4,0.1,0.03,0.25,
500018_13,,500018_13,,500018,13,1,,,,,115,93,"13,825",,50001808,,50001800_1,50001801_13,50001802_13,,,,3,1,32,,4,0.1,0.03,0.25,
500018_14,,500018_14,,500018,14,1,,,,,125,99,"14,930",,50001808,,50001800_1,50001801_14,50001802_14,,,,3,1,32,,4,0.1,0.03,0.25,
500018_15,,500018_15,,500018,15,1,,,,,134,107,"16,035",,50001808,,50001800_1,50001801_15,50001802_15,,,,3,1,32,,4,0.1,0.03,0.25,
500018_16,,500018_16,,500018,16,1,,,,,154,123,"16,380",,50001808,,50001800_1,50001801_16,50001802_16,,,,3,1,32,,4,0.1,0.03,0.25,
500018_17,,500018_17,,500018,17,1,,,,,154,123,"17,490",,50001808,,50001800_1,50001801_17,50001802_17,,,,3,1,32,,4,0.1,0.03,0.25,
500018_18,,500018_18,,500018,18,1,,,,,163,130,"18,590",,50001808,,50001800_1,50001801_18,50001802_18,,,,3,1,32,,4,0.1,0.03,0.25,
500018_19,,500018_19,,500018,19,1,,,,,174,138,"19,700",,50001808,,50001800_1,50001801_19,50001802_19,,,,3,1,32,,4,0.1,0.03,0.25,
500018_20,,500018_20,,500018,20,1,,,,,174,138,"22,625",,50001808,,50001800_1,50001801_20,50001802_20,,,,3,1,32,,4,0.1,0.03,0.25,
500018_21,,500018_21,,500018,21,1,,,,,231,184,"29,370",,50001808,,50001800_1,50001801_21,50001802_21,,,,3,1,32,,4,0.1,0.03,0.25,
500018_22,,500018_22,,500018,22,1,,,,,240,192,"29,710",,50001808,,50001800_1,50001801_22,50001802_22,,,,3,1,32,,4,0.1,0.03,0.25,
500018_23,,500018_23,,500018,23,1,,,,,250,200,"30,865",,50001808,,50001800_1,50001801_23,50001802_23,,,,3,1,32,,4,0.1,0.03,0.25,
500018_24,,500018_24,,500018,24,1,,,,,251,200,"31,210",,50001808,,50001800_1,50001801_24,50001802_24,,,,3,1,32,,4,0.1,0.03,0.25,
500018_25,,500018_25,,500018,25,1,,,,,261,208,"32,360",,50001808,,50001800_1,50001801_25,50001802_25,,,,3,1,32,,4,0.1,0.03,0.25,
500018_26,,500018_26,,500018,26,1,,,,,271,216,"32,705",,50001808,,50001800_1,50001801_26,50001802_26,,,,3,1,32,,4,0.1,0.03,0.25,
500018_27,,500018_27,,500018,27,1,,,,,281,224,"33,045",,50001808,,50001800_1,50001801_27,50001802_27,,,,3,1,32,,4,0.1,0.03,0.25,
500018_28,,500018_28,,500018,28,1,,,,,281,225,"34,200",,50001808,,50001800_1,50001801_28,50001802_28,,,,3,1,32,,4,0.1,0.03,0.25,
500018_29,,500018_29,,500018,29,1,,,,,291,232,"34,540",,50001808,,50001800_1,50001801_29,50001802_29,,,,3,1,32,,4,0.1,0.03,0.25,
500018_30,,500018_30,,500018,30,1,,,,,301,240,"35,695",,50001808,,50001800_1,50001801_30,50001802_30,,,,3,1,32,,4,0.1,0.03,0.25,
500018_31,,500018_31,,500018,31,1,,,,,312,248,"36,040",,50001808,,50001800_1,50001801_31,50001802_31,,,,3,1,32,,4,0.1,0.03,0.25,
500018_32,,500018_32,,500018,32,1,,,,,321,257,"37,190",,50001808,,50001800_1,50001801_32,50001802_32,,,,3,1,32,,4,0.1,0.03,0.25,
500018_33,,500018_33,,500018,33,1,,,,,331,265,"39,885",,50001808,,50001800_1,50001801_33,50001802_33,,,,3,1,32,,4,0.1,0.03,0.25,
500018_34,,500018_34,,500018,34,1,,,,,342,273,"41,055",,50001808,,50001800_1,50001801_34,50001802_34,,,,3,1,32,,4,0.1,0.03,0.25,
500018_35,,500018_35,,500018,35,1,,,,,355,283,"41,665",,50001808,,50001800_1,50001801_35,50001802_35,,,,3,1,32,,4,0.1,0.03,0.25,
500018_36,,500018_36,,500018,36,1,,,,,369,295,"43,105",,50001808,,50001800_1,50001801_36,50001802_36,,,,3,1,32,,4,0.1,0.03,0.25,
500018_37,,500018_37,,500018,37,1,,,,,378,303,"44,285",,50001808,,50001800_1,50001801_37,50001802_37,,,,3,1,32,,4,0.1,0.03,0.25,
500018_38,,500018_38,,500018,38,1,,,,,552,441,"44,630",,50001808,,50001800_1,50001801_38,50001802_38,,,,3,1,32,,4,0.1,0.03,0.25,
500018_39,,500018_39,,500018,39,1,,,,,571,456,"46,070",,50001808,,50001800_1,50001801_39,50001802_39,,,,3,1,32,,4,0.1,0.03,0.25,
500018_40,,500018_40,,500018,40,1,,,,,585,467,"47,250",,50001808,,50001800_1,50001801_40,50001802_40,,,,3,1,32,,4,0.1,0.03,0.25,
500018_41,,500018_41,,500018,41,1,,,,,600,480,"49,825",,50001808,,50001800_1,50001801_41,50001802_41,,,,3,1,32,,4,0.1,0.03,0.25,
500018_42,,500018_42,,500018,42,1,,,,,617,493,"51,290",,50001808,,50001800_1,50001801_42,50001802_42,,,,3,1,32,,4,0.1,0.03,0.25,
500018_43,,500018_43,,500018,43,1,,,,,805,643,"52,485",,50001808,,50001800_1,50001801_43,50001802_43,,,,3,1,32,,4,0.1,0.03,0.25,
500018_44,,500018_44,,500018,44,1,,,,,837,670,"53,895",,50001808,,50001800_1,50001801_44,50001802_44,,,,3,1,32,,4,0.1,0.03,0.25,
500018_45,,500018_45,,500018,45,1,,,,,862,689,"55,635",,50001808,,50001800_1,50001801_45,50001802_45,,,,3,1,32,,4,0.1,0.03,0.25,
500018_46,,500018_46,,500018,46,1,,,,,898,719,"58,165",,50001808,,50001800_1,50001801_46,50001802_46,,,,3,1,32,,4,0.1,0.03,0.25,
500018_47,,500018_47,,500018,47,1,,,,,898,719,"59,365",,50001808,,50001800_1,50001801_47,50001802_47,,,,3,1,32,,4,0.1,0.03,0.25,
500018_48,,500018_48,,500018,48,1,,,,,"1,138",909,"64,225",,50001808,,50001800_1,50001801_48,50001802_48,,,,3,1,32,,4,0.1,0.03,0.25,
500018_49,,500018_49,,500018,49,1,,,,,"1,139",909,"64,570",,50001808,,50001800_1,50001801_49,50001802_49,,,,3,1,32,,4,0.1,0.03,0.25,
500018_50,,500018_50,,500018,50,1,,,,,"1,181",944,"67,385",,50001808,,50001800_1,50001801_50,50001802_50,,,,3,1,32,,4,0.1,0.03,0.25,
500018_51,,500018_51,,500018,51,1,,,,,"1,198",958,"69,060",,50001808,,50001800_1,50001801_51,50001802_51,,,,3,1,32,,4,0.1,0.03,0.25,
500018_52,,500018_52,,500018,52,1,,,,,"1,244",993,"71,275",,50001808,,50001800_1,50001801_52,50001802_52,,,,3,1,32,,4,0.1,0.03,0.25,
500018_53,,500018_53,,500018,53,1,,,,,"1,443","1,153","72,495",,50001808,,50001800_1,50001801_53,50001802_53,,,,3,1,32,,4,0.1,0.03,0.25,
500018_54,,500018_54,,500018,54,1,,,,,"1,490","1,192","74,440",,50001808,,50001800_1,50001801_54,50001802_54,,,,3,1,32,,4,0.1,0.03,0.25,
500018_55,,500018_55,,500018,55,1,,,,,"1,490","1,192","75,660",,50001808,,50001800_1,50001801_55,50001802_55,,,,3,1,32,,4,0.1,0.03,0.25,
500018_56,,500018_56,,500018,56,1,,,,,"1,517","1,215","76,005",,50001808,,50001800_1,50001801_56,50001802_56,,,,3,1,32,,4,0.1,0.03,0.25,
500018_57,,500018_57,,500018,57,1,,,,,"1,537","1,231","77,945",,50001808,,50001800_1,50001801_57,50001802_57,,,,3,1,32,,4,0.1,0.03,0.25,
500018_58,,500018_58,,500018,58,1,,,,,"1,777","1,419","79,170",,50001808,,50001800_1,50001801_58,50001802_58,,,,3,1,32,,4,0.1,0.03,0.25,
500018_59,,500018_59,,500018,59,1,,,,,"1,778","1,419","79,515",,50001808,,50001800_1,50001801_59,50001802_59,,,,3,1,32,,4,0.1,0.03,0.25,
500018_60,,500018_60,,500018,60,1,,,,,"1,828","1,462","82,335",,50001808,,50001800_1,50001801_60,50001802_60,,,,3,1,32,,4,0.1,0.03,0.25,
500018_61,,500018_61,,500018,61,1,,,,,"1,859","1,488","84,685",,50001808,,50001800_1,50001801_61,50001802_61,,,,3,1,32,,4,0.1,0.03,0.25,
500018_62,,500018_62,,500018,62,1,,,,,"1,859","1,489","85,025",,50001808,,50001800_1,50001801_62,50001802_62,,,,3,1,32,,4,0.1,0.03,0.25,
500018_63,,500018_63,,500018,63,1,,,,,"1,912","1,528","87,870",,50001808,,50001800_1,50001801_63,50001802_63,,,,3,1,32,,4,0.1,0.03,0.25,
500018_64,,500018_64,,500018,64,1,,,,,"1,913","1,528","88,210",,50001808,,50001800_1,50001801_64,50001802_64,,,,3,1,32,,4,0.1,0.03,0.25,
500018_65,,500018_65,,500018,65,1,,,,,"1,943","1,555","88,555",,50001808,,50001800_1,50001801_65,50001802_65,,,,3,1,32,,4,0.1,0.03,0.25,
500018_66,,500018_66,,500018,66,1,,,,,"1,964","1,571","91,405",,50001808,,50001800_1,50001801_66,50001802_66,,,,3,1,32,,4,0.1,0.03,0.25,
500018_67,,500018_67,,500018,67,1,,,,,"1,998","1,597","91,745",,50001808,,50001800_1,50001801_67,50001802_67,,,,3,1,32,,4,0.1,0.03,0.25,
500018_68,,500018_68,,500018,68,1,,,,,"1,998","1,597","92,090",,50001808,,50001800_1,50001801_68,50001802_68,,,,3,1,32,,4,0.1,0.03,0.25,
500018_69,,500018_69,,500018,69,1,,,,,"2,049","1,636","94,930",,50001808,,50001800_1,50001801_69,50001802_69,,,,3,1,32,,4,0.1,0.03,0.25,
500018_70,,500018_70,,500018,70,1,,,,,"2,049","1,637","95,275",,50001808,,50001800_1,50001801_70,50001802_70,,,,3,1,32,,4,0.1,0.03,0.25,
500018_71,,500018_71,,500018,71,1,,,,,"2,080","1,664","95,615",,50001808,,50001800_1,50001801_71,50001802_71,,,,3,1,32,,4,0.1,0.03,0.25,
500018_72,,500018_72,,500018,72,1,,,,,"2,100","1,680","98,465",,50001808,,50001800_1,50001801_72,50001802_72,,,,3,1,32,,4,0.1,0.03,0.25,
500018_73,,500018_73,,500018,73,1,,,,,"2,133","1,706","98,810",,50001808,,50001800_1,50001801_73,50001802_73,,,,3,1,32,,4,0.1,0.03,0.25,
500018_74,,500018_74,,500018,74,1,,,,,"2,134","1,706","99,150",,50001808,,50001800_1,50001801_74,50001802_74,,,,3,1,32,,4,0.1,0.03,0.25,
500018_75,,500018_75,,500018,75,1,,,,,"2,184","1,749","101,995",,50001808,,50001800_1,50001801_75,50001802_75,,,,3,1,32,,4,0.1,0.03,0.25,
500018_76,,500018_76,,500018,76,1,,,,,"2,219","1,775","105,150",,50001808,,50001800_1,50001801_76,50001802_76,,,,3,1,32,,4,0.1,0.03,0.25,
500018_77,,500018_77,,500018,77,1,,,,,"2,282","1,824","106,420",,50001808,,50001800_1,50001801_77,50001802_77,,,,3,1,32,,4,0.1,0.03,0.25,
500018_78,,500018_78,,500018,78,1,,,,,"2,399","1,919","109,285",,50001808,,50001800_1,50001801_78,50001802_78,,,,3,1,32,,4,0.1,0.03,0.25,
500018_79,,500018_79,,500018,79,1,,,,,"2,497","1,998","111,480",,50001808,,50001800_1,50001801_79,50001802_79,,,,3,1,32,,4,0.1,0.03,0.25,
500018_80,,500018_80,,500018,80,1,,,,,"2,497","1,998","113,600",,50001808,,50001800_1,50001801_80,50001802_80,,,,3,1,32,,4,0.1,0.03,0.25,
500018_81,,500018_81,,500018,81,1,,,,,"2,552","2,040","116,485",,50001808,,50001800_1,50001801_81,50001802_81,,,,3,1,32,,4,0.1,0.03,0.25,
500018_82,,500018_82,,500018,82,1,,,,,"2,585","2,067","116,830",,50001808,,50001800_1,50001801_82,50001802_82,,,,3,1,32,,4,0.1,0.03,0.25,
500018_83,,500018_83,,500018,83,1,,,,,"2,619","2,093","118,120",,50001808,,50001800_1,50001801_83,50001802_83,,,,3,1,32,,4,0.1,0.03,0.25,
500018_84,,500018_84,,500018,84,1,,,,,"2,673","2,139","120,065",,50001808,,50001800_1,50001801_84,50001802_84,,,,3,1,32,,4,0.1,0.03,0.25,
500018_85,,500018_85,,500018,85,1,,,,,"2,673","2,139","121,355",,50001808,,50001800_1,50001801_85,50001802_85,,,,3,1,32,,4,0.1,0.03,0.25,
500018_86,,500018_86,,500018,86,1,,,,,"2,708","2,166","121,700",,50001808,,50001800_1,50001801_86,50001802_86,,,,3,1,32,,4,0.1,0.03,0.25,
500018_87,,500018_87,,500018,87,1,,,,,"2,761","2,208","124,590",,50001808,,50001800_1,50001801_87,50001802_87,,,,3,1,32,,4,0.1,0.03,0.25,
500018_88,,500018_88,,500018,88,1,,,,,"2,795","2,235","124,930",,50001808,,50001800_1,50001801_88,50001802_88,,,,3,1,32,,4,0.1,0.03,0.25,
500018_89,,500018_89,,500018,89,1,,,,,"2,829","2,261","126,225",,50001808,,50001800_1,50001801_89,50001802_89,,,,3,1,32,,4,0.1,0.03,0.25,
500018_90,,500018_90,,500018,90,1,,,,,"3,121","2,497","134,685",,50001808,,50001800_1,50001801_90,50001802_90,,,,3,1,32,,4,0.1,0.03,0.25,
500106_1,,500106_1,,500106,1,1,,,,,10,8,"3,310",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_2,,500106_2,,500106,2,1,,,,,19,15,"3,655",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_3,,500106_3,,500106,3,1,,,,,19,15,"4,575",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_4,,500106_4,,500106,4,1,,,,,20,15,"4,575",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_5,,500106_5,,500106,5,1,,,,,20,16,"5,495",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_6,,500106_6,,500106,6,1,,,,,28,22,"5,840",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_7,,500106_7,,500106,7,1,,,,,35,27,"6,180",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_8,,500106_8,,500106,8,1,,,,,49,39,"7,790",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_9,,500106_9,,500106,9,1,,,,,64,51,"8,475",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_10,,500106_10,,500106,10,1,,,,,80,64,"10,085",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_11,,500106_11,,500106,11,1,,,,,97,77,"10,425",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_12,,500106_12,,500106,12,1,,,,,106,85,"11,690",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_13,,500106_13,,500106,13,1,,,,,115,93,"13,825",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_14,,500106_14,,500106,14,1,,,,,125,99,"14,930",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_15,,500106_15,,500106,15,1,,,,,134,107,"16,035",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_16,,500106_16,,500106,16,1,,,,,154,123,"16,380",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_17,,500106_17,,500106,17,1,,,,,154,123,"17,490",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_18,,500106_18,,500106,18,1,,,,,163,130,"18,590",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_19,,500106_19,,500106,19,1,,,,,174,138,"19,700",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_20,,500106_20,,500106,20,1,,,,,174,138,"22,625",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_21,,500106_21,,500106,21,1,,,,,231,184,"29,370",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_22,,500106_22,,500106,22,1,,,,,240,192,"29,710",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_23,,500106_23,,500106,23,1,,,,,250,200,"30,865",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_24,,500106_24,,500106,24,1,,,,,251,200,"31,210",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_25,,500106_25,,500106,25,1,,,,,261,208,"32,360",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_26,,500106_26,,500106,26,1,,,,,271,216,"32,705",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_27,,500106_27,,500106,27,1,,,,,281,224,"33,045",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_28,,500106_28,,500106,28,1,,,,,281,225,"34,200",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_29,,500106_29,,500106,29,1,,,,,291,232,"34,540",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_30,,500106_30,,500106,30,1,,,,,301,240,"35,695",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_31,,500106_31,,500106,31,1,,,,,312,248,"36,040",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_32,,500106_32,,500106,32,1,,,,,321,257,"37,190",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_33,,500106_33,,500106,33,1,,,,,331,265,"39,885",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_34,,500106_34,,500106,34,1,,,,,342,273,"41,055",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_35,,500106_35,,500106,35,1,,,,,355,283,"41,665",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_36,,500106_36,,500106,36,1,,,,,369,295,"43,105",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_37,,500106_37,,500106,37,1,,,,,378,303,"44,285",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_38,,500106_38,,500106,38,1,,,,,552,441,"44,630",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_39,,500106_39,,500106,39,1,,,,,571,456,"46,070",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_40,,500106_40,,500106,40,1,,,,,585,467,"47,250",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_41,,500106_41,,500106,41,1,,,,,600,480,"49,825",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_42,,500106_42,,500106,42,1,,,,,617,493,"51,290",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_43,,500106_43,,500106,43,1,,,,,805,643,"52,485",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_44,,500106_44,,500106,44,1,,,,,837,670,"53,895",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_45,,500106_45,,500106,45,1,,,,,862,689,"55,635",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_46,,500106_46,,500106,46,1,,,,,898,719,"58,165",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_47,,500106_47,,500106,47,1,,,,,898,719,"59,365",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_48,,500106_48,,500106,48,1,,,,,"1,138",909,"64,225",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_49,,500106_49,,500106,49,1,,,,,"1,139",909,"64,570",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_50,,500106_50,,500106,50,1,,,,,"1,181",944,"67,385",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_51,,500106_51,,500106,51,1,,,,,"1,198",958,"69,060",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_52,,500106_52,,500106,52,1,,,,,"1,244",993,"71,275",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_53,,500106_53,,500106,53,1,,,,,"1,443","1,153","72,495",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_54,,500106_54,,500106,54,1,,,,,"1,490","1,192","74,440",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_55,,500106_55,,500106,55,1,,,,,"1,490","1,192","75,660",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_56,,500106_56,,500106,56,1,,,,,"1,517","1,215","76,005",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_57,,500106_57,,500106,57,1,,,,,"1,537","1,231","77,945",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_58,,500106_58,,500106,58,1,,,,,"1,777","1,419","79,170",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_59,,500106_59,,500106,59,1,,,,,"1,778","1,419","79,515",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_60,,500106_60,,500106,60,1,,,,,"1,828","1,462","82,335",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_61,,500106_61,,500106,61,1,,,,,"1,859","1,488","84,685",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_62,,500106_62,,500106,62,1,,,,,"1,859","1,489","85,025",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_63,,500106_63,,500106,63,1,,,,,"1,912","1,528","87,870",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_64,,500106_64,,500106,64,1,,,,,"1,913","1,528","88,210",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_65,,500106_65,,500106,65,1,,,,,"1,943","1,555","88,555",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_66,,500106_66,,500106,66,1,,,,,"1,964","1,571","91,405",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_67,,500106_67,,500106,67,1,,,,,"1,998","1,597","91,745",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_68,,500106_68,,500106,68,1,,,,,"1,998","1,597","92,090",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_69,,500106_69,,500106,69,1,,,,,"2,049","1,636","94,930",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_70,,500106_70,,500106,70,1,,,,,"2,049","1,637","95,275",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_71,,500106_71,,500106,71,1,,,,,"2,080","1,664","95,615",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_72,,500106_72,,500106,72,1,,,,,"2,100","1,680","98,465",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_73,,500106_73,,500106,73,1,,,,,"2,133","1,706","98,810",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_74,,500106_74,,500106,74,1,,,,,"2,134","1,706","99,150",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_75,,500106_75,,500106,75,1,,,,,"2,184","1,749","101,995",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_76,,500106_76,,500106,76,1,,,,,"2,219","1,775","105,150",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_77,,500106_77,,500106,77,1,,,,,"2,282","1,824","106,420",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_78,,500106_78,,500106,78,1,,,,,"2,399","1,919","109,285",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_79,,500106_79,,500106,79,1,,,,,"2,497","1,998","111,480",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
500106_80,,500106_80,,500106,80,1,,,,,"2,497","1,998","113,600",1,50010608,50010609,50010601_1,,,,,,1,1,32,,4,0.1,0.03,0.25,
